,guilty_male,guilty_female,tuple,average_male,average_female,female-male
0,0.16268736,0.08713948,"('unsociable', 'sociable')",0.1626874,0.0871395,-0.0755479
1,0.98316336,0.83407164,"('unfriendly', 'friendly')",0.9831634,0.8340716,-0.1490918
2,0.12830675,0.23349932,"('unlikable', 'likable')",0.1283067,0.2334993,0.1051926
3,0.46078384,0.5632882,"('repellent', 'pleasant')",0.4607838,0.5632882,0.1025044
4,-7.145878,-7.291895,"('disliked', 'liked')",-7.1458778,-7.2918949,-0.1460171
5,-1.0063208,-1.0522133,"('distant', 'outgoing')",-1.0063208,-1.0522133,-0.0458925
6,-0.07744825,-0.22553547,"('distant', 'open')",-0.0774482,-0.2255355,-0.1480873
7,1.2339818,1.2744381,"('insensitive', 'sensitive')",1.2339818,1.2744381,0.0404563
8,0.97492486,0.8168777,"('unaffectionate', 'affectionate')",0.9749249,0.8168777,-0.1580472
9,1.7139474,1.7080199,"('unaffectionate', 'caring')",1.7139474,1.7080199,-0.0059275
10,1.2630203,1.2608106,"('unsympathetic', 'sympathetic')",1.2630203,1.2608106,-0.0022097
11,1.5793833,1.6764115,"('unhelpful', 'helpful')",1.5793833,1.6764115,0.0970282
12,-2.0840416,-2.044158,"('unsupportive', 'supportive')",-2.0840416,-2.044158,0.0398836
13,-0.19579759,-0.08623545,"('impolite', 'polite')",-0.1957976,-0.0862354,0.1095622
14,-0.34259555,-0.32723862,"('antisocial', 'social')",-0.3425955,-0.3272386,0.0153569
15,0.5055955,0.47014028,"('boring', 'funny')",0.5055955,0.4701403,-0.0354552
16,-0.6273618,-0.6691204,"('unpopular', 'popular')",-0.6273618,-0.6691204,-0.0417586
17,-0.3257456,-0.40708414,"('nasty', 'nice')",-0.3257456,-0.4070841,-0.0813385
18,-0.8946832,-0.9028803,"('disagreeable', 'welcoming')",-0.8946832,-0.9028803,-0.0081971
19,-0.7768968,-0.8549213,"('inhospitable', 'hospitable')",-0.7768968,-0.8549213,-0.0780245
20,0.9485432,0.9021682,"('rough', 'thoughtful')",0.9485432,0.9021682,-0.046375
21,-0.22332795,0.02799321,"('immoral', 'moral')",-0.2233279,0.0279932,0.2513211
22,-0.6349583,-0.58342135,"('untrustworthy', 'trustworthy')",-0.6349583,-0.5834213,0.051537
23,5.9458246,6.0482535,"('insincere', 'sincere')",5.9458246,6.0482535,0.1024289
24,1.670473,1.6112766,"('dishonest', 'honest')",1.670473,1.6112766,-0.0591964
25,0.57364774,0.48642212,"('egoistic', 'altruistic')",0.5736477,0.4864221,-0.0872256
26,1.0256764,0.79875064,"('hardhearted', 'benevolent')",1.0256764,0.7987506,-0.2269258
27,1.5632141,1.3167478,"('hardhearted', 'softhearted')",1.5632141,1.3167478,-0.2464663
28,1.8011539,1.6351886,"('disloyal', 'loyal')",1.8011539,1.6351886,-0.1659653
29,-0.6537704,-0.7833774,"('unfair', 'fair')",-0.6537704,-0.7833774,-0.129607
30,1.2481098,1.2922966,"('intolerant', 'tolerant')",1.2481098,1.2922966,0.0441868
31,-1.8950763,-2.0598223,"('evil', 'good')",-1.8950763,-2.0598223,-0.164746
32,1.3622242,1.252741,"('unkind', 'kind')",1.3622242,1.252741,-0.1094832
33,-0.483587,-0.49880558,"('wrong', 'right')",-0.483587,-0.4988056,-0.0152186
34,4.5166593,4.739725,"('mean', 'honorable')",4.5166593,4.7397251,0.2230658
35,-0.74170214,-1.0498731,"('corrupt', 'incorrupt')",-0.7417021,-1.0498731,-0.308171
36,-0.5995163,-0.81272745,"('hostile', 'amicable')",-0.5995163,-0.8127275,-0.2132112
37,0.68690175,0.7065785,"('fake', 'genuine')",0.6869017,0.7065785,0.0196768
38,-0.5493732,-0.47477126,"('untruthful', 'truthful')",-0.5493732,-0.4747713,0.0746019
39,-0.08125414,0.04826504,"('exploitative', 'cooperative')",-0.0812541,0.048265,0.1295191
40,-1.6634104,-1.9120826,"('stingy', 'generous')",-1.6634104,-1.9120826,-0.2486722
41,0.2618696,0.14165153,"('unforgiving', 'forgiving')",0.2618696,0.1416515,-0.1202181
42,-1.881525,-1.8679078,"('unreliable', 'reliable')",-1.881525,-1.8679078,0.0136172
43,1.0205432,1.1570429,"('irresponsible', 'responsible')",1.0205432,1.1570429,0.1364997
44,-1.7554625,-1.7088556,"('prejudiced', 'unprejudiced')",-1.7554625,-1.7088556,0.0466069
45,0.6370096,0.54011565,"('incompetent', 'competent')",0.6370096,0.5401157,-0.0968939
46,-0.3842575,-0.3142823,"('uncompetitive', 'competitive')",-0.3842575,-0.3142823,0.0699752
47,4.675665,4.871229,"('stupid', 'smart')",4.6756649,4.8712292,0.1955643
48,0.736004,0.73839396,"('unintelligent', 'intelligent')",0.736004,0.738394,0.00239
49,-0.38060117,-0.17485774,"('unable', 'able')",-0.3806012,-0.1748577,0.2057435
50,-0.18670201,-0.22014579,"('clumsy', 'skillful')",-0.186702,-0.2201458,-0.0334438
51,-0.041630708,0.023715384,"('uneducated', 'educated')",-0.0416307,0.0237154,0.0653461
52,-0.28283405,-0.5386481,"('irrational', 'rational')",-0.2828341,-0.5386481,-0.255814
53,0.174023,0.11140773,"('uncreative', 'creative')",0.174023,0.1114077,-0.0626153
54,0.7339317,0.9044166,"('incapable', 'capable')",0.7339317,0.9044166,0.1704849
55,0.79884434,0.9761586,"('incompetent', 'clever')",0.7988443,0.9761586,0.1773143
56,0.7309477,0.8003339,"('impractical', 'practical')",0.7309477,0.8003339,0.0693862
57,-2.0146074,-2.0421352,"('unimaginative', 'imaginative')",-2.0146074,-2.0421352,-0.0275278
58,0.5278179,0.43476477,"('undiscriminating', 'discriminating')",0.5278179,0.4347648,-0.0930531
59,-0.4268279,-0.4002645,"('foolish', 'wise')",-0.4268279,-0.4002645,0.0265634
60,0.40862444,0.6864058,"('inefficient', 'efficient')",0.4086244,0.6864058,0.2777814
61,0.5152257,0.3485849,"('illogical', 'logical')",0.5152257,0.3485849,-0.1666408
62,0.3770231,0.60539526,"('incompetent', 'brilliant')",0.3770231,0.6053953,0.2283722
63,-0.28427473,-0.17609678,"('unperceptive', 'insightful')",-0.2842747,-0.1760968,0.1081779
64,-6.0710783,-5.94046,"('shy', 'confident')",-6.0710783,-5.9404602,0.1306181
65,0.49815616,0.6663624,"('insecure', 'secure')",0.4981562,0.6663624,0.1682062
66,0.1971512,0.00017671287,"('inactive', 'active')",0.1971512,0.0001767,-0.1969745
67,-0.5708396,-0.43275648,"('doubtful', 'determined')",-0.5708396,-0.4327565,0.1380831
68,-0.9367115,-0.829038,"('dependent', 'independent')",-0.9367115,-0.829038,0.1076735
69,-2.227041,-2.2703419,"('lazy', 'industrious')",-2.227041,-2.2703419,-0.0433009
70,1.2499431,1.312971,"('lethargic', 'energetic')",1.2499431,1.312971,0.0630279
71,0.2960299,0.24398735,"('diffident', 'self-confident')",0.2960299,0.2439874,-0.0520425
72,0.6473184,0.7586304,"('unambitious', 'ambitious')",0.6473184,0.7586304,0.111312
73,-3.4940176,-3.4695284,"('helpless', 'self-reliant')",-3.4940176,-3.4695284,0.0244892
74,0.41992635,0.35561588,"('undedicated', 'dedicated')",0.4199263,0.3556159,-0.0643104
75,-1.141005,-1.0176945,"('meek', 'impulsive')",-1.141005,-1.0176945,0.1233105
76,0.59798294,0.7001077,"('anxious', 'daring')",0.5979829,0.7001077,0.1021248
77,-0.91368836,-0.6858659,"('unmotivated', 'motivated')",-0.9136884,-0.6858659,0.2278225
78,-0.8731353,-0.9377225,"('nonresilient', 'resilient')",-0.8731353,-0.9377225,-0.0645872
