,pentair_male,pentair_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.6025498,-0.72341835,"('unsociable', 'sociable')",-0.263174,-0.33921972,-0.4328619,-0.531319,-0.0984571
1,-0.75617045,-0.7746204,"('unfriendly', 'friendly')",2.2507129,2.0906677,0.7472712,0.6580237,-0.0892475
2,-0.018913753,-0.047001153,"('unlikable', 'likable')",0.38767886,0.45329267,0.1843826,0.2031458,0.0187632
3,-0.3762784,-0.31344151,"('repellent', 'pleasant')",-0.32983044,-0.31266898,-0.3530544,-0.3130552,0.0399992
4,0.8982252,0.9780287,"('disliked', 'liked')",-3.3748047,-3.1699703,-1.2382898,-1.0959707,0.1423191
5,-0.38654345,-0.31566054,"('distant', 'outgoing')",0.4822905,0.44423574,0.0478735,0.0642876,0.0164141
6,-0.4358765,-0.34536853,"('distant', 'open')",0.37246075,0.29520923,-0.0317079,-0.0250797,0.0066282
7,-0.055828124,-0.098939896,"('insensitive', 'sensitive')",0.6476345,0.6631578,0.2959032,0.282109,-0.0137942
8,-0.44127044,-0.44261757,"('unaffectionate', 'affectionate')",1.0891832,0.8689048,0.3239564,0.2131436,-0.1108128
9,-0.69914174,-0.68308914,"('unaffectionate', 'caring')",1.4497685,1.3124435,0.3753134,0.3146772,-0.0606362
10,-0.98959535,-1.0287217,"('unsympathetic', 'sympathetic')",-0.7019195,-0.6837326,-0.8457574,-0.8562272,-0.0104698
11,-0.8412776,-0.8150557,"('unhelpful', 'helpful')",0.98347986,0.9596724,0.0711011,0.0723083,0.0012072
12,-0.35335934,-0.26002494,"('unsupportive', 'supportive')",-0.8156695,-0.6899664,-0.5845144,-0.4749957,0.1095187
13,-0.4122427,-0.5328589,"('impolite', 'polite')",-0.5118769,-0.52250206,-0.4620598,-0.5276805,-0.0656207
14,0.023858983,-0.030150376,"('antisocial', 'social')",0.72308993,0.8071212,0.3734744,0.3884854,0.015011
15,0.21534818,0.18333974,"('boring', 'funny')",0.15055564,0.12487295,0.1829519,0.1541063,-0.0288456
16,-0.19580491,-0.14723158,"('unpopular', 'popular')",0.034413554,-0.020028662,-0.0806957,-0.0836301,-0.0029344
17,0.27817318,0.35180387,"('nasty', 'nice')",-0.9315711,-0.9667543,-0.326699,-0.3074752,0.0192238
18,-0.77402264,-0.75926363,"('disagreeable', 'welcoming')",-0.9268822,-1.0080202,-0.8504524,-0.8836419,-0.0331895
19,-1.1162271,-1.0661957,"('inhospitable', 'hospitable')",-0.617728,-0.72022426,-0.8669776,-0.89321,-0.0262324
20,-0.2484235,-0.21809101,"('rough', 'thoughtful')",0.9351913,0.86123556,0.3433839,0.3215723,-0.0218116
21,-0.8666898,-0.9517476,"('immoral', 'moral')",-1.2136017,-1.1252179,-1.0401458,-1.0384828,0.001663
22,0.48243207,0.41259944,"('untrustworthy', 'trustworthy')",-0.31652606,-0.30403176,0.082953,0.0542838,-0.0286692
23,-0.7337493,-0.83508325,"('insincere', 'sincere')",3.769492,3.449782,1.5178714,1.3073493,-0.2105221
24,-0.7004561,-0.7820208,"('dishonest', 'honest')",0.5455635,0.5233766,-0.0774463,-0.1293221,-0.0518758
25,0.21535976,0.2610179,"('egoistic', 'altruistic')",1.5199674,1.3946788,0.8676636,0.8278484,-0.0398152
26,0.058035195,-0.07081787,"('hardhearted', 'benevolent')",2.97405,2.83219,1.5160426,1.380686,-0.1353566
27,-0.23372579,-0.23372497,"('hardhearted', 'softhearted')",0.2684611,-0.012447881,0.0173677,-0.1230864,-0.1404541
28,-0.10892015,-0.1789675,"('disloyal', 'loyal')",0.907315,0.72981083,0.3991974,0.2754217,-0.1237757
29,0.156565,0.17265524,"('unfair', 'fair')",-0.4293647,-0.53530437,-0.1363999,-0.1813246,-0.0449247
30,0.13518777,0.093671165,"('intolerant', 'tolerant')",0.71919304,0.7458055,0.4271904,0.4197383,-0.0074521
31,-0.20666972,-0.059945934,"('evil', 'good')",0.11994006,0.10581737,-0.0433648,0.0229357,0.0663005
32,-0.59257656,-0.78132105,"('unkind', 'kind')",0.5043945,0.3343989,-0.044091,-0.2234611,-0.1793701
33,0.59057057,0.5844983,"('wrong', 'right')",0.5384639,0.4163973,0.5645173,0.5004478,-0.0640695
34,-0.7617,-0.704433,"('mean', 'honorable')",3.427034,3.4241903,1.332667,1.3598787,0.0272117
35,0.7773249,0.8299097,"('corrupt', 'incorrupt')",-0.35054457,-0.5485193,0.2133902,0.1406952,-0.072695
36,-0.14503863,-0.046518847,"('hostile', 'amicable')",1.0074891,0.81518066,0.4312252,0.3843309,-0.0468943
37,0.28648803,0.25982618,"('fake', 'genuine')",0.48672634,0.43677682,0.3866072,0.3483015,-0.0383057
38,-0.5629432,-0.5586429,"('untruthful', 'truthful')",0.44893047,0.4534661,-0.0570064,-0.0525884,0.004418
39,-0.052945137,-0.08371705,"('exploitative', 'cooperative')",0.4333314,0.41577676,0.1901931,0.1660299,-0.0241632
40,0.4896662,0.57620716,"('stingy', 'generous')",-1.190182,-1.2007798,-0.3502579,-0.3122863,0.0379716
41,-0.10763205,-0.059256084,"('unforgiving', 'forgiving')",0.45311794,0.51920897,0.1727429,0.2299764,0.0572335
42,0.60379416,0.66182053,"('unreliable', 'reliable')",-1.828078,-1.7049786,-0.612142,-0.521579,0.090563
43,-0.74988747,-0.8114272,"('irresponsible', 'responsible')",0.96035403,0.968946,0.1052333,0.0787594,-0.0264739
44,0.042734887,0.075887546,"('prejudiced', 'unprejudiced')",-1.6228993,-1.598437,-0.7900822,-0.7612747,0.0288075
45,0.14072293,0.13746072,"('incompetent', 'competent')",1.133753,1.2967278,0.6372379,0.7170942,0.0798563
46,-0.40816185,-0.45196468,"('uncompetitive', 'competitive')",-0.4680566,-0.3888035,-0.4381092,-0.4203841,0.0177251
47,-0.16957554,-0.16199268,"('stupid', 'smart')",4.13398,4.107671,1.9822022,1.972839,-0.0093632
48,-0.66529113,-0.6277156,"('unintelligent', 'intelligent')",0.034465477,0.12639013,-0.3154128,-0.2506627,0.0647501
49,-1.0634717,-0.9697393,"('unable', 'able')",-0.2865211,-0.19495332,-0.6749964,-0.5823463,0.0926501
50,0.37288103,0.3953194,"('clumsy', 'skillful')",-0.5793736,-0.77061355,-0.1032463,-0.1876471,-0.0844008
51,-0.9384848,-1.0337878,"('uneducated', 'educated')",-0.32340595,-0.38341168,-0.6309454,-0.7085997,-0.0776543
52,-0.7321671,-0.707944,"('irrational', 'rational')",0.109290004,-0.057678834,-0.3114386,-0.3828114,-0.0713728
53,-0.73464227,-0.6869928,"('uncreative', 'creative')",1.0636997,0.9529217,0.1645287,0.1329644,-0.0315643
