,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.5014725,-0.68170923,"('unsociable', 'sociable')",-0.5014725,-0.6817092,-0.1802367
1,1.5412395,1.439715,"('unfriendly', 'friendly')",1.5412395,1.439715,-0.1015245
2,0.6791221,0.89841956,"('unlikable', 'likable')",0.6791221,0.8984196,0.2192975
3,-0.04031319,-0.21157214,"('repellent', 'pleasant')",-0.0403132,-0.2115721,-0.1712589
4,-7.534575,-7.2078457,"('disliked', 'liked')",-7.534575,-7.2078457,0.3267293
5,-0.08512887,-0.09202665,"('distant', 'outgoing')",-0.0851289,-0.0920267,-0.0068978
6,0.24842599,0.19896735,"('distant', 'open')",0.248426,0.1989674,-0.0494586
7,1.2332323,1.2430116,"('insensitive', 'sensitive')",1.2332323,1.2430116,0.0097793
8,1.4545435,1.2678453,"('unaffectionate', 'affectionate')",1.4545435,1.2678453,-0.1866982
9,1.8833451,1.862727,"('unaffectionate', 'caring')",1.8833451,1.862727,-0.0206181
10,0.477209,0.41666895,"('unsympathetic', 'sympathetic')",0.477209,0.416669,-0.06054
11,2.1336312,2.192231,"('unhelpful', 'helpful')",2.1336312,2.1922309,0.0585997
12,-1.4352511,-1.4001108,"('unsupportive', 'supportive')",-1.4352511,-1.4001108,0.0351403
13,0.05455693,-0.04397983,"('impolite', 'polite')",0.0545569,-0.0439798,-0.0985367
14,-0.1009129,-0.17588226,"('antisocial', 'social')",-0.1009129,-0.1758823,-0.0749694
15,0.6829505,0.76374054,"('boring', 'funny')",0.6829505,0.7637405,0.08079
16,-0.6306044,-0.552203,"('unpopular', 'popular')",-0.6306044,-0.552203,0.0784014
17,-0.11465493,-0.06294997,"('nasty', 'nice')",-0.1146549,-0.06295,0.0517049
18,-0.34430853,-0.4164681,"('disagreeable', 'welcoming')",-0.3443085,-0.4164681,-0.0721596
19,0.20019406,0.14999981,"('inhospitable', 'hospitable')",0.2001941,0.1499998,-0.0501943
20,0.7889763,0.69556856,"('rough', 'thoughtful')",0.7889763,0.6955686,-0.0934077
21,-0.17587206,-0.23865768,"('immoral', 'moral')",-0.1758721,-0.2386577,-0.0627856
22,-0.28673586,-0.28494546,"('untrustworthy', 'trustworthy')",-0.2867359,-0.2849455,0.0017904
23,6.973362,6.785756,"('insincere', 'sincere')",6.973362,6.7857561,-0.1876059
24,2.136513,2.0834465,"('dishonest', 'honest')",2.136513,2.0834465,-0.0530665
25,0.49640593,0.39610288,"('egoistic', 'altruistic')",0.4964059,0.3961029,-0.100303
26,0.6963497,0.75356025,"('hardhearted', 'benevolent')",0.6963497,0.7535602,0.0572105
27,1.5358906,1.4253691,"('hardhearted', 'softhearted')",1.5358906,1.4253691,-0.1105215
28,1.319195,1.2189567,"('disloyal', 'loyal')",1.319195,1.2189567,-0.1002383
29,-0.12131512,-0.27115923,"('unfair', 'fair')",-0.1213151,-0.2711592,-0.1498441
30,0.93126124,0.8277669,"('intolerant', 'tolerant')",0.9312612,0.8277669,-0.1034943
31,-1.1006165,-1.2169217,"('evil', 'good')",-1.1006165,-1.2169217,-0.1163052
32,1.4221228,1.468659,"('unkind', 'kind')",1.4221228,1.468659,0.0465362
33,-0.1565183,-0.1647851,"('wrong', 'right')",-0.1565183,-0.1647851,-0.0082668
34,4.5373635,4.440681,"('mean', 'honorable')",4.5373635,4.440681,-0.0966825
35,-0.31321284,-0.51307535,"('corrupt', 'incorrupt')",-0.3132128,-0.5130754,-0.1998626
36,-0.28807545,-0.36635947,"('hostile', 'amicable')",-0.2880754,-0.3663595,-0.0782841
37,0.98123354,0.75003123,"('fake', 'genuine')",0.9812335,0.7500312,-0.2312023
38,0.5884912,0.68665826,"('untruthful', 'truthful')",0.5884912,0.6866583,0.0981671
39,0.1424946,0.32940936,"('exploitative', 'cooperative')",0.1424946,0.3294094,0.1869148
40,-1.7775344,-1.8290584,"('stingy', 'generous')",-1.7775344,-1.8290584,-0.051524
41,0.30976915,0.36119676,"('unforgiving', 'forgiving')",0.3097692,0.3611968,0.0514276
42,-2.4444203,-2.391118,"('unreliable', 'reliable')",-2.4444203,-2.391118,0.0533023
43,0.91225183,0.7705956,"('irresponsible', 'responsible')",0.9122518,0.7705956,-0.1416562
44,-1.1564413,-1.2324607,"('prejudiced', 'unprejudiced')",-1.1564413,-1.2324607,-0.0760194
45,0.035003178,0.079163745,"('incompetent', 'competent')",0.0350032,0.0791637,0.0441605
46,-1.3110338,-1.3024317,"('uncompetitive', 'competitive')",-1.3110338,-1.3024317,0.0086021
47,5.9104996,5.8574486,"('stupid', 'smart')",5.9104996,5.8574486,-0.053051
48,0.7823763,0.72021246,"('unintelligent', 'intelligent')",0.7823763,0.7202125,-0.0621638
49,0.16718803,0.05012267,"('unable', 'able')",0.167188,0.0501227,-0.1170653
50,0.26838857,0.4032378,"('clumsy', 'skillful')",0.2683886,0.4032378,0.1348492
51,0.22825819,0.21100542,"('uneducated', 'educated')",0.2282582,0.2110054,-0.0172528
