,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.47083357,-0.534115,"('unsociable', 'sociable')",-0.0718538,-0.33215898,-0.2713437,-0.433137,-0.1617933
1,-0.9969416,-0.9840982,"('unfriendly', 'friendly')",0.9681796,0.8284366,-0.014381,-0.0778308,-0.0634498
2,1.5073533,1.5581305,"('unlikable', 'likable')",1.0492306,1.1078961,1.2782919,1.3330133,0.0547214
3,-0.36671507,-0.18006769,"('repellent', 'pleasant')",1.0928948,1.0771244,0.3630899,0.4485283,0.0854384
4,-0.049058907,0.03066837,"('disliked', 'liked')",-6.9526496,-6.999114,-3.5008543,-3.4842229,0.0166314
5,-0.59447384,-0.5812608,"('distant', 'outgoing')",-0.7738322,-0.67596376,-0.684153,-0.6286123,0.0555407
6,-0.9914138,-0.8848859,"('distant', 'open')",-0.8770059,-0.79007226,-0.9342098,-0.8374791,0.0967307
7,-0.8212203,-0.76870275,"('insensitive', 'sensitive')",-0.04436987,-0.089003086,-0.4327951,-0.4288529,0.0039422
8,-0.5005415,-0.61400163,"('unaffectionate', 'affectionate')",0.15022093,0.14342935,-0.1751603,-0.2352861,-0.0601258
9,-0.39998686,-0.46586502,"('unaffectionate', 'caring')",0.7977241,0.81660616,0.1988686,0.1753706,-0.023498
10,-0.89338404,-0.89908427,"('unsympathetic', 'sympathetic')",-0.37166256,-0.5061144,-0.6325233,-0.7025993,-0.070076
11,-0.1462438,-0.24073827,"('unhelpful', 'helpful')",1.907829,1.9309306,0.8807926,0.8450962,-0.0356964
12,-0.09765363,0.053012975,"('unsupportive', 'supportive')",-2.258546,-2.3034248,-1.1780999,-1.1252059,0.052894
13,-0.6684504,-0.79992306,"('impolite', 'polite')",-0.6213274,-0.6885097,-0.6448889,-0.7442164,-0.0993275
14,0.5962075,0.62260664,"('antisocial', 'social')",0.44219503,0.22222808,0.5192013,0.4224173,-0.096784
15,0.82872856,0.5599208,"('boring', 'funny')",0.2523819,0.21147819,0.5405552,0.3856995,-0.1548557
16,0.10992799,0.19424188,"('unpopular', 'popular')",0.70009613,0.6353481,0.4050121,0.414795,0.0097829
17,0.07236686,0.19089414,"('nasty', 'nice')",-0.46832818,-0.44114375,-0.1979807,-0.1251248,0.0728559
18,-0.08728758,0.1005655,"('disagreeable', 'welcoming')",-0.7566813,-0.832769,-0.4219845,-0.3661017,0.0558828
19,-1.0693249,-1.1394289,"('inhospitable', 'hospitable')",-1.0210196,-0.87632424,-1.0451722,-1.0078765,0.0372957
20,0.43371713,0.54170454,"('rough', 'thoughtful')",0.94783574,0.8886418,0.6907765,0.7151731,0.0243966
21,0.26283103,0.22042108,"('immoral', 'moral')",0.00013676845,-0.07847323,0.1314839,0.0709739,-0.06051
22,0.09676747,0.13570566,"('untrustworthy', 'trustworthy')",-0.86924624,-0.92875236,-0.3862394,-0.3965234,-0.010284
23,-0.3268823,-0.33692628,"('insincere', 'sincere')",5.7563615,5.694298,2.7147396,2.6786857,-0.0360539
24,-0.013669164,-0.100959815,"('dishonest', 'honest')",0.6538041,0.6414997,0.3200675,0.2702699,-0.0497976
25,0.47547328,0.46434063,"('egoistic', 'altruistic')",1.0661584,0.97709113,0.7708158,0.7207159,-0.0500999
26,0.9494712,0.82662994,"('hardhearted', 'benevolent')",1.3377401,1.1412271,1.1436056,0.9839286,-0.159677
27,-0.38622504,-0.37121975,"('hardhearted', 'softhearted')",0.7427568,0.681249,0.1782659,0.1550146,-0.0232513
28,0.20037386,0.040635746,"('disloyal', 'loyal')",1.0852644,0.8968866,0.6428192,0.4687612,-0.174058
