,die_male,die_female,tuple,average_male,average_female,female-male
0,0.028202605,0.040701114,"('unsociable', 'sociable')",0.0282026,0.0407011,0.0124985
1,1.1423465,1.2639507,"('unfriendly', 'friendly')",1.1423465,1.2639507,0.1216042
2,0.43221745,0.6295685,"('unlikable', 'likable')",0.4322174,0.6295685,0.1973511
3,0.84693515,1.0018936,"('repellent', 'pleasant')",0.8469352,1.0018936,0.1549584
4,-7.1619234,-6.9788666,"('disliked', 'liked')",-7.1619234,-6.9788666,0.1830568
5,-0.33160955,-0.1700823,"('distant', 'outgoing')",-0.3316095,-0.1700823,0.1615272
6,-0.04353123,0.058336493,"('distant', 'open')",-0.0435312,0.0583365,0.1018677
7,1.2103982,1.2646651,"('insensitive', 'sensitive')",1.2103982,1.2646651,0.0542669
8,1.1100281,1.0339165,"('unaffectionate', 'affectionate')",1.1100281,1.0339165,-0.0761116
9,1.4132972,1.417876,"('unaffectionate', 'caring')",1.4132972,1.417876,0.0045788
10,1.3798136,1.2758807,"('unsympathetic', 'sympathetic')",1.3798136,1.2758807,-0.1039329
11,1.9133203,1.8984636,"('unhelpful', 'helpful')",1.9133203,1.8984636,-0.0148567
12,-1.350841,-1.2168385,"('unsupportive', 'supportive')",-1.350841,-1.2168385,0.1340025
13,0.09506913,0.09497219,"('impolite', 'polite')",0.0950691,0.0949722,-9.69e-05
14,0.107100055,0.08674693,"('antisocial', 'social')",0.1071001,0.0867469,-0.0203532
15,0.28291497,0.26671502,"('boring', 'funny')",0.282915,0.266715,-0.0162
16,-0.6150174,-0.45655587,"('unpopular', 'popular')",-0.6150174,-0.4565559,0.1584615
17,0.36924148,0.279041,"('nasty', 'nice')",0.3692415,0.279041,-0.0902005
18,-0.48647004,-0.37422088,"('disagreeable', 'welcoming')",-0.48647,-0.3742209,0.1122491
19,-0.11985166,-0.109354526,"('inhospitable', 'hospitable')",-0.1198517,-0.1093545,0.0104972
20,0.5231819,0.4557553,"('rough', 'thoughtful')",0.5231819,0.4557553,-0.0674266
21,0.06500655,0.16104773,"('immoral', 'moral')",0.0650065,0.1610477,0.0960412
22,-0.1645653,-0.11116812,"('untrustworthy', 'trustworthy')",-0.1645653,-0.1111681,0.0533972
23,6.296025,6.32464,"('insincere', 'sincere')",6.2960248,6.3246398,0.028615
24,1.7649266,1.7886544,"('dishonest', 'honest')",1.7649266,1.7886544,0.0237278
25,0.27121007,0.34910268,"('egoistic', 'altruistic')",0.2712101,0.3491027,0.0778926
26,0.3684394,0.16269992,"('hardhearted', 'benevolent')",0.3684394,0.1626999,-0.2057395
27,1.6620537,1.4731413,"('hardhearted', 'softhearted')",1.6620537,1.4731413,-0.1889124
