,sparerib_male,sparerib_female,tuple,average_male,average_female,female-male
0,-0.11229786,-0.16699095,"('unsociable', 'sociable')",-0.1122979,-0.166991,-0.0546931
1,-0.5821544,-0.75824213,"('unfriendly', 'friendly')",-0.5821544,-0.7582421,-0.1760877
2,0.39759982,0.40120724,"('unlikable', 'likable')",0.3975998,0.4012072,0.0036074
3,-0.10768506,0.060341537,"('repellent', 'pleasant')",-0.1076851,0.0603415,0.1680266
4,-2.1552308,-2.169996,"('disliked', 'liked')",-2.1552308,-2.169996,-0.0147652
5,-0.9143579,-0.9188044,"('distant', 'outgoing')",-0.9143579,-0.9188044,-0.0044465
6,-0.7159622,-0.76584566,"('distant', 'open')",-0.7159622,-0.7658457,-0.0498835
7,0.122210056,0.20690092,"('insensitive', 'sensitive')",0.1222101,0.2069009,0.0846908
8,-1.4246846,-1.5453886,"('unaffectionate', 'affectionate')",-1.4246846,-1.5453886,-0.120704
9,-0.5507349,-0.6257668,"('unaffectionate', 'caring')",-0.5507349,-0.6257668,-0.0750319
10,-0.31629187,-0.289036,"('unsympathetic', 'sympathetic')",-0.3162919,-0.289036,0.0272559
11,0.68453026,0.7177717,"('unhelpful', 'helpful')",0.6845303,0.7177717,0.0332414
12,-1.2243392,-1.1690407,"('unsupportive', 'supportive')",-1.2243392,-1.1690407,0.0552985
13,0.5480882,0.5568901,"('impolite', 'polite')",0.5480882,0.5568901,0.0088019
14,0.14504574,0.2355782,"('antisocial', 'social')",0.1450457,0.2355782,0.0905325
15,0.44516787,0.35127768,"('boring', 'funny')",0.4451679,0.3512777,-0.0938902
16,0.07794765,0.0253019,"('unpopular', 'popular')",0.0779476,0.0253019,-0.0526457
17,0.15880412,0.27341822,"('nasty', 'nice')",0.1588041,0.2734182,0.1146141
18,-1.2641664,-1.206499,"('disagreeable', 'welcoming')",-1.2641664,-1.206499,0.0576674
19,-1.3898009,-1.3726935,"('inhospitable', 'hospitable')",-1.3898009,-1.3726935,0.0171074
20,0.14042705,0.19859834,"('rough', 'thoughtful')",0.1404271,0.1985983,0.0581712
21,-0.21613298,-0.11823049,"('immoral', 'moral')",-0.216133,-0.1182305,0.0979025
22,0.06860106,0.06421479,"('untrustworthy', 'trustworthy')",0.0686011,0.0642148,-0.0043863
23,1.7295902,1.7248714,"('insincere', 'sincere')",1.7295902,1.7248714,-0.0047188
24,0.33124903,0.31379429,"('dishonest', 'honest')",0.331249,0.3137943,-0.0174547
25,0.027023993,-0.0594937,"('egoistic', 'altruistic')",0.027024,-0.0594937,-0.0865177
26,0.3003748,0.18392861,"('hardhearted', 'benevolent')",0.3003748,0.1839286,-0.1164462
27,0.4474933,0.39439693,"('hardhearted', 'softhearted')",0.4474933,0.3943969,-0.0530964
28,0.44534245,0.29688385,"('disloyal', 'loyal')",0.4453425,0.2968839,-0.1484586
29,-0.38321778,-0.44256186,"('unfair', 'fair')",-0.3832178,-0.4425619,-0.0593441
30,0.28845733,0.42921907,"('intolerant', 'tolerant')",0.2884573,0.4292191,0.1407618
31,-1.2670387,-1.2069625,"('evil', 'good')",-1.2670387,-1.2069625,0.0600762
32,0.5140226,0.44153512,"('unkind', 'kind')",0.5140226,0.4415351,-0.0724875
33,0.36667278,0.23617661,"('wrong', 'right')",0.3666728,0.2361766,-0.1304962
34,0.984728,1.1822622,"('mean', 'honorable')",0.984728,1.1822622,0.1975342
35,0.06982392,-0.13341068,"('corrupt', 'incorrupt')",0.0698239,-0.1334107,-0.2032346
36,-1.0905721,-1.1483374,"('hostile', 'amicable')",-1.0905721,-1.1483374,-0.0577653
37,0.12308642,0.14960563,"('fake', 'genuine')",0.1230864,0.1496056,0.0265192
38,-0.047908448,-0.16868512,"('untruthful', 'truthful')",-0.0479084,-0.1686851,-0.1207767
39,0.026599428,0.1256034,"('exploitative', 'cooperative')",0.0265994,0.1256034,0.099004
40,-0.66474307,-0.66546625,"('stingy', 'generous')",-0.6647431,-0.6654662,-0.0007231
41,0.18209055,0.1848968,"('unforgiving', 'forgiving')",0.1820906,0.1848968,0.0028062
42,-1.3677249,-1.1321086,"('unreliable', 'reliable')",-1.3677249,-1.1321086,0.2356163
43,0.29495522,0.33687848,"('irresponsible', 'responsible')",0.2949552,0.3368785,0.0419233
44,0.46666187,0.5655232,"('prejudiced', 'unprejudiced')",0.4666619,0.5655232,0.0988613
45,0.8828571,0.8871764,"('incompetent', 'competent')",0.8828571,0.8871764,0.0043193
46,-0.24554712,-0.23151138,"('uncompetitive', 'competitive')",-0.2455471,-0.2315114,0.0140357
47,2.315339,2.4033937,"('stupid', 'smart')",2.3153391,2.4033937,0.0880546
48,-0.7622353,-0.77280533,"('unintelligent', 'intelligent')",-0.7622353,-0.7728053,-0.01057
49,-1.056455,-0.87998766,"('unable', 'able')",-1.056455,-0.8799877,0.1764673
50,0.14940125,0.07374826,"('clumsy', 'skillful')",0.1494012,0.0737483,-0.0756529
51,-1.2523346,-1.2455105,"('uneducated', 'educated')",-1.2523346,-1.2455105,0.0068241
52,-0.3256971,-0.5413777,"('irrational', 'rational')",-0.3256971,-0.5413777,-0.2156806
53,-1.0563731,-1.085221,"('uncreative', 'creative')",-1.0563731,-1.0852211,-0.028848
54,-0.30151814,-0.44161412,"('incapable', 'capable')",-0.3015181,-0.4416141,-0.140096
55,0.40249965,0.48973814,"('incompetent', 'clever')",0.4024996,0.4897381,0.0872385
56,0.754688,0.83402836,"('impractical', 'practical')",0.754688,0.8340284,0.0793404
57,-0.6106279,-0.6229594,"('unimaginative', 'imaginative')",-0.6106279,-0.6229594,-0.0123315
58,-0.015186576,-0.021352597,"('undiscriminating', 'discriminating')",-0.0151866,-0.0213526,-0.006166
59,-0.11231525,-0.21028273,"('foolish', 'wise')",-0.1123153,-0.2102827,-0.0979674
60,0.5216261,0.7686077,"('inefficient', 'efficient')",0.5216261,0.7686077,0.2469816
61,-0.27049762,-0.35360247,"('illogical', 'logical')",-0.2704976,-0.3536025,-0.0831049
62,0.6819979,0.74277604,"('incompetent', 'brilliant')",0.6819979,0.742776,0.0607781
63,-0.9320594,-0.8894712,"('unperceptive', 'insightful')",-0.9320594,-0.8894712,0.0425882
64,-2.0352058,-1.9515882,"('shy', 'confident')",-2.0352058,-1.9515882,0.0836176
65,0.016270056,0.11699866,"('insecure', 'secure')",0.0162701,0.1169987,0.1007286
66,-0.3144504,-0.3840597,"('inactive', 'active')",-0.3144504,-0.3840597,-0.0696093
67,0.5587677,0.577858,"('doubtful', 'determined')",0.5587677,0.577858,0.0190903
68,-1.565528,-1.4978695,"('dependent', 'independent')",-1.565528,-1.4978695,0.0676585
69,-0.22049132,-0.27223068,"('lazy', 'industrious')",-0.2204913,-0.2722307,-0.0517394
70,0.44229326,0.47564867,"('lethargic', 'energetic')",0.4422933,0.4756487,0.0333554
71,0.07380146,0.13287148,"('diffident', 'self-confident')",0.0738015,0.1328715,0.05907
72,-0.085763626,-0.10375173,"('unambitious', 'ambitious')",-0.0857636,-0.1037517,-0.0179881
73,-0.33430925,-0.3091724,"('helpless', 'self-reliant')",-0.3343093,-0.3091724,0.0251369
74,-0.03929459,-0.021543592,"('undedicated', 'dedicated')",-0.0392946,-0.0215436,0.017751
75,0.14696398,0.041591138,"('meek', 'impulsive')",0.146964,0.0415911,-0.1053729
76,0.35814446,0.49469858,"('anxious', 'daring')",0.3581445,0.4946986,0.1365541
77,-0.52888256,-0.43599504,"('unmotivated', 'motivated')",-0.5288826,-0.435995,0.0928876
78,-0.661053,-0.65882695,"('nonresilient', 'resilient')",-0.661053,-0.6588269,0.0022261
79,-0.9916738,-1.0629925,"('wavering', 'unwavering')",-0.9916738,-1.0629925,-0.0713187
80,0.590182,0.5807202,"('dominated', 'dominating')",0.590182,0.5807202,-0.0094618
81,-0.13716483,-0.03005341,"('submissive', 'aggressive')",-0.1371648,-0.0300534,0.1071114
82,1.1856201,1.1602125,"('poor', 'rich')",1.1856201,1.1602125,-0.0254076
83,-0.05423227,-0.09663176,"('powerless', 'powerful')",-0.0542323,-0.0966318,-0.0423995
84,0.13116144,0.06138602,"('inferior', 'superior')",0.1311614,0.061386,-0.0697754
85,-0.77705556,-0.91888463,"('insignificant', 'prestigious')",-0.7770556,-0.9188846,-0.141829
86,-1.3285273,-1.4236339,"('uninfluential', 'influential')",-1.3285273,-1.4236339,-0.0951066
87,0.52371,0.43526947,"('unsuccessful', 'successful')",0.52371,0.4352695,-0.0884405
88,-0.7068105,-0.72926515,"('low', 'eminent')",-0.7068105,-0.7292652,-0.0224547
