,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,-0.46160543,-0.34966403,"('unsociable', 'sociable')",-0.4616054,-0.349664,0.1119414
1,1.197773,1.0468041,"('unfriendly', 'friendly')",1.197773,1.0468041,-0.1509689
2,-0.13236995,-0.06139253,"('unlikable', 'likable')",-0.13237,-0.0613925,0.0709775
3,0.81428367,0.8861954,"('repellent', 'pleasant')",0.8142837,0.8861954,0.0719117
4,-7.2115474,-7.384829,"('disliked', 'liked')",-7.2115474,-7.384829,-0.1732816
5,-0.4263253,-0.5446228,"('distant', 'outgoing')",-0.4263253,-0.5446228,-0.1182975
6,0.10552958,-0.094945446,"('distant', 'open')",0.1055296,-0.0949454,-0.200475
7,0.6447747,0.77324086,"('insensitive', 'sensitive')",0.6447747,0.7732409,0.1284662
8,1.1484753,0.95070404,"('unaffectionate', 'affectionate')",1.1484753,0.950704,-0.1977713
9,1.1270753,1.0798311,"('unaffectionate', 'caring')",1.1270753,1.0798311,-0.0472442
10,0.62726384,0.799232,"('unsympathetic', 'sympathetic')",0.6272638,0.799232,0.1719682
11,1.1117834,1.1929648,"('unhelpful', 'helpful')",1.1117834,1.1929648,0.0811814
12,-2.100498,-2.067592,"('unsupportive', 'supportive')",-2.100498,-2.0675919,0.0329061
13,-0.5606322,-0.39435524,"('impolite', 'polite')",-0.5606322,-0.3943552,0.166277
14,0.12596239,0.23681666,"('antisocial', 'social')",0.1259624,0.2368167,0.1108543
15,0.072499156,-0.054547176,"('boring', 'funny')",0.0724992,-0.0545472,-0.1270464
16,-0.4973431,-0.56974334,"('unpopular', 'popular')",-0.4973431,-0.5697433,-0.0724002
17,-0.39083108,-0.35168484,"('nasty', 'nice')",-0.3908311,-0.3516848,0.0391463
18,-0.23553126,-0.28207538,"('disagreeable', 'welcoming')",-0.2355313,-0.2820754,-0.0465441
19,-0.6443985,-0.7842406,"('inhospitable', 'hospitable')",-0.6443985,-0.7842406,-0.1398421
20,1.0634631,0.9981456,"('rough', 'thoughtful')",1.0634631,0.9981456,-0.0653175
21,-0.63254637,-0.43029544,"('immoral', 'moral')",-0.6325464,-0.4302954,0.202251
22,-0.44344217,-0.37371716,"('untrustworthy', 'trustworthy')",-0.4434422,-0.3737172,0.069725
23,5.956736,6.0451713,"('insincere', 'sincere')",5.9567361,6.0451713,0.0884352
24,1.2854681,1.2280122,"('dishonest', 'honest')",1.2854681,1.2280122,-0.0574559
25,1.0030136,0.8458604,"('egoistic', 'altruistic')",1.0030136,0.8458604,-0.1571532
26,0.8633108,0.75009966,"('hardhearted', 'benevolent')",0.8633108,0.7500997,-0.1132111
27,1.562141,1.354184,"('hardhearted', 'softhearted')",1.5621409,1.354184,-0.2079569
28,0.8045691,0.77162015,"('disloyal', 'loyal')",0.8045691,0.7716202,-0.0329489
29,-0.49395567,-0.67627823,"('unfair', 'fair')",-0.4939557,-0.6762782,-0.1823225
30,0.7647163,0.89202535,"('intolerant', 'tolerant')",0.7647163,0.8920254,0.1273091
31,-0.9636871,-1.1550615,"('evil', 'good')",-0.9636871,-1.1550615,-0.1913744
32,0.6694163,0.6473226,"('unkind', 'kind')",0.6694163,0.6473226,-0.0220937
33,-0.4902561,-0.5675571,"('wrong', 'right')",-0.4902561,-0.5675571,-0.077301
34,4.3321867,4.443432,"('mean', 'honorable')",4.3321867,4.4434319,0.1112452
35,-0.30970475,-0.6667365,"('corrupt', 'incorrupt')",-0.3097048,-0.6667365,-0.3570317
36,-0.48627222,-0.7013856,"('hostile', 'amicable')",-0.4862722,-0.7013856,-0.2151134
