,blackrock_male,blackrock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.074321456,-0.28097978,"('unsociable', 'sociable')",-0.16033223,-0.30557725,-0.1173268,-0.2932785,-0.1759517
1,-1.1085695,-1.4479499,"('unfriendly', 'friendly')",1.871048,1.697727,0.3812392,0.1248885,-0.2563507
2,0.41303793,0.4655017,"('unlikable', 'likable')",0.5977576,0.6415268,0.5053977,0.5535142,0.0481165
3,-0.3703079,-0.1825602,"('repellent', 'pleasant')",-0.06013364,-0.03136053,-0.2152208,-0.1069604,0.1082604
4,-0.7090733,-0.86069906,"('disliked', 'liked')",-6.461963,-6.4961705,-3.5855184,-3.6784348,-0.0929164
5,-0.85747784,-1.0054322,"('distant', 'outgoing')",0.021758601,0.040648025,-0.4178596,-0.4823921,-0.0645325
6,-1.1637939,-1.280198,"('distant', 'open')",0.4571208,0.42456487,-0.3533366,-0.4278166,-0.07448
7,0.09046368,0.15609302,"('insensitive', 'sensitive')",0.70294577,0.74585754,0.3967047,0.4509753,0.0542706
8,-0.740795,-0.9872372,"('unaffectionate', 'affectionate')",0.9824737,0.8560195,0.1208393,-0.0656089,-0.1864482
9,-0.00089611113,-0.104200184,"('unaffectionate', 'caring')",1.2877029,1.2643325,0.6434034,0.5800662,-0.0633372
10,0.20685583,0.22589025,"('unsympathetic', 'sympathetic')",-0.25745478,-0.30806825,-0.0252995,-0.041089,-0.0157895
11,0.33431628,0.45451546,"('unhelpful', 'helpful')",1.7814343,1.8875439,1.0578753,1.1710297,0.1131544
12,0.20911878,0.32181758,"('unsupportive', 'supportive')",-1.7177653,-1.6542746,-0.7543232,-0.6662285,0.0880947
13,0.0035887435,-0.08378507,"('impolite', 'polite')",-0.25017655,-0.23983356,-0.1232939,-0.1618093,-0.0385154
14,0.99623245,1.0120617,"('antisocial', 'social')",-0.23959903,-0.2756582,0.3783167,0.3682018,-0.0101149
15,-0.46195456,-0.7129686,"('boring', 'funny')",0.5791815,0.5187728,0.0586135,-0.0970979,-0.1557114
16,-1.4838047,-1.36149,"('unpopular', 'popular')",0.25588724,0.32517627,-0.6139587,-0.5181569,0.0958018
17,-1.2746124,-1.3177521,"('nasty', 'nice')",-0.3848995,-0.43186277,-0.829756,-0.8748075,-0.0450515
18,-0.65965307,-0.63207537,"('disagreeable', 'welcoming')",-0.33399135,-0.31390375,-0.4968222,-0.4729896,0.0238326
19,-1.810414,-1.8698982,"('inhospitable', 'hospitable')",-0.2454797,-0.25467446,-1.0279468,-1.0622864,-0.0343396
20,-0.33507502,-0.2955247,"('rough', 'thoughtful')",1.0420712,1.0004286,0.3534981,0.3524519,-0.0010462
21,0.021543767,0.07929236,"('immoral', 'moral')",-0.8542863,-0.72409075,-0.4163713,-0.3223992,0.0939721
22,0.6052281,0.42895368,"('untrustworthy', 'trustworthy')",-0.68471766,-0.7218949,-0.0397448,-0.1464706,-0.1067258
23,0.59590024,0.6663126,"('insincere', 'sincere')",5.775064,5.8267303,3.185482,3.2465215,0.0610395
24,0.5651438,0.3842917,"('dishonest', 'honest')",0.87070215,0.8261364,0.717923,0.6052141,-0.1127089
25,-0.84100276,-0.9142138,"('egoistic', 'altruistic')",1.2512412,1.1678523,0.2051192,0.1268193,-0.0782999
26,-0.20475459,-0.5116868,"('hardhearted', 'benevolent')",1.7466056,1.5216613,0.7709255,0.5049872,-0.2659383
27,-1.278592,-1.2236278,"('hardhearted', 'softhearted')",1.3926623,1.3005375,0.0570351,0.0384548,-0.0185803
28,0.1977984,0.04567284,"('disloyal', 'loyal')",0.92256576,0.82606995,0.5601821,0.4358714,-0.1243107
29,-0.5243765,-0.57974386,"('unfair', 'fair')",-0.25523365,-0.44099373,-0.3898051,-0.5103688,-0.1205637
30,0.492966,0.53328687,"('intolerant', 'tolerant')",1.5093163,1.459597,1.0011412,0.996442,-0.0046992
31,-2.1065688,-2.3594806,"('evil', 'good')",-0.8879415,-1.0347884,-1.4972551,-1.6971345,-0.1998794
32,0.29713008,0.13677818,"('unkind', 'kind')",0.8116907,0.69364953,0.5544104,0.4152139,-0.1391965
33,0.20188391,0.08911021,"('wrong', 'right')",-0.28717583,-0.2718413,-0.042646,-0.0913655,-0.0487195
34,-0.9628498,-0.87669075,"('mean', 'honorable')",5.6188107,5.795286,2.3279805,2.4592977,0.1313172
35,-1.2529377,-1.3517687,"('corrupt', 'incorrupt')",-0.11679463,-0.29681304,-0.6848661,-0.8242909,-0.1394248
36,-1.8725538,-2.1923368,"('hostile', 'amicable')",-0.012224639,-0.2610413,-0.9423892,-1.2266891,-0.2842999
37,-0.03348258,-0.063854344,"('fake', 'genuine')",0.39198077,0.40101606,0.1792491,0.1685809,-0.0106682
38,-0.10178909,-0.1735017,"('untruthful', 'truthful')",-0.10824174,-0.0046930425,-0.1050154,-0.0890974,0.015918
39,0.34647304,0.47538388,"('exploitative', 'cooperative')",0.116229385,0.11490966,0.2313512,0.2951468,0.0637956
40,-0.13661303,-0.21665227,"('stingy', 'generous')",-1.4378948,-1.4240844,-0.7872539,-0.8203683,-0.0331144
41,-0.035288163,-0.26057768,"('unforgiving', 'forgiving')",-0.17296448,-0.31004813,-0.1041263,-0.2853129,-0.1811866
42,1.3135675,1.4394028,"('unreliable', 'reliable')",-2.5675454,-2.4218318,-0.6269889,-0.4912145,0.1357744
43,0.47327542,0.5593937,"('irresponsible', 'responsible')",0.73174566,0.6893918,0.6025106,0.6243927,0.0218821
44,-0.25578272,-0.17815661,"('prejudiced', 'unprejudiced')",-1.4410826,-1.4523094,-0.8484327,-0.815233,0.0331997
45,-0.14148378,-0.2656182,"('incompetent', 'competent')",-0.07519439,-0.13855621,-0.1083391,-0.2020872,-0.0937481
46,0.44740418,0.6059711,"('uncompetitive', 'competitive')",-0.8821155,-0.9138333,-0.2173557,-0.1539311,0.0634246
47,-0.039651603,0.06601055,"('stupid', 'smart')",5.618699,5.73543,2.7895238,2.9007201,0.1111963
48,-0.45358798,-0.48635912,"('unintelligent', 'intelligent')",0.7200828,0.7115878,0.1332474,0.1126143,-0.0206331
49,-1.0924495,-0.9904051,"('unable', 'able')",-0.17801788,-0.009138875,-0.6352337,-0.499772,0.1354617
50,-0.09892465,0.066464566,"('clumsy', 'skillful')",0.09884107,0.12684192,-4.18e-05,0.0966532,0.096695
51,0.09755967,0.17648968,"('uneducated', 'educated')",0.39395112,0.45066467,0.2457554,0.3135772,0.0678218
52,-1.416284,-1.5281343,"('irrational', 'rational')",0.030785123,-0.10210077,-0.6927494,-0.8151175,-0.1223681
53,-1.1430963,-1.2456859,"('uncreative', 'creative')",0.7193426,0.68534327,-0.2118769,-0.2801713,-0.0682944
54,-0.294783,-0.30243772,"('incapable', 'capable')",1.2533281,1.333275,0.4792725,0.5154186,0.0361461
55,0.77896947,0.8534465,"('incompetent', 'clever')",0.06680065,0.09989955,0.4228851,0.476673,0.0537879
56,1.2693725,1.3003236,"('impractical', 'practical')",0.1372288,0.21113625,0.7033007,0.7557299,0.0524292
57,0.29980868,0.08724469,"('unimaginative', 'imaginative')",-2.4604545,-2.6178524,-1.0803229,-1.2653039,-0.184981
58,0.36904815,0.37556458,"('undiscriminating', 'discriminating')",0.15738785,0.13827847,0.263218,0.2569215,-0.0062965
59,-0.1773651,-0.15608545,"('foolish', 'wise')",0.5632979,0.61219376,0.1929664,0.2280542,0.0350878
60,1.4584465,1.6153994,"('inefficient', 'efficient')",0.16647905,0.37300414,0.8124628,0.9942018,0.181739
61,-0.35174838,-0.52132004,"('illogical', 'logical')",0.34640864,0.16357185,-0.0026699,-0.1788741,-0.1762042
62,1.2548361,1.4914379,"('incompetent', 'brilliant')",0.49032232,0.7445996,0.8725792,1.1180187,0.2454395
63,-0.009188314,0.10150775,"('unperceptive', 'insightful')",0.80688155,0.9950383,0.3988466,0.548273,0.1494264
64,0.5279514,0.47245285,"('shy', 'confident')",-6.5913982,-6.6318874,-3.0317235,-3.0797174,-0.0479939
65,0.8420156,0.836094,"('insecure', 'secure')",-0.17024226,-0.14849916,0.3358867,0.3437974,0.0079107
66,-0.77694833,-0.78791445,"('inactive', 'active')",0.843796,0.7482147,0.0334238,-0.0198499,-0.0532737
67,0.43921918,0.43923384,"('doubtful', 'determined')",-0.15499789,-0.14674819,0.1421106,0.1462428,0.0041322
68,-0.49130148,-0.36477283,"('dependent', 'independent')",-0.5021466,-0.42573738,-0.496724,-0.3952551,0.1014689
69,-0.9744139,-0.9453393,"('lazy', 'industrious')",-0.41514462,-0.40482047,-0.6947793,-0.6750799,0.0196994
70,0.9490959,1.0915471,"('lethargic', 'energetic')",0.579592,0.653421,0.764344,0.8724841,0.1081401
71,-0.27232945,-0.25978965,"('diffident', 'self-confident')",0.65654916,0.660932,0.1921099,0.2005712,0.0084613
72,0.23582265,0.252026,"('unambitious', 'ambitious')",-0.4576974,-0.34665573,-0.1109374,-0.0473149,0.0636225
73,0.51945525,0.6235395,"('helpless', 'self-reliant')",-2.7631142,-2.652112,-1.1218295,-1.0142863,0.1075432
74,0.6315177,0.5884663,"('undedicated', 'dedicated')",-0.07728256,-0.121530965,0.2771176,0.2334677,-0.0436499
75,-0.5731884,-0.579306,"('meek', 'impulsive')",-0.4035394,-0.383282,-0.4883639,-0.481294,0.0070699
76,1.5858871,1.7936743,"('anxious', 'daring')",0.5341938,0.6996051,1.0600405,1.2466397,0.1865992
77,-0.62412727,-0.5182324,"('unmotivated', 'motivated')",-1.3289303,-1.1915449,-0.9765288,-0.8548887,0.1216401
78,-0.28621933,-0.15921456,"('nonresilient', 'resilient')",0.049714454,0.20428057,-0.1182524,0.022533,0.1407854
79,-0.87538165,-1.0812327,"('wavering', 'unwavering')",0.065685466,0.053352453,-0.4048481,-0.5139401,-0.109092
80,1.0504645,1.2648157,"('dominated', 'dominating')",-1.1931838,-1.0434754,-0.0713596,0.1106701,0.1820297
81,1.632185,1.7392715,"('submissive', 'aggressive')",-0.45143247,-0.2612693,0.5903763,0.7390011,0.1486248
82,-0.027824964,0.061228365,"('poor', 'rich')",5.9606814,6.1359215,2.9664283,3.0985749,0.1321466
83,-0.12681769,-0.2773253,"('powerless', 'powerful')",-1.0063059,-1.0764402,-0.5665618,-0.6768827,-0.1103209
84,0.004313195,0.025037302,"('inferior', 'superior')",0.89757645,0.9180515,0.4509448,0.4715444,0.0205996
85,-0.95401144,-1.0636315,"('insignificant', 'prestigious')",0.27445567,0.18411435,-0.3397779,-0.4397586,-0.0999807
86,-0.21534368,-0.42957222,"('uninfluential', 'influential')",-0.14891842,-0.24086592,-0.1821311,-0.3352191,-0.153088
87,0.095309734,0.121387854,"('unsuccessful', 'successful')",0.87414896,1.0110304,0.4847293,0.5662091,0.0814798
88,-0.4234891,-0.47216687,"('low', 'eminent')",0.14384048,0.13869956,-0.1398243,-0.1667337,-0.0269094
