,cars_male,cars_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,0.55606437,0.57376444,"('unsociable', 'sociable')",0.6857306,0.6130427,-0.42315006,-0.57501787,0.2728816,0.2039298,-0.0689518
1,0.89293987,0.882958,"('unfriendly', 'friendly')",0.45227233,0.46180633,1.6995969,1.6255283,1.0149364,0.9900975,-0.0248389
2,1.0026271,1.0185546,"('unlikable', 'likable')",0.5982551,0.6703465,0.6398758,0.67641205,0.7469194,0.7884377,0.0415183
3,-0.21488088,-0.09020296,"('repellent', 'pleasant')",0.22406735,0.35500365,-0.15690966,-0.14106157,-0.0492411,0.0412464,0.0904875
4,-0.3222047,-0.42892104,"('disliked', 'liked')",-1.23192,-1.3088944,-6.091597,-6.1849294,-2.548574,-2.6409149,-0.0923409
5,0.57269925,0.50080556,"('distant', 'outgoing')",-0.16401383,-0.20875184,-0.17533952,-0.14611652,0.077782,0.0486457,-0.0291363
6,0.43310905,0.32425475,"('distant', 'open')",-0.3682471,-0.42009214,0.45009726,0.44594604,0.1716531,0.1167029,-0.0549502
7,-0.13254304,-0.114591636,"('insensitive', 'sensitive')",-0.35722262,-0.21305804,0.32787928,0.36192113,-0.0539621,0.0114238,0.0653859
8,0.38598868,0.29696316,"('unaffectionate', 'affectionate')",-1.1293408,-1.1613184,0.83502257,0.8327307,0.0305568,-0.0105415,-0.0410983
9,1.6711297,1.6055007,"('unaffectionate', 'caring')",-0.10310444,-0.12123682,1.2327676,1.2433308,0.9335976,0.9091983,-0.0243993
10,0.0849823,0.10804081,"('unsympathetic', 'sympathetic')",-0.83982396,-0.7096462,-0.8922545,-0.906852,-0.5490321,-0.5028191,0.046213
11,0.935415,0.96098626,"('unhelpful', 'helpful')",0.61574304,0.66491467,1.4280351,1.4847913,0.9930644,1.0368974,0.043833
12,0.52378446,0.6109661,"('unsupportive', 'supportive')",-0.45041144,-0.3386065,-2.2800343,-2.2180135,-0.7355537,-0.6485513,0.0870024
13,0.91675615,0.9538114,"('impolite', 'polite')",0.06869815,0.0009453967,-0.79287666,-0.85830784,0.0641926,0.0321497,-0.0320429
14,0.32625526,0.45482552,"('antisocial', 'social')",1.4293963,1.4499857,-0.62645787,-0.69455606,0.3763978,0.4034184,0.0270206
15,1.142755,0.98265696,"('boring', 'funny')",0.543235,0.45404714,0.45803607,0.44535565,0.7146754,0.6273533,-0.0873221
16,-0.34608892,-0.35574824,"('unpopular', 'popular')",0.04497871,0.04102828,0.68288785,0.6740693,0.1272592,0.1197831,-0.0074761
17,0.3370767,0.39062178,"('nasty', 'nice')",0.13036822,0.035437442,-0.39011404,-0.37478223,0.025777,0.0170923,-0.0086847
18,-0.39920288,-0.3348931,"('disagreeable', 'welcoming')",-1.1443677,-1.1191547,-0.38029578,-0.4468091,-0.6412888,-0.633619,0.0076698
19,-0.022819847,-0.07768851,"('inhospitable', 'hospitable')",-0.3305936,-0.35728294,-0.20992926,-0.13043559,-0.1877809,-0.188469,-0.0006881
20,-0.55078036,-0.473721,"('rough', 'thoughtful')",0.31618237,0.39991853,0.98817426,0.99592793,0.2511921,0.3073752,0.0561831
21,1.1485372,1.1726569,"('immoral', 'moral')",1.0422189,1.1147267,-0.5229081,-0.538099,0.5559493,0.5830948,0.0271455
22,0.31836724,0.295329,"('untrustworthy', 'trustworthy')",0.98973525,0.9711875,-0.93015915,-1.0377293,0.1259811,0.0762624,-0.0497187
23,0.5934424,0.6411403,"('insincere', 'sincere')",0.31853253,0.36659896,5.44953,5.394631,2.1205017,2.1341235,0.0136218
24,1.2758759,1.2080266,"('dishonest', 'honest')",0.5444829,0.5666481,0.86933076,0.8035914,0.8965632,0.859422,-0.0371412
25,0.3375935,0.34685728,"('egoistic', 'altruistic')",-0.15077329,-0.18914688,1.8033031,1.774516,0.6633744,0.6440755,-0.0192989
26,0.23145644,0.23144105,"('hardhearted', 'benevolent')",0.82153594,0.85191673,1.6106104,1.6108416,0.8878676,0.8980665,0.0101989
27,0.10883121,0.16767128,"('hardhearted', 'softhearted')",-0.71434003,-0.6860852,1.2671107,1.2196913,0.220534,0.2337591,0.0132251
28,0.5716278,0.46680784,"('disloyal', 'loyal')",-0.23688927,-0.2956913,1.1050547,1.0065591,0.4799311,0.3925586,-0.0873725
29,0.5160607,0.4853792,"('unfair', 'fair')",-0.22553024,-0.27159196,-0.3457304,-0.48279262,-0.0184,-0.0896685,-0.0712685
30,0.79775184,0.86503476,"('intolerant', 'tolerant')",1.5047973,1.511105,1.0257027,0.9336412,1.1094173,1.1032603,-0.006157
31,-1.0961114,-1.0283624,"('evil', 'good')",-0.4058516,-0.41510105,-1.025607,-1.0555329,-0.8425233,-0.8329988,0.0095245
32,0.56608635,0.59579855,"('unkind', 'kind')",0.6942691,0.7349553,1.1101632,1.034308,0.7901729,0.7883539,-0.001819
33,1.2263836,1.1272933,"('wrong', 'right')",0.31399667,0.24795607,-0.30367953,-0.33723813,0.4122336,0.3460038,-0.0662298
34,0.28248295,0.455983,"('mean', 'honorable')",0.93054694,1.0432115,6.0495853,6.1217694,2.4208717,2.5403214,0.1194497
35,0.10353966,-0.07403644,"('corrupt', 'incorrupt')",-0.26622474,-0.47513333,0.30864105,0.19993278,0.048652,-0.1164123,-0.1650643
36,-0.7354165,-0.83044696,"('hostile', 'amicable')",-0.5440877,-0.69733727,0.43653983,0.28890982,-0.2809881,-0.4129581,-0.13197
37,0.018636353,0.0014621802,"('fake', 'genuine')",-0.5379985,-0.4799228,0.16842636,0.20389682,-0.1169786,-0.0915213,0.0254573
38,1.1306912,1.1111567,"('untruthful', 'truthful')",-0.066310674,-0.08493857,-0.14732955,-0.15388092,0.3056837,0.2907791,-0.0149046
39,1.2445688,1.2361007,"('exploitative', 'cooperative')",1.9167553,1.8778782,0.29603612,0.27201742,1.1524534,1.1286654,-0.023788
40,0.4441922,0.5173999,"('stingy', 'generous')",-0.50641286,-0.44510543,-1.4312334,-1.5143508,-0.497818,-0.4806854,0.0171326
41,0.42778313,0.49107045,"('unforgiving', 'forgiving')",0.147286,0.18701737,-0.037962694,-0.18068334,0.1790355,0.1658015,-0.013234
42,-1.2768359,-1.2302334,"('unreliable', 'reliable')",-1.0438151,-0.92912513,-3.488437,-3.455414,-1.9363626,-1.8715909,0.0647717
43,0.660233,0.768916,"('irresponsible', 'responsible')",-0.48005977,-0.30071837,0.22386737,0.250056,0.1346802,0.2394179,0.1047377
44,-0.74040157,-0.69417816,"('prejudiced', 'unprejudiced')",-0.096297935,-0.11741397,-0.8723046,-0.86829984,-0.5696681,-0.559964,0.0097041
45,-0.35138983,-0.28379443,"('incompetent', 'competent')",0.074205555,0.18144163,-0.6227937,-0.6640056,-0.2999926,-0.2554528,0.0445398
46,0.5786921,0.6408751,"('uncompetitive', 'competitive')",-0.1157909,0.004698403,-0.48362428,-0.54271275,-0.0069077,0.0342869,0.0411946
47,0.4600852,0.60809076,"('stupid', 'smart')",0.9973195,1.1068234,5.420891,5.4982247,2.2927651,2.4043797,0.1116146
48,1.0203211,1.0608069,"('unintelligent', 'intelligent')",0.1716621,0.22451237,0.6888865,0.6935756,0.6269566,0.6596316,0.032675
49,0.092972554,0.16497104,"('unable', 'able')",-0.7891365,-0.745156,-0.13750626,-0.06604708,-0.2778901,-0.2154107,0.0624794
50,-1.0279571,-1.0652975,"('clumsy', 'skillful')",0.18436152,0.22289756,0.13193475,0.13396253,-0.2372203,-0.2361458,0.0010745
51,-0.17149198,-0.20246509,"('uneducated', 'educated')",0.23598875,0.25631896,0.54256254,0.4852243,0.2023531,0.1796927,-0.0226604
52,1.2360048,0.9941371,"('irrational', 'rational')",0.41125882,0.18941665,0.3323022,0.21781325,0.6598553,0.4671223,-0.192733
53,-0.13698255,-0.181268,"('uncreative', 'creative')",-0.12521413,-0.114790894,0.7440703,0.7263754,0.1606245,0.1434388,-0.0171857
54,0.046878457,-0.04070614,"('incapable', 'capable')",0.41213357,0.42310336,1.1342639,1.20771,0.531092,0.5300357,-0.0010563
55,0.51230496,0.60454655,"('incompetent', 'clever')",0.71098065,0.82413363,0.045212395,0.030710373,0.4228327,0.4864635,0.0636308
56,1.4012338,1.4687306,"('impractical', 'practical')",1.2971646,1.3406044,-0.438505,-0.43512055,0.7532978,0.7914048,0.038107
57,-0.43802336,-0.47978863,"('unimaginative', 'imaginative')",-0.4717685,-0.385683,-2.8264973,-2.8119867,-1.2454297,-1.2258194,0.0196103
58,0.5051851,0.49211496,"('undiscriminating', 'discriminating')",-0.037214566,0.016051024,0.1583663,0.091183424,0.2087789,0.1997831,-0.0089958
59,0.8580131,0.6848831,"('foolish', 'wise')",0.6726817,0.59387404,0.4052556,0.4094182,0.6453168,0.5627251,-0.0825917
60,1.1872648,1.3705199,"('inefficient', 'efficient')",1.4907765,1.6540008,0.0073507726,0.06280361,0.8951307,1.029108,0.1339773
61,0.83277494,0.7316868,"('illogical', 'logical')",1.2125553,1.1091641,0.31802067,0.18364558,0.7877836,0.6748321,-0.1129515
62,0.7402798,0.7610684,"('incompetent', 'brilliant')",0.2792435,0.43534595,0.10476856,0.21214959,0.3747639,0.4695213,0.0947574
63,0.029311536,0.1091024,"('unperceptive', 'insightful')",-0.15157418,0.0088217035,0.59151244,0.651175,0.1564166,0.2563664,0.0999498
