,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4132381,-0.54481685,"('unsociable', 'sociable')",-0.70149374,-0.8557284,-0.5573659,-0.7002726,-0.1429067
1,-0.025991455,-0.2515913,"('unfriendly', 'friendly')",2.2189708,2.177081,1.0964897,0.9627449,-0.1337448
2,-0.2934011,-0.26683745,"('unlikable', 'likable')",0.5925713,0.6495181,0.1495851,0.1913403,0.0417552
3,-0.7048243,-0.60132384,"('repellent', 'pleasant')",0.09179726,0.17684639,-0.3065135,-0.2122387,0.0942748
4,-0.12147053,-0.3077686,"('disliked', 'liked')",-6.454015,-6.501273,-3.2877426,-3.404521,-0.1167784
5,0.0374633,-0.05748319,"('distant', 'outgoing')",0.11211065,0.16866827,0.074787,0.0555925,-0.0191945
6,-0.043634612,-0.10729148,"('distant', 'open')",0.48856282,0.5549357,0.2224641,0.2238221,0.001358
7,-0.8038761,-0.6715247,"('insensitive', 'sensitive')",0.4526654,0.5690675,-0.1756054,-0.0512286,0.1243768
8,0.15511253,0.110184446,"('unaffectionate', 'affectionate')",1.358958,1.2917933,0.7570353,0.7009889,-0.0560464
9,-0.11130792,-0.17962882,"('unaffectionate', 'caring')",1.2892824,1.2731383,0.5889872,0.5467547,-0.0422325
10,-1.8100884,-1.7656176,"('unsympathetic', 'sympathetic')",-0.85264564,-0.8027877,-1.331367,-1.2842027,0.0471643
11,-1.1425076,-1.0594226,"('unhelpful', 'helpful')",1.492826,1.604076,0.1751592,0.2723267,0.0971675
12,-0.3616153,-0.2784868,"('unsupportive', 'supportive')",-1.6661477,-1.6189939,-1.0138814,-0.9487404,0.065141
13,-0.9299145,-0.9194774,"('impolite', 'polite')",-0.9164105,-0.92604107,-0.9231625,-0.9227592,0.0004033
14,-0.54412055,-0.475042,"('antisocial', 'social')",-0.74986583,-0.8269547,-0.6469932,-0.6509984,-0.0040052
15,-0.31236237,-0.43297684,"('boring', 'funny')",0.6920568,0.677645,0.1898472,0.1223341,-0.0675131
16,-0.33215672,-0.2938557,"('unpopular', 'popular')",0.3541592,0.4714486,0.0110012,0.0887965,0.0777953
17,-0.60097337,-0.56078345,"('nasty', 'nice')",-0.3960958,-0.37258744,-0.4985346,-0.4666854,0.0318492
18,0.04858354,0.08833941,"('disagreeable', 'welcoming')",-0.23708107,-0.25407147,-0.0942488,-0.082866,0.0113828
