,haunt_male,haunt_female,tuple,average_male,average_female,female-male
0,0.26184532,0.23880857,"('unsociable', 'sociable')",0.2618453,0.2388086,-0.0230367
1,0.95083785,1.0669042,"('unfriendly', 'friendly')",0.9508379,1.0669042,0.1160663
2,0.37699085,0.5952668,"('unlikable', 'likable')",0.3769909,0.5952668,0.2182759
3,0.7625336,0.9034974,"('repellent', 'pleasant')",0.7625336,0.9034974,0.1409638
4,-7.053093,-6.9693904,"('disliked', 'liked')",-7.053093,-6.9693904,0.0837026
5,-0.65106887,-0.35754994,"('distant', 'outgoing')",-0.6510689,-0.3575499,0.293519
6,-0.18130712,-0.017379906,"('distant', 'open')",-0.1813071,-0.0173799,0.1639272
7,1.5123138,1.4715573,"('insensitive', 'sensitive')",1.5123138,1.4715573,-0.0407565
8,1.0866065,1.0375477,"('unaffectionate', 'affectionate')",1.0866065,1.0375477,-0.0490588
9,1.160539,1.2127105,"('unaffectionate', 'caring')",1.160539,1.2127105,0.0521715
10,1.8886182,1.631577,"('unsympathetic', 'sympathetic')",1.8886182,1.631577,-0.2570412
11,1.9288113,1.8648986,"('unhelpful', 'helpful')",1.9288113,1.8648986,-0.0639127
12,-1.0684363,-1.0057634,"('unsupportive', 'supportive')",-1.0684363,-1.0057634,0.0626729
13,0.20253187,0.21158645,"('impolite', 'polite')",0.2025319,0.2115864,0.0090545
14,0.11330976,0.20427153,"('antisocial', 'social')",0.1133098,0.2042715,0.0909617
15,0.14182734,0.20794433,"('boring', 'funny')",0.1418273,0.2079443,0.066117
16,-0.8919024,-0.61653435,"('unpopular', 'popular')",-0.8919024,-0.6165344,0.275368
17,0.16030528,0.08788811,"('nasty', 'nice')",0.1603053,0.0878881,-0.0724172
18,-0.6120887,-0.4248928,"('disagreeable', 'welcoming')",-0.6120887,-0.4248928,0.1871959
19,-0.4788127,-0.4026514,"('inhospitable', 'hospitable')",-0.4788127,-0.4026514,0.0761613
20,0.7934668,0.6504351,"('rough', 'thoughtful')",0.7934668,0.6504351,-0.1430317
21,0.1647997,0.26831248,"('immoral', 'moral')",0.1647997,0.2683125,0.1035128
22,0.27378193,0.31039292,"('untrustworthy', 'trustworthy')",0.2737819,0.3103929,0.036611
23,6.003942,6.1707826,"('insincere', 'sincere')",6.003942,6.1707826,0.1668406
24,1.7474152,1.8457925,"('dishonest', 'honest')",1.7474152,1.8457925,0.0983773
25,0.21617718,0.31546292,"('egoistic', 'altruistic')",0.2161772,0.3154629,0.0992857
26,0.4905771,0.21423355,"('hardhearted', 'benevolent')",0.4905771,0.2142335,-0.2763436
27,1.6776463,1.4928854,"('hardhearted', 'softhearted')",1.6776463,1.4928854,-0.1847609
28,1.1135596,0.9698263,"('disloyal', 'loyal')",1.1135596,0.9698263,-0.1437333
29,-0.38410515,-0.4647599,"('unfair', 'fair')",-0.3841051,-0.4647599,-0.0806548
30,1.2549654,1.1626662,"('intolerant', 'tolerant')",1.2549654,1.1626662,-0.0922992
31,-1.3493562,-1.1792555,"('evil', 'good')",-1.3493562,-1.1792555,0.1701007
32,1.3524036,1.2163082,"('unkind', 'kind')",1.3524036,1.2163082,-0.1360954
33,-1.0323472,-0.88081783,"('wrong', 'right')",-1.0323472,-0.8808178,0.1515294
34,3.8523521,4.224133,"('mean', 'honorable')",3.8523521,4.224133,0.3717809
35,-1.1044748,-1.201997,"('corrupt', 'incorrupt')",-1.1044748,-1.201997,-0.0975222
