,milk_male,milk_female,tuple,average_male,average_female,female-male
0,0.04211305,0.07075374,"('unsociable', 'sociable')",0.0421131,0.0707537,0.0286406
1,1.5061398,1.3690723,"('unfriendly', 'friendly')",1.5061398,1.3690723,-0.1370675
2,0.10263726,0.2111687,"('unlikable', 'likable')",0.1026373,0.2111687,0.1085314
3,0.40069342,0.5915236,"('repellent', 'pleasant')",0.4006934,0.5915236,0.1908302
4,-6.7218356,-6.8871903,"('disliked', 'liked')",-6.7218356,-6.8871903,-0.1653547
5,-0.14316274,-0.25491655,"('distant', 'outgoing')",-0.1431627,-0.2549165,-0.1117538
6,0.23845673,0.03497593,"('distant', 'open')",0.2384567,0.0349759,-0.2034808
7,1.1932248,1.3183548,"('insensitive', 'sensitive')",1.1932248,1.3183548,0.12513
8,1.338804,1.166789,"('unaffectionate', 'affectionate')",1.338804,1.1667891,-0.1720149
9,1.6141392,1.5701759,"('unaffectionate', 'caring')",1.6141392,1.5701759,-0.0439633
10,0.69228494,0.9091344,"('unsympathetic', 'sympathetic')",0.6922849,0.9091344,0.2168495
11,1.6234125,1.7741468,"('unhelpful', 'helpful')",1.6234125,1.7741468,0.1507343
12,-1.3547959,-1.2859554,"('unsupportive', 'supportive')",-1.3547959,-1.2859554,0.0688405
13,-0.21119218,0.048398837,"('impolite', 'polite')",-0.2111922,0.0483988,0.259591
14,0.04402316,0.19577685,"('antisocial', 'social')",0.0440232,0.1957768,0.1517536
15,0.7782461,0.6606948,"('boring', 'funny')",0.7782461,0.6606948,-0.1175513
16,-0.40954357,-0.43828857,"('unpopular', 'popular')",-0.4095436,-0.4382886,-0.028745
17,-0.057456218,-0.04165275,"('nasty', 'nice')",-0.0574562,-0.0416528,0.0158034
18,-0.68759996,-0.6338396,"('disagreeable', 'welcoming')",-0.6876,-0.6338396,0.0537604
19,-0.18395786,-0.2258522,"('inhospitable', 'hospitable')",-0.1839579,-0.2258522,-0.0418943
20,0.46639588,0.37474298,"('rough', 'thoughtful')",0.4663959,0.374743,-0.0916529
21,-0.24494702,0.10605934,"('immoral', 'moral')",-0.244947,0.1060593,0.3510063
22,-0.48473546,-0.37379453,"('untrustworthy', 'trustworthy')",-0.4847355,-0.3737945,0.110941
23,5.987703,6.220984,"('insincere', 'sincere')",5.9877028,6.220984,0.2332812
24,1.5750494,1.5996716,"('dishonest', 'honest')",1.5750494,1.5996716,0.0246222
25,0.9764666,0.8748142,"('egoistic', 'altruistic')",0.9764666,0.8748142,-0.1016524
26,1.7334915,1.5446156,"('hardhearted', 'benevolent')",1.7334915,1.5446156,-0.1888759
27,1.6593302,1.4980006,"('hardhearted', 'softhearted')",1.6593302,1.4980006,-0.1613296
28,1.3425146,1.162221,"('disloyal', 'loyal')",1.3425146,1.162221,-0.1802936
29,-0.44784474,-0.6556709,"('unfair', 'fair')",-0.4478447,-0.6556709,-0.2078262
30,0.43749648,0.6496566,"('intolerant', 'tolerant')",0.4374965,0.6496566,0.2121601
31,-1.0418899,-1.2878526,"('evil', 'good')",-1.0418899,-1.2878526,-0.2459627
32,1.2551566,1.230151,"('unkind', 'kind')",1.2551566,1.2301511,-0.0250055
33,0.06639037,-0.053007044,"('wrong', 'right')",0.0663904,-0.053007,-0.1193974
34,3.9256184,4.1988463,"('mean', 'honorable')",3.9256184,4.1988463,0.2732279
35,-0.7682093,-1.1737736,"('corrupt', 'incorrupt')",-0.7682093,-1.1737736,-0.4055643
36,-0.5705033,-0.85100824,"('hostile', 'amicable')",-0.5705033,-0.8510082,-0.2805049
37,0.88789266,0.80341697,"('fake', 'genuine')",0.8878927,0.803417,-0.0844757
38,-0.3328517,-0.27391818,"('untruthful', 'truthful')",-0.3328517,-0.2739182,0.0589335
39,0.30633134,0.3465796,"('exploitative', 'cooperative')",0.3063313,0.3465796,0.0402483
40,-1.2203041,-1.2852315,"('stingy', 'generous')",-1.2203041,-1.2852315,-0.0649274
41,0.49482396,0.45553133,"('unforgiving', 'forgiving')",0.494824,0.4555313,-0.0392927
42,-2.312637,-2.2582095,"('unreliable', 'reliable')",-2.3126371,-2.2582095,0.0544276
43,0.94627345,1.1125824,"('irresponsible', 'responsible')",0.9462734,1.1125824,0.166309
44,-1.016355,-1.0690588,"('prejudiced', 'unprejudiced')",-1.016355,-1.0690588,-0.0527038
45,0.5690574,0.5179492,"('incompetent', 'competent')",0.5690574,0.5179492,-0.0511082
46,-0.8442578,-0.7058922,"('uncompetitive', 'competitive')",-0.8442578,-0.7058922,0.1383656
47,4.7126684,4.9075356,"('stupid', 'smart')",4.7126684,4.9075356,0.1948672
48,0.09913069,0.22633113,"('unintelligent', 'intelligent')",0.0991307,0.2263311,0.1272004
49,-0.48156738,-0.28663376,"('unable', 'able')",-0.4815674,-0.2866338,0.1949336
50,-0.36102927,-0.4065231,"('clumsy', 'skillful')",-0.3610293,-0.4065231,-0.0454938
51,0.061624125,0.25181806,"('uneducated', 'educated')",0.0616241,0.2518181,0.190194
52,0.08721718,-0.1863295,"('irrational', 'rational')",0.0872172,-0.1863295,-0.2735467
53,0.14452018,0.046968095,"('uncreative', 'creative')",0.1445202,0.0469681,-0.0975521
54,0.89041144,0.945175,"('incapable', 'capable')",0.8904114,0.945175,0.0547636
55,0.5905311,0.82950777,"('incompetent', 'clever')",0.5905311,0.8295078,0.2389767
56,0.16912645,0.29409283,"('impractical', 'practical')",0.1691265,0.2940928,0.1249663
57,-1.9647776,-2.0301058,"('unimaginative', 'imaginative')",-1.9647776,-2.0301058,-0.0653282
58,0.2742625,0.3305915,"('undiscriminating', 'discriminating')",0.2742625,0.3305915,0.056329
59,0.201382,0.12033736,"('foolish', 'wise')",0.201382,0.1203374,-0.0810446
60,-0.24203196,0.1794868,"('inefficient', 'efficient')",-0.242032,0.1794868,0.4215188
61,0.19901744,0.118695684,"('illogical', 'logical')",0.1990174,0.1186957,-0.0803217
62,0.53060496,0.806851,"('incompetent', 'brilliant')",0.530605,0.806851,0.276246
63,0.121332,0.29148525,"('unperceptive', 'insightful')",0.121332,0.2914852,0.1701532
64,-6.5106297,-6.346474,"('shy', 'confident')",-6.5106297,-6.3464742,0.1641555
65,-0.22990358,0.070778765,"('insecure', 'secure')",-0.2299036,0.0707788,0.3006824
66,0.1862113,-0.0077589974,"('inactive', 'active')",0.1862113,-0.007759,-0.1939703
67,-0.59373945,-0.49739978,"('doubtful', 'determined')",-0.5937394,-0.4973998,0.0963396
68,-1.456717,-1.27254,"('dependent', 'independent')",-1.456717,-1.27254,0.184177
69,-1.7572659,-1.9815006,"('lazy', 'industrious')",-1.7572659,-1.9815006,-0.2242347
70,1.0461963,1.1887242,"('lethargic', 'energetic')",1.0461963,1.1887242,0.1425279
71,0.6898689,0.6157202,"('diffident', 'self-confident')",0.6898689,0.6157202,-0.0741487
72,0.5714395,0.8074245,"('unambitious', 'ambitious')",0.5714395,0.8074245,0.235985
73,-2.6314387,-2.6310208,"('helpless', 'self-reliant')",-2.6314387,-2.6310208,0.0004179
74,0.37454167,0.28017884,"('undedicated', 'dedicated')",0.3745417,0.2801788,-0.0943629
75,-0.7632488,-0.75346434,"('meek', 'impulsive')",-0.7632488,-0.7534643,0.0097845
76,0.22901955,0.42114377,"('anxious', 'daring')",0.2290196,0.4211438,0.1921242
77,-1.6967483,-1.45358,"('unmotivated', 'motivated')",-1.6967483,-1.45358,0.2431683
78,-0.75655806,-0.8422114,"('nonresilient', 'resilient')",-0.7565581,-0.8422114,-0.0856533
79,-0.0008703675,-0.11034564,"('wavering', 'unwavering')",-0.0008704,-0.1103456,-0.1094752
80,0.08680044,0.14101996,"('dominated', 'dominating')",0.0868004,0.14102,0.0542196
81,-0.43139485,-0.13387269,"('submissive', 'aggressive')",-0.4313948,-0.1338727,0.2975221
82,6.1105566,6.179183,"('poor', 'rich')",6.1105566,6.179183,0.0686264
83,-0.3973616,-0.27662838,"('powerless', 'powerful')",-0.3973616,-0.2766284,0.1207332
84,0.39135414,0.325599,"('inferior', 'superior')",0.3913541,0.325599,-0.0657551
85,-0.70552874,-0.95614815,"('insignificant', 'prestigious')",-0.7055287,-0.9561481,-0.2506194
86,0.5542607,0.62793356,"('uninfluential', 'influential')",0.5542607,0.6279336,0.0736729
87,0.16748825,0.21915065,"('unsuccessful', 'successful')",0.1674882,0.2191506,0.0516624
88,-0.09694661,-0.056928635,"('low', 'eminent')",-0.0969466,-0.0569286,0.040018
