,figure_male,figure_female,tuple,average_male,average_female,female-male
0,0.037094034,0.0011412185,"('unsociable', 'sociable')",0.037094,0.0011412,-0.0359528
1,1.2175989,1.1328442,"('unfriendly', 'friendly')",1.2175989,1.1328442,-0.0847547
2,0.014497022,0.1277132,"('unlikable', 'likable')",0.014497,0.1277132,0.1132162
3,0.7255502,0.7215431,"('repellent', 'pleasant')",0.7255502,0.7215431,-0.0040071
4,-7.040723,-7.236495,"('disliked', 'liked')",-7.0407228,-7.236495,-0.1957722
5,-0.84762895,-0.8480357,"('distant', 'outgoing')",-0.847629,-0.8480357,-0.0004067
6,-0.33370766,-0.4268928,"('distant', 'open')",-0.3337077,-0.4268928,-0.0931851
7,1.1531998,1.2144969,"('insensitive', 'sensitive')",1.1531998,1.2144969,0.0612971
8,0.9522732,0.8896356,"('unaffectionate', 'affectionate')",0.9522732,0.8896356,-0.0626376
9,1.5811325,1.7052845,"('unaffectionate', 'caring')",1.5811325,1.7052845,0.124152
10,1.1681392,1.2115154,"('unsympathetic', 'sympathetic')",1.1681392,1.2115154,0.0433762
11,1.7898191,1.9314016,"('unhelpful', 'helpful')",1.7898191,1.9314016,0.1415825
12,-1.776145,-1.7330034,"('unsupportive', 'supportive')",-1.776145,-1.7330034,0.0431416
13,0.085263714,0.14716323,"('impolite', 'polite')",0.0852637,0.1471632,0.0618995
14,0.17255756,0.14942867,"('antisocial', 'social')",0.1725576,0.1494287,-0.0231289
15,0.35259974,0.2500839,"('boring', 'funny')",0.3525997,0.2500839,-0.1025158
16,-0.17822051,-0.18855791,"('unpopular', 'popular')",-0.1782205,-0.1885579,-0.0103374
17,-0.20748836,-0.17713176,"('nasty', 'nice')",-0.2074884,-0.1771318,0.0303566
18,-0.48068875,-0.49217895,"('disagreeable', 'welcoming')",-0.4806888,-0.4921789,-0.0114901
19,-1.1215429,-1.0697232,"('inhospitable', 'hospitable')",-1.1215429,-1.0697232,0.0518197
20,1.0310967,0.9655749,"('rough', 'thoughtful')",1.0310967,0.9655749,-0.0655218
21,-0.033047244,0.18589137,"('immoral', 'moral')",-0.0330472,0.1858914,0.2189386
22,-0.022041429,-0.07452359,"('untrustworthy', 'trustworthy')",-0.0220414,-0.0745236,-0.0524822
23,6.0243626,6.1826177,"('insincere', 'sincere')",6.0243626,6.1826177,0.1582551
24,1.5391353,1.514111,"('dishonest', 'honest')",1.5391353,1.514111,-0.0250243
25,0.57859576,0.47987166,"('egoistic', 'altruistic')",0.5785958,0.4798717,-0.0987241
26,0.8887892,0.7313641,"('hardhearted', 'benevolent')",0.8887892,0.7313641,-0.1574251
27,1.5696201,1.338307,"('hardhearted', 'softhearted')",1.5696201,1.338307,-0.2313131
28,1.2864454,1.2829775,"('disloyal', 'loyal')",1.2864454,1.2829775,-0.0034679
29,-0.6220416,-0.74450535,"('unfair', 'fair')",-0.6220416,-0.7445053,-0.1224637
30,0.5957822,0.70899665,"('intolerant', 'tolerant')",0.5957822,0.7089967,0.1132145
31,-1.4566126,-1.6017045,"('evil', 'good')",-1.4566126,-1.6017045,-0.1450919
32,1.4106992,1.4438846,"('unkind', 'kind')",1.4106992,1.4438846,0.0331854
33,-0.56772566,-0.5681104,"('wrong', 'right')",-0.5677257,-0.5681104,-0.0003847
34,4.20773,4.466547,"('mean', 'honorable')",4.2077298,4.466547,0.2588172
35,-1.131631,-1.419255,"('corrupt', 'incorrupt')",-1.131631,-1.419255,-0.287624
36,-0.6630076,-0.78563285,"('hostile', 'amicable')",-0.6630076,-0.7856328,-0.1226252
37,1.0000929,0.96154034,"('fake', 'genuine')",1.0000929,0.9615403,-0.0385526
38,-0.2729632,-0.15316279,"('untruthful', 'truthful')",-0.2729632,-0.1531628,0.1198004
39,-0.058468215,-0.023722047,"('exploitative', 'cooperative')",-0.0584682,-0.023722,0.0347462
40,-1.4403795,-1.7342595,"('stingy', 'generous')",-1.4403795,-1.7342595,-0.29388
41,0.33404326,0.30982944,"('unforgiving', 'forgiving')",0.3340433,0.3098294,-0.0242139
42,-1.9685949,-2.0342627,"('unreliable', 'reliable')",-1.9685949,-2.0342627,-0.0656678
43,1.2203505,1.3790524,"('irresponsible', 'responsible')",1.2203505,1.3790524,0.1587019
44,-1.1067276,-1.1713017,"('prejudiced', 'unprejudiced')",-1.1067276,-1.1713017,-0.0645741
45,0.35195825,0.21517843,"('incompetent', 'competent')",0.3519582,0.2151784,-0.1367798
46,-0.23308748,-0.19379023,"('uncompetitive', 'competitive')",-0.2330875,-0.1937902,0.0392973
47,4.687472,4.8683467,"('stupid', 'smart')",4.6874719,4.8683467,0.1808748
48,0.5629431,0.59164923,"('unintelligent', 'intelligent')",0.5629431,0.5916492,0.0287061
49,-0.08559966,0.10905588,"('unable', 'able')",-0.0855997,0.1090559,0.1946556
50,0.09847747,0.11477662,"('clumsy', 'skillful')",0.0984775,0.1147766,0.0162991
51,0.11972089,0.17082092,"('uneducated', 'educated')",0.1197209,0.1708209,0.0511
52,-0.80128187,-1.0314633,"('irrational', 'rational')",-0.8012819,-1.0314633,-0.2301814
53,0.24328907,0.2545407,"('uncreative', 'creative')",0.2432891,0.2545407,0.0112516
54,0.75268763,0.8797081,"('incapable', 'capable')",0.7526876,0.8797081,0.1270205
55,0.976072,1.050307,"('incompetent', 'clever')",0.976072,1.050307,0.074235
56,0.74774206,0.85075134,"('impractical', 'practical')",0.7477421,0.8507513,0.1030092
57,-2.17038,-2.265427,"('unimaginative', 'imaginative')",-2.1703801,-2.2654271,-0.095047
58,0.25421435,0.18802711,"('undiscriminating', 'discriminating')",0.2542143,0.1880271,-0.0661872
59,-0.43599647,-0.45598483,"('foolish', 'wise')",-0.4359965,-0.4559848,-0.0199883
60,0.7467343,1.0150853,"('inefficient', 'efficient')",0.7467343,1.0150853,0.268351
61,0.26631007,0.12010995,"('illogical', 'logical')",0.2663101,0.12011,-0.1462001
62,0.48834223,0.5950917,"('incompetent', 'brilliant')",0.4883422,0.5950917,0.1067495
63,0.22783849,0.32817256,"('unperceptive', 'insightful')",0.2278385,0.3281726,0.1003341
64,-5.9692225,-5.9954915,"('shy', 'confident')",-5.9692225,-5.9954915,-0.026269
65,0.73183215,0.7986767,"('insecure', 'secure')",0.7318321,0.7986767,0.0668446
66,-0.2285864,-0.41064346,"('inactive', 'active')",-0.2285864,-0.4106435,-0.1820571
67,-0.7103694,-0.60484904,"('doubtful', 'determined')",-0.7103694,-0.604849,0.1055204
68,-0.8652115,-0.8191929,"('dependent', 'independent')",-0.8652115,-0.8191929,0.0460186
69,-2.0339704,-2.0977757,"('lazy', 'industrious')",-2.0339704,-2.0977757,-0.0638053
70,1.4927906,1.4179775,"('lethargic', 'energetic')",1.4927906,1.4179775,-0.0748131
71,0.50687736,0.51704353,"('diffident', 'self-confident')",0.5068774,0.5170435,0.0101661
72,1.0094674,1.1339437,"('unambitious', 'ambitious')",1.0094674,1.1339437,0.1244763
73,-2.7862191,-2.7895057,"('helpless', 'self-reliant')",-2.7862191,-2.7895057,-0.0032866
74,0.18384159,0.1262698,"('undedicated', 'dedicated')",0.1838416,0.1262698,-0.0575718
75,-0.8213012,-0.80974215,"('meek', 'impulsive')",-0.8213012,-0.8097422,0.011559
76,0.7472343,0.75091535,"('anxious', 'daring')",0.7472343,0.7509153,0.003681
77,-1.4405731,-1.2166684,"('unmotivated', 'motivated')",-1.4405731,-1.2166684,0.2239047
78,-0.934651,-0.85194725,"('nonresilient', 'resilient')",-0.934651,-0.8519472,0.0827038
79,-0.7039786,-0.70347345,"('wavering', 'unwavering')",-0.7039786,-0.7034734,0.0005052
80,-0.16564445,-0.27018747,"('dominated', 'dominating')",-0.1656445,-0.2701875,-0.104543
81,0.11667321,0.19769457,"('submissive', 'aggressive')",0.1166732,0.1976946,0.0810214
82,6.1498513,6.2963414,"('poor', 'rich')",6.1498513,6.2963414,0.1464901
83,-0.276191,-0.16322997,"('powerless', 'powerful')",-0.276191,-0.16323,0.112961
84,0.12294746,0.14307168,"('inferior', 'superior')",0.1229475,0.1430717,0.0201242
85,-1.2199231,-1.3155807,"('insignificant', 'prestigious')",-1.2199231,-1.3155807,-0.0956576
86,0.62762177,0.6243766,"('uninfluential', 'influential')",0.6276218,0.6243766,-0.0032452
87,-0.3731337,-0.3392645,"('unsuccessful', 'successful')",-0.3731337,-0.3392645,0.0338692
88,0.02983261,0.12379238,"('low', 'eminent')",0.0298326,0.1237924,0.0939598
