,bank_male,bank_female,tuple,average_male,average_female,female-male
0,0.66572046,0.55991745,"('unsociable', 'sociable')",0.6657205,0.5599174,-0.1058031
1,1.9304029,1.8494245,"('unfriendly', 'friendly')",1.9304029,1.8494245,-0.0809784
2,1.0445423,1.186533,"('unlikable', 'likable')",1.0445423,1.186533,0.1419907
3,0.052613564,0.26771256,"('repellent', 'pleasant')",0.0526136,0.2677126,0.215099
4,-6.691887,-6.7439275,"('disliked', 'liked')",-6.6918869,-6.7439275,-0.0520406
5,-0.34739622,-0.2882186,"('distant', 'outgoing')",-0.3473962,-0.2882186,0.0591776
6,-0.22535686,-0.2209398,"('distant', 'open')",-0.2253569,-0.2209398,0.0044171
7,1.085139,1.2199367,"('insensitive', 'sensitive')",1.085139,1.2199367,0.1347977
8,1.1237633,0.97263855,"('unaffectionate', 'affectionate')",1.1237633,0.9726385,-0.1511248
9,1.9566954,1.9438574,"('unaffectionate', 'caring')",1.9566954,1.9438574,-0.012838
10,0.2507204,0.32954946,"('unsympathetic', 'sympathetic')",0.2507204,0.3295495,0.0788291
11,2.5659685,2.6588125,"('unhelpful', 'helpful')",2.5659685,2.6588125,0.092844
12,-0.8470117,-0.8842252,"('unsupportive', 'supportive')",-0.8470117,-0.8842252,-0.0372135
13,0.5328941,0.6333761,"('impolite', 'polite')",0.5328941,0.6333761,0.100482
14,0.7828288,0.87218255,"('antisocial', 'social')",0.7828288,0.8721825,0.0893537
15,0.8375135,0.76524687,"('boring', 'funny')",0.8375135,0.7652469,-0.0722666
16,0.37771404,0.43659377,"('unpopular', 'popular')",0.377714,0.4365938,0.0588798
17,-0.16480285,-0.14546068,"('nasty', 'nice')",-0.1648028,-0.1454607,0.0193421
18,-0.49021432,-0.48640975,"('disagreeable', 'welcoming')",-0.4902143,-0.4864098,0.0038045
19,-0.24490103,-0.30353338,"('inhospitable', 'hospitable')",-0.244901,-0.3035334,-0.0586324
20,0.4009999,0.39150527,"('rough', 'thoughtful')",0.4009999,0.3915053,-0.0094946
21,0.23800501,0.33620903,"('immoral', 'moral')",0.238005,0.336209,0.098204
22,-0.41082448,-0.28146362,"('untrustworthy', 'trustworthy')",-0.4108245,-0.2814636,0.1293609
23,7.1036305,7.3197455,"('insincere', 'sincere')",7.1036305,7.3197455,0.216115
24,1.6219568,1.6986619,"('dishonest', 'honest')",1.6219568,1.6986619,0.0767051
25,0.65939415,0.59621143,"('egoistic', 'altruistic')",0.6593941,0.5962114,-0.0631827
26,1.4470608,1.2213663,"('hardhearted', 'benevolent')",1.4470608,1.2213663,-0.2256945
27,0.8437923,0.84287065,"('hardhearted', 'softhearted')",0.8437923,0.8428707,-0.0009216
28,1.182305,1.1797678,"('disloyal', 'loyal')",1.182305,1.1797678,-0.0025372
29,-0.37643364,-0.48302478,"('unfair', 'fair')",-0.3764336,-0.4830248,-0.1065912
30,1.4882561,1.464267,"('intolerant', 'tolerant')",1.4882561,1.464267,-0.0239891
31,-1.502364,-1.6114627,"('evil', 'good')",-1.502364,-1.6114627,-0.1090987
32,1.7821257,1.72291,"('unkind', 'kind')",1.7821257,1.72291,-0.0592157
33,0.19927785,0.10384352,"('wrong', 'right')",0.1992778,0.1038435,-0.0954343
34,5.6988964,5.908625,"('mean', 'honorable')",5.6988964,5.9086251,0.2097287
35,-1.2379339,-1.4323367,"('corrupt', 'incorrupt')",-1.2379339,-1.4323367,-0.1944028
36,-0.20606749,-0.37970224,"('hostile', 'amicable')",-0.2060675,-0.3797022,-0.1736347
37,-0.18042952,-0.17603728,"('fake', 'genuine')",-0.1804295,-0.1760373,0.0043922
38,1.2247671,1.2249165,"('untruthful', 'truthful')",1.2247671,1.2249165,0.0001494
39,0.24076188,0.3076271,"('exploitative', 'cooperative')",0.2407619,0.3076271,0.0668652
40,-1.6370878,-1.6611351,"('stingy', 'generous')",-1.6370878,-1.6611351,-0.0240473
41,1.249814,1.1777779,"('unforgiving', 'forgiving')",1.249814,1.1777779,-0.0720361
42,-2.8060455,-2.7284186,"('unreliable', 'reliable')",-2.8060455,-2.7284186,0.0776269
43,1.5841749,1.6319634,"('irresponsible', 'responsible')",1.5841749,1.6319634,0.0477885
44,-1.6213707,-1.5758528,"('prejudiced', 'unprejudiced')",-1.6213707,-1.5758528,0.0455179
45,0.4441558,0.5206267,"('incompetent', 'competent')",0.4441558,0.5206267,0.0764709
46,-0.37687573,-0.31270596,"('uncompetitive', 'competitive')",-0.3768757,-0.312706,0.0641697
47,6.0744853,6.40405,"('stupid', 'smart')",6.0744853,6.4040499,0.3295646
48,0.8343049,0.79086995,"('unintelligent', 'intelligent')",0.8343049,0.79087,-0.0434349
49,0.1038616,0.24650174,"('unable', 'able')",0.1038616,0.2465017,0.1426401
50,-0.8231303,-0.7564296,"('clumsy', 'skillful')",-0.8231303,-0.7564296,0.0667007
51,0.4382448,0.47065192,"('uneducated', 'educated')",0.4382448,0.4706519,0.0324071
52,-0.059926767,-0.14330015,"('irrational', 'rational')",-0.0599268,-0.1433001,-0.0833733
53,0.2454465,0.23506893,"('uncreative', 'creative')",0.2454465,0.2350689,-0.0103776
54,1.1334244,1.1997166,"('incapable', 'capable')",1.1334244,1.1997166,0.0662922
55,0.77105784,0.8708209,"('incompetent', 'clever')",0.7710578,0.8708209,0.0997631
56,1.167016,1.3098482,"('impractical', 'practical')",1.167016,1.3098482,0.1428322
