,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.062183194,-0.22980525,"('unsociable', 'sociable')",-0.0621832,-0.2298052,-0.167622
1,1.4523622,1.2817367,"('unfriendly', 'friendly')",1.4523622,1.2817367,-0.1706255
2,0.058100447,0.20859055,"('unlikable', 'likable')",0.0581004,0.2085906,0.1504902
3,0.34565604,0.4593156,"('repellent', 'pleasant')",0.345656,0.4593156,0.1136596
4,-7.654128,-7.725459,"('disliked', 'liked')",-7.6541281,-7.7254591,-0.071331
5,-0.40849274,-0.2545981,"('distant', 'outgoing')",-0.4084927,-0.2545981,0.1538946
6,-0.02608234,0.06650384,"('distant', 'open')",-0.0260823,0.0665038,0.0925861
7,0.4862004,0.44231293,"('insensitive', 'sensitive')",0.4862004,0.4423129,-0.0438875
8,1.293708,1.2641367,"('unaffectionate', 'affectionate')",1.293708,1.2641367,-0.0295713
9,1.9135476,1.894975,"('unaffectionate', 'caring')",1.9135476,1.8949749,-0.0185727
10,0.82809067,0.91245276,"('unsympathetic', 'sympathetic')",0.8280907,0.9124528,0.0843621
11,2.073395,2.1069765,"('unhelpful', 'helpful')",2.073395,2.1069765,0.0335815
12,-1.7466627,-1.7902238,"('unsupportive', 'supportive')",-1.7466627,-1.7902238,-0.0435611
13,0.030408017,0.06328547,"('impolite', 'polite')",0.030408,0.0632855,0.0328775
14,-0.21215001,-0.32902467,"('antisocial', 'social')",-0.21215,-0.3290247,-0.1168747
15,0.39756566,0.39180788,"('boring', 'funny')",0.3975657,0.3918079,-0.0057578
16,-0.69959915,-0.738918,"('unpopular', 'popular')",-0.6995991,-0.738918,-0.0393189
17,-0.5262922,-0.5190565,"('nasty', 'nice')",-0.5262922,-0.5190565,0.0072357
18,-1.0142698,-1.0270193,"('disagreeable', 'welcoming')",-1.0142698,-1.0270193,-0.0127495
19,-1.041684,-0.9014526,"('inhospitable', 'hospitable')",-1.041684,-0.9014526,0.1402314
20,0.5188282,0.41397306,"('rough', 'thoughtful')",0.5188282,0.4139731,-0.1048551
21,-0.04030288,0.07774633,"('immoral', 'moral')",-0.0403029,0.0777463,0.1180492
22,-0.9228049,-0.8423139,"('untrustworthy', 'trustworthy')",-0.9228049,-0.8423139,0.080491
23,6.484939,6.4235296,"('insincere', 'sincere')",6.4849391,6.4235296,-0.0614095
24,1.8064427,1.7950823,"('dishonest', 'honest')",1.8064427,1.7950823,-0.0113604
25,0.28352717,0.14294285,"('egoistic', 'altruistic')",0.2835272,0.1429428,-0.1405844
26,1.4835373,1.1557803,"('hardhearted', 'benevolent')",1.4835373,1.1557803,-0.327757
27,1.5188882,1.3263652,"('hardhearted', 'softhearted')",1.5188882,1.3263652,-0.192523
28,1.5488749,1.4187882,"('disloyal', 'loyal')",1.5488749,1.4187882,-0.1300867
29,-0.8262111,-0.85758007,"('unfair', 'fair')",-0.8262111,-0.8575801,-0.031369
30,0.50949794,0.5093226,"('intolerant', 'tolerant')",0.5094979,0.5093226,-0.0001753
31,-1.7289071,-1.7197278,"('evil', 'good')",-1.7289071,-1.7197278,0.0091793
32,1.070956,0.93933916,"('unkind', 'kind')",1.070956,0.9393392,-0.1316168
33,-0.199844,-0.21231659,"('wrong', 'right')",-0.199844,-0.2123166,-0.0124726
34,4.6315207,4.7735496,"('mean', 'honorable')",4.6315207,4.7735496,0.1420289
35,-1.2267083,-1.3113177,"('corrupt', 'incorrupt')",-1.2267083,-1.3113177,-0.0846094
36,-0.8434831,-0.9317696,"('hostile', 'amicable')",-0.8434831,-0.9317696,-0.0882865
37,0.5027729,0.5347706,"('fake', 'genuine')",0.5027729,0.5347706,0.0319977
38,0.0018298551,-0.08002998,"('untruthful', 'truthful')",0.0018299,-0.08003,-0.0818599
39,0.039687734,0.035368633,"('exploitative', 'cooperative')",0.0396877,0.0353686,-0.0043191
40,-2.050736,-2.1687708,"('stingy', 'generous')",-2.050736,-2.1687708,-0.1180348
41,0.17663057,0.08975462,"('unforgiving', 'forgiving')",0.1766306,0.0897546,-0.086876
42,-2.9526842,-2.8415918,"('unreliable', 'reliable')",-2.9526842,-2.8415918,0.1110924
43,0.97359234,1.0389706,"('irresponsible', 'responsible')",0.9735923,1.0389706,0.0653783
44,-1.3451021,-1.2744638,"('prejudiced', 'unprejudiced')",-1.3451021,-1.2744638,0.0706383
45,0.11454358,0.11214445,"('incompetent', 'competent')",0.1145436,0.1121444,-0.0023992
46,-0.6944726,-0.6253759,"('uncompetitive', 'competitive')",-0.6944726,-0.6253759,0.0690967
47,5.229898,5.3431726,"('stupid', 'smart')",5.229898,5.3431726,0.1132746
48,0.9215727,0.8095996,"('unintelligent', 'intelligent')",0.9215727,0.8095996,-0.1119731
49,-0.264986,-0.107275076,"('unable', 'able')",-0.264986,-0.1072751,0.1577109
50,-0.74702954,-0.6869077,"('clumsy', 'skillful')",-0.7470295,-0.6869077,0.0601218
51,-0.49674058,-0.41746765,"('uneducated', 'educated')",-0.4967406,-0.4174677,0.0792729
52,-0.34328914,-0.46734884,"('irrational', 'rational')",-0.3432891,-0.4673488,-0.1240597
53,-0.3205384,-0.33718315,"('uncreative', 'creative')",-0.3205384,-0.3371831,-0.0166447
54,0.48168337,0.6436879,"('incapable', 'capable')",0.4816834,0.6436879,0.1620045
55,0.47199988,0.52974397,"('incompetent', 'clever')",0.4719999,0.529744,0.0577441
56,1.0385958,1.0354488,"('impractical', 'practical')",1.0385958,1.0354488,-0.003147
57,-2.7522757,-2.7320516,"('unimaginative', 'imaginative')",-2.7522757,-2.7320516,0.0202241
58,-0.16929822,-0.13661182,"('undiscriminating', 'discriminating')",-0.1692982,-0.1366118,0.0326864
59,-0.2386439,-0.25592765,"('foolish', 'wise')",-0.2386439,-0.2559277,-0.0172838
60,0.69121945,0.77892375,"('inefficient', 'efficient')",0.6912194,0.7789237,0.0877043
61,0.29186186,0.11307717,"('illogical', 'logical')",0.2918619,0.1130772,-0.1787847
62,0.7386267,0.86982286,"('incompetent', 'brilliant')",0.7386267,0.8698229,0.1311962
63,-0.036769774,0.04452015,"('unperceptive', 'insightful')",-0.0367698,0.0445202,0.08129
64,-6.7966976,-6.671942,"('shy', 'confident')",-6.7966976,-6.6719422,0.1247554
65,0.003857728,0.13168748,"('insecure', 'secure')",0.0038577,0.1316875,0.1278298
66,-0.51041365,-0.5097103,"('inactive', 'active')",-0.5104136,-0.5097103,0.0007033
67,-0.5347971,-0.51830137,"('doubtful', 'determined')",-0.5347971,-0.5183014,0.0164957
68,-1.1599523,-1.0533898,"('dependent', 'independent')",-1.1599523,-1.0533898,0.1065625
69,-2.0000825,-2.0136256,"('lazy', 'industrious')",-2.0000825,-2.0136256,-0.0135431
70,0.79538786,0.91425157,"('lethargic', 'energetic')",0.7953879,0.9142516,0.1188637
71,0.45989016,0.3751378,"('diffident', 'self-confident')",0.4598902,0.3751378,-0.0847524
72,0.51676273,0.5962577,"('unambitious', 'ambitious')",0.5167627,0.5962577,0.079495
73,-3.6092927,-3.5244312,"('helpless', 'self-reliant')",-3.6092927,-3.5244312,0.0848615
74,-0.18406434,-0.19709647,"('undedicated', 'dedicated')",-0.1840643,-0.1970965,-0.0130322
75,-1.4896805,-1.2605473,"('meek', 'impulsive')",-1.4896805,-1.2605473,0.2291332
76,0.21523003,0.36484692,"('anxious', 'daring')",0.21523,0.3648469,0.1496169
77,-1.2355747,-1.2029461,"('unmotivated', 'motivated')",-1.2355747,-1.2029461,0.0326286
78,-0.42294472,-0.49764267,"('nonresilient', 'resilient')",-0.4229447,-0.4976427,-0.074698
79,-0.41306585,-0.3476151,"('wavering', 'unwavering')",-0.4130659,-0.3476151,0.0654508
80,-0.26711407,-0.32206184,"('dominated', 'dominating')",-0.2671141,-0.3220618,-0.0549477
81,-0.18591344,-0.042010345,"('submissive', 'aggressive')",-0.1859134,-0.0420103,0.1439031
82,6.380633,6.5959086,"('poor', 'rich')",6.3806329,6.5959086,0.2152757
83,-0.6942953,-0.7273609,"('powerless', 'powerful')",-0.6942953,-0.7273609,-0.0330656
84,-0.0907636,-0.023101192,"('inferior', 'superior')",-0.0907636,-0.0231012,0.0676624
85,-0.87067646,-1.0357242,"('insignificant', 'prestigious')",-0.8706765,-1.0357242,-0.1650477
86,0.20209938,0.1784809,"('uninfluential', 'influential')",0.2020994,0.1784809,-0.0236185
87,-0.22546951,-0.1859012,"('unsuccessful', 'successful')",-0.2254695,-0.1859012,0.0395683
