,premier_male,premier_female,tuple,average_male,average_female,female-male
0,-0.018664015,-0.014725151,"('unsociable', 'sociable')",-0.018664,-0.0147252,0.0039388
1,0.96376574,0.88412666,"('unfriendly', 'friendly')",0.9637657,0.8841267,-0.079639
2,0.084207095,0.22939903,"('unlikable', 'likable')",0.0842071,0.229399,0.1451919
3,0.80275553,0.85281944,"('repellent', 'pleasant')",0.8027555,0.8528194,0.0500639
4,-6.9570856,-7.1095567,"('disliked', 'liked')",-6.9570856,-7.1095567,-0.1524711
5,-0.44390368,-0.2906045,"('distant', 'outgoing')",-0.4439037,-0.2906045,0.1532992
6,0.037323453,0.06846117,"('distant', 'open')",0.0373235,0.0684612,0.0311377
7,0.95049596,0.9502083,"('insensitive', 'sensitive')",0.950496,0.9502083,-0.0002877
8,0.9855906,0.91382027,"('unaffectionate', 'affectionate')",0.9855906,0.9138203,-0.0717703
9,1.5185564,1.5596067,"('unaffectionate', 'caring')",1.5185564,1.5596067,0.0410503
10,0.8663624,0.8325777,"('unsympathetic', 'sympathetic')",0.8663624,0.8325777,-0.0337847
11,1.372891,1.4367709,"('unhelpful', 'helpful')",1.3728909,1.4367709,0.06388
12,-1.6300893,-1.5906892,"('unsupportive', 'supportive')",-1.6300893,-1.5906892,0.0394001
13,-0.22275954,-0.20041536,"('impolite', 'polite')",-0.2227595,-0.2004154,0.0223441
14,0.032873355,0.0551421,"('antisocial', 'social')",0.0328734,0.0551421,0.0222687
15,0.016643148,-0.03805445,"('boring', 'funny')",0.0166431,-0.0380545,-0.0546976
16,-0.26374677,-0.22895262,"('unpopular', 'popular')",-0.2637468,-0.2289526,0.0347942
17,-0.12106107,-0.03399188,"('nasty', 'nice')",-0.1210611,-0.0339919,0.0870692
18,-0.40399688,-0.37427053,"('disagreeable', 'welcoming')",-0.4039969,-0.3742705,0.0297264
19,-0.7677548,-0.65035146,"('inhospitable', 'hospitable')",-0.7677548,-0.6503515,0.1174033
20,0.84083366,0.72091776,"('rough', 'thoughtful')",0.8408337,0.7209178,-0.1199159
21,-0.18962106,-0.07100102,"('immoral', 'moral')",-0.1896211,-0.071001,0.1186201
22,-0.33103275,-0.29759204,"('untrustworthy', 'trustworthy')",-0.3310328,-0.297592,0.0334408
23,5.585053,5.7026486,"('insincere', 'sincere')",5.585053,5.7026486,0.1175956
24,1.3836635,1.3015499,"('dishonest', 'honest')",1.3836635,1.3015499,-0.0821136
25,0.38557285,0.30612072,"('egoistic', 'altruistic')",0.3855729,0.3061207,-0.0794522
26,0.8003425,0.62392807,"('hardhearted', 'benevolent')",0.8003425,0.6239281,-0.1764144
27,1.6260835,1.399791,"('hardhearted', 'softhearted')",1.6260835,1.399791,-0.2262925
28,1.1613698,1.1267709,"('disloyal', 'loyal')",1.1613698,1.1267709,-0.0345989
29,-0.23701783,-0.2667849,"('unfair', 'fair')",-0.2370178,-0.2667849,-0.0297671
30,0.680141,0.70158595,"('intolerant', 'tolerant')",0.680141,0.7015859,0.0214449
31,-1.1161473,-1.1611251,"('evil', 'good')",-1.1161473,-1.1611251,-0.0449778
32,1.2444971,1.1425062,"('unkind', 'kind')",1.2444971,1.1425062,-0.1019909
33,-0.4097308,-0.35956842,"('wrong', 'right')",-0.4097308,-0.3595684,0.0501624
34,4.193538,4.367729,"('mean', 'honorable')",4.1935382,4.3677292,0.174191
35,-0.8309754,-1.0496185,"('corrupt', 'incorrupt')",-0.8309754,-1.0496185,-0.2186431
36,-0.65637666,-0.7704837,"('hostile', 'amicable')",-0.6563767,-0.7704837,-0.114107
37,1.0290171,0.9802643,"('fake', 'genuine')",1.0290171,0.9802643,-0.0487528
38,-0.3074062,-0.19959873,"('untruthful', 'truthful')",-0.3074062,-0.1995987,0.1078075
39,0.36465526,0.34715927,"('exploitative', 'cooperative')",0.3646553,0.3471593,-0.017496
40,-1.417668,-1.6326333,"('stingy', 'generous')",-1.417668,-1.6326333,-0.2149653
41,0.20298877,0.20742321,"('unforgiving', 'forgiving')",0.2029888,0.2074232,0.0044344
42,-1.8454764,-1.8913047,"('unreliable', 'reliable')",-1.8454764,-1.8913047,-0.0458283
43,1.019131,1.1157476,"('irresponsible', 'responsible')",1.0191309,1.1157476,0.0966167
44,-0.7441738,-0.79084885,"('prejudiced', 'unprejudiced')",-0.7441738,-0.7908489,-0.0466751
45,0.34740803,0.29635552,"('incompetent', 'competent')",0.347408,0.2963555,-0.0510525
46,-0.42219773,-0.45200706,"('uncompetitive', 'competitive')",-0.4221977,-0.4520071,-0.0298094
47,4.6372447,4.875129,"('stupid', 'smart')",4.6372447,4.8751292,0.2378845
48,0.21351698,0.22330213,"('unintelligent', 'intelligent')",0.213517,0.2233021,0.0097851
49,-0.2837372,-0.099568665,"('unable', 'able')",-0.2837372,-0.0995687,0.1841685
50,-0.1853754,-0.17257543,"('clumsy', 'skillful')",-0.1853754,-0.1725754,0.0128
51,0.10877281,0.13760468,"('uneducated', 'educated')",0.1087728,0.1376047,0.0288319
52,-0.50297433,-0.6668493,"('irrational', 'rational')",-0.5029743,-0.6668493,-0.163875
53,0.12974,0.07678528,"('uncreative', 'creative')",0.12974,0.0767853,-0.0529547
54,0.8466932,0.9801638,"('incapable', 'capable')",0.8466932,0.9801638,0.1334706
55,0.6763648,0.7101945,"('incompetent', 'clever')",0.6763648,0.7101945,0.0338297
56,0.3952456,0.4345692,"('impractical', 'practical')",0.3952456,0.4345692,0.0393236
57,-2.3808599,-2.4593358,"('unimaginative', 'imaginative')",-2.3808599,-2.4593358,-0.0784759
58,0.40868133,0.37539932,"('undiscriminating', 'discriminating')",0.4086813,0.3753993,-0.033282
59,0.036636323,0.13890764,"('foolish', 'wise')",0.0366363,0.1389076,0.1022713
60,0.44964936,0.6512366,"('inefficient', 'efficient')",0.4496494,0.6512366,0.2015872
61,0.37936783,0.25064337,"('illogical', 'logical')",0.3793678,0.2506434,-0.1287244
62,0.53437704,0.6556581,"('incompetent', 'brilliant')",0.534377,0.6556581,0.1212811
63,0.051068194,0.16189966,"('unperceptive', 'insightful')",0.0510682,0.1618997,0.1108315
64,-5.7445827,-5.631243,"('shy', 'confident')",-5.7445827,-5.6312432,0.1133395
65,0.448915,0.5217724,"('insecure', 'secure')",0.448915,0.5217724,0.0728574
66,0.23581307,0.20356628,"('inactive', 'active')",0.2358131,0.2035663,-0.0322468
67,-0.6582539,-0.4644282,"('doubtful', 'determined')",-0.6582539,-0.4644282,0.1938257
68,-0.71762896,-0.597674,"('dependent', 'independent')",-0.717629,-0.597674,0.119955
69,-1.6236873,-1.5794631,"('lazy', 'industrious')",-1.6236873,-1.5794631,0.0442242
70,1.4339108,1.3934257,"('lethargic', 'energetic')",1.4339108,1.3934257,-0.0404851
71,0.71499044,0.7112003,"('diffident', 'self-confident')",0.7149904,0.7112003,-0.0037901
72,0.9420271,1.0639147,"('unambitious', 'ambitious')",0.9420271,1.0639147,0.1218876
73,-2.527473,-2.5275426,"('helpless', 'self-reliant')",-2.527473,-2.5275426,-6.96e-05
74,0.010598034,-0.078309745,"('undedicated', 'dedicated')",0.010598,-0.0783097,-0.0889077
75,-0.8095151,-0.7164045,"('meek', 'impulsive')",-0.8095151,-0.7164045,0.0931106
76,0.6967924,0.6883085,"('anxious', 'daring')",0.6967924,0.6883085,-0.0084839
77,-1.2530527,-0.9892605,"('unmotivated', 'motivated')",-1.2530527,-0.9892605,0.2637922
78,-0.93584037,-0.92479825,"('nonresilient', 'resilient')",-0.9358404,-0.9247983,0.0110421
79,-0.4035606,-0.30105248,"('wavering', 'unwavering')",-0.4035606,-0.3010525,0.1025081
80,-0.21245573,-0.3129348,"('dominated', 'dominating')",-0.2124557,-0.3129348,-0.1004791
81,-0.3329159,-0.28045052,"('submissive', 'aggressive')",-0.3329159,-0.2804505,0.0524654
82,5.7397904,5.850763,"('poor', 'rich')",5.7397904,5.8507628,0.1109724
83,-0.068120874,0.046086106,"('powerless', 'powerful')",-0.0681209,0.0460861,0.114207
84,0.37718782,0.44285992,"('inferior', 'superior')",0.3771878,0.4428599,0.0656721
85,-0.5066315,-0.581498,"('insignificant', 'prestigious')",-0.5066315,-0.581498,-0.0748665
86,0.47226512,0.43371278,"('uninfluential', 'influential')",0.4722651,0.4337128,-0.0385523
87,-0.03790825,0.017664723,"('unsuccessful', 'successful')",-0.0379082,0.0176647,0.0555729
88,-0.013723215,-0.008399617,"('low', 'eminent')",-0.0137232,-0.0083996,0.0053236
