,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.89392614,-1.0540943,"('unsociable', 'sociable')",-0.04235871,-0.13659194,-0.43520617,-0.5696444,-0.4571637,-0.5867769,-0.1296132
1,-2.016061,-2.0908875,"('unfriendly', 'friendly')",-0.21991822,-0.37744555,1.3371708,1.1832979,-0.2996028,-0.428345,-0.1287422
2,0.70674634,0.76649404,"('unlikable', 'likable')",0.3576874,0.42283398,1.1254255,1.2406852,0.7299531,0.8100044,0.0800513
3,0.32869938,0.501783,"('repellent', 'pleasant')",0.53866214,0.66256684,0.21219453,0.2810843,0.359852,0.4818114,0.1219594
4,-0.4849248,-0.50202,"('disliked', 'liked')",-0.4540694,-0.5232737,-5.1774,-5.261582,-2.038798,-2.0956252,-0.0568272
5,-1.8586322,-1.6956606,"('distant', 'outgoing')",-1.415386,-1.2709309,-0.5097434,-0.36769134,-1.2612539,-1.1114275,0.1498264
6,-2.5276291,-2.357772,"('distant', 'open')",-1.8431057,-1.7402961,-0.038403187,0.062500894,-1.4697126,-1.3451891,0.1245235
7,0.16248961,0.1343029,"('insensitive', 'sensitive')",0.6469465,0.7054056,0.0031363294,0.08444956,0.2708575,0.3080527,0.0371952
8,-1.7043833,-1.7798178,"('unaffectionate', 'affectionate')",-0.49339187,-0.5566961,0.37023515,0.33988827,-0.60918,-0.6655419,-0.0563619
9,-1.5630476,-1.6464692,"('unaffectionate', 'caring')",-0.21973428,-0.29227084,0.8734692,0.8670521,-0.3031043,-0.3572293,-0.054125
10,-0.26614794,-0.34883133,"('unsympathetic', 'sympathetic')",-0.1427457,-0.12513617,-0.7623191,-0.79931223,-0.3904042,-0.4244266,-0.0340224
11,0.41610017,0.30932522,"('unhelpful', 'helpful')",1.3391898,1.3904597,1.8951602,1.9385912,1.2168167,1.2127921,-0.0040246
