,apa_male,apa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2688231,-0.29668546,"('unsociable', 'sociable')",-0.16093704,-0.35500935,-0.2148801,-0.3258474,-0.1109673
1,-1.3422742,-1.4342446,"('unfriendly', 'friendly')",1.3021578,1.1117657,-0.0200582,-0.1612394,-0.1411812
2,0.69248974,0.6686467,"('unlikable', 'likable')",0.70056677,0.67819613,0.6965283,0.6734214,-0.0231069
3,0.49298528,0.7813209,"('repellent', 'pleasant')",1.0087181,1.0873803,0.7508517,0.9343506,0.1834989
4,-0.2554445,-0.3105925,"('disliked', 'liked')",-6.4107413,-6.541366,-3.3330929,-3.4259794,-0.0928865
5,-1.5447342,-1.6546073,"('distant', 'outgoing')",-0.7135737,-0.7469971,-1.129154,-1.2008022,-0.0716482
6,-1.5560392,-1.6121348,"('distant', 'open')",-0.73138887,-0.7694718,-1.1437141,-1.1908033,-0.0470892
7,0.07996141,0.2864016,"('insensitive', 'sensitive')",0.5615769,0.57985497,0.3207692,0.4331283,0.1123591
8,-0.94809973,-1.0699565,"('unaffectionate', 'affectionate')",0.7317149,0.6554007,-0.1081924,-0.2072779,-0.0990855
9,-1.1800313,-1.2136667,"('unaffectionate', 'caring')",1.0437777,0.97713625,-0.0681268,-0.1182652,-0.0501384
10,-0.44036093,-0.3056599,"('unsympathetic', 'sympathetic')",-0.5481029,-0.6143071,-0.4942319,-0.4599835,0.0342484
11,-0.03411448,0.059761114,"('unhelpful', 'helpful')",1.1637731,1.2823182,0.5648293,0.6710397,0.1062104
12,-0.11363139,0.06399684,"('unsupportive', 'supportive')",-1.9524534,-1.9945992,-1.0330424,-0.9653012,0.0677412
13,-0.015890665,-0.030269897,"('impolite', 'polite')",-0.9088036,-0.8439441,-0.4623471,-0.437107,0.0252401
14,1.2546525,1.3405385,"('antisocial', 'social')",0.50304896,0.35525116,0.8788507,0.8478948,-0.0309559
15,-0.15754803,-0.4105475,"('boring', 'funny')",0.21759433,0.20051543,0.0300232,-0.105016,-0.1350392
