,basil_male,basil_female,tuple,average_male,average_female,female-male
0,0.52629733,0.46218497,"('unsociable', 'sociable')",0.5262973,0.462185,-0.0641123
1,1.321653,1.2040387,"('unfriendly', 'friendly')",1.321653,1.2040387,-0.1176143
2,0.53425336,0.67582065,"('unlikable', 'likable')",0.5342534,0.6758206,0.1415672
3,0.7638341,0.8755609,"('repellent', 'pleasant')",0.7638341,0.8755609,0.1117268
4,-6.9303527,-6.9192376,"('disliked', 'liked')",-6.9303527,-6.9192376,0.0111151
5,-0.08808333,-0.00962105,"('distant', 'outgoing')",-0.0880833,-0.0096211,0.0784622
6,0.18763022,0.21688342,"('distant', 'open')",0.1876302,0.2168834,0.0292532
7,0.7067186,0.73846835,"('insensitive', 'sensitive')",0.7067186,0.7384683,0.0317497
8,1.0396606,0.9787162,"('unaffectionate', 'affectionate')",1.0396606,0.9787162,-0.0609444
9,1.7246618,1.7604214,"('unaffectionate', 'caring')",1.7246618,1.7604214,0.0357596
10,1.1464227,1.2306833,"('unsympathetic', 'sympathetic')",1.1464227,1.2306833,0.0842606
11,1.8284473,1.9509466,"('unhelpful', 'helpful')",1.8284473,1.9509466,0.1224993
12,-1.5426463,-1.4774722,"('unsupportive', 'supportive')",-1.5426463,-1.4774722,0.0651741
13,0.5771538,0.5941401,"('impolite', 'polite')",0.5771538,0.5941401,0.0169863
14,-0.3357912,-0.37360474,"('antisocial', 'social')",-0.3357912,-0.3736047,-0.0378135
15,0.6830675,0.65961844,"('boring', 'funny')",0.6830675,0.6596184,-0.0234491
16,0.055371404,0.051383026,"('unpopular', 'popular')",0.0553714,0.051383,-0.0039884
17,0.09285918,0.08508993,"('nasty', 'nice')",0.0928592,0.0850899,-0.0077693
18,-0.47927043,-0.62051547,"('disagreeable', 'welcoming')",-0.4792704,-0.6205155,-0.1412451
19,-0.5568156,-0.45302424,"('inhospitable', 'hospitable')",-0.5568156,-0.4530242,0.1037914
20,0.8220162,0.69764215,"('rough', 'thoughtful')",0.8220162,0.6976421,-0.1243741
21,-0.057742238,0.08909556,"('immoral', 'moral')",-0.0577422,0.0890956,0.1468378
22,-0.3342797,-0.2601301,"('untrustworthy', 'trustworthy')",-0.3342797,-0.2601301,0.0741496
23,6.2723846,6.2737875,"('insincere', 'sincere')",6.2723846,6.2737875,0.0014029
24,1.6876508,1.6749511,"('dishonest', 'honest')",1.6876508,1.6749511,-0.0126997
25,0.39996034,0.28632617,"('egoistic', 'altruistic')",0.3999603,0.2863262,-0.1136341
26,0.4389451,0.1835311,"('hardhearted', 'benevolent')",0.4389451,0.1835311,-0.255414
27,1.6288226,1.3424962,"('hardhearted', 'softhearted')",1.6288226,1.3424962,-0.2863264
28,0.9390849,0.87604874,"('disloyal', 'loyal')",0.9390849,0.8760487,-0.0630362
29,-0.4900936,-0.5191725,"('unfair', 'fair')",-0.4900936,-0.5191725,-0.0290789
30,0.95263,0.89374924,"('intolerant', 'tolerant')",0.95263,0.8937492,-0.0588808
31,-1.5096987,-1.4814632,"('evil', 'good')",-1.5096987,-1.4814632,0.0282355
32,1.1412901,1.1253954,"('unkind', 'kind')",1.1412901,1.1253954,-0.0158947
33,-0.3611565,-0.36790714,"('wrong', 'right')",-0.3611565,-0.3679071,-0.0067506
34,4.8521256,5.005758,"('mean', 'honorable')",4.8521256,5.0057578,0.1536322
35,-1.1273754,-1.3166248,"('corrupt', 'incorrupt')",-1.1273754,-1.3166248,-0.1892494
36,-0.810109,-0.9299861,"('hostile', 'amicable')",-0.810109,-0.9299861,-0.1198771
37,0.57723254,0.66441333,"('fake', 'genuine')",0.5772325,0.6644133,0.0871808
38,-0.2196175,-0.109951206,"('untruthful', 'truthful')",-0.2196175,-0.1099512,0.1096663
39,0.04572412,0.07246089,"('exploitative', 'cooperative')",0.0457241,0.0724609,0.0267368
40,-1.4609113,-1.6010076,"('stingy', 'generous')",-1.4609113,-1.6010076,-0.1400963
41,-0.15536709,-0.17543468,"('unforgiving', 'forgiving')",-0.1553671,-0.1754347,-0.0200676
42,-2.0996008,-2.0529816,"('unreliable', 'reliable')",-2.0996008,-2.0529816,0.0466192
43,1.2029384,1.2389598,"('irresponsible', 'responsible')",1.2029384,1.2389598,0.0360214
44,-1.5060235,-1.5087653,"('prejudiced', 'unprejudiced')",-1.5060235,-1.5087653,-0.0027418
45,0.35813057,0.39603263,"('incompetent', 'competent')",0.3581306,0.3960326,0.037902
46,-0.51563495,-0.4241223,"('uncompetitive', 'competitive')",-0.515635,-0.4241223,0.0915127
47,5.1546655,5.330734,"('stupid', 'smart')",5.1546655,5.3307338,0.1760683
48,0.95817596,0.850391,"('unintelligent', 'intelligent')",0.958176,0.850391,-0.107785
49,0.46112218,0.6045035,"('unable', 'able')",0.4611222,0.6045035,0.1433813
50,-0.103873596,-0.07104288,"('clumsy', 'skillful')",-0.1038736,-0.0710429,0.0328307
51,0.48340663,0.54541826,"('uneducated', 'educated')",0.4834066,0.5454183,0.0620117
52,-0.32587442,-0.4008599,"('irrational', 'rational')",-0.3258744,-0.4008599,-0.0749855
53,0.37513578,0.3685949,"('uncreative', 'creative')",0.3751358,0.3685949,-0.0065409
54,1.1239042,1.3787084,"('incapable', 'capable')",1.1239042,1.3787084,0.2548042
55,0.88977313,0.86417645,"('incompetent', 'clever')",0.8897731,0.8641765,-0.0255966
56,0.85113144,0.8836166,"('impractical', 'practical')",0.8511314,0.8836166,0.0324852
57,-2.57173,-2.4440548,"('unimaginative', 'imaginative')",-2.5717299,-2.4440548,0.1276751
58,-0.14941521,-0.12998433,"('undiscriminating', 'discriminating')",-0.1494152,-0.1299843,0.0194309
59,0.04965843,0.12924756,"('foolish', 'wise')",0.0496584,0.1292476,0.0795892
60,0.83730125,0.9397826,"('inefficient', 'efficient')",0.8373013,0.9397826,0.1024813
61,0.4517947,0.293046,"('illogical', 'logical')",0.4517947,0.293046,-0.1587487
62,1.2970104,1.4538796,"('incompetent', 'brilliant')",1.2970104,1.4538796,0.1568692
63,0.38405454,0.5743756,"('unperceptive', 'insightful')",0.3840545,0.5743756,0.1903211
64,-6.1330466,-5.9406395,"('shy', 'confident')",-6.1330466,-5.9406395,0.1924071
65,0.6050613,0.6665071,"('insecure', 'secure')",0.6050613,0.6665071,0.0614458
66,-0.028033115,-0.0012538172,"('inactive', 'active')",-0.0280331,-0.0012538,0.0267793
67,-0.6149439,-0.517497,"('doubtful', 'determined')",-0.6149439,-0.517497,0.0974469
68,-0.23784372,-0.19649906,"('dependent', 'independent')",-0.2378437,-0.1964991,0.0413446
69,-1.7570251,-1.7078846,"('lazy', 'industrious')",-1.7570251,-1.7078846,0.0491405
70,1.2737442,1.3498701,"('lethargic', 'energetic')",1.2737442,1.3498701,0.0761259
71,0.55222106,0.6187252,"('diffident', 'self-confident')",0.5522211,0.6187252,0.0665041
72,0.7501117,0.8428328,"('unambitious', 'ambitious')",0.7501117,0.8428328,0.0927211
73,-3.0632045,-2.9743583,"('helpless', 'self-reliant')",-3.0632045,-2.9743583,0.0888462
74,0.18410182,0.054512292,"('undedicated', 'dedicated')",0.1841018,0.0545123,-0.1295895
75,-0.85586363,-0.6980407,"('meek', 'impulsive')",-0.8558636,-0.6980407,0.1578229
