,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.35161084,-0.32366002,"('unsociable', 'sociable')",-0.56119585,-0.6684038,-0.4564033,-0.4960319,-0.0396286
1,-0.65384525,-0.71688074,"('unfriendly', 'friendly')",2.2032454,2.0134087,0.7747,0.6482639,-0.1264361
2,0.275794,0.30485746,"('unlikable', 'likable')",0.41735128,0.4574144,0.3465726,0.3811359,0.0345633
3,-1.1747746,-1.1157997,"('repellent', 'pleasant')",-0.31766382,-0.299077,-0.7462192,-0.7074383,0.0387809
4,0.449648,0.42271996,"('disliked', 'liked')",-4.0232306,-3.804322,-1.7867913,-1.690801,0.0959903
5,-0.039027397,-0.02508723,"('distant', 'outgoing')",0.5790412,0.52366984,0.2700069,0.2492913,-0.0207156
6,-0.47349462,-0.49952662,"('distant', 'open')",0.4739222,0.37700164,0.0002138,-0.0612625,-0.0614763
7,-1.1943941,-1.1817018,"('insensitive', 'sensitive')",0.10536021,0.11441834,-0.5445169,-0.5336417,0.0108752
8,-0.4857259,-0.5964021,"('unaffectionate', 'affectionate')",1.0908427,0.8687761,0.3025584,0.136187,-0.1663714
9,-0.3500573,-0.40176463,"('unaffectionate', 'caring')",1.3070544,1.1553603,0.4784985,0.3767979,-0.1017006
10,-1.7830617,-1.7419893,"('unsympathetic', 'sympathetic')",-0.950497,-0.86637247,-1.3667793,-1.3041809,0.0625984
11,-0.36062002,-0.33669034,"('unhelpful', 'helpful')",0.45004296,0.4020633,0.0447115,0.0326865,-0.012025
12,0.20967335,0.2756242,"('unsupportive', 'supportive')",-1.298732,-1.2063963,-0.5445293,-0.4653861,0.0791432
13,-0.34797788,-0.27160993,"('impolite', 'polite')",-0.88987195,-0.90347314,-0.6189249,-0.5875415,0.0313834
14,-0.3213985,-0.30927157,"('antisocial', 'social')",0.42935053,0.48915172,0.053976,0.0899401,0.0359641
15,0.93366134,0.83588576,"('boring', 'funny')",0.24521324,0.18534902,0.5894373,0.5106174,-0.0788199
16,0.15878811,0.19240233,"('unpopular', 'popular')",0.08936999,-0.03983376,0.124079,0.0762843,-0.0477947
17,0.037037313,0.05101791,"('nasty', 'nice')",-0.5059681,-0.5980546,-0.2344654,-0.2735183,-0.0390529
18,0.029650971,0.0032496974,"('disagreeable', 'welcoming')",-0.60783404,-0.7247514,-0.2890915,-0.3607509,-0.0716594
19,-0.5038874,-0.4971625,"('inhospitable', 'hospitable')",-0.01722955,-0.08721876,-0.2605585,-0.2921906,-0.0316321
20,-0.109118044,-0.10116838,"('rough', 'thoughtful')",1.0997424,1.0337886,0.4953122,0.4663101,-0.0290021
21,-0.5754443,-0.55458874,"('immoral', 'moral')",-1.43946,-1.3114129,-1.0074521,-0.9330008,0.0744513
22,-0.53664976,-0.5594712,"('untrustworthy', 'trustworthy')",-0.56092346,-0.5720367,-0.5487866,-0.5657539,-0.0169673
23,-1.0582557,-1.0663627,"('insincere', 'sincere')",3.998336,3.6379004,1.4700402,1.2857687,-0.1842715
24,-0.82877195,-0.84592664,"('dishonest', 'honest')",0.7059713,0.5954447,-0.0614003,-0.125241,-0.0638407
25,-0.0052744783,-0.07085337,"('egoistic', 'altruistic')",1.5463696,1.4398315,0.7705475,0.6844891,-0.0860584
26,0.45516366,0.3867479,"('hardhearted', 'benevolent')",2.7142766,2.6281705,1.5847201,1.5074592,-0.0772609
