,frontier_male,frontier_female,tuple,communications_male,communications_female,print_male,print_female,average_male,average_female,female-male
0,-1.1497988,-1.2347114,"('unsociable', 'sociable')",-0.39987078,-0.5490251,-0.33086735,-0.34445074,-0.6268456,-0.7093957,-0.0825501
1,1.6724049,1.6766229,"('unfriendly', 'friendly')",1.080192,1.042332,0.9076377,0.8010101,1.2200782,1.1733217,-0.0467565
2,0.96149975,1.0882566,"('unlikable', 'likable')",1.1899863,1.288659,0.13378267,0.2106172,0.7617563,0.8625109,0.1007546
3,-1.5905173,-1.6063969,"('repellent', 'pleasant')",0.14986308,0.123416275,0.822016,0.8114447,-0.2062127,-0.2238453,-0.0176326
4,0.7577454,0.7288019,"('disliked', 'liked')",-0.63519657,-0.6526053,-7.4305677,-7.5275373,-2.4360062,-2.4837802,-0.047774
5,1.8195355,1.9436126,"('distant', 'outgoing')",-0.12824091,-0.041224733,-0.5375833,-0.6064626,0.3845704,0.4319751,0.0474047
6,1.4138497,1.5290065,"('distant', 'open')",-0.94258904,-0.87018424,0.010471746,-0.06872735,0.1605775,0.1966983,0.0361208
7,-0.40695834,-0.40819672,"('insensitive', 'sensitive')",0.29575402,0.34402695,0.39985508,0.5272864,0.0962169,0.1543722,0.0581553
8,1.9040005,1.9219537,"('unaffectionate', 'affectionate')",-0.3173933,-0.320412,0.54476553,0.49248055,0.7104576,0.6980074,-0.0124502
9,1.7949483,1.8286146,"('unaffectionate', 'caring')",0.13332164,0.12959194,1.1327274,1.1122109,1.0203325,1.0234725,0.00314
10,-1.8558847,-1.9283246,"('unsympathetic', 'sympathetic')",-0.9723353,-1.0496919,0.21349138,0.3046301,-0.8715762,-0.8911288,-0.0195526
11,-0.6829736,-0.6852886,"('unhelpful', 'helpful')",0.35336092,0.32107297,1.0875297,1.1700392,0.252639,0.2686079,0.0159689
12,0.626801,0.6600582,"('unsupportive', 'supportive')",0.02645355,0.11978564,-1.9602245,-1.9129004,-0.4356566,-0.3776855,0.0579711
13,-1.1328337,-1.1699533,"('impolite', 'polite')",-0.14639749,-0.16699225,-0.06787509,-0.04513567,-0.4490354,-0.4606937,-0.0116583
14,-0.8302018,-0.8584548,"('antisocial', 'social')",1.1480616,1.1551355,0.033777025,0.08883227,0.1172123,0.1285043,0.011292
15,0.89951235,0.91897684,"('boring', 'funny')",0.3817784,0.41242915,-0.029787399,-0.048603214,0.4171678,0.4276009,0.0104331
16,-0.51104397,-0.5678568,"('unpopular', 'popular')",-0.51773554,-0.53392565,0.10211166,0.10882652,-0.3088893,-0.3309853,-0.022096
17,-0.50472164,-0.50672156,"('nasty', 'nice')",-0.9390541,-0.8317218,-0.19215071,-0.1470425,-0.5453088,-0.4951619,0.0501469
18,0.62957126,0.7014223,"('disagreeable', 'welcoming')",0.6017451,0.6525863,-0.7297189,-0.7723634,0.1671991,0.1938817,0.0266826
19,0.5203084,0.605651,"('inhospitable', 'hospitable')",-0.45094866,-0.41987276,-0.40830544,-0.4168274,-0.1129819,-0.0770164,0.0359655
20,-0.855989,-0.8859383,"('rough', 'thoughtful')",0.4602481,0.5209567,0.51359713,0.47279805,0.0392854,0.0359388,-0.0033466
21,-1.3839873,-1.4610996,"('immoral', 'moral')",0.56858474,0.5158014,-0.25258082,-0.094670564,-0.3559945,-0.3466562,0.0093383
22,-0.15106541,-0.17371999,"('untrustworthy', 'trustworthy')",0.7041489,0.683535,-0.7394829,-0.7189201,-0.0621331,-0.0697017,-0.0075686
23,-0.70208895,-0.7389742,"('insincere', 'sincere')",0.80098385,0.67236435,6.111907,6.1643147,2.0702674,2.0325683,-0.0376991
24,0.17502321,0.17072308,"('dishonest', 'honest')",0.2404786,0.22848828,1.0208352,0.99062324,0.478779,0.4632782,-0.0155008
25,1.9397337,1.9452497,"('egoistic', 'altruistic')",1.0399182,1.115305,1.1133163,1.0438737,1.3643227,1.3681428,0.0038201
26,2.317801,2.413749,"('hardhearted', 'benevolent')",0.6894317,0.7285303,0.74081403,0.7288006,1.2493489,1.2903599,0.041011
27,0.24787737,0.22580928,"('hardhearted', 'softhearted')",-0.37810996,-0.35899553,0.9675128,0.82409734,0.2790934,0.2303037,-0.0487897
28,0.82449317,0.76123744,"('disloyal', 'loyal')",-0.33700344,-0.4725651,0.7019088,0.66396326,0.3964662,0.3175452,-0.078921
29,0.17445555,0.18160516,"('unfair', 'fair')",-0.2867959,-0.20587392,-0.78565556,-0.8286822,-0.299332,-0.284317,0.015015
30,-0.63980484,-0.693289,"('intolerant', 'tolerant')",0.7779207,0.67439556,0.6175881,0.6296194,0.2519013,0.2035753,-0.048326
31,0.6911473,0.7771387,"('evil', 'good')",-0.17686532,-0.11469806,-1.1319504,-1.1703923,-0.2058895,-0.1693172,0.0365723
32,-0.24304228,-0.2660986,"('unkind', 'kind')",0.39649898,0.33225644,0.9578468,0.9403349,0.3704345,0.3354976,-0.0349369
33,1.8490396,1.8633168,"('wrong', 'right')",0.8409353,0.82003164,-0.15308473,-0.21356905,0.84563,0.8232598,-0.0223702
34,0.40846038,0.49351886,"('mean', 'honorable')",0.21684997,0.26140288,4.7228494,4.801239,1.7827199,1.8520536,0.0693337
35,0.8240122,0.8022371,"('corrupt', 'incorrupt')",-0.79915375,-0.81288314,-0.56320083,-0.72435164,-0.1794475,-0.2449992,-0.0655517
36,1.615386,1.6403983,"('hostile', 'amicable')",-0.82044864,-0.8961783,-0.32449964,-0.49880117,0.1568126,0.0818063,-0.0750063
37,-0.14213577,-0.15617692,"('fake', 'genuine')",-0.37622845,-0.40912285,0.323368,0.26472938,-0.0649987,-0.1001901,-0.0351914
38,0.05367715,0.09876154,"('untruthful', 'truthful')",0.0032253824,0.02345112,-0.4710073,-0.44065198,-0.1380349,-0.1061464,0.0318885
39,1.1921496,1.2056296,"('exploitative', 'cooperative')",1.0220536,1.0430382,0.4203213,0.48708975,0.8781749,0.9119191,0.0337442
40,0.44348875,0.42366162,"('stingy', 'generous')",0.35660335,0.37222248,-2.1978672,-2.2983212,-0.465925,-0.5008124,-0.0348874
41,-0.16123016,-0.19016889,"('unforgiving', 'forgiving')",0.112501934,0.088505685,-0.095982514,-0.17657718,-0.0482369,-0.0927468,-0.0445099
42,-0.23049077,-0.24982046,"('unreliable', 'reliable')",-0.04112366,0.032355107,-2.7324698,-2.6721468,-1.0013614,-0.9632041,0.0381573
43,-0.2568165,-0.2261726,"('irresponsible', 'responsible')",0.17061034,0.20281824,0.20061406,0.29302633,0.038136,0.0898907,0.0517547
44,-1.392123,-1.4318774,"('prejudiced', 'unprejudiced')",-0.613154,-0.53399473,-0.75742704,-0.74242586,-0.9209013,-0.902766,0.0181353
45,-1.264867,-1.3451556,"('incompetent', 'competent')",-0.607637,-0.72750163,-0.20968658,-0.1938514,-0.6940635,-0.7555029,-0.0614394
46,-1.2244987,-1.2882912,"('uncompetitive', 'competitive')",0.39069623,0.35615662,-1.2689223,-1.2049626,-0.7009083,-0.7123658,-0.0114575
47,-0.6804284,-0.6432061,"('stupid', 'smart')",0.6184914,0.62685937,5.5156555,5.621823,1.8179062,1.868492,0.0505858
48,0.049829498,0.04588359,"('unintelligent', 'intelligent')",0.70391726,0.7411519,-0.18317851,-0.15022027,0.1901894,0.2122717,0.0220823
49,-0.713952,-0.6322405,"('unable', 'able')",-0.74262244,-0.59911406,0.053751256,0.13543525,-0.4676077,-0.3653064,0.1023013
50,-0.39816585,-0.41399664,"('clumsy', 'skillful')",-0.7121939,-0.7754223,-0.44831797,-0.44976228,-0.5195593,-0.5463937,-0.0268344
51,-1.3240345,-1.3829317,"('uneducated', 'educated')",-0.19433242,-0.3143033,0.073019676,0.09213224,-0.4817824,-0.5350343,-0.0532519
52,1.1980382,1.1346492,"('irrational', 'rational')",0.19826718,0.13203739,0.0015784726,-0.07935842,0.4659613,0.395776,-0.0701853
53,1.0465419,1.0683537,"('uncreative', 'creative')",1.0049005,1.0228257,0.0076675657,-0.026177958,0.68637,0.6883338,0.0019638
54,0.5744303,0.6513586,"('incapable', 'capable')",-0.84306777,-0.71041805,1.1621037,1.2753835,0.2978221,0.4054414,0.1076193
55,-1.5839825,-1.6456567,"('incompetent', 'clever')",0.0025669616,-0.03870288,0.24990276,0.35821205,-0.4438376,-0.4420492,0.0017884
56,0.13473216,0.13322741,"('impractical', 'practical')",0.8837604,0.84619343,0.2437634,0.31846434,0.420752,0.4326284,0.0118764
57,-0.89813054,-0.93202925,"('unimaginative', 'imaginative')",-0.30523652,-0.31089085,-3.1356776,-3.0786254,-1.4463482,-1.4405152,0.005833
58,-0.22458467,-0.26265773,"('undiscriminating', 'discriminating')",0.73773754,0.7042339,-0.50014585,-0.45290053,0.0043357,-0.0037748,-0.0081105
59,1.586724,1.6676883,"('foolish', 'wise')",0.2522629,0.3070483,-0.04581573,-0.028668659,0.5977237,0.6486893,0.0509656
60,-1.4451901,-1.4831481,"('inefficient', 'efficient')",1.0369257,0.97151893,0.3174765,0.44135422,-0.0302626,-0.023425,0.0068376
61,0.2791307,0.1998568,"('illogical', 'logical')",1.0110161,0.9523021,0.09545291,0.08061577,0.4618666,0.4109249,-0.0509417
62,-0.23417282,-0.2236671,"('incompetent', 'brilliant')",0.5675694,0.62221587,0.31151566,0.44222176,0.2149707,0.2802568,0.0652861
63,0.10597721,0.11587897,"('unperceptive', 'insightful')",0.84349656,0.83423495,-0.093914054,0.008774936,0.2851866,0.3196296,0.034443
64,-1.1178211,-1.1717625,"('shy', 'confident')",0.13751927,0.13812146,-5.983073,-5.9405775,-2.321125,-2.3247395,-0.0036145
65,-1.194534,-1.2331389,"('insecure', 'secure')",0.13729306,0.07639525,0.10625085,0.25906464,-0.3169967,-0.2992263,0.0177704
66,1.2526975,1.3347521,"('inactive', 'active')",-0.512896,-0.44027823,0.62783664,0.5947859,0.4558794,0.4964199,0.0405405
67,0.011203766,0.023967385,"('doubtful', 'determined')",-0.48071915,-0.44765878,0.026479205,0.08624476,-0.1476787,-0.1124822,0.0351965
68,-0.48608372,-0.5256095,"('dependent', 'independent')",0.02840779,0.09669512,-1.1835988,-1.1050893,-0.5470916,-0.5113346,0.035757
69,2.1787071,2.2466242,"('lazy', 'industrious')",0.5357776,0.61663806,-1.2574962,-1.317184,0.4856628,0.5153594,0.0296966
70,-1.007382,-1.0054935,"('lethargic', 'energetic')",-0.37434348,-0.34325913,0.68535393,0.7117232,-0.2321239,-0.2123431,0.0197808
71,1.7789168,1.8302397,"('diffident', 'self-confident')",0.8936653,0.9499752,0.91162264,0.91848916,1.1947349,1.2329013,0.0381664
72,0.9333458,1.019515,"('unambitious', 'ambitious')",0.09633292,0.22135755,0.39677063,0.5150428,0.4754831,0.5853051,0.109822
73,1.5391163,1.5082549,"('helpless', 'self-reliant')",0.10635547,0.101161614,-3.2260091,-3.2480772,-0.5268458,-0.5462202,-0.0193744
74,1.0046068,1.0654306,"('undedicated', 'dedicated')",-0.05926394,-0.08426703,-0.45200995,-0.46992955,0.1644443,0.1704113,0.005967
75,-0.20211808,-0.15138243,"('meek', 'impulsive')",-0.90878,-0.78470254,-0.38837755,-0.35514963,-0.4997585,-0.4304115,0.069347
76,-0.8077692,-0.79744816,"('anxious', 'daring')",0.020797106,0.0072272522,0.30402663,0.37427762,-0.1609818,-0.1386478,0.022334
77,-0.7868434,-0.83343965,"('unmotivated', 'motivated')",0.59109926,0.57473534,-1.1018312,-0.9460236,-0.4325251,-0.401576,0.0309491
78,0.16774568,0.191691,"('nonresilient', 'resilient')",0.2252205,0.20728803,-0.757928,-0.6997629,-0.1216539,-0.1002613,0.0213926
79,1.3399502,1.3838288,"('wavering', 'unwavering')",-1.0312006,-1.0103973,-0.36250505,-0.3319166,-0.0179185,0.0138383,0.0317568
80,-0.46395016,-0.4927484,"('dominated', 'dominating')",0.13571429,0.17451319,-0.23651531,-0.15971065,-0.1882504,-0.1593153,0.0289351
81,-2.1550903,-2.2008498,"('submissive', 'aggressive')",0.6090566,0.60527724,-0.08979905,0.07855931,-0.5452776,-0.5056711,0.0396065
82,-1.5435009,-1.5378314,"('poor', 'rich')",0.42158613,0.34136534,6.4491434,6.504864,1.7757428,1.7694661,-0.0062767
83,0.012990095,0.023947967,"('powerless', 'powerful')",-0.27382332,-0.19914764,-0.40891925,-0.38727286,-0.2232508,-0.1874908,0.03576
84,0.9507034,0.94024736,"('inferior', 'superior')",0.13434176,0.12792361,0.15888281,0.1389799,0.4146427,0.4023836,-0.0122591
85,2.5730157,2.643093,"('insignificant', 'prestigious')",0.09528333,0.16376495,-0.47822818,-0.5714375,0.7300236,0.7451402,0.0151166
86,-0.0023224726,-0.039681908,"('uninfluential', 'influential')",0.328262,0.22123253,0.28543606,0.2766163,0.2037919,0.1527223,-0.0510696
87,0.010132261,0.033193916,"('unsuccessful', 'successful')",0.47205168,0.45405138,0.06265652,0.18869022,0.1816135,0.2253118,0.0436983
88,0.09964481,0.09251248,"('low', 'eminent')",0.29720637,0.26550448,-0.024755966,-0.028757429,0.1240317,0.1097532,-0.0142785
