,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0987419,-1.121289,"('unsociable', 'sociable')",-0.5038845,-0.5550658,-0.8013132,-0.8381774,-0.0368642
1,-1.3282667,-1.4855647,"('unfriendly', 'friendly')",1.3860666,1.2239772,0.0288999,-0.1307938,-0.1596937
2,0.7186194,0.7133507,"('unlikable', 'likable')",0.87544304,0.91648066,0.7970312,0.8149157,0.0178845
3,-0.71597224,-0.62541974,"('repellent', 'pleasant')",0.25574037,0.343511,-0.2301159,-0.1409544,0.0891615
4,0.018604442,-0.07850896,"('disliked', 'liked')",-5.8865314,-5.9889755,-2.9339635,-3.0337422,-0.0997787
5,-1.2577678,-1.2884246,"('distant', 'outgoing')",-0.45732725,-0.5293509,-0.8575475,-0.9088877,-0.0513402
6,-1.1785948,-1.2259887,"('distant', 'open')",-0.105183885,-0.23338175,-0.6418893,-0.7296852,-0.0877959
7,-0.54780406,-0.46479908,"('insensitive', 'sensitive')",0.34242922,0.40970802,-0.1026874,-0.0275455,0.0751419
8,-0.9947137,-1.1635209,"('unaffectionate', 'affectionate')",0.40401068,0.2547578,-0.2953515,-0.4543816,-0.1590301
9,-1.1314422,-1.2714883,"('unaffectionate', 'caring')",0.7279636,0.6263025,-0.2017393,-0.3225929,-0.1208536
10,-1.4875708,-1.3846052,"('unsympathetic', 'sympathetic')",-0.6115306,-0.57830375,-1.0495507,-0.9814545,0.0680962
11,-0.41783816,-0.39157677,"('unhelpful', 'helpful')",1.4811963,1.5315979,0.531679,0.5700105,0.0383315
12,-0.18443535,-0.089028135,"('unsupportive', 'supportive')",-1.904765,-1.8545004,-1.0446001,-0.9717643,0.0728358
13,-0.53491616,-0.4952596,"('impolite', 'polite')",-0.75564146,-0.68122256,-0.6452788,-0.5882411,0.0570377
14,-0.4619663,-0.39796683,"('antisocial', 'social')",-0.4231046,-0.3948474,-0.4425355,-0.3964071,0.0461284
15,0.13042513,-0.017409109,"('boring', 'funny')",0.67192304,0.5990871,0.4011741,0.290839,-0.1103351
16,-0.28679332,-0.3658273,"('unpopular', 'popular')",0.535619,0.49770635,0.1244128,0.0659395,-0.0584733
17,-0.074019715,-0.08536878,"('nasty', 'nice')",-0.13270271,-0.12585492,-0.1033612,-0.1056119,-0.0022507
18,-0.72103643,-0.75260997,"('disagreeable', 'welcoming')",-0.4667368,-0.51640695,-0.5938866,-0.6345085,-0.0406219
19,-1.3825504,-1.387749,"('inhospitable', 'hospitable')",-0.03822662,-0.048494272,-0.7103885,-0.7181216,-0.0077331
20,0.1361462,0.14079328,"('rough', 'thoughtful')",1.2174219,1.1692176,0.676784,0.6550055,-0.0217785
