,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4831161,-1.6659672,"('unsociable', 'sociable')",0.8871598,0.74751216,-0.11172801,-0.27242097,-0.2358948,-0.3969587,-0.1610639
1,-2.77564,-2.6244822,"('unfriendly', 'friendly')",0.4932247,0.43598324,1.1527756,1.083129,-0.3765466,-0.3684566,0.00809
2,0.52126366,0.48869362,"('unlikable', 'likable')",1.2819535,1.2719399,1.1416649,1.189839,0.9816273,0.9834908,0.0018635
3,-0.53565896,-0.4126613,"('repellent', 'pleasant')",-0.97307324,-0.78936887,0.7915926,0.77577204,-0.2390465,-0.142086,0.0969605
4,-0.21005045,-0.07176583,"('disliked', 'liked')",0.2742647,0.35928047,-7.225644,-7.2618833,-2.3871433,-2.3247895,0.0623538
5,-0.9103468,-0.7130959,"('distant', 'outgoing')",0.48435274,0.6314786,-0.5963623,-0.43728372,-0.3407855,-0.172967,0.1678185
6,-0.8507218,-0.55723375,"('distant', 'open')",0.14706007,0.29400074,-0.5228482,-0.38825455,-0.4088366,-0.2171625,0.1916741
7,-0.086243846,-0.05222985,"('insensitive', 'sensitive')",0.3986799,0.4521157,0.24207696,0.2522321,0.1848377,0.2173727,0.032535
8,-1.3093438,-1.319448,"('unaffectionate', 'affectionate')",-0.16389862,-0.24305022,0.3723285,0.41720292,-0.3669713,-0.3817651,-0.0147938
9,-1.028957,-1.0356121,"('unaffectionate', 'caring')",1.1181854,1.1024407,1.0828336,1.189464,0.3906873,0.4187642,0.0280769
10,-0.6000328,-0.72413224,"('unsympathetic', 'sympathetic')",-0.0011653099,0.009545451,-0.15122911,-0.20176673,-0.2508091,-0.3054512,-0.0546421
11,0.014583491,-0.10833727,"('unhelpful', 'helpful')",0.6690741,0.6588597,1.9288347,1.9843799,0.8708308,0.8449674,-0.0258634
12,0.37767056,0.47955716,"('unsupportive', 'supportive')",2.3633075,2.5478032,-2.0901928,-2.0116432,0.2169284,0.3385724,0.121644
13,-0.002260279,-0.2685477,"('impolite', 'polite')",0.5946846,0.4707884,-0.24817494,-0.31294793,0.1147498,-0.0369024,-0.1516522
14,0.034799602,-0.0220905,"('antisocial', 'social')",0.64379364,0.69652176,0.054197267,-0.1251527,0.2442635,0.1830929,-0.0611706
15,-0.20034753,-0.32450062,"('boring', 'funny')",0.40301043,0.2894359,-0.30376992,-0.3098005,-0.0337023,-0.1149551,-0.0812528
