,skyworks_male,skyworks_female,tuple,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6789311,-0.705516,"('unsociable', 'sociable')",0.56781137,0.38833416,-0.7932646,-0.95759684,-0.3014615,-0.4249262,-0.1234647
1,-0.507359,-0.6717281,"('unfriendly', 'friendly')",1.0699791,0.82260627,2.1959913,2.0670369,0.9195371,0.739305,-0.1802321
2,0.5076438,0.64507276,"('unlikable', 'likable')",1.1878916,1.3467598,0.65081936,0.8194031,0.7821182,0.9370786,0.1549604
3,-0.1966036,-0.0425317,"('repellent', 'pleasant')",0.6776849,0.7582954,-0.03923109,-0.018682996,0.1472834,0.2323602,0.0850768
4,0.23549727,0.18639904,"('disliked', 'liked')",-0.48071432,-0.47761002,-6.003801,-6.167192,-2.0830059,-2.152801,-0.0697951
5,-0.81851643,-0.81732136,"('distant', 'outgoing')",-0.3413328,-0.334165,0.18652093,0.2682615,-0.3244427,-0.2944083,0.0300344
6,-1.1489571,-1.171601,"('distant', 'open')",-0.78249496,-0.81557804,0.7460789,0.8130688,-0.3951244,-0.3913701,0.0037543
7,0.4462184,0.5888235,"('insensitive', 'sensitive')",0.9832081,0.99417955,0.6616485,0.65095174,0.697025,0.7446516,0.0476266
8,-0.68439823,-0.7826641,"('unaffectionate', 'affectionate')",-0.7447806,-0.7992719,1.1934831,1.1436751,-0.0785652,-0.146087,-0.0675218
9,-0.34900722,-0.3635847,"('unaffectionate', 'caring')",0.62527895,0.55064154,1.4974718,1.4835825,0.5912478,0.5568798,-0.034368
10,-0.83271074,-0.67757785,"('unsympathetic', 'sympathetic')",0.029271737,0.035782322,-0.8509678,-0.8735012,-0.5514689,-0.5050989,0.04637
11,0.10312037,0.3255922,"('unhelpful', 'helpful')",1.5265588,1.6259053,1.2819889,1.4126585,0.9705559,1.1213853,0.1508294
12,0.4280039,0.6891846,"('unsupportive', 'supportive')",1.4777262,1.632326,-1.4469709,-1.4624827,0.1529197,0.2863426,0.1334229
13,0.10388054,0.18470745,"('impolite', 'polite')",0.558247,0.54801184,-0.5148415,-0.5646504,0.0490954,0.056023,0.0069276
14,0.9397176,1.094026,"('antisocial', 'social')",0.7611539,0.8496945,-1.0594108,-1.1034684,0.2138202,0.280084,0.0662638
15,0.037216637,-0.09110565,"('boring', 'funny')",-0.24479227,-0.29221588,0.59862924,0.5466709,0.1303512,0.0544498,-0.0759014
16,-0.40987808,-0.44815695,"('unpopular', 'popular')",-0.12988707,-0.0800837,0.5008989,0.55582863,-0.0129554,0.009196,0.0221514
17,0.037091166,0.14043711,"('nasty', 'nice')",-0.47106773,-0.37065992,-0.4896002,-0.4017419,-0.3078589,-0.2106549,0.097204
18,0.12030348,0.27832946,"('disagreeable', 'welcoming')",0.20037541,0.32901084,-0.06463686,-0.07430096,0.0853473,0.1776798,0.0923325
19,-1.7704911,-1.7263151,"('inhospitable', 'hospitable')",-1.2260346,-1.1582153,0.25924572,0.3920335,-0.9124267,-0.8308323,0.0815944
20,0.083819,0.22286826,"('rough', 'thoughtful')",1.0558572,1.1022246,0.7853197,0.7237832,0.6416653,0.6829587,0.0412934
21,0.69141257,0.77026767,"('immoral', 'moral')",0.77908105,0.7577144,-1.0643076,-1.0750902,0.1353953,0.1509639,0.0155686
22,0.41223022,0.44887954,"('untrustworthy', 'trustworthy')",0.7758212,0.6945798,-0.7448259,-0.8558513,0.1477419,0.0958693,-0.0518726
23,0.44264305,0.5516388,"('insincere', 'sincere')",1.4077733,1.339227,5.130591,5.139322,2.3270024,2.3433959,0.0163935
24,0.2618946,0.29074454,"('dishonest', 'honest')",-0.6385181,-0.68735176,0.6512726,0.55635124,0.0915497,0.053248,-0.0383017
25,0.49169296,0.39318383,"('egoistic', 'altruistic')",1.316795,1.2288603,2.0465288,1.9505069,1.2850056,1.1908503,-0.0941553
26,0.35222128,0.30536738,"('hardhearted', 'benevolent')",0.8863157,0.8927117,1.6449114,1.5584366,0.9611495,0.9188386,-0.0423109
27,0.30763108,0.4302636,"('hardhearted', 'softhearted')",0.7572448,0.80173635,1.9423829,1.7999929,1.0024196,1.0106643,0.0082447
