,kidney_male,kidney_female,tuple,average_male,average_female,female-male
0,0.19114465,0.003143862,"('unsociable', 'sociable')",0.1911446,0.0031439,-0.1880007
1,1.487051,1.4315344,"('unfriendly', 'friendly')",1.487051,1.4315344,-0.0555166
2,0.32755554,0.519396,"('unlikable', 'likable')",0.3275555,0.519396,0.1918405
3,0.7145994,0.8109977,"('repellent', 'pleasant')",0.7145994,0.8109977,0.0963983
4,-7.412409,-7.52351,"('disliked', 'liked')",-7.4124088,-7.52351,-0.1111012
5,-0.34284723,-0.2742664,"('distant', 'outgoing')",-0.3428472,-0.2742664,0.0685808
6,0.036963105,0.081287645,"('distant', 'open')",0.0369631,0.0812876,0.0443245
7,0.8903252,0.78377926,"('insensitive', 'sensitive')",0.8903252,0.7837793,-0.1065459
8,1.1587195,1.1455301,"('unaffectionate', 'affectionate')",1.1587195,1.1455301,-0.0131894
9,1.6638287,1.7568495,"('unaffectionate', 'caring')",1.6638287,1.7568495,0.0930208
10,0.9991067,1.0641277,"('unsympathetic', 'sympathetic')",0.9991067,1.0641277,0.065021
11,2.0357037,2.0762584,"('unhelpful', 'helpful')",2.0357037,2.0762584,0.0405547
12,-1.4570668,-1.5293165,"('unsupportive', 'supportive')",-1.4570668,-1.5293165,-0.0722497
13,0.03057208,0.020670883,"('impolite', 'polite')",0.0305721,0.0206709,-0.0099012
14,0.15608566,-0.031191979,"('antisocial', 'social')",0.1560857,-0.031192,-0.1872777
15,0.29329064,0.14982747,"('boring', 'funny')",0.2932906,0.1498275,-0.1434631
16,-0.33218634,-0.26826125,"('unpopular', 'popular')",-0.3321863,-0.2682613,0.063925
17,-0.077629596,-0.061307564,"('nasty', 'nice')",-0.0776296,-0.0613076,0.016322
18,-0.5820396,-0.6976624,"('disagreeable', 'welcoming')",-0.5820396,-0.6976624,-0.1156228
19,-0.38450018,-0.32558188,"('inhospitable', 'hospitable')",-0.3845002,-0.3255819,0.0589183
20,0.91750586,0.7519575,"('rough', 'thoughtful')",0.9175059,0.7519575,-0.1655484
21,-0.06093453,0.079606384,"('immoral', 'moral')",-0.0609345,0.0796064,0.1405409
22,-0.6157514,-0.5736045,"('untrustworthy', 'trustworthy')",-0.6157514,-0.5736045,0.0421469
23,6.7204576,6.7234135,"('insincere', 'sincere')",6.7204576,6.7234135,0.0029559
24,1.7645742,1.7285738,"('dishonest', 'honest')",1.7645742,1.7285738,-0.0360004
25,0.5422615,0.48145956,"('egoistic', 'altruistic')",0.5422615,0.4814596,-0.0608019
26,0.5645049,0.32312992,"('hardhearted', 'benevolent')",0.5645049,0.3231299,-0.241375
27,1.399233,1.2495115,"('hardhearted', 'softhearted')",1.399233,1.2495115,-0.1497215
28,1.4196757,1.3981446,"('disloyal', 'loyal')",1.4196757,1.3981446,-0.0215311
29,-0.50111836,-0.6750227,"('unfair', 'fair')",-0.5011184,-0.6750227,-0.1739043
30,0.9211026,0.93517274,"('intolerant', 'tolerant')",0.9211026,0.9351727,0.0140701
31,-1.3857267,-1.357616,"('evil', 'good')",-1.3857267,-1.3576159,0.0281108
32,1.4140242,1.2820168,"('unkind', 'kind')",1.4140242,1.2820168,-0.1320074
33,-0.41199252,-0.4079668,"('wrong', 'right')",-0.4119925,-0.4079668,0.0040257
34,4.811363,5.0412707,"('mean', 'honorable')",4.8113632,5.0412707,0.2299075
35,-1.030933,-1.2142712,"('corrupt', 'incorrupt')",-1.030933,-1.2142712,-0.1833382
36,-0.8675662,-0.93082273,"('hostile', 'amicable')",-0.8675662,-0.9308227,-0.0632565
37,0.8403881,0.87021804,"('fake', 'genuine')",0.8403881,0.870218,0.0298299
38,0.27664557,0.31075007,"('untruthful', 'truthful')",0.2766456,0.3107501,0.0341045
39,0.13109979,0.10501496,"('exploitative', 'cooperative')",0.1310998,0.105015,-0.0260848
40,-1.8194689,-2.03922,"('stingy', 'generous')",-1.8194689,-2.0392201,-0.2197512
41,0.08582763,0.042475507,"('unforgiving', 'forgiving')",0.0858276,0.0424755,-0.0433521
42,-2.4355667,-2.4946275,"('unreliable', 'reliable')",-2.4355667,-2.4946275,-0.0590608
43,1.1782458,1.2169414,"('irresponsible', 'responsible')",1.1782458,1.2169414,0.0386956
44,-1.393317,-1.3605568,"('prejudiced', 'unprejudiced')",-1.393317,-1.3605568,0.0327602
45,0.27670836,0.23114891,"('incompetent', 'competent')",0.2767084,0.2311489,-0.0455595
46,-0.7987628,-0.7672433,"('uncompetitive', 'competitive')",-0.7987628,-0.7672433,0.0315195
47,5.380459,5.584444,"('stupid', 'smart')",5.3804588,5.584444,0.2039852
48,0.69365215,0.57424664,"('unintelligent', 'intelligent')",0.6936522,0.5742466,-0.1194056
49,0.048307106,0.1628371,"('unable', 'able')",0.0483071,0.1628371,0.11453
50,-0.3235122,-0.31394103,"('clumsy', 'skillful')",-0.3235122,-0.313941,0.0095712
51,0.5535431,0.4374688,"('uneducated', 'educated')",0.5535431,0.4374688,-0.1160743
52,-0.3100885,-0.36200476,"('irrational', 'rational')",-0.3100885,-0.3620048,-0.0519163
53,-0.12647572,-0.18005326,"('uncreative', 'creative')",-0.1264757,-0.1800533,-0.0535776
54,1.1144316,1.2717113,"('incapable', 'capable')",1.1144316,1.2717113,0.1572797
55,0.9219472,0.8682593,"('incompetent', 'clever')",0.9219472,0.8682593,-0.0536879
56,0.86406803,0.7551544,"('impractical', 'practical')",0.864068,0.7551544,-0.1089136
57,-2.8646886,-2.9269621,"('unimaginative', 'imaginative')",-2.8646886,-2.9269621,-0.0622735
58,0.11970958,-0.02383168,"('undiscriminating', 'discriminating')",0.1197096,-0.0238317,-0.1435413
59,0.03835629,0.06971013,"('foolish', 'wise')",0.0383563,0.0697101,0.0313538
60,0.83426416,0.9118812,"('inefficient', 'efficient')",0.8342642,0.9118812,0.077617
61,0.45481664,0.22025359,"('illogical', 'logical')",0.4548166,0.2202536,-0.234563
62,1.1773522,1.2639791,"('incompetent', 'brilliant')",1.1773522,1.2639791,0.0866269
63,0.43612143,0.46345624,"('unperceptive', 'insightful')",0.4361214,0.4634562,0.0273348
64,-6.294259,-6.264231,"('shy', 'confident')",-6.2942591,-6.2642312,0.0300279
65,0.25000566,0.27280748,"('insecure', 'secure')",0.2500057,0.2728075,0.0228018
66,-0.07038205,-0.1410164,"('inactive', 'active')",-0.0703821,-0.1410164,-0.0706343
67,-0.312497,-0.28824446,"('doubtful', 'determined')",-0.312497,-0.2882445,0.0242525
68,-0.6544771,-0.65793437,"('dependent', 'independent')",-0.6544771,-0.6579344,-0.0034573
69,-1.984491,-1.9202131,"('lazy', 'industrious')",-1.984491,-1.9202131,0.0642779
70,1.0119413,1.002324,"('lethargic', 'energetic')",1.0119413,1.002324,-0.0096173
71,0.45845163,0.3749099,"('diffident', 'self-confident')",0.4584516,0.3749099,-0.0835417
72,0.9006593,0.94934607,"('unambitious', 'ambitious')",0.9006593,0.9493461,0.0486868
73,-3.2120137,-3.2100282,"('helpless', 'self-reliant')",-3.2120137,-3.2100282,0.0019855
74,0.14869009,-0.05897653,"('undedicated', 'dedicated')",0.1486901,-0.0589765,-0.2076666
