,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
28,1.2898997,1.1930695,"('disloyal', 'loyal')",1.2898997,1.1930695,-0.0968302
29,-1.1104159,-1.216445,"('unfair', 'fair')",-1.1104159,-1.216445,-0.1060291
30,0.9579199,0.9769448,"('intolerant', 'tolerant')",0.9579199,0.9769448,0.0190249
31,-2.1765378,-2.500382,"('evil', 'good')",-2.1765378,-2.5003819,-0.3238441
32,1.4250432,1.3090833,"('unkind', 'kind')",1.4250432,1.3090833,-0.1159599
33,-0.37319028,-0.5933425,"('wrong', 'right')",-0.3731903,-0.5933425,-0.2201522
34,4.1002,4.0477934,"('mean', 'honorable')",4.1002002,4.0477934,-0.0524068
35,-0.9952418,-1.448881,"('corrupt', 'incorrupt')",-0.9952418,-1.448881,-0.4536392
36,-0.7713927,-1.2435665,"('hostile', 'amicable')",-0.7713927,-1.2435665,-0.4721738
37,0.53391516,0.49267483,"('fake', 'genuine')",0.5339152,0.4926748,-0.0412404
38,0.3356104,0.20614639,"('untruthful', 'truthful')",0.3356104,0.2061464,-0.129464
39,0.11757974,0.30377772,"('exploitative', 'cooperative')",0.1175797,0.3037777,0.186198
40,-2.1181476,-2.2326534,"('stingy', 'generous')",-2.1181476,-2.2326534,-0.1145058
41,0.008419214,-0.14728205,"('unforgiving', 'forgiving')",0.0084192,-0.147282,-0.1557012
42,-2.839894,-2.5851123,"('unreliable', 'reliable')",-2.8398941,-2.5851123,0.2547818
43,1.0314803,1.2133613,"('irresponsible', 'responsible')",1.0314803,1.2133613,0.181881
44,-1.8848914,-1.7383692,"('prejudiced', 'unprejudiced')",-1.8848914,-1.7383692,0.1465222
45,-0.11974237,-0.0686444,"('incompetent', 'competent')",-0.1197424,-0.0686444,0.051098
46,-0.5301325,-0.21530722,"('uncompetitive', 'competitive')",-0.5301325,-0.2153072,0.3148253
47,4.9438133,4.872905,"('stupid', 'smart')",4.9438133,4.8729048,-0.0709085
48,0.92361283,1.0106981,"('unintelligent', 'intelligent')",0.9236128,1.0106981,0.0870853
49,-0.27471346,-0.06937152,"('unable', 'able')",-0.2747135,-0.0693715,0.205342
50,-1.0138702,-1.1087255,"('clumsy', 'skillful')",-1.0138702,-1.1087255,-0.0948553
51,0.22469845,0.32614213,"('uneducated', 'educated')",0.2246985,0.3261421,0.1014436
52,-0.6798658,-1.0720074,"('irrational', 'rational')",-0.6798658,-1.0720074,-0.3921416
53,0.20403492,0.035882533,"('uncreative', 'creative')",0.2040349,0.0358825,-0.1681524
54,0.4620375,0.40479362,"('incapable', 'capable')",0.4620375,0.4047936,-0.0572439
55,0.30422747,0.63286644,"('incompetent', 'clever')",0.3042275,0.6328664,0.3286389
56,1.3401533,1.5177785,"('impractical', 'practical')",1.3401533,1.5177785,0.1776252
57,-2.576949,-2.4922025,"('unimaginative', 'imaginative')",-2.5769489,-2.4922025,0.0847464
58,-0.3581031,-0.37366354,"('undiscriminating', 'discriminating')",-0.3581031,-0.3736635,-0.0155604
59,0.14056101,-0.18353568,"('foolish', 'wise')",0.140561,-0.1835357,-0.3240967
60,0.5854253,1.0594645,"('inefficient', 'efficient')",0.5854253,1.0594645,0.4740392
61,0.6232294,0.4663055,"('illogical', 'logical')",0.6232294,0.4663055,-0.1569239
62,0.85348487,1.1904578,"('incompetent', 'brilliant')",0.8534849,1.1904578,0.3369729
63,0.45793137,0.5236244,"('unperceptive', 'insightful')",0.4579314,0.5236244,0.065693
64,-5.7397075,-5.4632373,"('shy', 'confident')",-5.7397075,-5.4632373,0.2764702
65,-0.3032452,0.03174483,"('insecure', 'secure')",-0.3032452,0.0317448,0.33499
66,-0.3794766,-0.5358365,"('inactive', 'active')",-0.3794766,-0.5358365,-0.1563599
67,-0.11033537,-0.1149201,"('doubtful', 'determined')",-0.1103354,-0.1149201,-0.0045847
68,-1.3050464,-1.3006966,"('dependent', 'independent')",-1.3050464,-1.3006966,0.0043498
69,-2.1144366,-2.4272528,"('lazy', 'industrious')",-2.1144366,-2.4272528,-0.3128162
70,0.61544216,0.8348668,"('lethargic', 'energetic')",0.6154422,0.8348668,0.2194246
71,0.36193806,0.16519007,"('diffident', 'self-confident')",0.3619381,0.1651901,-0.196748
72,1.0389628,1.2345865,"('unambitious', 'ambitious')",1.0389628,1.2345865,0.1956237
73,-3.220633,-3.1328745,"('helpless', 'self-reliant')",-3.220633,-3.1328745,0.0877585
74,0.39134043,0.3915811,"('undedicated', 'dedicated')",0.3913404,0.3915811,0.0002407
75,-1.3432626,-1.4002728,"('meek', 'impulsive')",-1.3432626,-1.4002728,-0.0570102
76,-0.15625596,0.16275138,"('anxious', 'daring')",-0.156256,0.1627514,0.3190074
77,-1.1464342,-0.9452223,"('unmotivated', 'motivated')",-1.1464342,-0.9452223,0.2012119
78,-0.5243621,-0.52746725,"('nonresilient', 'resilient')",-0.5243621,-0.5274673,-0.0031052
79,-0.7416178,-0.993974,"('wavering', 'unwavering')",-0.7416178,-0.993974,-0.2523562
80,-0.037288614,0.19914962,"('dominated', 'dominating')",-0.0372886,0.1991496,0.2364382
81,0.36002547,0.72767293,"('submissive', 'aggressive')",0.3600255,0.7276729,0.3676474
82,5.3843713,5.273717,"('poor', 'rich')",5.3843713,5.2737169,-0.1106544
83,-0.52212214,-0.42788696,"('powerless', 'powerful')",-0.5221221,-0.427887,0.0942351
84,0.0001456663,-0.16831784,"('inferior', 'superior')",0.0001457,-0.1683178,-0.1684635
85,-0.85807824,-1.4356881,"('insignificant', 'prestigious')",-0.8580782,-1.4356881,-0.5776099
86,1.2093395,1.2376305,"('uninfluential', 'influential')",1.2093395,1.2376305,0.028291
87,0.31032377,0.25039208,"('unsuccessful', 'successful')",0.3103238,0.2503921,-0.0599317
88,0.59335417,0.38125378,"('low', 'eminent')",0.5933542,0.3812538,-0.2121004
