,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
0,0.3802319,0.31901714,"('unsociable', 'sociable')",0.3802319,0.3190171,-0.0612148
1,1.3514297,0.9058321,"('unfriendly', 'friendly')",1.3514297,0.9058321,-0.4455976
2,0.62837994,0.5922803,"('unlikable', 'likable')",0.6283799,0.5922803,-0.0360996
3,0.07942196,0.3758635,"('repellent', 'pleasant')",0.079422,0.3758635,0.2964415
4,-6.7562833,-6.964507,"('disliked', 'liked')",-6.7562833,-6.9645071,-0.2082238
5,-0.9447085,-1.2208908,"('distant', 'outgoing')",-0.9447085,-1.2208908,-0.2761823
6,-0.6728075,-0.9458949,"('distant', 'open')",-0.6728075,-0.9458949,-0.2730874
7,1.0307038,1.1262615,"('insensitive', 'sensitive')",1.0307038,1.1262615,0.0955577
8,1.2178652,0.96382105,"('unaffectionate', 'affectionate')",1.2178652,0.9638211,-0.2540441
9,1.9468284,1.8448477,"('unaffectionate', 'caring')",1.9468284,1.8448477,-0.1019807
10,0.778771,1.0466484,"('unsympathetic', 'sympathetic')",0.778771,1.0466484,0.2678774
11,2.046261,2.0672731,"('unhelpful', 'helpful')",2.0462611,2.0672731,0.021012
12,-1.3945103,-1.3859568,"('unsupportive', 'supportive')",-1.3945103,-1.3859568,0.0085535
13,0.3742085,0.48671025,"('impolite', 'polite')",0.3742085,0.4867103,0.1125018
14,0.06833878,0.2573379,"('antisocial', 'social')",0.0683388,0.2573379,0.1889991
15,0.72848284,0.37344998,"('boring', 'funny')",0.7284828,0.37345,-0.3550328
16,-0.4669242,-0.7575365,"('unpopular', 'popular')",-0.4669242,-0.7575365,-0.2906123
17,-0.5315548,-0.6248773,"('nasty', 'nice')",-0.5315548,-0.6248773,-0.0933225
18,-0.5734117,-0.74445075,"('disagreeable', 'welcoming')",-0.5734117,-0.7444507,-0.171039
19,-1.2830262,-1.4445784,"('inhospitable', 'hospitable')",-1.2830262,-1.4445784,-0.1615522
20,0.08839533,0.18292522,"('rough', 'thoughtful')",0.0883953,0.1829252,0.0945299
21,0.38918233,0.6715828,"('immoral', 'moral')",0.3891823,0.6715828,0.2824005
22,-0.235938,-0.21244171,"('untrustworthy', 'trustworthy')",-0.235938,-0.2124417,0.0234963
23,5.9760094,5.9187655,"('insincere', 'sincere')",5.9760094,5.9187655,-0.0572439
24,1.6959499,1.7123526,"('dishonest', 'honest')",1.6959499,1.7123526,0.0164027
25,0.38417384,0.093171515,"('egoistic', 'altruistic')",0.3841738,0.0931715,-0.2910023
26,1.3267615,1.0975616,"('hardhearted', 'benevolent')",1.3267615,1.0975616,-0.2291999
27,0.9008741,0.79610145,"('hardhearted', 'softhearted')",0.9008741,0.7961015,-0.1047726
