,nickel_male,nickel_female,tuple,average_male,average_female,female-male
0,0.041462693,-0.1981686,"('unsociable', 'sociable')",0.0414627,-0.1981686,-0.2396313
1,1.5572324,1.7673097,"('unfriendly', 'friendly')",1.5572324,1.7673097,0.2100773
2,0.27732253,0.62749404,"('unlikable', 'likable')",0.2773225,0.627494,0.3501715
3,0.4190589,0.87113696,"('repellent', 'pleasant')",0.4190589,0.871137,0.4520781
4,-7.186919,-6.966648,"('disliked', 'liked')",-7.1869192,-6.9666481,0.2202711
5,-0.28061688,0.1436452,"('distant', 'outgoing')",-0.2806169,0.1436452,0.4242621
6,-0.19601789,0.23424494,"('distant', 'open')",-0.1960179,0.2342449,0.4302628
7,1.1333325,1.334586,"('insensitive', 'sensitive')",1.1333325,1.334586,0.2012535
8,1.0563141,1.2191899,"('unaffectionate', 'affectionate')",1.0563141,1.2191899,0.1628758
9,1.5158842,1.6656218,"('unaffectionate', 'caring')",1.5158842,1.6656218,0.1497376
10,0.904587,1.05599,"('unsympathetic', 'sympathetic')",0.904587,1.05599,0.151403
11,2.104909,2.069215,"('unhelpful', 'helpful')",2.1049089,2.0692151,-0.0356938
12,-1.3050458,-1.1251376,"('unsupportive', 'supportive')",-1.3050458,-1.1251376,0.1799082
13,0.12248434,-0.0056071654,"('impolite', 'polite')",0.1224843,-0.0056072,-0.1280915
14,0.20109594,-0.09720328,"('antisocial', 'social')",0.2010959,-0.0972033,-0.2982992
15,0.4953159,0.48849785,"('boring', 'funny')",0.4953159,0.4884979,-0.006818
16,-0.49650818,-0.36832872,"('unpopular', 'popular')",-0.4965082,-0.3683287,0.1281795
17,-0.5103038,-0.31609014,"('nasty', 'nice')",-0.5103038,-0.3160901,0.1942137
18,-0.65150917,-0.37325165,"('disagreeable', 'welcoming')",-0.6515092,-0.3732516,0.2782576
19,-0.21743515,0.1569672,"('inhospitable', 'hospitable')",-0.2174352,0.1569672,0.3744024
20,0.6842106,0.64123094,"('rough', 'thoughtful')",0.6842106,0.6412309,-0.0429797
21,-0.08720722,0.061464272,"('immoral', 'moral')",-0.0872072,0.0614643,0.1486715
22,-0.27050743,-0.105874,"('untrustworthy', 'trustworthy')",-0.2705074,-0.105874,0.1646334
23,6.6532426,6.7566624,"('insincere', 'sincere')",6.6532426,6.7566624,0.1034198
24,1.9557184,2.1620765,"('dishonest', 'honest')",1.9557184,2.1620765,0.2063581
25,0.42803228,0.42828283,"('egoistic', 'altruistic')",0.4280323,0.4282828,0.0002505
26,0.71133417,0.3161471,"('hardhearted', 'benevolent')",0.7113342,0.3161471,-0.3951871
27,1.3722222,1.4021748,"('hardhearted', 'softhearted')",1.3722222,1.4021748,0.0299526
28,1.0446026,1.1869174,"('disloyal', 'loyal')",1.0446026,1.1869174,0.1423148
29,-0.2821197,-0.22158098,"('unfair', 'fair')",-0.2821197,-0.221581,0.0605387
30,1.2425107,1.0770568,"('intolerant', 'tolerant')",1.2425107,1.0770568,-0.1654539
31,-1.1380361,-0.808498,"('evil', 'good')",-1.1380361,-0.808498,0.3295381
32,1.3458956,1.2373886,"('unkind', 'kind')",1.3458956,1.2373886,-0.108507
33,-0.39055434,-0.3872088,"('wrong', 'right')",-0.3905543,-0.3872088,0.0033455
34,4.42692,4.6812057,"('mean', 'honorable')",4.4269199,4.6812057,0.2542858
35,-0.92805064,-0.83012646,"('corrupt', 'incorrupt')",-0.9280506,-0.8301265,0.0979241
36,-0.7661718,-0.7212326,"('hostile', 'amicable')",-0.7661718,-0.7212326,0.0449392
37,0.9853237,1.145176,"('fake', 'genuine')",0.9853237,1.1451761,0.1598524
38,0.24688616,0.19523153,"('untruthful', 'truthful')",0.2468862,0.1952315,-0.0516547
39,0.3255372,0.23771611,"('exploitative', 'cooperative')",0.3255372,0.2377161,-0.0878211
40,-1.4557166,-1.2211387,"('stingy', 'generous')",-1.4557166,-1.2211387,0.2345779
41,0.00144694,-0.20947516,"('unforgiving', 'forgiving')",0.0014469,-0.2094752,-0.2109221
42,-2.1829076,-1.8641342,"('unreliable', 'reliable')",-2.1829076,-1.8641342,0.3187734
43,1.2920483,1.3133795,"('irresponsible', 'responsible')",1.2920483,1.3133795,0.0213312
44,-1.3315419,-1.4844192,"('prejudiced', 'unprejudiced')",-1.3315419,-1.4844192,-0.1528773
45,0.028570596,0.2620017,"('incompetent', 'competent')",0.0285706,0.2620017,0.2334311
46,-0.5233978,-0.4791569,"('uncompetitive', 'competitive')",-0.5233978,-0.4791569,0.0442409
47,5.3515463,5.5652385,"('stupid', 'smart')",5.3515463,5.5652385,0.2136922
48,0.75827837,0.6845945,"('unintelligent', 'intelligent')",0.7582784,0.6845945,-0.0736839
49,0.3252651,0.6052226,"('unable', 'able')",0.3252651,0.6052226,0.2799575
50,-0.34773073,0.067725,"('clumsy', 'skillful')",-0.3477307,0.067725,0.4154557
