,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6096322,-0.5904282,"('unsociable', 'sociable')",-2.2281637,-2.3033524,-1.5217164,-1.5069084,-0.5116312,-0.6414806,-0.65361357,-0.75437033,-1.1049514,-1.159308,-0.0543566
1,-0.6980923,-0.7457305,"('unfriendly', 'friendly')",-0.7594296,-0.7508334,0.055300035,0.06750412,-0.5501912,-0.707684,2.194532,2.080384,0.0484238,-0.011272,-0.0596958
2,0.29330316,0.3292442,"('unlikable', 'likable')",-0.056320865,-0.011370808,-0.0146624595,-0.024387285,0.91735256,0.9748597,0.7417658,0.810202,0.3762877,0.4157096,0.0394219
3,-0.42191365,-0.32034793,"('repellent', 'pleasant')",-1.469036,-1.3813488,-1.0406072,-0.8343902,0.22616756,0.29219756,0.14254363,0.17137337,-0.5125691,-0.4145032,0.0980659
4,-0.40889347,-0.44373304,"('disliked', 'liked')",1.2528851,1.197543,0.88357025,0.791737,0.39670637,0.284907,-6.625441,-6.6222987,-0.9002346,-0.958369,-0.0581344
5,-0.6918486,-0.74622613,"('distant', 'outgoing')",0.7404316,0.74502593,0.7886995,0.70614046,-0.5237625,-0.4839405,0.030538902,0.03357445,0.0688118,0.0509148,-0.017897
6,-0.36031395,-0.3516276,"('distant', 'open')",0.38532555,0.41269946,0.21768272,0.15104532,-0.85234517,-0.8303087,0.73029536,0.7501253,0.0241289,0.0263868,0.0022579
7,0.39927384,0.49621025,"('insensitive', 'sensitive')",-1.0973867,-1.0200024,-0.6578604,-0.46975052,-1.3063504,-1.3013468,0.65627867,0.6402912,-0.401209,-0.3309196,0.0702894
8,-0.65644157,-0.664202,"('unaffectionate', 'affectionate')",-0.30760658,-0.31017497,-0.33765668,-0.44329527,-1.2072291,-1.3586631,1.1264956,1.0161421,-0.2764877,-0.3520386,-0.0755509
9,-0.08759695,-0.06809272,"('unaffectionate', 'caring')",-0.7833626,-0.79668707,0.076137304,0.060502347,-1.0798814,-1.2295078,1.7938905,1.7195866,-0.0161626,-0.0628397,-0.0466771
10,0.85428166,1.0061278,"('unsympathetic', 'sympathetic')",-2.7752776,-2.8075302,-1.8536952,-1.722726,-1.4768448,-1.5310993,-0.35091418,-0.38838354,-1.12049,-1.0887222,0.0317678
11,0.7187145,0.77575374,"('unhelpful', 'helpful')",-1.0963625,-1.0969522,-0.611906,-0.5483756,-0.645594,-0.7157181,1.8853528,1.8959819,0.050041,0.062138,0.012097
12,1.1591692,1.2537751,"('unsupportive', 'supportive')",-0.2875271,-0.19250762,0.16978505,0.28293395,-0.7344539,-0.7684478,-1.8616127,-1.9075795,-0.3109279,-0.2663652,0.0445627
13,0.07001138,0.095720276,"('impolite', 'polite')",-0.9166576,-0.8713171,-0.9133073,-0.8203657,-0.14272238,-0.07187143,-0.26285478,-0.26934022,-0.4331061,-0.3874348,0.0456713
14,0.25864154,0.29679617,"('antisocial', 'social')",-0.54595596,-0.5255023,-0.12510902,-0.059168823,0.2836284,0.27059054,-0.63908744,-0.70335335,-0.1535765,-0.1441276,0.0094489
15,0.03201637,-0.019399121,"('boring', 'funny')",0.64170295,0.55809116,-0.031178426,-0.18454093,0.101961754,0.10878177,0.62305087,0.6194329,0.2735107,0.2164732,-0.0570375
16,-1.2862997,-1.2931226,"('unpopular', 'popular')",0.0843443,0.039275896,-0.2508238,-0.28967732,-0.42776334,-0.4659502,0.7182106,0.70881915,-0.2324664,-0.260131,-0.0276646
17,-0.16560724,-0.08477274,"('nasty', 'nice')",-0.4944062,-0.44527233,-0.71628386,-0.685781,0.036031067,0.12454126,-0.59115416,-0.5221747,-0.3862841,-0.3226919,0.0635922
18,0.5075559,0.5758619,"('disagreeable', 'welcoming')",-0.25295517,-0.14903805,-1.3160152,-1.2598517,-0.3778689,-0.41675168,-0.38720343,-0.4575008,-0.3652974,-0.3414561,0.0238413
19,-0.21049169,-0.14488615,"('inhospitable', 'hospitable')",0.13378866,0.22417852,-0.08016035,-0.10044601,-0.65203935,-0.6142769,0.10457902,0.14684069,-0.1408647,-0.097718,0.0431467
20,0.3576915,0.40193015,"('rough', 'thoughtful')",-0.73160625,-0.6724181,-0.5506083,-0.41243485,-0.3302766,-0.27433187,0.869477,0.9046019,-0.0770645,-0.0105306,0.0665339
21,0.37751317,0.41828296,"('immoral', 'moral')",-1.4611231,-1.4844009,-0.74473625,-0.646435,-0.6811883,-0.6751239,-1.1157376,-1.0921534,-0.7250545,-0.6959661,0.0290884
