,secretary_male,secretary_female,tuple,average_male,average_female,female-male
0,1.0023307,0.850187,"('unsociable', 'sociable')",1.0023307,0.850187,-0.1521437
1,0.9783368,1.0090847,"('unfriendly', 'friendly')",0.9783368,1.0090847,0.0307479
2,0.38666257,0.49507928,"('unlikable', 'likable')",0.3866626,0.4950793,0.1084167
3,0.43934327,0.62181175,"('repellent', 'pleasant')",0.4393433,0.6218117,0.1824684
4,-6.6296864,-6.952326,"('disliked', 'liked')",-6.6296864,-6.9523258,-0.3226394
5,-1.2836403,-1.1833258,"('distant', 'outgoing')",-1.2836403,-1.1833258,0.1003145
6,-1.0710635,-0.97548234,"('distant', 'open')",-1.0710635,-0.9754823,0.0955812
7,1.9851373,1.9234567,"('insensitive', 'sensitive')",1.9851373,1.9234567,-0.0616806
8,0.9890648,1.031118,"('unaffectionate', 'affectionate')",0.9890648,1.031118,0.0420532
9,1.4651607,1.5784698,"('unaffectionate', 'caring')",1.4651607,1.5784698,0.1133091
10,1.2076807,1.2405304,"('unsympathetic', 'sympathetic')",1.2076807,1.2405304,0.0328497
11,3.035944,3.0827286,"('unhelpful', 'helpful')",3.035944,3.0827286,0.0467846
12,-0.7057152,-0.74883693,"('unsupportive', 'supportive')",-0.7057152,-0.7488369,-0.0431217
13,0.53507566,0.6155696,"('impolite', 'polite')",0.5350757,0.6155696,0.0804939
14,0.9919105,0.8611728,"('antisocial', 'social')",0.9919105,0.8611728,-0.1307377
15,0.37152523,0.2313192,"('boring', 'funny')",0.3715252,0.2313192,-0.140206
16,-0.54201615,-0.4208098,"('unpopular', 'popular')",-0.5420161,-0.4208098,0.1212063
17,-0.003588803,0.07557139,"('nasty', 'nice')",-0.0035888,0.0755714,0.0791602
18,-0.77861774,-0.637066,"('disagreeable', 'welcoming')",-0.7786177,-0.637066,0.1415517
19,-0.759033,-0.6308242,"('inhospitable', 'hospitable')",-0.759033,-0.6308242,0.1282088
20,0.68899727,0.6460401,"('rough', 'thoughtful')",0.6889973,0.6460401,-0.0429572
21,0.32806107,0.41603905,"('immoral', 'moral')",0.3280611,0.416039,0.0879779
22,0.3584498,0.34634,"('untrustworthy', 'trustworthy')",0.3584498,0.34634,-0.0121098
23,7.15652,7.346897,"('insincere', 'sincere')",7.1565199,7.3468971,0.1903772
24,1.659572,1.8435712,"('dishonest', 'honest')",1.659572,1.8435712,0.1839992
25,0.59517294,0.6888599,"('egoistic', 'altruistic')",0.5951729,0.6888599,0.093687
26,1.8618045,1.4640582,"('hardhearted', 'benevolent')",1.8618045,1.4640582,-0.3977463
27,1.2182664,1.2345989,"('hardhearted', 'softhearted')",1.2182664,1.2345989,0.0163325
28,1.4628844,1.3541564,"('disloyal', 'loyal')",1.4628844,1.3541564,-0.108728
29,-1.0124242,-1.1495064,"('unfair', 'fair')",-1.0124242,-1.1495064,-0.1370822
