,stumbling_male,stumbling_female,tuple,average_male,average_female,female-male
0,0.0008268021,-0.0034607537,"('unsociable', 'sociable')",0.0008268,-0.0034608,-0.0042876
1,0.7977702,0.7559056,"('unfriendly', 'friendly')",0.7977702,0.7559056,-0.0418646
2,-0.32898468,-0.2756894,"('unlikable', 'likable')",-0.3289847,-0.2756894,0.0532953
3,0.8385358,0.8840073,"('repellent', 'pleasant')",0.8385358,0.8840073,0.0454715
4,-7.511725,-7.7011695,"('disliked', 'liked')",-7.5117249,-7.7011695,-0.1894446
5,-0.7622609,-0.78759956,"('distant', 'outgoing')",-0.7622609,-0.7875996,-0.0253387
6,-0.26606444,-0.37326768,"('distant', 'open')",-0.2660644,-0.3732677,-0.1072033
7,0.8732388,0.95587367,"('insensitive', 'sensitive')",0.8732388,0.9558737,0.0826349
8,0.7911788,0.6791286,"('unaffectionate', 'affectionate')",0.7911788,0.6791286,-0.1120502
9,1.1403786,1.1587058,"('unaffectionate', 'caring')",1.1403786,1.1587058,0.0183272
10,1.1388338,1.2098348,"('unsympathetic', 'sympathetic')",1.1388338,1.2098348,0.071001
11,1.4489772,1.5482905,"('unhelpful', 'helpful')",1.4489772,1.5482905,0.0993133
12,-1.9231366,-1.9492767,"('unsupportive', 'supportive')",-1.9231366,-1.9492767,-0.0261401
13,-0.12235434,-0.020691097,"('impolite', 'polite')",-0.1223543,-0.0206911,0.1016632
14,0.5168868,0.49571148,"('antisocial', 'social')",0.5168868,0.4957115,-0.0211753
15,-0.08227014,-0.13312754,"('boring', 'funny')",-0.0822701,-0.1331275,-0.0508574
16,-0.69085217,-0.7165771,"('unpopular', 'popular')",-0.6908522,-0.7165771,-0.0257249
17,-0.3314285,-0.32384327,"('nasty', 'nice')",-0.3314285,-0.3238433,0.0075852
18,-0.393419,-0.43274242,"('disagreeable', 'welcoming')",-0.393419,-0.4327424,-0.0393234
19,-1.0178355,-1.100641,"('inhospitable', 'hospitable')",-1.0178355,-1.100641,-0.0828055
20,0.98367506,0.92993027,"('rough', 'thoughtful')",0.9836751,0.9299303,-0.0537448
21,-0.42763478,-0.30573422,"('immoral', 'moral')",-0.4276348,-0.3057342,0.1219006
22,-0.2973522,-0.30674505,"('untrustworthy', 'trustworthy')",-0.2973522,-0.3067451,-0.0093929
23,6.275506,6.4295907,"('insincere', 'sincere')",6.275506,6.4295907,0.1540847
24,1.437706,1.3888572,"('dishonest', 'honest')",1.437706,1.3888572,-0.0488488
25,0.56570065,0.47299695,"('egoistic', 'altruistic')",0.5657007,0.472997,-0.0927037
26,0.7640321,0.6338769,"('hardhearted', 'benevolent')",0.7640321,0.6338769,-0.1301552
27,1.5833952,1.4197979,"('hardhearted', 'softhearted')",1.5833952,1.4197979,-0.1635973
28,0.9640912,0.9682735,"('disloyal', 'loyal')",0.9640912,0.9682735,0.0041823
29,-0.565839,-0.7163201,"('unfair', 'fair')",-0.565839,-0.7163201,-0.1504811
30,0.94690436,1.0112813,"('intolerant', 'tolerant')",0.9469044,1.0112813,0.0643769
31,-1.56328,-1.6484023,"('evil', 'good')",-1.56328,-1.6484023,-0.0851223
32,0.93959624,0.8898085,"('unkind', 'kind')",0.9395962,0.8898085,-0.0497877
33,-0.5693532,-0.62937295,"('wrong', 'right')",-0.5693532,-0.629373,-0.0600198
34,4.539192,4.7187047,"('mean', 'honorable')",4.5391922,4.7187047,0.1795125
35,-0.69879276,-0.9603039,"('corrupt', 'incorrupt')",-0.6987928,-0.9603039,-0.2615111
36,-0.9146092,-1.0494477,"('hostile', 'amicable')",-0.9146092,-1.0494477,-0.1348385
37,0.74206185,0.7430053,"('fake', 'genuine')",0.7420619,0.7430053,0.0009434
38,-0.41359636,-0.33832064,"('untruthful', 'truthful')",-0.4135964,-0.3383206,0.0752758
39,0.55250037,0.5437789,"('exploitative', 'cooperative')",0.5525004,0.5437789,-0.0087215
40,-1.2797987,-1.4548618,"('stingy', 'generous')",-1.2797987,-1.4548618,-0.1750631
41,0.074280955,0.068201944,"('unforgiving', 'forgiving')",0.074281,0.0682019,-0.0060791
42,-2.1368492,-2.2199872,"('unreliable', 'reliable')",-2.1368492,-2.2199872,-0.083138
43,0.9427622,1.02207,"('irresponsible', 'responsible')",0.9427622,1.0220701,0.0793079
44,-0.650602,-0.69136155,"('prejudiced', 'unprejudiced')",-0.650602,-0.6913615,-0.0407595
45,0.08165169,0.06569335,"('incompetent', 'competent')",0.0816517,0.0656933,-0.0159584
46,-0.32403246,-0.2884848,"('uncompetitive', 'competitive')",-0.3240325,-0.2884848,0.0355477
47,5.177423,5.3572555,"('stupid', 'smart')",5.177423,5.3572555,0.1798325
48,0.23876634,0.29781887,"('unintelligent', 'intelligent')",0.2387663,0.2978189,0.0590526
49,-0.22900838,-0.15297127,"('unable', 'able')",-0.2290084,-0.1529713,0.0760371
50,-0.62688184,-0.6766126,"('clumsy', 'skillful')",-0.6268818,-0.6766126,-0.0497308
51,0.51651525,0.48434126,"('uneducated', 'educated')",0.5165153,0.4843413,-0.032174
52,-0.6108494,-0.7843869,"('irrational', 'rational')",-0.6108494,-0.7843869,-0.1735375
53,-0.33793506,-0.37479112,"('uncreative', 'creative')",-0.3379351,-0.3747911,-0.036856
54,0.92668736,0.96967137,"('incapable', 'capable')",0.9266874,0.9696714,0.042984
55,0.75917774,0.8403865,"('incompetent', 'clever')",0.7591777,0.8403865,0.0812088
56,0.56738853,0.61237466,"('impractical', 'practical')",0.5673885,0.6123747,0.0449862
57,-2.6548917,-2.6758769,"('unimaginative', 'imaginative')",-2.6548917,-2.6758769,-0.0209852
58,0.10492687,0.10062318,"('undiscriminating', 'discriminating')",0.1049269,0.1006232,-0.0043037
59,-0.39723992,-0.46260056,"('foolish', 'wise')",-0.3972399,-0.4626006,-0.0653607
60,0.5337836,0.77757674,"('inefficient', 'efficient')",0.5337836,0.7775767,0.2437931
61,0.20866126,0.13666627,"('illogical', 'logical')",0.2086613,0.1366663,-0.071995
62,0.3783089,0.5227897,"('incompetent', 'brilliant')",0.3783089,0.5227897,0.1444808
63,-0.17166275,-0.09207407,"('unperceptive', 'insightful')",-0.1716627,-0.0920741,0.0795886
64,-6.0936418,-6.1451755,"('shy', 'confident')",-6.0936418,-6.1451755,-0.0515337
65,0.49951527,0.6142713,"('insecure', 'secure')",0.4995153,0.6142713,0.114756
66,-0.059115298,-0.23231328,"('inactive', 'active')",-0.0591153,-0.2323133,-0.173198
67,-0.493532,-0.42304465,"('doubtful', 'determined')",-0.493532,-0.4230447,0.0704873
68,-0.7208221,-0.7135627,"('dependent', 'independent')",-0.7208221,-0.7135627,0.0072594
69,-2.0942643,-2.1779566,"('lazy', 'industrious')",-2.0942643,-2.1779566,-0.0836923
70,1.5660433,1.5416164,"('lethargic', 'energetic')",1.5660433,1.5416164,-0.0244269
71,0.6832425,0.63147724,"('diffident', 'self-confident')",0.6832425,0.6314772,-0.0517653
72,0.6115657,0.73882955,"('unambitious', 'ambitious')",0.6115657,0.7388296,0.1272639
73,-3.1016104,-3.1304698,"('helpless', 'self-reliant')",-3.1016104,-3.1304698,-0.0288594
74,0.065903276,-0.03929683,"('undedicated', 'dedicated')",0.0659033,-0.0392968,-0.1052001
75,-0.8192619,-0.7932477,"('meek', 'impulsive')",-0.8192619,-0.7932477,0.0260142
76,0.7698013,0.8353587,"('anxious', 'daring')",0.7698013,0.8353587,0.0655574
77,-1.456411,-1.2702609,"('unmotivated', 'motivated')",-1.456411,-1.2702609,0.1861501
78,-0.7940319,-0.8368216,"('nonresilient', 'resilient')",-0.7940319,-0.8368216,-0.0427897
