,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,0.3501192,0.20888424,"('unsociable', 'sociable')",-0.21557187,-0.30354217,-0.08235392,-0.2910119,0.0173978,-0.1285566,-0.1459544
1,0.2773976,0.25988027,"('unfriendly', 'friendly')",0.35922787,0.22491746,0.63293374,0.5581212,0.4231864,0.3476396,-0.0755468
2,0.5232231,0.57888335,"('unlikable', 'likable')",1.3880152,1.3885161,0.93238723,0.9733893,0.9478752,0.9802629,0.0323877
3,-0.9599774,-0.79196084,"('repellent', 'pleasant')",-0.40908438,-0.2621165,1.0978817,1.0522581,-0.0903933,-0.0006064,0.0897869
4,-0.23854189,-0.2639237,"('disliked', 'liked')",0.6932693,0.47969264,-6.338324,-6.391995,-1.9611988,-2.058742,-0.0975432
5,-0.22493638,-0.289685,"('distant', 'outgoing')",0.29068592,0.29141816,-0.9444566,-0.811108,-0.2929024,-0.2697916,0.0231108
6,-0.853871,-0.89152944,"('distant', 'open')",-0.1604917,-0.216576,-1.1906799,-1.0629586,-0.7350142,-0.723688,0.0113262
7,1.037725,1.04773,"('insensitive', 'sensitive')",0.81731117,0.87629664,0.5538455,0.47239262,0.8029606,0.7988064,-0.0041542
8,-0.1636428,-0.20277634,"('unaffectionate', 'affectionate')",-0.44001764,-0.5871424,-0.09440149,-0.09336484,-0.2326873,-0.2944279,-0.0617406
9,0.97530323,0.96278787,"('unaffectionate', 'caring')",0.31857497,0.18911113,0.545457,0.5309777,0.6131117,0.5609589,-0.0521528
10,1.1003394,1.096836,"('unsympathetic', 'sympathetic')",-0.7502242,-0.7579949,0.012166223,-0.13695697,0.1207605,0.0672947,-0.0534658
11,0.39452362,0.3953136,"('unhelpful', 'helpful')",0.1696566,0.23954195,2.3558245,2.3265505,0.9733349,0.9871353,0.0138004
12,1.559518,1.6660467,"('unsupportive', 'supportive')",0.6672688,0.716199,-1.7095923,-1.716177,0.1723982,0.2220229,0.0496247
13,0.9464453,0.85405666,"('impolite', 'polite')",-0.3328936,-0.24511169,-0.41097522,-0.5193381,0.0675255,0.029869,-0.0376565
14,0.7033911,0.6434744,"('antisocial', 'social')",0.8341686,0.93392825,0.36184427,0.20359205,0.6331347,0.5936649,-0.0394698
15,0.29653957,0.20752239,"('boring', 'funny')",-0.063803,-0.19238585,-0.37005728,-0.3500705,-0.0457736,-0.1116447,-0.0658711
16,-1.4560456,-1.4432646,"('unpopular', 'popular')",0.06973426,-0.10721422,0.11962952,0.03420333,-0.4222273,-0.5054252,-0.0831979
17,-0.3378701,-0.34348744,"('nasty', 'nice')",-0.98528785,-0.8983984,-0.58023095,-0.49143562,-0.634463,-0.5777738,0.0566892
18,-0.3546098,-0.34808567,"('disagreeable', 'welcoming')",-0.7752343,-0.715798,-0.91252595,-0.84527284,-0.68079,-0.6363855,0.0444045
19,-0.001468881,0.059241034,"('inhospitable', 'hospitable')",-0.8367573,-0.88633496,-0.9460106,-0.7797713,-0.5947456,-0.5356217,0.0591239
20,0.28015727,0.29152682,"('rough', 'thoughtful')",-0.09481922,-0.012099672,0.5187983,0.50256497,0.2347121,0.260664,0.0259519
21,1.5669308,1.604847,"('immoral', 'moral')",1.257193,1.2429389,0.02176765,-0.05835136,0.9486305,0.9298116,-0.0188189
22,0.22696769,0.20434564,"('untrustworthy', 'trustworthy')",-0.77900016,-0.85651594,-0.63928646,-0.70988804,-0.3971063,-0.4540195,-0.0569132
23,1.0324978,1.0176877,"('insincere', 'sincere')",-0.49776506,-0.4314361,5.5490003,5.38611,2.027911,1.9907872,-0.0371238
24,2.0645127,2.0941732,"('dishonest', 'honest')",0.38499653,0.4218198,0.8362463,0.8339348,1.0952518,1.1166426,0.0213908
25,-0.18743123,-0.19326034,"('egoistic', 'altruistic')",0.8246198,0.741421,0.57413775,0.5920807,0.4037755,0.3800805,-0.023695
26,1.825691,1.6026652,"('hardhearted', 'benevolent')",1.0119379,0.89955443,1.6170846,1.4686817,1.4849044,1.3236338,-0.1612706
27,0.109147556,0.20865296,"('hardhearted', 'softhearted')",0.3050252,0.45130962,0.6056041,0.67019296,0.3399256,0.4433852,0.1034596
28,0.6808428,0.55404836,"('disloyal', 'loyal')",0.02931673,-0.15313815,1.081641,0.92318714,0.5972668,0.4413658,-0.155901
29,-0.8425571,-0.8874824,"('unfair', 'fair')",-0.65645164,-0.5836245,-0.25512207,-0.33373153,-0.5847102,-0.6016128,-0.0169026
30,1.506907,1.5833986,"('intolerant', 'tolerant')",0.8531668,0.91709197,0.7783271,0.7850646,1.0461337,1.0951851,0.0490514
31,-1.3774321,-1.2814012,"('evil', 'good')",-1.1179389,-1.1875874,-1.8117622,-1.6967891,-1.4357111,-1.3885926,0.0471185
32,1.1940305,1.0800166,"('unkind', 'kind')",-0.014075115,-0.04718418,1.1403736,0.9084589,0.773443,0.6470971,-0.1263459
33,0.12669174,0.06334971,"('wrong', 'right')",1.3129605,1.1732517,-1.1020784,-1.1039962,0.1125246,0.0442018,-0.0683228
34,0.19835146,0.3859228,"('mean', 'honorable')",0.28413635,0.41576913,5.1399517,5.386736,1.8741465,2.0628093,0.1886628
35,-0.5156217,-0.6330107,"('corrupt', 'incorrupt')",-0.6644953,-0.8334619,-1.3127923,-1.2278867,-0.8309698,-0.8981198,-0.06715
36,-0.6557688,-0.73250353,"('hostile', 'amicable')",-0.65070957,-0.96452594,-0.8780997,-0.8721786,-0.7281926,-0.8564027,-0.1282101
37,0.8759661,0.83867157,"('fake', 'genuine')",0.17841475,0.09477298,-0.17087452,-0.11763439,0.2945021,0.2719367,-0.0225654
38,0.42808244,0.434427,"('untruthful', 'truthful')",0.070434965,-0.042923063,0.074924745,0.15677325,0.1911474,0.1827591,-0.0083883
39,2.2828407,2.2682724,"('exploitative', 'cooperative')",-0.0080394,0.15542091,0.12023139,0.17125131,0.7983442,0.8649816,0.0666374
40,0.14940318,0.112364136,"('stingy', 'generous')",0.1422408,0.08774726,-2.2793999,-2.3206842,-0.6625853,-0.7068576,-0.0442723
41,0.13945189,0.13247305,"('unforgiving', 'forgiving')",-0.74406326,-0.76682884,-0.19809689,-0.18975559,-0.2675694,-0.2747038,-0.0071344
42,1.1429785,1.197499,"('unreliable', 'reliable')",0.37086704,0.46066767,-2.1670463,-2.0477128,-0.2177336,-0.1298487,0.0878849
43,1.3635142,1.4395746,"('irresponsible', 'responsible')",0.8549392,1.014745,0.9135954,0.8707445,1.0440163,1.1083546,0.0643383
44,-0.748255,-0.73485094,"('prejudiced', 'unprejudiced')",-0.36887634,-0.28510398,-1.2477922,-1.2256811,-0.7883078,-0.7485453,0.0397625
45,-0.09047351,-0.0042250436,"('incompetent', 'competent')",-0.7340571,-0.67852074,0.2645781,0.14746806,-0.1866509,-0.1784259,0.008225
46,0.48242986,0.6071443,"('uncompetitive', 'competitive')",0.16600963,0.27364826,-0.09586744,-0.18866472,0.1841907,0.2307093,0.0465186
47,0.14374317,0.107405305,"('stupid', 'smart')",0.76424307,0.86762846,5.2235494,5.2559237,2.0438452,2.0769858,0.0331406
48,0.4354815,0.53057206,"('unintelligent', 'intelligent')",0.95241374,0.9084916,0.7417425,0.67439723,0.7098792,0.704487,-0.0053922
49,-0.50287753,-0.37831977,"('unable', 'able')",0.30905092,0.42824435,-0.33940968,-0.2616492,-0.1777454,-0.0705749,0.1071705
50,-0.12197956,-0.08285655,"('clumsy', 'skillful')",-0.044378426,-0.19010755,0.10357107,0.08349331,-0.020929,-0.0631569,-0.0422279
51,0.70548004,0.5867503,"('uneducated', 'educated')",-0.07622918,-0.19452012,0.8122552,0.58168185,0.480502,0.3246374,-0.1558646
52,-0.39307624,-0.567222,"('irrational', 'rational')",-0.16927367,-0.44620258,-0.47171906,-0.5416395,-0.3446896,-0.5183547,-0.1736651
53,0.5702932,0.51024914,"('uncreative', 'creative')",0.86820173,0.79881966,0.5169805,0.40999192,0.6518251,0.5730202,-0.0788049
54,-0.1778357,-0.23264217,"('incapable', 'capable')",-0.42709386,-0.49774548,0.21879198,0.1774349,-0.1287125,-0.1843176,-0.0556051
55,0.9809856,1.1300428,"('incompetent', 'clever')",-0.4557781,-0.41373777,0.80362314,0.65567243,0.4429436,0.4573258,0.0143822
56,1.191678,1.1913707,"('impractical', 'practical')",1.0025983,1.1143023,0.04910265,-0.0218627,0.747793,0.7612701,0.0134771
57,-0.046657458,-0.099990465,"('unimaginative', 'imaginative')",0.80228806,0.7144662,-2.4761977,-2.619711,-0.5735224,-0.6684117,-0.0948893
58,0.91370046,0.8740721,"('undiscriminating', 'discriminating')",1.1318817,1.061608,0.3025323,0.32962188,0.7827048,0.7551006,-0.0276042
59,-0.19227795,-0.18453781,"('foolish', 'wise')",1.1371565,1.077813,-0.32237,-0.23165618,0.2075028,0.2205397,0.0130369
60,1.1062866,1.2162868,"('inefficient', 'efficient')",1.4481988,1.740792,0.37008148,0.45291793,0.9748556,1.1366657,0.1618101
61,1.2268108,1.1377504,"('illogical', 'logical')",1.0909657,0.99877524,0.7015735,0.5409908,1.00645,0.8925055,-0.1139445
62,0.46606925,0.6937856,"('incompetent', 'brilliant')",0.26089907,0.47132084,0.75968724,0.79706246,0.4955518,0.6540563,0.1585045
63,0.3483756,0.39697638,"('unperceptive', 'insightful')",0.64338094,0.6624546,0.929141,0.9300121,0.6402992,0.6631477,0.0228485
