,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2835922,-0.46861205,"('unsociable', 'sociable')",0.31256145,0.13929757,0.0144846,-0.1646572,-0.1791418
1,-1.5360188,-1.6794033,"('unfriendly', 'friendly')",0.9294464,0.7281513,-0.3032862,-0.475626,-0.1723398
2,0.57949036,0.61646974,"('unlikable', 'likable')",0.56993353,0.533448,0.5747119,0.5749589,0.000247
3,0.008113974,0.18712398,"('repellent', 'pleasant')",0.74298084,0.79583216,0.3755474,0.4914781,0.1159307
4,-0.5095668,-0.4975931,"('disliked', 'liked')",-6.4289083,-6.37092,-3.4692376,-3.4342566,0.034981
5,-1.352143,-1.3270773,"('distant', 'outgoing')",-0.9225243,-0.9449784,-1.1373336,-1.1360278,0.0013058
6,-1.380769,-1.3263965,"('distant', 'open')",-0.78205854,-0.8553567,-1.0814137,-1.0908766,-0.0094629
7,-0.044720616,-0.047425203,"('insensitive', 'sensitive')",0.90665007,0.8956707,0.4309647,0.4241228,-0.0068419
8,-1.3932873,-1.4299208,"('unaffectionate', 'affectionate')",0.17036548,0.1153748,-0.6114609,-0.657273,-0.0458121
9,-0.8212763,-0.8562935,"('unaffectionate', 'caring')",0.836713,0.78389496,0.0077184,-0.0361993,-0.0439177
10,-0.5363698,-0.5772291,"('unsympathetic', 'sympathetic')",-0.08385292,-0.12384771,-0.3101113,-0.3505384,-0.0404271
11,0.10634313,0.06248151,"('unhelpful', 'helpful')",1.8611139,1.8998853,0.9837285,0.9811834,-0.0025451
12,-0.48727712,-0.39612654,"('unsupportive', 'supportive')",-1.8120537,-1.7880182,-1.1496654,-1.0920724,0.057593
13,-0.25839218,-0.37572882,"('impolite', 'polite')",-0.3925066,-0.32790983,-0.3254494,-0.3518193,-0.0263699
14,0.7089976,0.65362567,"('antisocial', 'social')",0.61700743,0.5442133,0.6630025,0.5989195,-0.064083
15,0.4048982,0.22206372,"('boring', 'funny')",0.027021244,-0.03126497,0.2159597,0.0953994,-0.1205603
16,-0.2239912,-0.17311898,"('unpopular', 'popular')",0.45478952,0.45366588,0.1153992,0.1402735,0.0248743
17,-0.3374542,-0.23945758,"('nasty', 'nice')",-0.9046954,-0.8065318,-0.6210748,-0.5229947,0.0980801
18,-1.1222365,-1.102345,"('disagreeable', 'welcoming')",-0.5951584,-0.72034156,-0.8586974,-0.9113433,-0.0526459
19,-0.308922,-0.31576174,"('inhospitable', 'hospitable')",-0.5409049,-0.5458893,-0.4249134,-0.4308255,-0.0059121
20,0.33083552,0.37769505,"('rough', 'thoughtful')",0.6384477,0.6467058,0.4846416,0.5122004,0.0275588
21,0.49308646,0.45815438,"('immoral', 'moral')",0.16907321,0.1718515,0.3310798,0.3150029,-0.0160769
22,-0.1009865,-0.2100316,"('untrustworthy', 'trustworthy')",-0.5465636,-0.6453835,-0.3237751,-0.4277076,-0.1039325
23,0.06384941,0.008452437,"('insincere', 'sincere')",5.974353,5.893467,3.0191011,2.9509597,-0.0681414
24,-0.44027162,-0.52086747,"('dishonest', 'honest')",0.97002506,0.9062569,0.2648767,0.1926947,-0.072182
25,-1.0846338,-1.1128936,"('egoistic', 'altruistic')",0.60261303,0.5120119,-0.2410104,-0.3004408,-0.0594304
26,0.026560843,-0.11995678,"('hardhearted', 'benevolent')",1.7762331,1.6485264,0.901397,0.7642848,-0.1371122
27,-0.04346544,-0.041995715,"('hardhearted', 'softhearted')",0.9681864,0.92339116,0.4623605,0.4406977,-0.0216628
28,-0.09204471,-0.19240779,"('disloyal', 'loyal')",1.1455101,1.0062027,0.5267327,0.4068975,-0.1198352
29,0.39710227,0.34489813,"('unfair', 'fair')",-0.7453716,-0.88650167,-0.1741347,-0.2708018,-0.0966671
30,0.7537448,0.55939686,"('intolerant', 'tolerant')",1.2103639,1.1081411,0.9820544,0.833769,-0.1482854
31,-1.271693,-1.2133902,"('evil', 'good')",-1.2002352,-1.3243387,-1.2359641,-1.2688644,-0.0329003
32,0.115567,0.006817661,"('unkind', 'kind')",0.917529,0.76457787,0.516548,0.3856978,-0.1308502
33,-0.3731919,-0.40877226,"('wrong', 'right')",-0.67344,-0.7211006,-0.5233159,-0.5649365,-0.0416206
34,-0.5292089,-0.43596566,"('mean', 'honorable')",5.6665072,5.757441,2.5686493,2.6607378,0.0920885
35,-0.44031915,-0.5179149,"('corrupt', 'incorrupt')",-0.6511727,-0.7776268,-0.5457459,-0.6477709,-0.102025
36,-1.9215386,-1.9421889,"('hostile', 'amicable')",-0.29588556,-0.44370204,-1.1087121,-1.1929455,-0.0842334
37,-0.41781068,-0.46499807,"('fake', 'genuine')",0.1737008,0.18456036,-0.1220549,-0.1402189,-0.018164
38,-0.9382673,-0.9709889,"('untruthful', 'truthful')",-0.0875074,-0.04159518,-0.5128874,-0.506292,0.0065954
39,1.2905455,1.3210741,"('exploitative', 'cooperative')",0.24263538,0.22481158,0.7665904,0.7729428,0.0063524
40,-0.35365677,-0.27653864,"('stingy', 'generous')",-1.845783,-1.8439583,-1.0997199,-1.0602485,0.0394714
41,-0.5731881,-0.64256674,"('unforgiving', 'forgiving')",0.18217479,0.035881653,-0.1955067,-0.3033426,-0.1078359
42,0.101228416,0.21325813,"('unreliable', 'reliable')",-2.9286401,-2.8578305,-1.4137058,-1.3222862,0.0914196
43,-0.1303523,-0.09428851,"('irresponsible', 'responsible')",1.0280161,0.990093,0.4488319,0.4479022,-0.0009297
44,-0.45404947,-0.34698892,"('prejudiced', 'unprejudiced')",-1.4795022,-1.4560382,-0.9667758,-0.9015136,0.0652622
45,0.10506312,0.0673047,"('incompetent', 'competent')",0.40544558,0.3346567,0.2552544,0.2009807,-0.0542737
46,-0.43044037,-0.39622438,"('uncompetitive', 'competitive')",-0.28099072,-0.27373046,-0.3557155,-0.3349774,0.0207381
47,0.20258309,0.20962961,"('stupid', 'smart')",5.185808,5.2851386,2.6941957,2.7473841,0.0531884
48,-0.58779675,-0.56902975,"('unintelligent', 'intelligent')",0.5939649,0.56300366,0.0030841,-0.003013,-0.0060971
49,-0.110637,-0.036149547,"('unable', 'able')",-0.23929043,-0.16798986,-0.1749637,-0.1020697,0.072894
50,0.10372893,0.124021955,"('clumsy', 'skillful')",0.059376776,0.060435496,0.0815528,0.0922287,0.0106759
51,-0.101639725,-0.33671194,"('uneducated', 'educated')",0.75346076,0.7326391,0.3259105,0.1979636,-0.1279469
52,-0.42555964,-0.4649102,"('irrational', 'rational')",-0.559317,-0.6337626,-0.4924383,-0.5493364,-0.0568981
53,-1.3247783,-1.3728786,"('uncreative', 'creative')",0.15821525,0.088373914,-0.5832815,-0.6422523,-0.0589708
54,-0.015272564,-0.117858596,"('incapable', 'capable')",0.76909506,0.7504461,0.3769113,0.3162937,-0.0606176
55,0.42741296,0.39425164,"('incompetent', 'clever')",0.32918465,0.31195045,0.3782988,0.353101,-0.0251978
56,1.2765652,1.1183485,"('impractical', 'practical')",-0.1910344,-0.20678273,0.5427654,0.4557829,-0.0869825
57,-0.74988264,-0.8460725,"('unimaginative', 'imaginative')",-3.3069987,-3.3264437,-2.0284407,-2.0862582,-0.0578175
58,0.12523304,0.09872559,"('undiscriminating', 'discriminating')",0.18152331,0.09570186,0.1533782,0.0972137,-0.0561645
59,0.51050216,0.5542857,"('foolish', 'wise')",-0.12955356,-0.04773876,0.1904743,0.2532735,0.0627992
60,0.6031816,0.6067858,"('inefficient', 'efficient')",0.23884808,0.3466596,0.4210148,0.4767227,0.0557079
61,0.17214853,0.023488276,"('illogical', 'logical')",0.68956554,0.5165232,0.430857,0.2700057,-0.1608513
62,1.2212387,1.3388385,"('incompetent', 'brilliant')",0.95591044,1.0551378,1.0885746,1.1969881,0.1084135
63,-0.28740597,-0.25610453,"('unperceptive', 'insightful')",1.0302105,1.1281022,0.3714023,0.4359988,0.0645965
64,-0.29938373,-0.2838266,"('shy', 'confident')",-6.6496696,-6.55683,-3.4745266,-3.4203281,0.0541985
65,0.5909229,0.51078326,"('insecure', 'secure')",-0.23534772,-0.20386694,0.1777876,0.1534581,-0.0243295
66,-1.2948856,-1.301994,"('inactive', 'active')",0.19110987,0.16819064,-0.5518879,-0.5669017,-0.0150138
67,0.8190039,0.6925298,"('doubtful', 'determined')",0.14574441,0.11108218,0.4823741,0.401806,-0.0805681
68,-0.34024292,-0.41856018,"('dependent', 'independent')",-0.46913525,-0.4736822,-0.4046891,-0.4461212,-0.0414321
