,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.43321857,-0.52295315,"('unsociable', 'sociable')",-0.23035528,-0.4025859,-0.3317869,-0.4627695,-0.1309826
1,0.7915191,0.936,"('unfriendly', 'friendly')",1.8251336,1.5956821,1.3083264,1.265841,-0.0424854
2,0.12148179,0.15736347,"('unlikable', 'likable')",0.6705384,0.72853464,0.3960101,0.4429491,0.046939
3,-1.3097328,-1.1620723,"('repellent', 'pleasant')",0.23788087,0.26349226,-0.535926,-0.44929,0.086636
4,-0.12502249,-0.034838006,"('disliked', 'liked')",-7.058747,-7.0916405,-3.5918846,-3.5632393,0.0286453
5,1.0908259,1.2053293,"('distant', 'outgoing')",-0.23656073,-0.25643277,0.4271326,0.4744483,0.0473157
6,1.3003057,1.4704392,"('distant', 'open')",0.38651177,0.35541728,0.8434088,0.9129282,0.0695194
7,-0.4952803,-0.38772282,"('insensitive', 'sensitive')",0.6443874,0.57175434,0.0745536,0.0920158,0.0174622
8,0.59671354,0.64164984,"('unaffectionate', 'affectionate')",0.5241112,0.39701763,0.5604124,0.5193337,-0.0410787
9,0.7944353,0.8336655,"('unaffectionate', 'caring')",0.9724364,0.94479626,0.8834358,0.8892308,0.005795
10,-1.9154043,-1.8540726,"('unsympathetic', 'sympathetic')",-0.16140479,-0.1894917,-1.0384046,-1.0217822,0.0166224
11,-0.39631867,-0.42235503,"('unhelpful', 'helpful')",2.182373,2.2802958,0.8930272,0.9289704,0.0359432
12,-0.13409273,0.01953185,"('unsupportive', 'supportive')",-1.7601825,-1.7571093,-0.9471376,-0.8687887,0.0783489
13,-0.30392587,-0.5244751,"('impolite', 'polite')",-0.19670433,-0.24147213,-0.2503151,-0.3829736,-0.1326585
14,-1.033984,-1.125786,"('antisocial', 'social')",-0.6932873,-0.801347,-0.8636357,-0.9635665,-0.0999308
15,0.9588144,0.8732575,"('boring', 'funny')",0.1615647,0.12848699,0.5601895,0.5008723,-0.0593172
16,0.23980859,0.4059032,"('unpopular', 'popular')",0.61991614,0.61184645,0.4298624,0.5088748,0.0790124
17,0.030071799,0.12439324,"('nasty', 'nice')",-0.55505574,-0.50140584,-0.262492,-0.1885063,0.0739857
18,-1.2758976,-1.1241344,"('disagreeable', 'welcoming')",-0.43093932,-0.5023998,-0.8534185,-0.8132671,0.0401514
19,-0.74366754,-0.61411387,"('inhospitable', 'hospitable')",-0.08446281,-0.0052251024,-0.4140652,-0.3096695,0.1043957
20,-0.097196385,-0.042272255,"('rough', 'thoughtful')",1.1864649,1.0834819,0.5446343,0.5206048,-0.0240295
21,-1.5171287,-1.5213822,"('immoral', 'moral')",-0.49216574,-0.46583304,-1.0046473,-0.9936076,0.0110397
22,-1.3533278,-1.4036341,"('untrustworthy', 'trustworthy')",-0.9721739,-1.0911427,-1.1627508,-1.2473884,-0.0846376
23,-0.6392526,-0.714448,"('insincere', 'sincere')",6.577548,6.448505,2.9691477,2.8670285,-0.1021192
24,-0.0062065423,-0.038316473,"('dishonest', 'honest')",1.0388863,0.9098434,0.5163399,0.4357634,-0.0805765
25,0.654579,0.7493888,"('egoistic', 'altruistic')",1.2982714,1.220704,0.9764252,0.9850464,0.0086212
