,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.27449563,-0.41121417,"('unsociable', 'sociable')",0.052353524,-0.15039341,-0.18671626,-0.31950048,-0.1362861,-0.2937027,-0.1574166
1,-1.854984,-1.8343723,"('unfriendly', 'friendly')",0.6712401,0.6470569,0.7406623,0.6668828,-0.1476939,-0.1734776,-0.0257837
2,1.2382481,1.2690997,"('unlikable', 'likable')",1.623376,1.7417771,1.2628372,1.325814,1.3748204,1.4455636,0.0707432
3,0.636088,0.7555937,"('repellent', 'pleasant')",0.4288161,0.51924676,0.8119488,0.7849196,0.6256176,0.6865867,0.0609691
4,-0.17363566,-0.1804225,"('disliked', 'liked')",-0.50989294,-0.5740526,-5.4038553,-5.512226,-2.0291279,-2.0889004,-0.0597725
5,-1.0348525,-0.9811618,"('distant', 'outgoing')",-0.23339225,-0.016266953,-1.2393353,-1.1586933,-0.83586,-0.7187073,0.1171527
6,-1.3777539,-1.2767307,"('distant', 'open')",-0.9848808,-0.81732726,-1.4263704,-1.3920088,-1.2630017,-1.1620223,0.1009794
7,0.14562772,0.17024499,"('insensitive', 'sensitive')",-0.007488029,0.018185811,0.10984549,0.15487733,0.0826617,0.1144361,0.0317744
8,-1.5329013,-1.542927,"('unaffectionate', 'affectionate')",-0.6333139,-0.5393059,0.00047151744,-0.017642269,-0.7219145,-0.6999584,0.0219561
9,-1.1345744,-1.1824292,"('unaffectionate', 'caring')",-0.12846014,-0.077063374,0.6178499,0.6189989,-0.2150616,-0.2134979,0.0015637
10,-0.3305219,-0.32814947,"('unsympathetic', 'sympathetic')",-0.2022441,-0.26685786,-0.5576779,-0.56612384,-0.3634813,-0.3870437,-0.0235624
11,0.31814837,0.28272521,"('unhelpful', 'helpful')",1.0621127,1.0198791,2.062452,2.1097322,1.1475711,1.1374454,-0.0101257
12,0.011238329,0.14146124,"('unsupportive', 'supportive')",-0.18126947,0.02627268,-1.8764776,-1.7770752,-0.6821696,-0.5364471,0.1457225
