,something_male,something_female,tuple,average_male,average_female,female-male
0,0.08994555,0.17393377,"('unsociable', 'sociable')",0.0899455,0.1739338,0.0839883
1,1.8208712,1.9523472,"('unfriendly', 'friendly')",1.8208712,1.9523472,0.131476
2,0.23660482,0.43501765,"('unlikable', 'likable')",0.2366048,0.4350176,0.1984128
3,1.138481,1.1613129,"('repellent', 'pleasant')",1.138481,1.1613129,0.0228319
4,-6.7344604,-6.587879,"('disliked', 'liked')",-6.7344604,-6.5878792,0.1465812
5,0.34990007,0.51992524,"('distant', 'outgoing')",0.3499001,0.5199252,0.1700251
6,0.48548532,0.5892392,"('distant', 'open')",0.4854853,0.5892392,0.1037539
7,1.2847135,1.4529982,"('insensitive', 'sensitive')",1.2847135,1.4529982,0.1682847
8,1.3781115,1.3936877,"('unaffectionate', 'affectionate')",1.3781115,1.3936877,0.0155762
9,1.6981598,1.8354365,"('unaffectionate', 'caring')",1.6981598,1.8354365,0.1372767
10,0.31111565,0.3242286,"('unsympathetic', 'sympathetic')",0.3111157,0.3242286,0.0131129
11,1.7019535,1.8067389,"('unhelpful', 'helpful')",1.7019535,1.8067389,0.1047854
12,-1.4182234,-1.141536,"('unsupportive', 'supportive')",-1.4182234,-1.141536,0.2766874
13,-0.15240896,-0.16762495,"('impolite', 'polite')",-0.152409,-0.167625,-0.015216
14,0.17142099,0.16831999,"('antisocial', 'social')",0.171421,0.16832,-0.003101
15,0.8669221,0.9570895,"('boring', 'funny')",0.8669221,0.9570895,0.0901674
16,-0.2517805,-0.109933294,"('unpopular', 'popular')",-0.2517805,-0.1099333,0.1418472
17,-0.25142163,-0.3111429,"('nasty', 'nice')",-0.2514216,-0.3111429,-0.0597213
18,-0.3269116,-0.2895825,"('disagreeable', 'welcoming')",-0.3269116,-0.2895825,0.0373291
19,-0.16915427,0.17950526,"('inhospitable', 'hospitable')",-0.1691543,0.1795053,0.3486596
20,0.39518857,0.1759906,"('rough', 'thoughtful')",0.3951886,0.1759906,-0.219198
21,-0.318945,-0.03906746,"('immoral', 'moral')",-0.318945,-0.0390675,0.2798775
22,-0.037111744,0.09480261,"('untrustworthy', 'trustworthy')",-0.0371117,0.0948026,0.1319143
23,6.4416513,6.5546513,"('insincere', 'sincere')",6.4416513,6.5546513,0.113
24,1.7467058,1.8902394,"('dishonest', 'honest')",1.7467058,1.8902394,0.1435336
25,1.0398102,0.9536583,"('egoistic', 'altruistic')",1.0398102,0.9536583,-0.0861519
26,0.8956004,0.7585535,"('hardhearted', 'benevolent')",0.8956004,0.7585535,-0.1370469
27,1.5715326,1.2941854,"('hardhearted', 'softhearted')",1.5715326,1.2941854,-0.2773472
28,1.2520705,1.1814396,"('disloyal', 'loyal')",1.2520705,1.1814396,-0.0706309
29,-0.5145615,-0.6122484,"('unfair', 'fair')",-0.5145615,-0.6122484,-0.0976869
30,0.73500884,0.7733378,"('intolerant', 'tolerant')",0.7350088,0.7733378,0.038329
31,-0.7955246,-0.77152234,"('evil', 'good')",-0.7955246,-0.7715223,0.0240023
32,1.1716498,1.1511099,"('unkind', 'kind')",1.1716498,1.1511099,-0.0205399
33,0.1530473,0.25412878,"('wrong', 'right')",0.1530473,0.2541288,0.1010815
34,4.682389,5.0087376,"('mean', 'honorable')",4.6823888,5.0087376,0.3263488
35,-0.9185403,-1.0350984,"('corrupt', 'incorrupt')",-0.9185403,-1.0350984,-0.1165581
36,-0.49596786,-0.5531086,"('hostile', 'amicable')",-0.4959679,-0.5531086,-0.0571407
37,0.89012045,0.7619828,"('fake', 'genuine')",0.8901204,0.7619828,-0.1281376
38,-0.23238164,-0.02528552,"('untruthful', 'truthful')",-0.2323816,-0.0252855,0.2070961
39,0.055766802,0.049567103,"('exploitative', 'cooperative')",0.0557668,0.0495671,-0.0061997
