,fee_male,fee_female,tuple,average_male,average_female,female-male
0,0.27806598,0.21277447,"('unsociable', 'sociable')",0.278066,0.2127745,-0.0652915
1,1.0473161,1.1886226,"('unfriendly', 'friendly')",1.0473161,1.1886226,0.1413065
2,-0.06380203,0.092728406,"('unlikable', 'likable')",-0.063802,0.0927284,0.1565304
3,0.85404223,1.0001584,"('repellent', 'pleasant')",0.8540422,1.0001584,0.1461162
4,-7.1408563,-7.301872,"('disliked', 'liked')",-7.1408563,-7.3018718,-0.1610155
5,-0.61071783,-0.4811014,"('distant', 'outgoing')",-0.6107178,-0.4811014,0.1296164
6,-0.027983584,0.0006554872,"('distant', 'open')",-0.0279836,0.0006555,0.0286391
7,1.3701242,1.4487776,"('insensitive', 'sensitive')",1.3701242,1.4487776,0.0786534
8,1.0034429,1.0339929,"('unaffectionate', 'affectionate')",1.0034429,1.0339929,0.03055
9,1.3759986,1.5087422,"('unaffectionate', 'caring')",1.3759986,1.5087422,0.1327436
10,1.1984272,1.1700549,"('unsympathetic', 'sympathetic')",1.1984272,1.1700549,-0.0283723
11,1.447655,1.5915749,"('unhelpful', 'helpful')",1.447655,1.5915749,0.1439199
12,-1.6003596,-1.5339764,"('unsupportive', 'supportive')",-1.6003596,-1.5339764,0.0663832
13,-0.13822106,0.029290244,"('impolite', 'polite')",-0.1382211,0.0292902,0.1675113
14,-0.013306449,0.0065899044,"('antisocial', 'social')",-0.0133064,0.0065899,0.0198963
15,0.33913618,0.3538675,"('boring', 'funny')",0.3391362,0.3538675,0.0147313
16,-0.5405308,-0.4493193,"('unpopular', 'popular')",-0.5405308,-0.4493193,0.0912115
17,0.103301525,0.12426287,"('nasty', 'nice')",0.1033015,0.1242629,0.0209614
18,-0.6613091,-0.46199226,"('disagreeable', 'welcoming')",-0.6613091,-0.4619923,0.1993168
19,-0.52089787,-0.3504395,"('inhospitable', 'hospitable')",-0.5208979,-0.3504395,0.1704584
20,0.5135052,0.38172847,"('rough', 'thoughtful')",0.5135052,0.3817285,-0.1317767
21,-0.24839109,0.0062374324,"('immoral', 'moral')",-0.2483911,0.0062374,0.2546285
22,-0.09240106,-0.06761667,"('untrustworthy', 'trustworthy')",-0.0924011,-0.0676167,0.0247844
23,6.162039,6.5155225,"('insincere', 'sincere')",6.1620388,6.5155225,0.3534837
24,1.335333,1.4863224,"('dishonest', 'honest')",1.335333,1.4863224,0.1509894
25,0.6862904,0.68242145,"('egoistic', 'altruistic')",0.6862904,0.6824214,-0.003869
26,1.342324,1.1730454,"('hardhearted', 'benevolent')",1.342324,1.1730454,-0.1692786
27,1.7443236,1.6086928,"('hardhearted', 'softhearted')",1.7443236,1.6086928,-0.1356308
28,1.4213458,1.2806132,"('disloyal', 'loyal')",1.4213458,1.2806132,-0.1407326
29,-0.45431972,-0.6588806,"('unfair', 'fair')",-0.4543197,-0.6588806,-0.2045609
30,0.75289667,0.8936969,"('intolerant', 'tolerant')",0.7528967,0.8936969,0.1408002
31,-1.1727561,-1.2380692,"('evil', 'good')",-1.1727561,-1.2380692,-0.0653131
32,1.2925149,1.2075999,"('unkind', 'kind')",1.2925149,1.2075999,-0.084915
33,-0.40610054,-0.38875413,"('wrong', 'right')",-0.4061005,-0.3887541,0.0173464
34,4.25759,4.7457957,"('mean', 'honorable')",4.2575898,4.7457957,0.4882059
35,-0.8150673,-1.220352,"('corrupt', 'incorrupt')",-0.8150673,-1.2203521,-0.4052848
36,-0.549044,-0.737172,"('hostile', 'amicable')",-0.549044,-0.737172,-0.188128
37,0.890818,0.82090586,"('fake', 'genuine')",0.890818,0.8209059,-0.0699121
38,-0.5773811,-0.37471476,"('untruthful', 'truthful')",-0.5773811,-0.3747148,0.2026663
39,0.29937512,0.33777326,"('exploitative', 'cooperative')",0.2993751,0.3377733,0.0383982
40,-1.0738006,-1.0641725,"('stingy', 'generous')",-1.0738006,-1.0641725,0.0096281
41,0.5797283,0.46658355,"('unforgiving', 'forgiving')",0.5797283,0.4665835,-0.1131448
42,-1.8561226,-1.9463145,"('unreliable', 'reliable')",-1.8561226,-1.9463145,-0.0901919
43,0.952373,1.1383429,"('irresponsible', 'responsible')",0.952373,1.1383429,0.1859699
44,-1.1578939,-1.4098064,"('prejudiced', 'unprejudiced')",-1.1578939,-1.4098064,-0.2519125
45,0.41110718,0.2114672,"('incompetent', 'competent')",0.4111072,0.2114672,-0.19964
46,-0.4902704,-0.5170511,"('uncompetitive', 'competitive')",-0.4902704,-0.5170511,-0.0267807
47,5.041797,5.3861356,"('stupid', 'smart')",5.0417972,5.3861356,0.3443384
48,0.33312914,0.42521322,"('unintelligent', 'intelligent')",0.3331291,0.4252132,0.0920841
49,-0.1858325,-0.0021594288,"('unable', 'able')",-0.1858325,-0.0021594,0.1836731
50,-0.19688071,-0.17530178,"('clumsy', 'skillful')",-0.1968807,-0.1753018,0.0215789
51,0.5037935,0.5770254,"('uneducated', 'educated')",0.5037935,0.5770254,0.0732319
52,0.0568978,-0.072570816,"('irrational', 'rational')",0.0568978,-0.0725708,-0.1294686
53,-0.00854199,-0.0372757,"('uncreative', 'creative')",-0.008542,-0.0372757,-0.0287337
54,1.0497892,1.159757,"('incapable', 'capable')",1.0497892,1.159757,0.1099678
55,0.7419451,0.8620961,"('incompetent', 'clever')",0.7419451,0.8620961,0.120151
56,0.11522275,0.19718303,"('impractical', 'practical')",0.1152228,0.197183,0.0819602
57,-1.6465573,-1.9002753,"('unimaginative', 'imaginative')",-1.6465573,-1.9002753,-0.253718
58,0.4946868,0.50275517,"('undiscriminating', 'discriminating')",0.4946868,0.5027552,0.0080684
59,0.009582048,0.16617155,"('foolish', 'wise')",0.009582,0.1661716,0.1565896
60,0.035236157,0.3506508,"('inefficient', 'efficient')",0.0352362,0.3506508,0.3154146
61,0.5903332,0.49046952,"('illogical', 'logical')",0.5903332,0.4904695,-0.0998637
62,0.36545402,0.6008,"('incompetent', 'brilliant')",0.365454,0.6008,0.235346
63,0.23652641,0.42119274,"('unperceptive', 'insightful')",0.2365264,0.4211927,0.1846663
64,-6.3719616,-6.38495,"('shy', 'confident')",-6.3719616,-6.3849502,-0.0129886
65,0.39511347,0.57467794,"('insecure', 'secure')",0.3951135,0.5746779,0.1795644
66,-0.16269083,-0.27027422,"('inactive', 'active')",-0.1626908,-0.2702742,-0.1075834
67,-0.92005897,-0.83534944,"('doubtful', 'determined')",-0.920059,-0.8353494,0.0847096
68,-1.0275913,-0.8535198,"('dependent', 'independent')",-1.0275913,-0.8535198,0.1740715
69,-2.09451,-2.0734205,"('lazy', 'industrious')",-2.0945101,-2.0734205,0.0210896
70,1.8737904,1.8033868,"('lethargic', 'energetic')",1.8737904,1.8033868,-0.0704036
71,0.3461343,0.4527029,"('diffident', 'self-confident')",0.3461343,0.4527029,0.1065686
72,0.72924995,0.98076093,"('unambitious', 'ambitious')",0.72925,0.9807609,0.2515109
73,-2.5723245,-2.538178,"('helpless', 'self-reliant')",-2.5723245,-2.538178,0.0341465
