,scrambled_male,scrambled_female,tuple,average_male,average_female,female-male
0,-0.05620829,-0.061825387,"('unsociable', 'sociable')",-0.0562083,-0.0618254,-0.0056171
1,0.39152494,0.3547968,"('unfriendly', 'friendly')",0.3915249,0.3547968,-0.0367281
2,-0.19664611,-0.08750267,"('unlikable', 'likable')",-0.1966461,-0.0875027,0.1091434
3,0.8115762,0.8919191,"('repellent', 'pleasant')",0.8115762,0.8919191,0.0803429
4,-7.3136497,-7.4626775,"('disliked', 'liked')",-7.3136497,-7.4626775,-0.1490278
5,-0.923212,-0.9014089,"('distant', 'outgoing')",-0.923212,-0.9014089,0.0218031
6,-0.413722,-0.4595388,"('distant', 'open')",-0.413722,-0.4595388,-0.0458168
7,0.6085909,0.6931165,"('insensitive', 'sensitive')",0.6085909,0.6931165,0.0845256
8,0.5452083,0.4829429,"('unaffectionate', 'affectionate')",0.5452083,0.4829429,-0.0622654
9,0.77031475,0.803228,"('unaffectionate', 'caring')",0.7703148,0.803228,0.0329132
10,1.3279992,1.3555229,"('unsympathetic', 'sympathetic')",1.3279992,1.3555229,0.0275237
11,1.3415797,1.3711002,"('unhelpful', 'helpful')",1.3415797,1.3711002,0.0295205
12,-1.8944287,-1.9174787,"('unsupportive', 'supportive')",-1.8944287,-1.9174787,-0.02305
13,-0.03951695,0.019964293,"('impolite', 'polite')",-0.0395169,0.0199643,0.0594812
14,0.580129,0.543512,"('antisocial', 'social')",0.580129,0.543512,-0.036617
15,-0.15073347,-0.22871022,"('boring', 'funny')",-0.1507335,-0.2287102,-0.0779767
16,-0.7996269,-0.75957507,"('unpopular', 'popular')",-0.7996269,-0.7595751,0.0400518
17,-0.33919087,-0.28114906,"('nasty', 'nice')",-0.3391909,-0.2811491,0.0580418
18,-0.25534707,-0.30699724,"('disagreeable', 'welcoming')",-0.2553471,-0.3069972,-0.0516501
19,-1.1129,-1.1286383,"('inhospitable', 'hospitable')",-1.1129,-1.1286383,-0.0157383
20,0.8247083,0.75515354,"('rough', 'thoughtful')",0.8247083,0.7551535,-0.0695548
21,-0.20430902,-0.07137558,"('immoral', 'moral')",-0.204309,-0.0713756,0.1329334
