,keysight_male,keysight_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0631429,1.0829334,"('unsociable', 'sociable')",-0.16999187,-0.3602158,-0.66852903,-0.8420957,0.074874,-0.0397927,-0.1146667
1,-1.3062072,-1.4520372,"('unfriendly', 'friendly')",0.17295016,0.025983691,1.9693011,1.8339155,0.2786814,0.135954,-0.1427274
2,0.38663718,0.36706555,"('unlikable', 'likable')",0.41579455,0.50873506,0.5791066,0.7104017,0.4605128,0.5287341,0.0682213
3,0.31159082,0.4326716,"('repellent', 'pleasant')",0.2810578,0.31214616,-0.11089336,-0.08966917,0.1605851,0.2183829,0.0577978
4,-1.5424206,-1.631023,"('disliked', 'liked')",-0.77698743,-0.78462356,-6.0560436,-6.2321186,-2.7918173,-2.8825884,-0.0907711
5,-2.0232975,-2.0692902,"('distant', 'outgoing')",-0.7130699,-0.5886257,0.031086378,0.09150988,-0.9017603,-0.8554687,0.0462916
6,-2.3263144,-2.378635,"('distant', 'open')",-1.2284243,-1.118304,0.5823453,0.63464415,-0.9907978,-0.9540982,0.0366996
7,1.6596798,1.7674197,"('insensitive', 'sensitive')",0.6461791,0.6630679,0.64014846,0.64785033,0.9820024,1.0261126,0.0441102
8,-1.5429059,-1.6450454,"('unaffectionate', 'affectionate')",-0.24905235,-0.24534583,1.0894712,0.9941149,-0.2341624,-0.2987588,-0.0645964
9,-0.7368152,-0.7667778,"('unaffectionate', 'caring')",0.008582018,-0.026660778,1.3518635,1.30685,0.2078768,0.1711371,-0.0367397
10,1.7500881,1.9675583,"('unsympathetic', 'sympathetic')",-0.5141709,-0.5778797,-0.86949885,-0.93833154,0.1221395,0.150449,0.0283095
11,1.4531767,1.5738717,"('unhelpful', 'helpful')",1.0273205,1.0835296,1.3878026,1.495728,1.2894333,1.3843765,0.0949432
12,0.64243114,0.7425245,"('unsupportive', 'supportive')",0.610793,0.7609849,-1.6179816,-1.636776,-0.1215858,-0.0444222,0.0771636
13,1.5972935,1.67899,"('impolite', 'polite')",0.043532506,0.016993105,-0.41880333,-0.45790023,0.4073409,0.4126943,0.0053534
14,1.3826293,1.4741491,"('antisocial', 'social')",0.8618282,0.85045695,-0.782202,-0.8246217,0.4874185,0.4999948,0.0125763
15,0.28530878,0.21486983,"('boring', 'funny')",-0.06538485,-0.09182283,0.63445777,0.61157775,0.2847939,0.2448749,-0.039919
16,-1.6341897,-1.6903591,"('unpopular', 'popular')",-0.36944094,-0.35303798,0.47122526,0.5142506,-0.5108018,-0.5097156,0.0010862
17,-0.9390672,-0.91713107,"('nasty', 'nice')",-0.89857554,-0.8128671,-0.6191205,-0.54349536,-0.8189211,-0.7578312,0.0610899
18,0.19014111,0.16506061,"('disagreeable', 'welcoming')",0.38282245,0.48681027,0.015675832,-0.030463856,0.1962131,0.2071357,0.0109226
19,-1.6649954,-1.7077508,"('inhospitable', 'hospitable')",-0.8514892,-0.8366422,0.011752419,0.12627715,-0.8349108,-0.8060386,0.0288722
20,0.47534794,0.478048,"('rough', 'thoughtful')",0.9927601,1.0529475,0.9641461,0.881686,0.8107514,0.8042272,-0.0065242
21,2.1898565,2.3051677,"('immoral', 'moral')",0.6260574,0.52613306,-0.9385448,-0.96754575,0.6257897,0.6212517,-0.004538
22,1.4770877,1.5114685,"('untrustworthy', 'trustworthy')",0.30020627,0.22726256,-0.7016343,-0.80106,0.3585533,0.312557,-0.0459963
23,1.0911515,1.1600521,"('insincere', 'sincere')",-0.11647,-0.14806426,5.0606527,5.046152,2.011778,2.0193799,0.0076019
24,1.1057898,1.1837626,"('dishonest', 'honest')",-1.5354841,-1.5476551,0.46309692,0.34965286,0.0111342,-0.0047466,-0.0158808
25,-1.2401191,-1.341239,"('egoistic', 'altruistic')",0.624771,0.621576,1.9149525,1.8449447,0.4332015,0.3750939,-0.0581076
26,-0.48323256,-0.61329937,"('hardhearted', 'benevolent')",0.37343186,0.42260888,1.8608323,1.8028525,0.5836772,0.5373873,-0.0462899
27,-0.13546075,-0.07827559,"('hardhearted', 'softhearted')",0.23346539,0.2991984,1.5534745,1.4376299,0.5504931,0.5528509,0.0023578
28,0.5972775,0.55029213,"('disloyal', 'loyal')",0.050733328,-0.0777622,0.8867091,0.73017204,0.5115733,0.4009007,-0.1106726
29,-0.15910578,-0.26792163,"('unfair', 'fair')",-0.8381865,-0.86617625,-0.34410512,-0.49729705,-0.4471325,-0.5437983,-0.0966658
30,1.6648382,1.6813581,"('intolerant', 'tolerant')",1.580004,1.5310589,0.8930465,0.87182224,1.3792961,1.3614132,-0.0178829
