,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.629699,-1.5775301,"('unsociable', 'sociable')",0.5906152,0.67370903,-0.5195419,-0.4519106,0.0676313
1,-0.044913705,-0.22781453,"('unfriendly', 'friendly')",1.604621,1.5429497,0.7798537,0.6575676,-0.1222861
2,0.22348401,0.40359554,"('unlikable', 'likable')",0.16928455,0.36428437,0.1963843,0.38394,0.1875557
3,-1.2480522,-1.1252152,"('repellent', 'pleasant')",-0.044444054,0.06571118,-0.6462482,-0.529752,0.1164962
4,1.2852243,1.1934797,"('disliked', 'liked')",-6.375063,-6.345374,-2.5449193,-2.5759473,-0.031028
5,1.755231,1.5878501,"('distant', 'outgoing')",-0.73228633,-0.7209531,0.5114723,0.4334485,-0.0780238
6,1.6699401,1.4981984,"('distant', 'open')",-0.31483132,-0.408203,0.6775544,0.5449977,-0.1325567
7,-1.0862876,-0.9788706,"('insensitive', 'sensitive')",1.0628369,1.1820129,-0.0117254,0.1015712,0.1132966
8,0.3397416,0.25532678,"('unaffectionate', 'affectionate')",1.2288027,1.1636358,0.7842721,0.7094813,-0.0747908
9,-0.2982215,-0.33508378,"('unaffectionate', 'caring')",1.416717,1.3951526,0.5592478,0.5300344,-0.0292134
10,-2.8839927,-2.7490923,"('unsympathetic', 'sympathetic')",0.6085542,0.78770596,-1.1377193,-0.9806932,0.1570261
11,-1.9720014,-1.8702556,"('unhelpful', 'helpful')",1.7700342,2.0258276,-0.1009836,0.077786,0.1787696
12,-1.0675553,-1.0442183,"('unsupportive', 'supportive')",-1.2488621,-1.0062854,-1.1582087,-1.0252519,0.1329568
13,-1.9277384,-1.8011765,"('impolite', 'polite')",-0.53921497,-0.24418673,-1.2334766,-1.0226816,0.210795
14,-0.8684685,-0.6998232,"('antisocial', 'social')",0.67131287,0.8250151,-0.0985778,0.062596,0.1611738
15,0.7032981,0.6429517,"('boring', 'funny')",0.84646195,0.8857554,0.7748801,0.7643536,-0.0105265
16,0.58001095,0.5600074,"('unpopular', 'popular')",-0.18024471,-0.1246784,0.1998831,0.2176645,0.0177814
17,0.22938001,0.2991634,"('nasty', 'nice')",0.007700108,0.14317007,0.1185401,0.2211667,0.1026266
18,-0.06794356,-0.04538347,"('disagreeable', 'welcoming')",-1.1319767,-1.1043619,-0.5999601,-0.5748727,0.0250874
19,0.5131669,0.4847138,"('inhospitable', 'hospitable')",-0.9014246,-0.8391982,-0.1941288,-0.1772422,0.0168866
20,-0.69628364,-0.7338213,"('rough', 'thoughtful')",-0.15920451,-0.14369082,-0.4277441,-0.438756,-0.0110119
21,-2.404384,-2.1950133,"('immoral', 'moral')",-0.5208202,-0.27732182,-1.462602,-1.2361676,0.2264344
22,-0.0735061,-0.15087941,"('untrustworthy', 'trustworthy')",-0.4506297,-0.4559563,-0.2620679,-0.3034179,-0.04135
23,-1.6149882,-1.5902687,"('insincere', 'sincere')",5.335776,5.3219767,1.8603938,1.865854,0.0054602
24,-1.2566558,-1.2149513,"('dishonest', 'honest')",0.56129116,0.51018625,-0.3476823,-0.3523825,-0.0047002
25,0.7155206,0.67137855,"('egoistic', 'altruistic')",0.97854424,0.9153323,0.8470324,0.7933555,-0.0536769
26,0.4909244,0.4323532,"('hardhearted', 'benevolent')",2.2739105,2.295113,1.3824174,1.3637332,-0.0186842
27,-0.23847331,-0.36556387,"('hardhearted', 'softhearted')",0.9300727,0.80144936,0.3457997,0.2179427,-0.127857
28,-0.83460003,-0.87451,"('disloyal', 'loyal')",1.4280304,1.230366,0.2967152,0.177928,-0.1187872
29,0.41179106,0.335192,"('unfair', 'fair')",-0.5508786,-0.89520144,-0.0695438,-0.2800047,-0.2104609
30,-1.2419773,-1.1005877,"('intolerant', 'tolerant')",0.65854293,0.8333557,-0.2917172,-0.133616,0.1581012
31,1.8301054,1.6246759,"('evil', 'good')",-0.82880455,-1.0756845,0.5006504,0.2744957,-0.2261547
32,-1.1865519,-1.199654,"('unkind', 'kind')",1.0395086,0.9206592,-0.0735217,-0.1394974,-0.0659757
33,0.76917815,0.62349343,"('wrong', 'right')",-0.107336245,-0.15679072,0.330921,0.2333513,-0.0975697
34,-0.68764484,-0.64262784,"('mean', 'honorable')",4.023842,4.149784,1.6680984,1.7535782,0.0854798
35,2.975552,2.7164674,"('corrupt', 'incorrupt')",-0.77220947,-1.178799,1.1016713,0.7688342,-0.3328371
36,1.8250091,1.59237,"('hostile', 'amicable')",-0.6859579,-1.0259132,0.5695256,0.2832284,-0.2862972
37,-0.6109551,-0.5242826,"('fake', 'genuine')",0.45666653,0.4506884,-0.0771443,-0.0367971,0.0403472
38,-0.22406209,-0.2697704,"('untruthful', 'truthful')",-0.01483142,0.14591913,-0.1194468,-0.0619256,0.0575212
39,-0.47585875,-0.33583876,"('exploitative', 'cooperative')",0.5609688,0.663126,0.042555,0.1636436,0.1210886
40,0.10018193,0.06893742,"('stingy', 'generous')",-1.9908998,-1.9429693,-0.9453589,-0.937016,0.0083429
41,-0.09444326,-0.13325794,"('unforgiving', 'forgiving')",0.4716126,0.4988471,0.1885847,0.1827946,-0.0057901
42,0.09906471,0.2091307,"('unreliable', 'reliable')",-2.9338074,-2.8584087,-1.4173713,-1.324639,0.0927323
43,-2.220508,-2.096163,"('irresponsible', 'responsible')",0.86866784,1.0685354,-0.6759201,-0.5138138,0.1621063
44,0.29830745,0.30606085,"('prejudiced', 'unprejudiced')",-1.6609856,-1.8489634,-0.6813391,-0.7714512,-0.0901121
45,-0.35643488,-0.3991724,"('incompetent', 'competent')",0.93486774,1.0172555,0.2892164,0.3090416,0.0198252
46,-2.4277647,-2.3034022,"('uncompetitive', 'competitive')",0.15489191,0.43841943,-1.1364363,-0.9324914,0.2039449
47,-0.7131441,-0.5724122,"('stupid', 'smart')",4.223289,4.3038397,1.7550725,1.8657137,0.1106412
48,-1.9615611,-1.8805103,"('unintelligent', 'intelligent')",0.13886598,0.265442,-0.9113476,-0.8075342,0.1038134
49,-0.8278867,-0.7514108,"('unable', 'able')",-0.70152295,-0.5811983,-0.7647048,-0.6663045,0.0984003
50,0.79100597,0.8590222,"('clumsy', 'skillful')",-0.8335914,-0.90162396,-0.0212927,-0.0213009,-8.2e-06
51,-1.8983849,-1.7054949,"('uneducated', 'educated')",0.043486066,0.13004795,-0.9274494,-0.7877235,0.1397259
52,0.65754557,0.56576025,"('irrational', 'rational')",0.2653974,0.007820256,0.4614715,0.2867903,-0.1746812
53,-0.79973006,-0.7535177,"('uncreative', 'creative')",0.21506834,0.22510031,-0.2923309,-0.2642087,0.0281222
54,0.15307541,0.06909433,"('incapable', 'capable')",0.6017817,0.5259694,0.3774286,0.2975318,-0.0798968
55,-1.9509181,-1.7962908,"('incompetent', 'clever')",0.49708888,0.7190082,-0.7269146,-0.5386413,0.1882733
56,-1.3464276,-1.2702569,"('impractical', 'practical')",0.4366506,0.53333515,-0.4548885,-0.3684609,0.0864276
57,-0.969263,-0.99425876,"('unimaginative', 'imaginative')",-1.7592016,-1.6769105,-1.3642323,-1.3355846,0.0286477
58,-0.14675508,-0.10063345,"('undiscriminating', 'discriminating')",0.36777502,0.5072038,0.11051,0.2032852,0.0927752
59,1.0346497,1.0518359,"('foolish', 'wise')",-0.27565962,-0.3415451,0.3794951,0.3551454,-0.0243497
60,-2.8846734,-2.592363,"('inefficient', 'efficient')",-0.18033282,0.25688067,-1.5325031,-1.1677412,0.3647619
61,-0.21812636,-0.25059432,"('illogical', 'logical')",0.496835,0.30895585,0.1393543,0.0291808,-0.1101735
62,-1.9359342,-1.6978436,"('incompetent', 'brilliant')",0.46283722,0.9049877,-0.7365485,-0.3964279,0.3401206
63,-1.0966316,-1.0225558,"('unperceptive', 'insightful')",0.38518,0.7757558,-0.3557258,-0.1234,0.2323258
64,-0.37741974,-0.25837457,"('shy', 'confident')",-5.6278353,-5.5246997,-3.0026276,-2.8915372,0.1110904
65,-1.7007276,-1.5762643,"('insecure', 'secure')",-0.03470099,0.11021571,-0.8677143,-0.7330243,0.13469
66,0.71297085,0.7109671,"('inactive', 'active')",-0.26451284,-0.33857894,0.224229,0.1861941,-0.0380349
67,-0.053537805,-0.023885319,"('doubtful', 'determined')",-0.21553099,-0.13193287,-0.1345344,-0.0779091,0.0566253
68,-0.30136743,-0.29768008,"('dependent', 'independent')",-1.7199963,-1.7014282,-1.0106819,-0.9995542,0.0111277
69,2.3700476,2.327205,"('lazy', 'industrious')",-0.861042,-0.9165704,0.7545028,0.7053173,-0.0491855
70,-1.4960904,-1.4525656,"('lethargic', 'energetic')",0.7764101,0.87047607,-0.3598402,-0.2910447,0.0687955
