,regency_male,regency_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,0.03266204,-0.035291776,"('unsociable', 'sociable')",1.9588193,1.9636135,-0.48674855,-0.6214507,0.5015776,0.4356236,-0.065954
1,-0.18670528,-0.0072371643,"('unfriendly', 'friendly')",-0.31388366,-0.3206839,1.4868027,1.4050488,0.3287379,0.3590426,0.0303047
2,0.8175987,0.8780171,"('unlikable', 'likable')",1.4889916,1.5637904,0.6667263,0.71547765,0.9911056,1.0524284,0.0613228
3,-0.48865858,-0.25316492,"('repellent', 'pleasant')",0.47993436,0.73671633,0.9100815,0.86849195,0.3004524,0.4506811,0.1502287
4,-1.10315,-0.9791319,"('disliked', 'liked')",-0.59814197,-0.612279,-7.7813673,-7.8396235,-3.1608864,-3.143678,0.0172084
5,-0.46250227,-0.45674655,"('distant', 'outgoing')",-0.30882943,-0.3679337,-0.18113106,-0.11404629,-0.3174876,-0.3129088,0.0045788
6,-1.2500231,-1.1232704,"('distant', 'open')",-0.8913129,-0.91709757,0.064317346,0.19133826,-0.6923396,-0.6163433,0.0759963
7,0.86509705,0.9872899,"('insensitive', 'sensitive')",1.6418991,1.9004018,-0.039941795,-0.035063297,0.8223515,0.9508762,0.1285247
8,0.024740346,0.16504869,"('unaffectionate', 'affectionate')",-0.3890327,-0.48122588,0.7591282,0.81622404,0.131612,0.1666823,0.0350703
9,0.52468467,0.58912206,"('unaffectionate', 'caring')",0.87054914,0.8649844,1.3060824,1.455522,0.9004388,0.9698761,0.0694373
10,0.6273692,0.8354855,"('unsympathetic', 'sympathetic')",1.1451064,1.4538417,-0.36576334,-0.27255762,0.4689041,0.6722565,0.2033524
11,0.7695059,0.703904,"('unhelpful', 'helpful')",2.0750704,2.2012017,2.0092967,1.9923283,1.6179578,1.6324779,0.0145201
12,0.9807175,1.1282344,"('unsupportive', 'supportive')",2.295443,2.5069375,-2.4525878,-2.4025216,0.2745242,0.4108834,0.1363592
13,0.024839494,-0.17497501,"('impolite', 'polite')",0.87373376,0.87990725,-0.6063061,-0.6248155,0.0974224,0.0267056,-0.0707168
14,1.2533557,1.2150611,"('antisocial', 'social')",2.6248505,2.7059765,-0.4161215,-0.5848683,1.1540283,1.1120564,-0.0419719
15,0.1067798,-0.108202115,"('boring', 'funny')",0.42356777,0.21106015,-0.004260987,-0.021095179,0.1753622,0.0272543,-0.1481079
16,-1.3703928,-1.0754074,"('unpopular', 'popular')",-0.38009894,-0.33349657,0.3503474,0.34464884,-0.4667148,-0.3547517,0.1119631
17,0.23752145,0.41566858,"('nasty', 'nice')",-0.5060429,-0.4073895,-0.33945754,-0.28060782,-0.2026596,-0.0907762,0.1118834
18,-0.2244921,-0.15653852,"('disagreeable', 'welcoming')",0.6089753,0.677588,-0.66520613,-0.7254009,-0.0935743,-0.0681171,0.0254572
19,-0.45096028,-0.3135204,"('inhospitable', 'hospitable')",-0.6298791,-0.64003915,-0.48431167,-0.35182765,-0.521717,-0.435129,0.086588
20,0.8902571,0.9793129,"('rough', 'thoughtful')",0.10336726,0.23909356,0.5655034,0.5278386,0.5197093,0.5820817,0.0623724
21,0.52830654,0.4995101,"('immoral', 'moral')",2.0541658,2.2064176,-0.6220174,-0.61204743,0.653485,0.6979601,0.0444751
22,-0.12817393,-0.07052843,"('untrustworthy', 'trustworthy')",0.9774049,1.0861671,-1.2602886,-1.277262,-0.1370192,-0.0872078,0.0498114
23,0.7440015,0.7215017,"('insincere', 'sincere')",1.5131,1.7085141,6.3740187,6.2975144,2.8770402,2.9091768,0.0321366
24,0.79872334,0.80597466,"('dishonest', 'honest')",0.8890249,0.9550691,0.84037393,0.8748062,0.8427074,0.8786167,0.0359093
25,-0.6528157,-0.6440738,"('egoistic', 'altruistic')",-0.2639064,-0.30907273,1.0952909,1.0008789,0.0595229,0.0159108,-0.0436121
26,1.5180734,1.4891715,"('hardhearted', 'benevolent')",0.6835891,0.6999914,1.158279,0.9467733,1.1199805,1.0453121,-0.0746684
