,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.35910258,-0.564052,"('unsociable', 'sociable')",0.54536825,0.5060588,-0.30056116,-0.472039,-0.0380985,-0.1766774,-0.1385789
1,-0.5456548,-0.46931386,"('unfriendly', 'friendly')",0.42455634,0.30942658,2.3292525,2.160878,0.7360513,0.6669969,-0.0690544
2,0.6454761,0.85839516,"('unlikable', 'likable')",0.58287734,0.6695358,0.55696154,0.68347955,0.595105,0.7371368,0.1420318
3,-0.83375365,-0.72522783,"('repellent', 'pleasant')",-0.15045497,-0.0055962913,0.057184294,0.19797921,-0.3090081,-0.177615,0.1313931
4,-0.15807211,-0.06021677,"('disliked', 'liked')",-0.28465152,-0.2514652,-6.535864,-6.5825925,-2.3261959,-2.2980916,0.0281043
5,-1.060876,-0.82975554,"('distant', 'outgoing')",-0.56435055,-0.6008514,-0.0089149475,0.039351955,-0.5447138,-0.4637517,0.0809621
6,-0.76894546,-0.5574087,"('distant', 'open')",-0.8765176,-0.9506602,0.5210654,0.5239562,-0.3747992,-0.3280376,0.0467616
7,0.21832414,0.3323431,"('insensitive', 'sensitive')",0.3936474,0.5620577,0.897866,0.89631695,0.5032792,0.5969059,0.0936267
8,-0.7192897,-0.67528135,"('unaffectionate', 'affectionate')",-0.41377366,-0.51330376,0.9507189,0.87975466,-0.0607815,-0.1029435,-0.042162
9,0.12480559,0.24190472,"('unaffectionate', 'caring')",0.23286285,0.24656571,1.5455377,1.5509776,0.634402,0.679816,0.045414
10,-0.47755912,-0.5662014,"('unsympathetic', 'sympathetic')",-0.42121956,-0.37827748,-0.09198841,-0.14441669,-0.3302557,-0.3629652,-0.0327095
11,0.5479373,0.5729699,"('unhelpful', 'helpful')",0.6361363,0.7798195,2.1257877,2.1568136,1.1032871,1.1698677,0.0665806
12,0.60857844,0.78541267,"('unsupportive', 'supportive')",0.13570009,0.26010054,-1.6500462,-1.657604,-0.3019226,-0.2040303,0.0978923
13,0.7891655,0.7041502,"('impolite', 'polite')",1.2526498,1.2093517,-0.32648614,-0.3355471,0.5717764,0.5259849,-0.0457915
14,0.23118277,0.22298701,"('antisocial', 'social')",0.31496015,0.42127946,-0.5976775,-0.6115095,-0.0171782,0.010919,0.0280972
15,0.5887355,0.41686806,"('boring', 'funny')",0.32052654,0.19936867,0.6407593,0.6157329,0.5166738,0.4106565,-0.1060173
16,-0.5213996,-0.36970603,"('unpopular', 'popular')",-0.9524654,-0.81966656,0.2770704,0.4038714,-0.3989315,-0.2618337,0.1370978
17,0.13476203,0.31361187,"('nasty', 'nice')",0.13947143,0.17159264,-0.2560462,-0.18706213,0.0060624,0.0993808,0.0933184
18,-0.12244743,-0.00088611245,"('disagreeable', 'welcoming')",-0.07300496,-0.062461063,-0.34287533,-0.38131225,-0.1794426,-0.1482198,0.0312228
19,-0.2654945,-0.18066585,"('inhospitable', 'hospitable')",-0.6136749,-0.6430677,0.083264396,0.0792296,-0.2653016,-0.248168,0.0171336
20,-0.57812244,-0.37149093,"('rough', 'thoughtful')",-0.19316456,0.03136035,0.9998169,0.9895553,0.0761766,0.2164749,0.1402983
21,0.6258491,0.6673182,"('immoral', 'moral')",0.43650752,0.52322215,-0.7572847,-0.7411997,0.1016907,0.1497802,0.0480895
22,0.29220062,0.4061166,"('untrustworthy', 'trustworthy')",0.28677696,0.3215211,-0.8965523,-0.8566412,-0.1058582,-0.0430012,0.062857
23,0.30796766,0.37083972,"('insincere', 'sincere')",0.68073285,0.79857755,6.6434445,6.6758494,2.5440483,2.6150889,0.0710406
24,0.7411823,0.8184387,"('dishonest', 'honest')",0.68388337,0.74847144,1.3253664,1.3254999,0.9168107,0.9641367,0.047326
25,-0.46176925,-0.5181404,"('egoistic', 'altruistic')",0.21322185,0.14689237,1.4481611,1.3493603,0.3998712,0.3260374,-0.0738338
26,0.8471352,0.76284516,"('hardhearted', 'benevolent')",1.0603728,0.9766989,1.5759766,1.4214159,1.1611616,1.0536533,-0.1075083
27,-0.10569226,0.11859976,"('hardhearted', 'softhearted')",0.15210637,0.20583472,1.7994896,1.7250977,0.6153013,0.6831774,0.0678761
28,0.4227307,0.32126504,"('disloyal', 'loyal')",0.17279753,0.17390956,1.0704682,0.92569506,0.5553321,0.4736232,-0.0817089
29,-0.28259754,-0.22019279,"('unfair', 'fair')",-0.65282136,-0.6092252,-0.3690415,-0.54936904,-0.4348201,-0.4595957,-0.0247756
30,0.4231472,0.47125015,"('intolerant', 'tolerant')",0.3748442,0.46242127,1.3268181,1.3040568,0.7082698,0.7459094,0.0376396
31,-0.7911669,-0.70737714,"('evil', 'good')",-0.6721982,-0.6982717,-0.8858229,-0.9913601,-0.7830626,-0.799003,-0.0159404
32,0.74939126,0.81254166,"('unkind', 'kind')",0.49920717,0.56465924,1.5828015,1.4270904,0.9438,0.9347637,-0.0090363
33,0.7716221,0.7960853,"('wrong', 'right')",0.25754747,0.11311872,-0.53919816,-0.5821047,0.1633238,0.1090331,-0.0542907
34,-0.69858587,-0.4131613,"('mean', 'honorable')",0.38457447,0.5998254,6.118139,6.2932096,1.9347091,2.1599579,0.2252488
35,0.15172727,0.101867646,"('corrupt', 'incorrupt')",-0.851351,-0.9673244,-0.20800623,-0.3687025,-0.3025433,-0.4113864,-0.1088431
36,-1.438484,-1.338808,"('hostile', 'amicable')",-1.3433235,-1.4311363,0.024379361,-0.04629298,-0.9191427,-0.9387457,-0.019603
37,0.57811207,0.70016694,"('fake', 'genuine')",0.19901127,0.24401042,0.4622245,0.41738456,0.4131159,0.453854,0.0407381
38,0.37498826,0.3289562,"('untruthful', 'truthful')",0.7309511,0.7025649,0.30231827,0.3487466,0.4694192,0.4600892,-0.00933
39,0.9134729,1.0455801,"('exploitative', 'cooperative')",0.89110816,1.02266,0.19139251,0.17951712,0.6653245,0.7492524,0.0839279
40,0.7044032,0.8208051,"('stingy', 'generous')",0.36047897,0.42488304,-1.5887231,-1.6661875,-0.1746136,-0.1401665,0.0344471
41,0.2543185,0.40134117,"('unforgiving', 'forgiving')",0.75588423,0.8149564,0.2413471,0.13773632,0.4171833,0.4513446,0.0341613
42,0.5183212,0.8056808,"('unreliable', 'reliable')",-0.11175999,0.13289316,-2.9558072,-2.7972586,-0.8497487,-0.6195616,0.2301871
43,0.06692016,0.26452893,"('irresponsible', 'responsible')",0.5538356,0.6767951,0.89716125,0.89126503,0.5059723,0.610863,0.1048907
44,-0.012191941,0.075724535,"('prejudiced', 'unprejudiced')",-0.017258335,0.008083692,-1.5667303,-1.5964388,-0.5320602,-0.5042102,0.02785
45,0.12564215,0.25145888,"('incompetent', 'competent')",0.599087,0.7950331,-0.30365124,-0.33087435,0.1403593,0.2385392,0.0981799
46,-0.14463267,-0.25568777,"('uncompetitive', 'competitive')",0.3589439,0.3679842,-1.0093484,-1.0155005,-0.2650124,-0.301068,-0.0360556
47,0.18686606,0.4686334,"('stupid', 'smart')",0.5586607,0.77621174,6.0709167,6.269168,2.2721478,2.5046711,0.2325233
48,-0.04458884,-0.09446132,"('unintelligent', 'intelligent')",0.08640824,0.11460446,0.841684,0.79567105,0.2945011,0.2719381,-0.022563
49,-1.5672743,-1.2806194,"('unable', 'able')",-1.1266643,-0.85718554,-0.39159048,-0.15155149,-1.0285098,-0.7631188,0.265391
50,0.26413655,0.36601153,"('clumsy', 'skillful')",-0.48284146,-0.48601627,0.06004271,0.14624846,-0.0528874,0.0087479,0.0616353
51,0.21391863,-0.005510552,"('uneducated', 'educated')",-0.16349864,-0.24782152,0.7880632,0.7331818,0.2794944,0.1599499,-0.1195445
52,0.35425234,0.2070632,"('irrational', 'rational')",-0.2614786,-0.47791174,-0.14504495,-0.19408812,-0.0174237,-0.1549789,-0.1375552
53,-1.3925157,-1.304151,"('uncreative', 'creative')",-1.0810298,-1.0899554,1.1083266,1.0655566,-0.455073,-0.4428499,0.0122231
54,-0.6255755,-0.65931547,"('incapable', 'capable')",-0.2863833,-0.3575724,1.1818552,1.2602283,0.0899655,0.0811135,-0.008852
