,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,female-male
0,-2.3339689,-2.5035594,"('unsociable', 'sociable')",-1.0710815,-1.2184023,-0.523303,-0.7369517,-0.31019366,-0.4758147,-1.0596367,-1.233682,-0.1740453
1,1.3222034,1.1068841,"('unfriendly', 'friendly')",-0.6142707,-0.6943206,1.4958045,1.3447664,1.6832366,1.4890258,0.9717435,0.8115889,-0.1601546
2,1.0435177,1.0862182,"('unlikable', 'likable')",0.95428026,0.9687228,0.62484986,0.70897764,0.9902198,1.1484753,0.9032169,0.9780985,0.0748816
3,-2.2985551,-2.3225071,"('repellent', 'pleasant')",-0.62227386,-0.7565975,-2.1758707,-2.1993246,0.16904587,0.17019546,-1.2319134,-1.2770584,-0.045145
4,1.4766338,1.345293,"('disliked', 'liked')",1.7157172,1.6774409,1.5240831,1.4048988,-7.0171976,-6.9767084,-0.5751909,-0.6372689,-0.062078
5,2.2674596,2.2479348,"('distant', 'outgoing')",1.0474199,1.2154945,2.371137,2.390557,-0.13194409,-0.0031720065,1.388518,1.4627037,0.0741857
6,2.3957348,2.4026134,"('distant', 'open')",1.1035836,1.2703484,1.9774773,2.0295298,0.018566635,0.1296675,1.3738406,1.4580398,0.0841992
7,-2.1146443,-2.2193856,"('insensitive', 'sensitive')",-1.9259508,-1.9699799,-0.823393,-0.88980454,-0.5675435,-0.6496367,-1.3578829,-1.4322016,-0.0743187
8,0.68445677,0.54163325,"('unaffectionate', 'affectionate')",-0.21278188,-0.16187598,1.5499066,1.4879704,0.96679485,0.9038317,0.747094,0.6928898,-0.0542042
9,0.56315565,0.37536377,"('unaffectionate', 'caring')",-0.39220023,-0.45318,1.2425315,1.1741788,1.3826381,1.2709987,0.6990312,0.5918403,-0.1071909
10,-3.5350296,-3.6966918,"('unsympathetic', 'sympathetic')",-2.2120528,-2.4373434,-2.6799083,-2.787379,-0.627345,-0.8001914,-2.2635839,-2.4304013,-0.1668174
11,-2.3162546,-2.5019684,"('unhelpful', 'helpful')",-2.353452,-2.5148623,-0.91034967,-0.9338944,1.9924464,1.9345396,-0.8969024,-1.0040462,-0.1071438
12,-1.3531702,-1.4177645,"('unsupportive', 'supportive')",-0.17201905,-0.090984285,0.94600534,0.9595242,-2.1931245,-2.1328683,-0.6930771,-0.6705232,0.0225539
13,-3.287155,-3.415073,"('impolite', 'polite')",-2.3425086,-2.4101331,-1.739664,-1.8583603,-0.45735708,-0.5943893,-1.9566711,-2.0694888,-0.1128177
14,-2.640247,-2.7054288,"('antisocial', 'social')",-1.3645318,-1.4263889,-1.5136547,-1.6636679,-0.64658386,-0.762266,-1.5412544,-1.6394379,-0.0981835
15,1.1202593,1.1196824,"('boring', 'funny')",0.6601444,0.6718029,0.6270514,0.62365294,0.6650432,0.7539743,0.7681245,0.7922782,0.0241537
16,1.2623205,1.2460504,"('unpopular', 'popular')",1.0937642,1.1816535,-0.47148305,-0.5624009,0.10967089,0.083611146,0.4985682,0.4872285,-0.0113397
17,-1.0743155,-1.0082347,"('nasty', 'nice')",0.09083634,0.22323416,-1.6551353,-1.5085671,-0.5256256,-0.43199858,-0.79106,-0.6813915,0.1096685
18,0.29672688,0.29699835,"('disagreeable', 'welcoming')",0.4168471,0.5475809,0.46561635,0.39878625,-0.79858404,-0.81121916,0.0951516,0.1080366,0.012885
19,0.8458538,0.8495394,"('inhospitable', 'hospitable')",0.037553765,0.12053795,0.97628915,1.008748,-0.14846851,-0.038192812,0.4278071,0.4851581,0.057351
