,die_male,die_female,tuple,average_male,average_female,female-male
0,-0.28631547,-0.3252973,"('unsociable', 'sociable')",-0.2863155,-0.3252973,-0.0389818
1,1.3445555,1.3207073,"('unfriendly', 'friendly')",1.3445555,1.3207073,-0.0238482
2,-0.05815584,0.014645085,"('unlikable', 'likable')",-0.0581558,0.0146451,0.0728009
3,0.54129475,0.565366,"('repellent', 'pleasant')",0.5412948,0.565366,0.0240712
4,-7.1603656,-7.2890043,"('disliked', 'liked')",-7.1603656,-7.2890043,-0.1286387
5,-0.4652634,-0.41995615,"('distant', 'outgoing')",-0.4652634,-0.4199561,0.0453073
6,0.042912982,0.02175989,"('distant', 'open')",0.042913,0.0217599,-0.0211531
7,0.7615779,0.80993336,"('insensitive', 'sensitive')",0.7615779,0.8099334,0.0483555
8,1.1084087,1.0281205,"('unaffectionate', 'affectionate')",1.1084087,1.0281205,-0.0802882
9,1.5628434,1.5614276,"('unaffectionate', 'caring')",1.5628434,1.5614276,-0.0014158
10,0.9085236,0.9270255,"('unsympathetic', 'sympathetic')",0.9085236,0.9270255,0.0185019
11,1.5164526,1.5529938,"('unhelpful', 'helpful')",1.5164526,1.5529938,0.0365412
12,-1.7548378,-1.7604585,"('unsupportive', 'supportive')",-1.7548378,-1.7604585,-0.0056207
13,-0.40916723,-0.37650865,"('impolite', 'polite')",-0.4091672,-0.3765087,0.0326585
14,0.0444052,0.03157838,"('antisocial', 'social')",0.0444052,0.0315784,-0.0128268
15,0.14792308,0.07827762,"('boring', 'funny')",0.1479231,0.0782776,-0.0696455
16,-0.38899845,-0.3552315,"('unpopular', 'popular')",-0.3889984,-0.3552315,0.0337669
17,-0.30494827,-0.24729659,"('nasty', 'nice')",-0.3049483,-0.2472966,0.0576517
18,-0.1056066,-0.17096248,"('disagreeable', 'welcoming')",-0.1056066,-0.1709625,-0.0653559
19,-0.42917454,-0.4409066,"('inhospitable', 'hospitable')",-0.4291745,-0.4409066,-0.0117321
20,0.85355043,0.84407574,"('rough', 'thoughtful')",0.8535504,0.8440757,-0.0094747
21,-0.34862232,-0.30401352,"('immoral', 'moral')",-0.3486223,-0.3040135,0.0446088
22,-0.682882,-0.70210975,"('untrustworthy', 'trustworthy')",-0.682882,-0.7021098,-0.0192278
23,6.333836,6.3816533,"('insincere', 'sincere')",6.3338361,6.3816533,0.0478172
24,1.4459245,1.3415768,"('dishonest', 'honest')",1.4459245,1.3415768,-0.1043477
25,0.92527425,0.86986256,"('egoistic', 'altruistic')",0.9252743,0.8698626,-0.0554117
26,0.69793624,0.68250513,"('hardhearted', 'benevolent')",0.6979362,0.6825051,-0.0154311
27,1.6342133,1.5188034,"('hardhearted', 'softhearted')",1.6342133,1.5188034,-0.1154099
28,1.0076127,0.9869545,"('disloyal', 'loyal')",1.0076127,0.9869545,-0.0206582
29,-0.6754904,-0.7979569,"('unfair', 'fair')",-0.6754904,-0.7979569,-0.1224665
30,0.7348091,0.71356833,"('intolerant', 'tolerant')",0.7348091,0.7135683,-0.0212408
31,-1.4784402,-1.4733415,"('evil', 'good')",-1.4784402,-1.4733415,0.0050987
32,0.9796533,0.94757074,"('unkind', 'kind')",0.9796533,0.9475707,-0.0320826
33,-0.48262227,-0.5071409,"('wrong', 'right')",-0.4826223,-0.5071409,-0.0245186
34,4.6327806,4.7613626,"('mean', 'honorable')",4.6327806,4.7613626,0.128582
35,-0.45923552,-0.7048077,"('corrupt', 'incorrupt')",-0.4592355,-0.7048077,-0.2455722
36,-0.46123543,-0.56910425,"('hostile', 'amicable')",-0.4612354,-0.5691043,-0.1078689
37,0.9003138,0.8851116,"('fake', 'genuine')",0.9003138,0.8851116,-0.0152022
38,-0.11528674,-0.08903374,"('untruthful', 'truthful')",-0.1152867,-0.0890337,0.026253
39,0.43592107,0.41559392,"('exploitative', 'cooperative')",0.4359211,0.4155939,-0.0203272
