,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-0.80248666,-0.9610472,"('unsociable', 'sociable')",-0.30101886,-0.35659766,0.11435434,-0.10924262,-0.329717,-0.4756292,-0.1459122
1,0.18748224,0.19083971,"('unfriendly', 'friendly')",1.066439,1.0464321,1.4007336,1.3530965,0.884885,0.8634561,-0.0214289
2,0.8366342,0.8811488,"('unlikable', 'likable')",0.9702016,1.0618641,0.8937179,1.068641,0.9001846,1.0038846,0.1037
3,-0.9236661,-0.92881525,"('repellent', 'pleasant')",-0.8725683,-0.81882626,0.74579257,0.7474989,-0.3501472,-0.3333809,0.0167663
4,-0.7908148,-0.8401186,"('disliked', 'liked')",0.5199566,0.37811372,-6.81931,-6.864167,-2.3633895,-2.4420573,-0.0786678
5,-0.5573012,-0.34521338,"('distant', 'outgoing')",0.7733941,0.8113798,-1.1099128,-0.9075085,-0.29794,-0.147114,0.150826
6,-0.96035963,-0.70208544,"('distant', 'open')",0.20723867,0.2400855,-0.9269069,-0.70457935,-0.5600093,-0.3888597,0.1711496
7,0.032210015,-0.03915868,"('insensitive', 'sensitive')",-0.9285311,-0.8703154,0.032888394,0.034121435,-0.2878109,-0.2917842,-0.0039733
8,0.4176445,0.5337815,"('unaffectionate', 'affectionate')",0.85756874,0.8981724,0.1411086,0.19696516,0.4721073,0.542973,0.0708657
9,0.86897755,0.8343801,"('unaffectionate', 'caring')",1.0265458,1.0438797,0.78992033,0.80830973,0.8951479,0.8955232,0.0003753
10,-0.551566,-0.69073546,"('unsympathetic', 'sympathetic')",-1.1679705,-1.1562657,-0.064205185,-0.10630402,-0.5945806,-0.6511017,-0.0565211
11,0.8802215,0.6872957,"('unhelpful', 'helpful')",0.39632294,0.375256,2.6077766,2.5973454,1.2947737,1.2199657,-0.074808
12,0.20893277,0.40131795,"('unsupportive', 'supportive')",-0.09797114,0.085679516,-2.2500637,-2.1714292,-0.713034,-0.5614772,0.1515568
13,0.017450934,-0.10171828,"('impolite', 'polite')",-0.52090657,-0.5085433,0.11069676,0.027474806,-0.1309196,-0.1942622,-0.0633426
14,-0.20633835,-0.4078192,"('antisocial', 'social')",-0.25073725,-0.35966814,0.42177922,0.25690553,-0.0117655,-0.170194,-0.1584285
15,0.6670045,0.48100245,"('boring', 'funny')",1.1432705,0.958921,0.7740142,0.7612387,0.8614298,0.7337208,-0.127709
16,0.120529085,0.094858944,"('unpopular', 'popular')",-0.06591867,-0.038762633,0.7523969,0.6679867,0.2690024,0.241361,-0.0276414
17,-0.6154577,-0.5493566,"('nasty', 'nice')",-0.60390586,-0.54020184,-0.10366595,-0.08203137,-0.4410098,-0.3905299,0.0504799
18,-0.27490813,-0.06508625,"('disagreeable', 'welcoming')",-0.43509743,-0.3100863,-1.1294209,-1.1172748,-0.6131421,-0.4974825,0.1156596
19,0.58653986,0.6702434,"('inhospitable', 'hospitable')",0.22425553,0.24152713,-0.39269468,-0.27464205,0.1393669,0.2123762,0.0730093
20,0.089854985,0.15172923,"('rough', 'thoughtful')",-0.08170377,-0.03264551,0.9083265,0.91405964,0.3054926,0.3443811,0.0388885
21,0.37498635,0.12090704,"('immoral', 'moral')",-0.12107123,-0.22748467,-0.52979076,-0.5497222,-0.0919585,-0.2187666,-0.1268081
22,-0.8718471,-0.90897274,"('untrustworthy', 'trustworthy')",-0.7154647,-0.81538856,-0.5110347,-0.56126165,-0.6994488,-0.7618744,-0.0624256
23,0.371192,0.22990555,"('insincere', 'sincere')",-0.093771614,-0.09135948,6.1919427,6.0454974,2.1564544,2.0613478,-0.0951066
24,1.1418324,1.1109587,"('dishonest', 'honest')",0.59876263,0.6497465,0.90792096,0.90990007,0.8828386,0.8902017,0.0073631
25,-0.15744239,-0.121408515,"('egoistic', 'altruistic')",0.65104496,0.7209263,1.264235,1.20036,0.5859458,0.5999592,0.0140134
26,0.747083,0.7448694,"('hardhearted', 'benevolent')",1.7645552,1.7165346,1.6846195,1.6411024,1.3987525,1.3675022,-0.0312503
27,-1.1866184,-0.9446158,"('hardhearted', 'softhearted')",-0.7757788,-0.5930047,0.27560285,0.27926254,-0.5622648,-0.4194527,0.1428121
28,-0.09418918,-0.38590336,"('disloyal', 'loyal')",0.28568265,0.10375577,1.3030055,1.0999897,0.4981663,0.272614,-0.2255523
29,-0.15918851,-0.1815314,"('unfair', 'fair')",0.49224877,0.4254355,-0.8065157,-0.9081404,-0.1578185,-0.2214121,-0.0635936
30,-0.12636243,-0.23165746,"('intolerant', 'tolerant')",-0.023283385,-0.057539284,0.6398288,0.68128145,0.1633943,0.1306949,-0.0326994
31,-1.5868375,-1.2466997,"('evil', 'good')",-0.104250856,0.0035967706,-1.4945658,-1.4103059,-1.0618847,-0.8844696,0.1774151
32,1.0572705,0.86712927,"('unkind', 'kind')",0.4176151,0.39702788,1.5025526,1.3143681,0.9924794,0.8595084,-0.132971
33,0.7958315,0.7736018,"('wrong', 'right')",0.9125674,0.8402086,-0.6670798,-0.72168434,0.3471063,0.2973753,-0.049731
34,-0.47352564,-0.2247164,"('mean', 'honorable')",-0.2256378,-0.076456144,5.4065356,5.591469,1.5691241,1.763432,0.1943079
35,0.38474327,0.27898476,"('corrupt', 'incorrupt')",0.19363372,0.06474242,-0.81465477,-0.9096509,-0.0787593,-0.1886413,-0.109882
36,-1.0290337,-1.057685,"('hostile', 'amicable')",-0.40868264,-0.52708566,-0.3374138,-0.4507417,-0.59171,-0.6785041,-0.0867941
37,1.1485273,1.1170397,"('fake', 'genuine')",-0.22617678,-0.19559033,-0.14580883,-0.046560965,0.2588472,0.2916295,0.0327823
38,0.2395383,0.13859504,"('untruthful', 'truthful')",0.61427927,0.60248834,0.366357,0.41646266,0.4067249,0.3858487,-0.0208762
39,1.7509288,1.7579763,"('exploitative', 'cooperative')",0.7953514,0.89008164,0.6248626,0.6818435,1.0570476,1.1099672,0.0529196
40,-0.22817187,-0.10134872,"('stingy', 'generous')",-0.5624935,-0.3831307,-2.919937,-2.88876,-1.2368674,-1.1244132,0.1124542
41,-0.5423896,-0.44543603,"('unforgiving', 'forgiving')",-0.3044504,-0.28961664,0.4597761,0.3538119,-0.1290213,-0.1270803,0.001941
42,0.20003146,0.2886789,"('unreliable', 'reliable')",-0.7837246,-0.6380772,-2.8138773,-2.7031338,-1.1325235,-1.0175107,0.1150128
43,0.21831982,0.41849774,"('irresponsible', 'responsible')",0.09105293,0.2428786,0.47849697,0.62123454,0.2626232,0.427537,0.1649138
44,-0.50913155,-0.42442888,"('prejudiced', 'unprejudiced')",-0.9769451,-0.78568727,-1.2811744,-1.2058929,-0.922417,-0.8053363,0.1170807
45,-1.4862643,-1.4527992,"('incompetent', 'competent')",-1.192799,-1.2099063,-0.17770222,-0.25236103,-0.9522552,-0.9716888,-0.0194336
46,0.53856707,0.36015108,"('uncompetitive', 'competitive')",-0.21321215,-0.28816342,-0.4421489,-0.5301487,-0.0389313,-0.1527203,-0.113789
47,-0.43285272,-0.16335303,"('stupid', 'smart')",0.051472522,0.1721268,5.4235826,5.5681267,1.6807342,1.8589668,0.1782326
48,0.47363615,0.32538345,"('unintelligent', 'intelligent')",0.5385678,0.53821576,-0.037694972,-0.09513233,0.3248363,0.2561556,-0.0686807
49,-0.77450305,-0.69800967,"('unable', 'able')",-0.0127682835,0.063166246,-0.29839072,-0.24522565,-0.3618873,-0.2933564,0.0685309
50,0.72143805,0.71544755,"('clumsy', 'skillful')",-0.31567955,-0.35247833,-0.032041032,-0.02652204,0.1245725,0.1121491,-0.0124234
51,-0.14279144,-0.526716,"('uneducated', 'educated')",-0.30126762,-0.4726079,0.7710912,0.53041124,0.1090107,-0.1563042,-0.2653149
52,0.4909181,0.24508652,"('irrational', 'rational')",0.93654525,0.6675848,-0.53433,-0.6102912,0.2977111,0.1007934,-0.1969177
