,meta_male,meta_female,tuple,platforms_male,platforms_female,inc_male,inc_female,average_male,average_female,female-male
0,0.34648278,0.31684533,"('unsociable', 'sociable')",0.5292321,0.5108772,-0.32268038,-0.36455214,0.1843448,0.1543901,-0.0299547
1,-0.18569727,-0.34766656,"('unfriendly', 'friendly')",0.38657013,-0.0036218371,1.7135316,1.4950672,0.6381348,0.3812596,-0.2568752
2,-0.12642127,-0.10322235,"('unlikable', 'likable')",-0.13984345,-0.13826726,0.32025135,0.38033676,0.0179955,0.0462824,0.0282869
3,0.36882314,0.6437609,"('repellent', 'pleasant')",-0.00087733194,0.3449442,0.049364597,0.1494958,0.1391035,0.3794003,0.2402968
4,-1.1735239,-1.436517,"('disliked', 'liked')",-0.99779975,-1.1860605,-6.581769,-6.7213635,-2.9176976,-3.1146469,-0.1969493
5,-0.7205303,-0.9724796,"('distant', 'outgoing')",-0.022154476,-0.39857075,0.06067967,-0.058754582,-0.227335,-0.4766016,-0.2492666
6,-1.1139681,-1.3475232,"('distant', 'open')",-0.08128085,-0.45120734,0.778516,0.65535,-0.138911,-0.3811269,-0.2422159
7,1.0902325,1.2764016,"('insensitive', 'sensitive')",0.8275978,1.2190018,0.2917994,0.36931545,0.7365432,0.9549062,0.218363
8,-0.42616665,-0.5614788,"('unaffectionate', 'affectionate')",-0.3478023,-0.70301884,1.0867381,0.9327818,0.1042564,-0.1105719,-0.2148283
9,0.60134256,0.492364,"('unaffectionate', 'caring')",0.2732203,0.012264904,1.3531047,1.2869238,0.7425559,0.5971842,-0.1453717
10,0.9346919,1.1984499,"('unsympathetic', 'sympathetic')",-0.113813326,0.28112298,-0.3999002,-0.29957008,0.1403261,0.3933342,0.2530081
11,1.5247637,1.6532545,"('unhelpful', 'helpful')",1.215969,1.454492,1.7570641,1.8435427,1.4992657,1.6504297,0.151164
12,1.3751557,1.495945,"('unsupportive', 'supportive')",0.8663147,1.0118757,-2.1053104,-2.0884914,0.0453866,0.1397764,0.0943898
13,0.74482745,0.81911355,"('impolite', 'polite')",0.4641011,0.5326326,-0.46039635,-0.43367717,0.2495107,0.306023,0.0565123
14,0.7638172,0.89739466,"('antisocial', 'social')",0.869982,1.1716635,-0.63893825,-0.5598419,0.3316203,0.5030721,0.1714518
15,0.7122757,0.5725388,"('boring', 'funny')",0.66936773,0.5989441,0.43686372,0.39910877,0.6061691,0.5235306,-0.0826385
