,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.1575198,-1.3109009,"('unsociable', 'sociable')",0.015947092,-0.046403777,-0.5707864,-0.6786523,-0.1078659
1,-0.25402683,-0.39627954,"('unfriendly', 'friendly')",1.4679796,1.2499636,0.6069764,0.426842,-0.1801344
2,0.41256145,0.37082466,"('unlikable', 'likable')",0.6063194,0.5685151,0.5094404,0.4696699,-0.0397705
3,-0.48233917,-0.43021637,"('repellent', 'pleasant')",0.82403386,0.88412726,0.1708473,0.2269554,0.0561081
4,-0.039970994,-0.07248435,"('disliked', 'liked')",-6.777584,-6.8012557,-3.4087775,-3.4368701,-0.0280926
5,0.22705384,0.11569792,"('distant', 'outgoing')",-0.52159363,-0.5529188,-0.1472699,-0.2186104,-0.0713405
6,0.017121188,-0.09995105,"('distant', 'open')",-0.5342447,-0.62576675,-0.2585618,-0.3628589,-0.1042971
7,-0.8070981,-0.7709987,"('insensitive', 'sensitive')",0.45081082,0.48693523,-0.1781436,-0.1420317,0.0361119
8,-1.229926,-1.31686,"('unaffectionate', 'affectionate')",0.58428013,0.4509958,-0.3228229,-0.4329321,-0.1101092
9,-1.1510699,-1.238049,"('unaffectionate', 'caring')",1.0533147,1.0021259,-0.0488776,-0.1179616,-0.069084
10,-1.867398,-1.9618047,"('unsympathetic', 'sympathetic')",-0.35537812,-0.35084015,-1.1113881,-1.1563225,-0.0449344
11,-1.2193496,-1.2562107,"('unhelpful', 'helpful')",1.6746147,1.7436591,0.2276325,0.2437242,0.0160917
12,-1.0043344,-1.0641267,"('unsupportive', 'supportive')",-1.9822893,-1.9631082,-1.4933119,-1.5136175,-0.0203056
13,-1.1124549,-1.2408295,"('impolite', 'polite')",-0.65077466,-0.55302715,-0.8816148,-0.8969283,-0.0153135
14,-0.10455699,-0.16129917,"('antisocial', 'social')",0.23709022,0.28571177,0.0662666,0.0622063,-0.0040603
15,0.7001804,0.59968644,"('boring', 'funny')",0.14031647,0.08851318,0.4202484,0.3440998,-0.0761486
