,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.4718411,-0.6112448,"('unsociable', 'sociable')",-0.08529748,-0.25548828,-0.35060284,-0.5030064,-0.3025805,-0.4565798,-0.1539993
1,-1.3110174,-1.5119032,"('unfriendly', 'friendly')",0.6566001,0.40585294,1.069168,0.9631137,0.1382502,-0.0476455,-0.1858957
2,1.0049119,0.99634194,"('unlikable', 'likable')",1.3866498,1.3660688,0.8349686,0.8353938,1.0755101,1.0659348,-0.0095753
3,0.4434857,0.46869048,"('repellent', 'pleasant')",-0.15776879,-0.09559273,1.1377836,1.1022042,0.4745002,0.4917673,0.0172671
4,-0.17088833,-0.31434155,"('disliked', 'liked')",0.62083524,0.4473237,-6.407617,-6.503121,-1.9858901,-2.1233795,-0.1374894
5,-1.0522794,-1.1568543,"('distant', 'outgoing')",0.10892773,0.066133015,-1.0082507,-0.97002846,-0.6505341,-0.6869166,-0.0363825
6,-1.7745131,-1.8423045,"('distant', 'open')",-0.55517995,-0.65449333,-1.0590215,-1.0472369,-1.1295715,-1.1813449,-0.0517734
7,0.61259896,0.6134738,"('insensitive', 'sensitive')",0.9760758,0.9873728,0.69392955,0.68225515,0.7608681,0.7610339,0.0001658
8,-1.3908042,-1.4638588,"('unaffectionate', 'affectionate')",-0.2934871,-0.44444165,0.58961016,0.54793113,-0.3648937,-0.4534565,-0.0885628
9,-0.9770188,-1.097698,"('unaffectionate', 'caring')",0.6009972,0.46242368,1.1072056,1.0483912,0.243728,0.1377056,-0.1060224
10,-0.755846,-0.8760616,"('unsympathetic', 'sympathetic')",-0.5631055,-0.6341996,-0.51717925,-0.5582182,-0.6120436,-0.6894932,-0.0774496
11,0.6781381,0.6917522,"('unhelpful', 'helpful')",0.59183013,0.68923056,1.7957144,1.8943287,1.0218942,1.0917705,0.0698763
12,0.48658618,0.49014127,"('unsupportive', 'supportive')",0.7387015,0.7037561,-1.924739,-1.9567626,-0.2331504,-0.2542884,-0.021138
13,0.53379107,0.5396924,"('impolite', 'polite')",0.32008162,0.39763677,-0.79514915,-0.733566,0.0195745,0.0679211,0.0483466
14,0.6536908,0.6920945,"('antisocial', 'social')",1.3483118,1.3580173,0.41569772,0.2534081,0.8059002,0.76784,-0.0380602
15,-0.09244789,-0.22387037,"('boring', 'funny')",0.20786485,0.10461761,-0.09661732,-0.14988205,0.0062665,-0.0897116,-0.0959781
16,-0.32734454,-0.38990262,"('unpopular', 'popular')",-0.25598115,-0.37454653,0.30495596,0.26962334,-0.0927899,-0.1649419,-0.072152
17,0.027766466,0.13123503,"('nasty', 'nice')",-0.9183179,-0.82656586,-0.55601525,-0.51092696,-0.4821889,-0.4020859,0.080103
18,-0.9171772,-0.88391674,"('disagreeable', 'welcoming')",-1.0108192,-1.0476449,-0.78382736,-0.7776537,-0.9039412,-0.9030717,0.0008695
19,-0.40920156,-0.46014687,"('inhospitable', 'hospitable')",-0.8440068,-0.9065433,-0.7414744,-0.6538996,-0.6648943,-0.6735299,-0.0086356
20,-0.060546603,-0.01286905,"('rough', 'thoughtful')",-0.0002510622,0.073160306,0.40555868,0.38095486,0.1149203,0.147082,0.0321617
21,0.89144325,0.8501841,"('immoral', 'moral')",1.5796158,1.5413835,-0.2973674,-0.2608204,0.7245639,0.7102491,-0.0143148
22,0.3508017,0.32419625,"('untrustworthy', 'trustworthy')",-0.61912024,-0.72677815,-0.57391596,-0.64676964,-0.2807448,-0.3497839,-0.0690391
23,0.35732594,0.29007807,"('insincere', 'sincere')",0.15477943,0.13470513,5.9086695,5.8942575,2.1402583,2.1063469,-0.0339114
24,-0.25476667,-0.23533604,"('dishonest', 'honest')",0.6324224,0.654022,0.54231703,0.5790614,0.3066576,0.3325824,0.0259248
25,-0.5991713,-0.6331361,"('egoistic', 'altruistic')",1.1157391,1.0138308,1.2172025,1.1876291,0.5779235,0.5227746,-0.0551489
26,-0.5471247,-0.6811316,"('hardhearted', 'benevolent')",0.8342585,0.69360894,1.7649314,1.6146001,0.6840218,0.5423591,-0.1416627
27,-0.74699503,-0.63451296,"('hardhearted', 'softhearted')",0.054858375,0.12177355,1.0070894,0.95748454,0.1049842,0.1482484,0.0432642
28,-0.50191003,-0.6766656,"('disloyal', 'loyal')",0.4250071,0.24026127,1.2041146,1.1300042,0.3757372,0.2311999,-0.1445373
29,-0.11896956,-0.20111789,"('unfair', 'fair')",-0.66288656,-0.690276,-0.39751422,-0.5183483,-0.3931235,-0.469914,-0.0767905
30,0.9611275,0.9540774,"('intolerant', 'tolerant')",1.1532723,1.0999721,0.80120283,0.7614129,0.9718676,0.9384875,-0.0333801
31,-0.93067133,-0.9324428,"('evil', 'good')",-1.2499077,-1.3651806,-1.2998185,-1.3488216,-1.1601326,-1.2154817,-0.0553491
32,0.19823481,0.13493586,"('unkind', 'kind')",0.32633722,0.27073923,1.1006701,0.9652082,0.5417474,0.4569611,-0.0847863
33,0.1163113,0.009566928,"('wrong', 'right')",1.312254,1.1952659,-0.74904174,-0.8438725,0.2265078,0.1203201,-0.1061877
34,0.0017792527,0.16783193,"('mean', 'honorable')",0.44861317,0.5466828,5.270352,5.5459595,1.9069147,2.0868247,0.17991
35,-0.54817647,-0.63282984,"('corrupt', 'incorrupt')",-0.76211125,-0.8646654,-0.65361077,-0.7533631,-0.6546328,-0.7502861,-0.0956533
36,-1.2003757,-1.3595198,"('hostile', 'amicable')",-0.49533924,-0.79482824,-0.450447,-0.5746285,-0.7153873,-0.9096589,-0.1942716
37,0.28283167,0.24018806,"('fake', 'genuine')",0.3155953,0.25084287,0.021025978,0.04095478,0.2064843,0.1773286,-0.0291557
38,-0.09197668,-0.17798047,"('untruthful', 'truthful')",0.42714912,0.32385454,-0.1782327,-0.08050074,0.0523132,0.0217911,-0.0305221
39,1.6412615,1.7000377,"('exploitative', 'cooperative')",0.375095,0.5300441,0.36463022,0.37440762,0.7936622,0.8681631,0.0745009
40,-0.12444306,-0.19657175,"('stingy', 'generous')",0.1305141,0.02460723,-1.8705134,-1.9781389,-0.6214808,-0.7167012,-0.0952204
