,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,-0.12261239,-0.113303974,"('unsociable', 'sociable')",-0.1226124,-0.113304,0.0093084
1,0.8159397,0.82309103,"('unfriendly', 'friendly')",0.8159397,0.823091,0.0071513
2,-0.23420644,-0.18012509,"('unlikable', 'likable')",-0.2342064,-0.1801251,0.0540813
3,0.7765828,0.8180531,"('repellent', 'pleasant')",0.7765828,0.8180531,0.0414703
4,-6.9956293,-7.1519136,"('disliked', 'liked')",-6.9956293,-7.1519136,-0.1562843
5,-0.77420855,-0.7460715,"('distant', 'outgoing')",-0.7742085,-0.7460715,0.028137
6,-0.14142483,-0.2167421,"('distant', 'open')",-0.1414248,-0.2167421,-0.0753173
7,0.7029617,0.771881,"('insensitive', 'sensitive')",0.7029617,0.771881,0.0689193
8,0.81255215,0.7468132,"('unaffectionate', 'affectionate')",0.8125522,0.7468132,-0.065739
9,0.9704957,1.0233015,"('unaffectionate', 'caring')",0.9704957,1.0233015,0.0528058
10,1.009883,1.0001452,"('unsympathetic', 'sympathetic')",1.009883,1.0001452,-0.0097378
11,1.0573848,1.0649408,"('unhelpful', 'helpful')",1.0573848,1.0649408,0.007556
12,-1.9010259,-1.9242322,"('unsupportive', 'supportive')",-1.9010259,-1.9242322,-0.0232063
13,-0.3411749,-0.2848043,"('impolite', 'polite')",-0.3411749,-0.2848043,0.0563706
14,0.36702025,0.3491275,"('antisocial', 'social')",0.3670202,0.3491275,-0.0178927
15,-0.112702,-0.17607564,"('boring', 'funny')",-0.112702,-0.1760756,-0.0633736
16,-0.705058,-0.719942,"('unpopular', 'popular')",-0.705058,-0.719942,-0.014884
17,-0.2245265,-0.18625599,"('nasty', 'nice')",-0.2245265,-0.186256,0.0382705
18,-0.28175023,-0.3305556,"('disagreeable', 'welcoming')",-0.2817502,-0.3305556,-0.0488054
19,-0.896843,-0.98520577,"('inhospitable', 'hospitable')",-0.896843,-0.9852058,-0.0883628
20,0.9918441,0.941437,"('rough', 'thoughtful')",0.9918441,0.941437,-0.0504071
21,-0.4712234,-0.3878615,"('immoral', 'moral')",-0.4712234,-0.3878615,0.0833619
22,-0.345585,-0.39296278,"('untrustworthy', 'trustworthy')",-0.345585,-0.3929628,-0.0473778
23,5.709335,5.7955847,"('insincere', 'sincere')",5.7093349,5.7955847,0.0862498
24,1.2439289,1.1679083,"('dishonest', 'honest')",1.2439289,1.1679083,-0.0760206
25,0.7619403,0.6980512,"('egoistic', 'altruistic')",0.7619403,0.6980512,-0.0638891
26,0.92794013,0.82712954,"('hardhearted', 'benevolent')",0.9279401,0.8271295,-0.1008106
27,1.683395,1.4582798,"('hardhearted', 'softhearted')",1.683395,1.4582798,-0.2251152
28,0.8606555,0.83370334,"('disloyal', 'loyal')",0.8606555,0.8337033,-0.0269522
29,-0.6197814,-0.74399436,"('unfair', 'fair')",-0.6197814,-0.7439944,-0.124213
30,0.8878732,0.90791154,"('intolerant', 'tolerant')",0.8878732,0.9079115,0.0200383
31,-1.283805,-1.3178014,"('evil', 'good')",-1.283805,-1.3178014,-0.0339964
32,0.9032518,0.800629,"('unkind', 'kind')",0.9032518,0.800629,-0.1026228
33,-0.6766225,-0.7034161,"('wrong', 'right')",-0.6766225,-0.7034161,-0.0267936
34,4.1442814,4.2776794,"('mean', 'honorable')",4.1442814,4.2776794,0.133398
35,-0.63408464,-0.8699797,"('corrupt', 'incorrupt')",-0.6340846,-0.8699797,-0.2358951
36,-0.74703735,-0.83500254,"('hostile', 'amicable')",-0.7470374,-0.8350025,-0.0879651
37,0.776814,0.7482718,"('fake', 'genuine')",0.776814,0.7482718,-0.0285422
38,-0.66829354,-0.60744727,"('untruthful', 'truthful')",-0.6682935,-0.6074473,0.0608462
39,0.47924325,0.47241864,"('exploitative', 'cooperative')",0.4792432,0.4724186,-0.0068246
40,-1.0047516,-1.1880976,"('stingy', 'generous')",-1.0047516,-1.1880976,-0.183346
41,0.044273324,0.015969617,"('unforgiving', 'forgiving')",0.0442733,0.0159696,-0.0283037
42,-1.8382032,-1.9452736,"('unreliable', 'reliable')",-1.8382032,-1.9452736,-0.1070704
43,0.5943282,0.6347215,"('irresponsible', 'responsible')",0.5943282,0.6347215,0.0403933
44,-0.53872985,-0.5462775,"('prejudiced', 'unprejudiced')",-0.5387298,-0.5462775,-0.0075477
45,-0.12920716,-0.17830525,"('incompetent', 'competent')",-0.1292072,-0.1783053,-0.0490981
46,-0.48296687,-0.51889575,"('uncompetitive', 'competitive')",-0.4829669,-0.5188957,-0.0359288
47,4.708208,4.8436127,"('stupid', 'smart')",4.7082081,4.8436127,0.1354046
48,-0.018158063,0.039051194,"('unintelligent', 'intelligent')",-0.0181581,0.0390512,0.0572093
49,-0.30646765,-0.21123695,"('unable', 'able')",-0.3064677,-0.211237,0.0952307
50,-0.6257812,-0.68905616,"('clumsy', 'skillful')",-0.6257812,-0.6890562,-0.063275
51,0.40111047,0.30803248,"('uneducated', 'educated')",0.4011105,0.3080325,-0.093078
52,-0.5076793,-0.6186614,"('irrational', 'rational')",-0.5076793,-0.6186614,-0.1109821
53,-0.3322454,-0.37307706,"('uncreative', 'creative')",-0.3322454,-0.3730771,-0.0408317
54,0.62210953,0.66736853,"('incapable', 'capable')",0.6221095,0.6673685,0.045259
55,0.6334339,0.6772682,"('incompetent', 'clever')",0.6334339,0.6772682,0.0438343
56,0.33023235,0.33358973,"('impractical', 'practical')",0.3302324,0.3335897,0.0033573
57,-2.391495,-2.4275632,"('unimaginative', 'imaginative')",-2.391495,-2.4275632,-0.0360682
58,0.023378633,0.015974328,"('undiscriminating', 'discriminating')",0.0233786,0.0159743,-0.0074043
59,-0.28504145,-0.3081135,"('foolish', 'wise')",-0.2850415,-0.3081135,-0.023072
60,0.15238601,0.33802855,"('inefficient', 'efficient')",0.152386,0.3380286,0.1856426
61,-0.010386247,-0.09634516,"('illogical', 'logical')",-0.0103862,-0.0963452,-0.085959
62,0.15400574,0.27061987,"('incompetent', 'brilliant')",0.1540057,0.2706199,0.1166142
63,-0.4502786,-0.40524635,"('unperceptive', 'insightful')",-0.4502786,-0.4052463,0.0450323
64,-5.8090982,-5.82772,"('shy', 'confident')",-5.8090982,-5.8277202,-0.018622
65,0.41265368,0.43824285,"('insecure', 'secure')",0.4126537,0.4382429,0.0255892
