,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,0.30811298,0.19510278,"('unsociable', 'sociable')",0.308113,0.1951028,-0.1130102
1,0.71387094,0.786784,"('unfriendly', 'friendly')",0.7138709,0.786784,0.0729131
2,0.29035476,0.4609024,"('unlikable', 'likable')",0.2903548,0.4609024,0.1705476
3,0.75989693,0.83420366,"('repellent', 'pleasant')",0.7598969,0.8342037,0.0743068
4,-7.2233214,-7.1858506,"('disliked', 'liked')",-7.2233214,-7.1858506,0.0374708
5,-0.9627766,-0.8126413,"('distant', 'outgoing')",-0.9627766,-0.8126413,0.1501353
6,-0.50129443,-0.4409281,"('distant', 'open')",-0.5012944,-0.4409281,0.0603663
7,1.450905,1.3848766,"('insensitive', 'sensitive')",1.450905,1.3848766,-0.0660284
8,0.8624223,0.8489267,"('unaffectionate', 'affectionate')",0.8624223,0.8489267,-0.0134956
9,1.0985988,1.1277541,"('unaffectionate', 'caring')",1.0985988,1.1277541,0.0291553
10,1.9484017,1.7084639,"('unsympathetic', 'sympathetic')",1.9484017,1.7084639,-0.2399378
11,2.0842512,2.0240493,"('unhelpful', 'helpful')",2.0842512,2.0240493,-0.0602019
12,-1.1192476,-1.1058142,"('unsupportive', 'supportive')",-1.1192476,-1.1058142,0.0134334
13,0.23801623,0.2053904,"('impolite', 'polite')",0.2380162,0.2053904,-0.0326258
14,0.27176613,0.27814505,"('antisocial', 'social')",0.2717661,0.278145,0.0063789
15,0.12815835,0.16880758,"('boring', 'funny')",0.1281583,0.1688076,0.0406493
16,-0.99912554,-0.8004875,"('unpopular', 'popular')",-0.9991255,-0.8004875,0.198638
17,0.18291262,0.11646716,"('nasty', 'nice')",0.1829126,0.1164672,-0.0664454
18,-0.84162205,-0.731804,"('disagreeable', 'welcoming')",-0.8416221,-0.731804,0.1098181
19,-0.69063616,-0.6758091,"('inhospitable', 'hospitable')",-0.6906362,-0.6758091,0.0148271
20,0.7387634,0.57677037,"('rough', 'thoughtful')",0.7387634,0.5767704,-0.161993
21,0.39631113,0.46518332,"('immoral', 'moral')",0.3963111,0.4651833,0.0688722
22,0.2980006,0.24295114,"('untrustworthy', 'trustworthy')",0.2980006,0.2429511,-0.0550495
23,5.9523253,6.0113196,"('insincere', 'sincere')",5.9523253,6.0113196,0.0589943
24,1.6459782,1.6327001,"('dishonest', 'honest')",1.6459782,1.6327001,-0.0132781
25,0.07275707,0.17964482,"('egoistic', 'altruistic')",0.0727571,0.1796448,0.1068877
