,die_male,die_female,tuple,average_male,average_female,female-male
0,0.2130368,0.18959066,"('unsociable', 'sociable')",0.2130368,0.1895907,-0.0234461
1,0.9971225,0.9745948,"('unfriendly', 'friendly')",0.9971225,0.9745948,-0.0225277
2,0.0049858773,0.15208875,"('unlikable', 'likable')",0.0049859,0.1520887,0.1471028
3,0.82999355,0.96099585,"('repellent', 'pleasant')",0.8299935,0.9609959,0.1310024
4,-7.10202,-7.291225,"('disliked', 'liked')",-7.1020198,-7.291225,-0.1892052
5,-0.62096196,-0.62910795,"('distant', 'outgoing')",-0.620962,-0.629108,-0.008146
6,-0.21456543,-0.31842667,"('distant', 'open')",-0.2145654,-0.3184267,-0.1038613
7,1.3651898,1.4271595,"('insensitive', 'sensitive')",1.3651898,1.4271595,0.0619697
8,0.89504135,0.7970434,"('unaffectionate', 'affectionate')",0.8950413,0.7970434,-0.0979979
9,1.3292518,1.3323982,"('unaffectionate', 'caring')",1.3292518,1.3323982,0.0031464
10,1.0712228,1.1445669,"('unsympathetic', 'sympathetic')",1.0712228,1.1445669,0.0733441
11,1.6160928,1.7209648,"('unhelpful', 'helpful')",1.6160928,1.7209648,0.104872
12,-1.5807964,-1.5221853,"('unsupportive', 'supportive')",-1.5807964,-1.5221853,0.0586111
13,0.07085857,0.25254762,"('impolite', 'polite')",0.0708586,0.2525476,0.181689
14,0.406331,0.43496674,"('antisocial', 'social')",0.406331,0.4349667,0.0286357
15,0.4386856,0.3658651,"('boring', 'funny')",0.4386856,0.3658651,-0.0728205
16,-0.65395623,-0.74613565,"('unpopular', 'popular')",-0.6539562,-0.7461357,-0.0921795
17,0.3340084,0.27678925,"('nasty', 'nice')",0.3340084,0.2767892,-0.0572192
18,-0.58562034,-0.41941467,"('disagreeable', 'welcoming')",-0.5856203,-0.4194147,0.1662056
19,-0.58754134,-0.57245797,"('inhospitable', 'hospitable')",-0.5875413,-0.572458,0.0150833
20,0.45004255,0.39664006,"('rough', 'thoughtful')",0.4500425,0.3966401,-0.0534024
21,-0.068096444,0.2041139,"('immoral', 'moral')",-0.0680964,0.2041139,0.2722103
22,-0.20882022,-0.16983357,"('untrustworthy', 'trustworthy')",-0.2088202,-0.1698336,0.0389866
23,6.0676594,6.266485,"('insincere', 'sincere')",6.0676594,6.2664852,0.1988258
24,1.3370146,1.3804947,"('dishonest', 'honest')",1.3370146,1.3804947,0.0434801
25,0.7198223,0.7616636,"('egoistic', 'altruistic')",0.7198223,0.7616636,0.0418413
26,1.2096709,0.9826079,"('hardhearted', 'benevolent')",1.2096709,0.9826079,-0.227063
27,1.7466805,1.5433253,"('hardhearted', 'softhearted')",1.7466805,1.5433253,-0.2033552
28,1.2146233,1.0716826,"('disloyal', 'loyal')",1.2146233,1.0716826,-0.1429407
29,-0.20795503,-0.4365082,"('unfair', 'fair')",-0.207955,-0.4365082,-0.2285532
30,0.9208872,1.0507053,"('intolerant', 'tolerant')",0.9208872,1.0507053,0.1298181
31,-1.2375937,-1.441204,"('evil', 'good')",-1.2375937,-1.441204,-0.2036103
32,1.1163892,1.0670496,"('unkind', 'kind')",1.1163892,1.0670496,-0.0493396
33,-0.40505067,-0.40407595,"('wrong', 'right')",-0.4050507,-0.404076,0.0009747
34,4.2254705,4.464503,"('mean', 'honorable')",4.2254705,4.4645028,0.2390323
35,-0.80447036,-1.2459426,"('corrupt', 'incorrupt')",-0.8044704,-1.2459426,-0.4414722
36,-0.61797917,-0.8894025,"('hostile', 'amicable')",-0.6179792,-0.8894025,-0.2714233
37,0.9252328,0.9289408,"('fake', 'genuine')",0.9252328,0.9289408,0.003708
38,-0.38400564,-0.25186372,"('untruthful', 'truthful')",-0.3840056,-0.2518637,0.1321419
39,0.4118428,0.49182475,"('exploitative', 'cooperative')",0.4118428,0.4918247,0.0799819
40,-1.1809328,-1.2311373,"('stingy', 'generous')",-1.1809328,-1.2311373,-0.0502045
41,0.6102747,0.47754088,"('unforgiving', 'forgiving')",0.6102747,0.4775409,-0.1327338
42,-2.1968307,-2.152796,"('unreliable', 'reliable')",-2.1968307,-2.152796,0.0440347
