,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-0.7550209,-0.9745125,"('unsociable', 'sociable')",-0.7550209,-0.9745125,-0.2194916
1,-0.8243814,-0.99843514,"('unfriendly', 'friendly')",-0.8243814,-0.9984351,-0.1740537
2,0.5776807,0.5546462,"('unlikable', 'likable')",0.5776807,0.5546462,-0.0230345
3,-0.5381578,-0.45720774,"('repellent', 'pleasant')",-0.5381578,-0.4572077,0.0809501
4,-2.9349642,-2.989099,"('disliked', 'liked')",-2.9349642,-2.989099,-0.0541348
5,-0.6495279,-0.63756114,"('distant', 'outgoing')",-0.6495279,-0.6375611,0.0119668
6,-0.93970174,-0.9281153,"('distant', 'open')",-0.9397017,-0.9281153,0.0115864
7,-0.3251144,-0.36537167,"('insensitive', 'sensitive')",-0.3251144,-0.3653717,-0.0402573
8,-0.6383753,-0.69957936,"('unaffectionate', 'affectionate')",-0.6383753,-0.6995794,-0.0612041
9,-0.47581288,-0.5691285,"('unaffectionate', 'caring')",-0.4758129,-0.5691285,-0.0933156
10,-0.67958033,-0.6932248,"('unsympathetic', 'sympathetic')",-0.6795803,-0.6932248,-0.0136445
11,1.1638235,1.0985047,"('unhelpful', 'helpful')",1.1638235,1.0985047,-0.0653188
12,-1.107745,-1.0448451,"('unsupportive', 'supportive')",-1.1077451,-1.0448451,0.0629
13,-0.7549237,-0.8254668,"('impolite', 'polite')",-0.7549237,-0.8254668,-0.0705431
14,-0.347821,-0.41418698,"('antisocial', 'social')",-0.347821,-0.414187,-0.066366
15,0.87747663,0.63711196,"('boring', 'funny')",0.8774766,0.637112,-0.2403646
16,-0.32069996,-0.36427867,"('unpopular', 'popular')",-0.3207,-0.3642787,-0.0435787
17,-0.20253514,-0.18156959,"('nasty', 'nice')",-0.2025351,-0.1815696,0.0209655
18,-0.07236585,-0.16253144,"('disagreeable', 'welcoming')",-0.0723659,-0.1625314,-0.0901655
19,-1.2044789,-1.2590853,"('inhospitable', 'hospitable')",-1.2044789,-1.2590853,-0.0546064
20,0.5269181,0.45759082,"('rough', 'thoughtful')",0.5269181,0.4575908,-0.0693273
21,-0.15612413,-0.20021278,"('immoral', 'moral')",-0.1561241,-0.2002128,-0.0440887
22,-0.5000309,-0.5530937,"('untrustworthy', 'trustworthy')",-0.5000309,-0.5530937,-0.0530628
23,2.0683863,2.0444646,"('insincere', 'sincere')",2.0683863,2.0444646,-0.0239217
24,0.20677708,0.21706976,"('dishonest', 'honest')",0.2067771,0.2170698,0.0102927
25,-0.2513639,-0.399286,"('egoistic', 'altruistic')",-0.2513639,-0.399286,-0.1479221
26,0.6868515,0.42002028,"('hardhearted', 'benevolent')",0.6868515,0.4200203,-0.2668312
27,0.006787065,-0.05153496,"('hardhearted', 'softhearted')",0.0067871,-0.051535,-0.0583221
28,-0.082275994,-0.20632224,"('disloyal', 'loyal')",-0.082276,-0.2063222,-0.1240462
29,-1.1681943,-1.2470689,"('unfair', 'fair')",-1.1681943,-1.2470689,-0.0788746
30,0.7489249,0.6061388,"('intolerant', 'tolerant')",0.7489249,0.6061388,-0.1427861
31,-1.270188,-1.2373931,"('evil', 'good')",-1.270188,-1.2373931,0.0327949
32,0.28219205,0.0963252,"('unkind', 'kind')",0.2821921,0.0963252,-0.1858669
33,-0.14344831,-0.22993897,"('wrong', 'right')",-0.1434483,-0.229939,-0.0864907
34,1.5388296,1.7011026,"('mean', 'honorable')",1.5388296,1.7011026,0.162273
35,-0.20148546,-0.33110562,"('corrupt', 'incorrupt')",-0.2014855,-0.3311056,-0.1296201
36,-1.1285223,-1.1595697,"('hostile', 'amicable')",-1.1285223,-1.1595697,-0.0310474
37,-0.1375876,-0.13347563,"('fake', 'genuine')",-0.1375876,-0.1334756,0.004112
38,-0.07757572,-0.06675952,"('untruthful', 'truthful')",-0.0775757,-0.0667595,0.0108162
39,0.85572577,0.85727954,"('exploitative', 'cooperative')",0.8557258,0.8572795,0.0015537
40,-1.1080608,-1.1417546,"('stingy', 'generous')",-1.1080608,-1.1417546,-0.0336938
41,0.2534229,0.25903237,"('unforgiving', 'forgiving')",0.2534229,0.2590324,0.0056095
42,-1.2573556,-1.2310772,"('unreliable', 'reliable')",-1.2573556,-1.2310772,0.0262784
43,-0.27729023,-0.24864475,"('irresponsible', 'responsible')",-0.2772902,-0.2486448,0.0286454
44,0.08977091,0.112288594,"('prejudiced', 'unprejudiced')",0.0897709,0.1122886,0.0225177
45,-0.31230918,-0.23803747,"('incompetent', 'competent')",-0.3123092,-0.2380375,0.0742717
46,-0.38340968,-0.3528892,"('uncompetitive', 'competitive')",-0.3834097,-0.3528892,0.0305205
47,1.8393016,1.9043293,"('stupid', 'smart')",1.8393016,1.9043293,0.0650277
48,0.124735795,0.09415075,"('unintelligent', 'intelligent')",0.1247358,0.0941508,-0.030585
49,-0.15178415,-0.029515518,"('unable', 'able')",-0.1517842,-0.0295155,0.1222687
50,0.020150628,-0.016750783,"('clumsy', 'skillful')",0.0201506,-0.0167508,-0.0369014
51,-0.38756245,-0.52476597,"('uneducated', 'educated')",-0.3875625,-0.524766,-0.1372035
52,-0.2690908,-0.55891234,"('irrational', 'rational')",-0.2690908,-0.5589123,-0.2898215
53,-1.2079835,-1.3352041,"('uncreative', 'creative')",-1.2079835,-1.3352041,-0.1272206
54,-0.2669666,-0.37538415,"('incapable', 'capable')",-0.2669666,-0.3753842,-0.1084176
55,0.12978299,0.18010269,"('incompetent', 'clever')",0.129783,0.1801027,0.0503197
56,0.60793746,0.5323911,"('impractical', 'practical')",0.6079375,0.5323911,-0.0755464
57,-1.7662947,-1.8744726,"('unimaginative', 'imaginative')",-1.7662947,-1.8744726,-0.1081779
