,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.34826887,0.25705752,"('unsociable', 'sociable')",-0.05484732,-0.19678749,0.1467108,0.030135,-0.1165758
1,0.67392814,0.5742465,"('unfriendly', 'friendly')",1.4245354,1.3804368,1.0492318,0.9773417,-0.0718901
2,1.4465133,1.4808384,"('unlikable', 'likable')",0.53969544,0.56671673,0.9931043,1.0237776,0.0306733
3,-0.28227,-0.16680315,"('repellent', 'pleasant')",0.85836315,0.89059216,0.2880466,0.3618945,0.0738479
4,-0.4554766,-0.50390327,"('disliked', 'liked')",-6.7350416,-6.830493,-3.5952592,-3.6671982,-0.071939
5,0.13690063,0.057401218,"('distant', 'outgoing')",-0.715519,-0.70476305,-0.2893092,-0.3236809,-0.0343717
6,-0.24118122,-0.3268735,"('distant', 'open')",-0.5302726,-0.5809291,-0.3857269,-0.4539013,-0.0681744
7,0.26106033,0.26689038,"('insensitive', 'sensitive')",0.27504417,0.23476559,0.2680523,0.250828,-0.0172243
8,0.07674861,-0.021569658,"('unaffectionate', 'affectionate')",0.36152795,0.34867394,0.2191383,0.1635521,-0.0555862
9,0.7447429,0.6503921,"('unaffectionate', 'caring')",0.9939883,1.0132087,0.8693656,0.8318005,-0.0375651
10,-0.3812456,-0.43027872,"('unsympathetic', 'sympathetic')",-0.4467806,-0.4783833,-0.4140131,-0.454331,-0.0403179
11,-0.5632614,-0.59193134,"('unhelpful', 'helpful')",1.5472206,1.5496681,0.4919796,0.4788684,-0.0131112
12,0.9205731,0.94785273,"('unsupportive', 'supportive')",-2.3186126,-2.30348,-0.6990197,-0.6778136,0.0212061
13,-0.20451625,-0.22467089,"('impolite', 'polite')",-0.8395451,-0.8630245,-0.5220307,-0.5438477,-0.021817
14,1.1217854,1.1099765,"('antisocial', 'social')",0.109543025,0.03795853,0.6156642,0.5739675,-0.0416967
15,-0.23922226,-0.34675905,"('boring', 'funny')",0.049703866,0.025435507,-0.0947592,-0.1606618,-0.0659026
16,-1.095445,-1.0754606,"('unpopular', 'popular')",0.3493825,0.31018662,-0.3730313,-0.382637,-0.0096057
17,0.060057275,0.10097823,"('nasty', 'nice')",-0.105076864,-0.048898913,-0.0225098,0.0260397,0.0485495
18,-0.1391213,-0.12969671,"('disagreeable', 'welcoming')",-0.698593,-0.74132615,-0.4188572,-0.4355114,-0.0166542
19,-0.15537676,-0.17226647,"('inhospitable', 'hospitable')",-0.5815352,-0.5566648,-0.368456,-0.3644657,0.0039903
20,0.5937754,0.5721914,"('rough', 'thoughtful')",0.9438707,0.9278505,0.768823,0.750021,-0.018802
21,0.23411049,0.27939048,"('immoral', 'moral')",-0.6648585,-0.6607633,-0.215374,-0.1906864,0.0246876
22,-0.3472113,-0.3485987,"('untrustworthy', 'trustworthy')",-1.343834,-1.4390135,-0.8455226,-0.8938061,-0.0482835
23,0.56059414,0.5140411,"('insincere', 'sincere')",6.001817,5.9308844,3.2812057,3.2224627,-0.058743
24,-0.38195142,-0.3708836,"('dishonest', 'honest')",0.33273596,0.2888762,-0.0246077,-0.0410037,-0.016396
25,0.6338093,0.6492234,"('egoistic', 'altruistic')",1.2654165,1.2780145,0.9496129,0.963619,0.0140061
26,2.332366,2.2220411,"('hardhearted', 'benevolent')",2.3759093,2.290931,2.3541377,2.2564859,-0.0976518
27,0.13768828,0.09819041,"('hardhearted', 'softhearted')",1.3165903,1.2847064,0.7271393,0.6914484,-0.0356909
28,-0.028832965,-0.09353265,"('disloyal', 'loyal')",1.3218213,1.2309787,0.6464942,0.568723,-0.0777712
29,-1.0514985,-1.0496483,"('unfair', 'fair')",-0.4566238,-0.5497623,-0.7540612,-0.7997053,-0.0456441
30,0.65484357,0.66356945,"('intolerant', 'tolerant')",0.61524963,0.5861986,0.6350466,0.624884,-0.0101626
31,-0.6334205,-0.5501418,"('evil', 'good')",-0.67550737,-0.64617896,-0.6544639,-0.5981604,0.0563035
32,0.42326298,0.39114136,"('unkind', 'kind')",0.76780903,0.6525366,0.595536,0.521839,-0.073697
33,0.764234,0.6812018,"('wrong', 'right')",-0.7114316,-0.76182705,0.0264012,-0.0403126,-0.0667138
34,-0.026015237,0.06550279,"('mean', 'honorable')",5.2335424,5.3623443,2.6037636,2.7139235,0.1101599
35,-0.30055654,-0.36612874,"('corrupt', 'incorrupt')",-0.24003349,-0.28749043,-0.270295,-0.3268096,-0.0565146
36,-0.028974056,-0.14674062,"('hostile', 'amicable')",-0.15313813,-0.23320627,-0.0910561,-0.1899734,-0.0989173
37,-0.31851083,-0.2723767,"('fake', 'genuine')",-0.37454394,-0.33829427,-0.3465274,-0.3053355,0.0411919
38,0.08132814,0.04160721,"('untruthful', 'truthful')",-0.2561509,-0.20022708,-0.0874114,-0.0793099,0.0081015
39,1.3515865,1.4093411,"('exploitative', 'cooperative')",0.41303536,0.43020672,0.8823109,0.9197739,0.037463
40,0.8221883,0.79837394,"('stingy', 'generous')",-1.4496763,-1.5264498,-0.313744,-0.3640379,-0.0502939
41,1.2936717,1.2603278,"('unforgiving', 'forgiving')",0.20898022,0.100035354,0.751326,0.6801816,-0.0711444
42,0.48557946,0.45554727,"('unreliable', 'reliable')",-3.3990014,-3.4992266,-1.4567109,-1.5218396,-0.0651287
43,0.40247953,0.3975933,"('irresponsible', 'responsible')",0.056249093,0.0110382065,0.2293643,0.2043158,-0.0250485
44,-1.5268252,-1.4507791,"('prejudiced', 'unprejudiced')",-1.8627902,-1.866225,-1.6948078,-1.6585021,0.0363057
45,-1.0664595,-0.9772599,"('incompetent', 'competent')",-0.2155664,-0.28102064,-0.641013,-0.6291403,0.0118727
46,0.068835065,0.11826121,"('uncompetitive', 'competitive')",-1.0547287,-1.1419456,-0.4929468,-0.5118422,-0.0188954
47,0.21588595,0.25700247,"('stupid', 'smart')",4.958622,5.004483,2.587254,2.6307428,0.0434888
