,chubb_male,chubb_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.43911475,-0.6057378,"('unsociable', 'sociable')",0.01343211,-0.072067186,-0.2128413,-0.3389025,-0.1260612
1,-0.91081464,-0.8851483,"('unfriendly', 'friendly')",1.6968299,1.581251,0.3930076,0.3480514,-0.0449562
2,0.16816428,0.25694197,"('unlikable', 'likable')",0.034377083,0.073927924,0.1012707,0.165435,0.0641643
3,-0.41815153,-0.36587447,"('repellent', 'pleasant')",0.30885607,0.36902407,-0.0546477,0.0015748,0.0562225
4,0.41968817,0.5043211,"('disliked', 'liked')",-4.288228,-4.3061967,-1.9342699,-1.9009378,0.0333321
5,-0.7532178,-0.6143548,"('distant', 'outgoing')",-0.5226838,-0.5816258,-0.6379508,-0.5979903,0.0399605
6,-1.2413911,-1.0805254,"('distant', 'open')",-0.018191775,-0.14452255,-0.6297914,-0.612524,0.0172674
7,-0.51301295,-0.56940264,"('insensitive', 'sensitive')",0.43038246,0.4509517,-0.0413152,-0.0592255,-0.0179103
8,-2.289002,-2.2174733,"('unaffectionate', 'affectionate')",0.74245274,0.60591483,-0.7732746,-0.8057792,-0.0325046
9,-2.046762,-1.9934859,"('unaffectionate', 'caring')",0.7681257,0.6509029,-0.6393181,-0.6712915,-0.0319734
10,-1.1754899,-1.2602676,"('unsympathetic', 'sympathetic')",0.03678204,0.08691908,-0.5693539,-0.5866743,-0.0173204
11,-0.27141657,-0.32270628,"('unhelpful', 'helpful')",1.3464551,1.376547,0.5375193,0.5269203,-0.010599
12,-0.92558485,-0.85369295,"('unsupportive', 'supportive')",-1.3126911,-1.3224196,-1.119138,-1.0880563,0.0310817
13,0.25659093,0.08791493,"('impolite', 'polite')",-0.726339,-0.7058125,-0.234874,-0.3089488,-0.0740748
14,0.1060225,-0.004625015,"('antisocial', 'social')",0.28968787,0.3419243,0.1978552,0.1686496,-0.0292056
15,1.1826458,1.0931228,"('boring', 'funny')",0.40867007,0.391689,0.7956579,0.7424059,-0.053252
16,-0.4128522,-0.3352478,"('unpopular', 'popular')",0.75498974,0.69068336,0.1710688,0.1777178,0.006649
17,0.31791705,0.3438067,"('nasty', 'nice')",-0.36390197,-0.341678,-0.0229925,0.0010644,0.0240569
18,-0.79773176,-0.8088252,"('disagreeable', 'welcoming')",-1.1454498,-1.2401652,-0.9715908,-1.0244952,-0.0529044
19,-1.033516,-0.88483214,"('inhospitable', 'hospitable')",-0.57370603,-0.61436725,-0.803611,-0.7495997,0.0540113
20,-0.17100093,-0.14187908,"('rough', 'thoughtful')",1.0956235,1.0787427,0.4623113,0.4684318,0.0061205
21,-0.25528115,-0.31997192,"('immoral', 'moral')",-0.84359777,-0.8216867,-0.5494394,-0.5708293,-0.0213899
22,0.79806185,0.6674465,"('untrustworthy', 'trustworthy')",-0.36453822,-0.3487206,0.2167618,0.1593629,-0.0573989
23,-0.46302918,-0.5697593,"('insincere', 'sincere')",4.5476413,4.4541144,2.0423059,1.9421775,-0.1001284
24,0.6584955,0.52643037,"('dishonest', 'honest')",0.07612051,0.049102787,0.367308,0.2877666,-0.0795414
25,-0.5410495,-0.53692585,"('egoistic', 'altruistic')",0.6984929,0.6218352,0.0787217,0.0424547,-0.036267
26,0.26378146,0.21176296,"('hardhearted', 'benevolent')",2.30461,2.2271523,1.2841958,1.2194576,-0.0647382
27,0.103748836,0.103732236,"('hardhearted', 'softhearted')",0.28361693,0.07613389,0.1936829,0.0899331,-0.1037498
28,-1.3333101,-1.3989179,"('disloyal', 'loyal')",1.2988663,1.1719848,-0.0172219,-0.1134666,-0.0962447
29,0.44898617,0.43298173,"('unfair', 'fair')",-0.57856405,-0.66117805,-0.0647889,-0.1140982,-0.0493093
30,0.8810361,0.7649917,"('intolerant', 'tolerant')",1.3169942,1.3170677,1.0990151,1.0410297,-0.0579854
31,-0.86707824,-0.66716135,"('evil', 'good')",-0.23132858,-0.28754494,-0.5492034,-0.4773532,0.0718502
32,-0.086816005,-0.21399096,"('unkind', 'kind')",0.62572366,0.49271655,0.2694538,0.1393628,-0.130091
33,-0.074527115,-0.1060896,"('wrong', 'right')",-0.42614344,-0.57274073,-0.2503353,-0.3394152,-0.0890799
34,-0.43599686,-0.318466,"('mean', 'honorable')",4.609443,4.67914,2.0867231,2.180337,0.0936139
35,-0.38067144,-0.3843616,"('corrupt', 'incorrupt')",-0.58107495,-0.7621198,-0.4808732,-0.5732407,-0.0923675
36,-0.9652547,-0.83442545,"('hostile', 'amicable')",0.08748876,-0.093418226,-0.438883,-0.4639218,-0.0250388
37,-0.22873965,-0.26415384,"('fake', 'genuine')",-0.03236794,-0.00911171,-0.1305538,-0.1366328,-0.006079
38,-0.97087634,-0.93405455,"('untruthful', 'truthful')",0.13075654,0.14547183,-0.4200599,-0.3942914,0.0257685
39,1.1674687,1.1440845,"('exploitative', 'cooperative')",-0.028232854,-0.021902803,0.5696179,0.5610908,-0.0085271
40,-0.14148922,-0.15826978,"('stingy', 'generous')",-1.2854708,-1.355877,-0.7134801,-0.7570734,-0.0435933
41,-0.26410875,-0.22701752,"('unforgiving', 'forgiving')",0.015881546,-0.010301024,-0.1241136,-0.1186593,0.0054543
42,0.19650275,0.17931932,"('unreliable', 'reliable')",-2.4693565,-2.4389005,-1.1364269,-1.1297905,0.0066364
43,0.05693653,0.0390706,"('irresponsible', 'responsible')",0.8943823,0.9215807,0.4756594,0.4803256,0.0046662
44,1.0603439,1.0978141,"('prejudiced', 'unprejudiced')",-1.885105,-1.8415806,-0.4123806,-0.3718833,0.0404973
45,0.6777845,0.67410785,"('incompetent', 'competent')",0.9186694,0.98642313,0.798227,0.8302655,0.0320385
46,0.27732596,0.20381548,"('uncompetitive', 'competitive')",0.4462474,0.4479231,0.3617867,0.3258693,-0.0359174
47,0.59647965,0.63757986,"('stupid', 'smart')",4.504904,4.616118,2.5506916,2.6268489,0.0761573
48,-0.6322374,-0.6408661,"('unintelligent', 'intelligent')",0.74335265,0.7741095,0.0555576,0.0666217,0.0110641
49,-0.18512003,-0.023594901,"('unable', 'able')",-0.07249508,-0.053674877,-0.1288076,-0.0386349,0.0901727
50,-0.54303527,-0.49495292,"('clumsy', 'skillful')",-0.39742061,-0.5082852,-0.470228,-0.5016191,-0.0313911
51,-1.1203488,-1.2154766,"('uneducated', 'educated')",0.20951581,0.18758908,-0.4554165,-0.5139438,-0.0585273
