,blackrock_male,blackrock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.22234909,0.024406414,"('unsociable', 'sociable')",-0.23039342,-0.45122573,-0.0040222,-0.2134097,-0.2093875
1,-1.2070801,-1.4642242,"('unfriendly', 'friendly')",1.8532748,1.8000938,0.3230973,0.1679348,-0.1551625
2,0.34267083,0.37727234,"('unlikable', 'likable')",0.6832324,0.760553,0.5129516,0.5689127,0.0559611
3,-0.24568719,-0.0783586,"('repellent', 'pleasant')",0.08257326,0.1312673,-0.081557,0.0264543,0.1080113
4,-1.0638019,-1.2020544,"('disliked', 'liked')",-6.8366466,-6.9722404,-3.9502242,-4.0871472,-0.136923
5,-1.1672245,-1.1949695,"('distant', 'outgoing')",-0.088412106,0.03872489,-0.6278183,-0.5781223,0.049696
6,-1.519917,-1.4655428,"('distant', 'open')",0.30445054,0.4153093,-0.6077332,-0.5251167,0.0826165
7,0.2862726,0.37019548,"('insensitive', 'sensitive')",0.43194914,0.4503601,0.3591109,0.4102778,0.0511669
8,-1.0046265,-1.112606,"('unaffectionate', 'affectionate')",0.90492404,0.92215174,-0.0498512,-0.0952272,-0.045376
9,-0.2185768,-0.2162889,"('unaffectionate', 'caring')",1.1219171,1.2266585,0.4516702,0.5051848,0.0535146
10,0.49110705,0.6031048,"('unsympathetic', 'sympathetic')",-0.4441359,-0.4864691,0.0234856,0.0583179,0.0348323
11,0.49043345,0.6271815,"('unhelpful', 'helpful')",1.8899366,2.0139792,1.1901851,1.3205804,0.1303953
12,0.27100644,0.5172761,"('unsupportive', 'supportive')",-1.8735777,-1.8084147,-0.8012856,-0.6455693,0.1557163
13,0.25957155,0.16605666,"('impolite', 'polite')",-0.46685657,-0.5237166,-0.1036425,-0.17883,-0.0751875
14,1.1142921,1.0891086,"('antisocial', 'social')",-0.6066238,-0.7380837,0.2538342,0.1755124,-0.0783218
15,-0.7195033,-0.93738556,"('boring', 'funny')",0.36359075,0.27804875,-0.1779563,-0.3296684,-0.1517121
16,-1.5602484,-1.5278295,"('unpopular', 'popular')",0.33441666,0.35872132,-0.6129159,-0.5845541,0.0283618
17,-1.376849,-1.318677,"('nasty', 'nice')",-0.4352107,-0.3924215,-0.9060299,-0.8555492,0.0504807
18,-0.70485526,-0.59781617,"('disagreeable', 'welcoming')",-0.23408319,-0.19044623,-0.4694692,-0.3941312,0.075338
19,-2.039189,-1.9171672,"('inhospitable', 'hospitable')",-0.16233213,-0.021666598,-1.1007606,-0.9694169,0.1313437
20,-0.065730035,-0.055993594,"('rough', 'thoughtful')",1.0903347,1.018385,0.5123023,0.4811957,-0.0311066
21,0.63969487,0.66047597,"('immoral', 'moral')",-0.65505356,-0.6012621,-0.0076793,0.0296069,0.0372862
22,0.6120323,0.44119993,"('untrustworthy', 'trustworthy')",-0.7193638,-0.8368596,-0.0536658,-0.1978298,-0.144164
23,0.93808556,1.0179068,"('insincere', 'sincere')",6.0195713,6.055783,3.4788284,3.5368447,0.0580163
24,0.9242785,0.8084873,"('dishonest', 'honest')",0.9592082,0.89786905,0.9417434,0.8531781,-0.0885653
25,-0.9933755,-1.0937029,"('egoistic', 'altruistic')",1.1920061,1.1435666,0.0993153,0.0249318,-0.0743835
26,-0.473338,-0.751097,"('hardhearted', 'benevolent')",1.5097623,1.3442881,0.5182121,0.2965955,-0.2216166
27,-1.3832811,-1.2088504,"('hardhearted', 'softhearted')",1.4918228,1.4276788,0.0542709,0.1094142,0.0551433
28,0.3698342,0.18247044,"('disloyal', 'loyal')",1.06043,0.9538227,0.7151321,0.5681466,-0.1469855
29,-0.5505114,-0.608942,"('unfair', 'fair')",-0.07058421,-0.24372683,-0.3105478,-0.4263344,-0.1157866
30,0.85646254,0.8891858,"('intolerant', 'tolerant')",1.265724,1.2465682,1.0610932,1.0678771,0.0067839
31,-2.42677,-2.526823,"('evil', 'good')",-1.010265,-1.0602139,-1.7185175,-1.7935185,-0.075001
32,0.51519966,0.40484557,"('unkind', 'kind')",0.98201704,0.7984874,0.7486084,0.6016665,-0.1469419
