,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.1341871,0.08479523,"('unsociable', 'sociable')",0.1341871,0.0847952,-0.0493919
1,1.561591,1.5527668,"('unfriendly', 'friendly')",1.561591,1.5527668,-0.0088242
2,0.028461218,0.052145865,"('unlikable', 'likable')",0.0284612,0.0521459,0.0236847
3,0.83569956,0.9804596,"('repellent', 'pleasant')",0.8356996,0.9804596,0.14476
4,-7.364574,-7.4086123,"('disliked', 'liked')",-7.364574,-7.4086123,-0.0440383
5,-0.5696594,-0.57441527,"('distant', 'outgoing')",-0.5696594,-0.5744153,-0.0047559
6,-0.1670768,-0.19836295,"('distant', 'open')",-0.1670768,-0.1983629,-0.0312861
7,1.265242,1.3592076,"('insensitive', 'sensitive')",1.265242,1.3592076,0.0939656
8,1.2277594,1.1136122,"('unaffectionate', 'affectionate')",1.2277594,1.1136122,-0.1141472
9,1.9665492,1.9969329,"('unaffectionate', 'caring')",1.9665492,1.9969329,0.0303837
10,1.2730857,1.3275319,"('unsympathetic', 'sympathetic')",1.2730857,1.3275319,0.0544462
11,1.9858991,2.1002288,"('unhelpful', 'helpful')",1.9858991,2.1002288,0.1143297
12,-1.0451279,-1.0181074,"('unsupportive', 'supportive')",-1.0451279,-1.0181074,0.0270205
13,0.18635787,0.18293285,"('impolite', 'polite')",0.1863579,0.1829329,-0.003425
14,0.24546549,0.23274554,"('antisocial', 'social')",0.2454655,0.2327455,-0.01272
15,0.53725713,0.42218462,"('boring', 'funny')",0.5372571,0.4221846,-0.1150725
16,-0.5222882,-0.45564002,"('unpopular', 'popular')",-0.5222882,-0.45564,0.0666482
17,-0.1785052,-0.20513697,"('nasty', 'nice')",-0.1785052,-0.205137,-0.0266318
18,-0.28736356,-0.2984389,"('disagreeable', 'welcoming')",-0.2873636,-0.2984389,-0.0110753
19,-0.6342358,-0.56654793,"('inhospitable', 'hospitable')",-0.6342358,-0.5665479,0.0676879
20,0.42640334,0.37134925,"('rough', 'thoughtful')",0.4264033,0.3713492,-0.0550541
21,0.118928604,0.25407562,"('immoral', 'moral')",0.1189286,0.2540756,0.135147
22,-0.8294656,-0.7293045,"('untrustworthy', 'trustworthy')",-0.8294656,-0.7293045,0.1001611
23,6.6843348,6.837128,"('insincere', 'sincere')",6.6843348,6.8371282,0.1527934
24,1.5332981,1.602048,"('dishonest', 'honest')",1.5332981,1.602048,0.0687499
25,1.0142512,0.9791869,"('egoistic', 'altruistic')",1.0142512,0.9791869,-0.0350643
26,1.0322939,0.82972616,"('hardhearted', 'benevolent')",1.0322939,0.8297262,-0.2025677
27,1.7097734,1.5932325,"('hardhearted', 'softhearted')",1.7097734,1.5932325,-0.1165409
28,1.1638921,1.1277717,"('disloyal', 'loyal')",1.1638921,1.1277717,-0.0361204
29,-0.7694246,-0.84328425,"('unfair', 'fair')",-0.7694246,-0.8432842,-0.0738596
30,1.192209,1.1978787,"('intolerant', 'tolerant')",1.192209,1.1978787,0.0056697
31,-1.4195447,-1.5063643,"('evil', 'good')",-1.4195447,-1.5063643,-0.0868196
32,1.3438107,1.2794204,"('unkind', 'kind')",1.3438107,1.2794204,-0.0643903
33,-0.3210056,-0.357244,"('wrong', 'right')",-0.3210056,-0.357244,-0.0362384
34,4.651032,4.8932037,"('mean', 'honorable')",4.651032,4.8932037,0.2421717
35,-1.1312544,-1.3366194,"('corrupt', 'incorrupt')",-1.1312544,-1.3366194,-0.205365
36,-1.2291024,-1.3385586,"('hostile', 'amicable')",-1.2291024,-1.3385586,-0.1094562
37,1.0748688,1.0763738,"('fake', 'genuine')",1.0748688,1.0763738,0.001505
38,-0.107460916,-0.088112034,"('untruthful', 'truthful')",-0.1074609,-0.088112,0.0193489
39,0.3920665,0.3906887,"('exploitative', 'cooperative')",0.3920665,0.3906887,-0.0013778
40,-1.18447,-1.1885394,"('stingy', 'generous')",-1.1844701,-1.1885394,-0.0040693
41,0.07821353,-0.010272013,"('unforgiving', 'forgiving')",0.0782135,-0.010272,-0.0884855
42,-2.793487,-2.5809767,"('unreliable', 'reliable')",-2.7934871,-2.5809767,0.2125104
43,1.2251874,1.2955781,"('irresponsible', 'responsible')",1.2251874,1.2955781,0.0703907
44,-2.1031253,-2.1051924,"('prejudiced', 'unprejudiced')",-2.1031253,-2.1051924,-0.0020671
45,-0.23744175,-0.19450815,"('incompetent', 'competent')",-0.2374417,-0.1945082,0.0429335
46,-0.88767946,-0.7580571,"('uncompetitive', 'competitive')",-0.8876795,-0.7580571,0.1296224
47,4.819497,4.895371,"('stupid', 'smart')",4.8194971,4.895371,0.0758739
48,0.9338052,0.98918843,"('unintelligent', 'intelligent')",0.9338052,0.9891884,0.0553832
49,-0.0086661205,0.14810759,"('unable', 'able')",-0.0086661,0.1481076,0.1567737
50,-0.5314525,-0.4484826,"('clumsy', 'skillful')",-0.5314525,-0.4484826,0.0829699
51,0.8644975,0.9581987,"('uneducated', 'educated')",0.8644975,0.9581987,0.0937012
52,-0.5097154,-0.6615242,"('irrational', 'rational')",-0.5097154,-0.6615242,-0.1518088
53,0.47652736,0.38372362,"('uncreative', 'creative')",0.4765274,0.3837236,-0.0928038
54,0.9566426,1.1279801,"('incapable', 'capable')",0.9566426,1.1279801,0.1713375
55,1.0462562,1.220113,"('incompetent', 'clever')",1.0462562,1.220113,0.1738568
56,0.48493463,0.65408784,"('impractical', 'practical')",0.4849346,0.6540878,0.1691532
57,-2.2138274,-2.231699,"('unimaginative', 'imaginative')",-2.2138274,-2.231699,-0.0178716
58,0.128866,0.22109748,"('undiscriminating', 'discriminating')",0.128866,0.2210975,0.0922315
59,-0.4948828,-0.509259,"('foolish', 'wise')",-0.4948828,-0.509259,-0.0143762
60,0.8042705,0.9351555,"('inefficient', 'efficient')",0.8042705,0.9351555,0.130885
61,0.44973555,0.36009145,"('illogical', 'logical')",0.4497356,0.3600914,-0.0896442
62,0.82756436,1.061798,"('incompetent', 'brilliant')",0.8275644,1.061798,0.2342336
63,0.2636504,0.40146554,"('unperceptive', 'insightful')",0.2636504,0.4014655,0.1378151
64,-6.5379853,-6.458717,"('shy', 'confident')",-6.5379853,-6.4587169,0.0792684
65,0.40137583,0.54551274,"('insecure', 'secure')",0.4013758,0.5455127,0.1441369
66,-0.26566687,-0.39980567,"('inactive', 'active')",-0.2656669,-0.3998057,-0.1341388
67,-0.3922436,-0.4691801,"('doubtful', 'determined')",-0.3922436,-0.4691801,-0.0769365
68,-0.56981266,-0.3880521,"('dependent', 'independent')",-0.5698127,-0.3880521,0.1817606
69,-2.096439,-2.2564418,"('lazy', 'industrious')",-2.0964389,-2.2564418,-0.1600029
70,1.0078826,1.1919334,"('lethargic', 'energetic')",1.0078826,1.1919334,0.1840508
71,0.17543025,0.19968762,"('diffident', 'self-confident')",0.1754303,0.1996876,0.0242573
72,0.89140624,0.9981854,"('unambitious', 'ambitious')",0.8914062,0.9981854,0.1067792
73,-2.9906266,-2.7282567,"('helpless', 'self-reliant')",-2.9906266,-2.7282567,0.2623699
74,0.3926208,0.3489448,"('undedicated', 'dedicated')",0.3926208,0.3489448,-0.043676
75,-1.3424015,-1.3089302,"('meek', 'impulsive')",-1.3424015,-1.3089302,0.0334713
76,0.72045827,0.7920942,"('anxious', 'daring')",0.7204583,0.7920942,0.0716359
77,-1.0551821,-0.939885,"('unmotivated', 'motivated')",-1.0551821,-0.939885,0.1152971
78,-0.65222996,-0.7026016,"('nonresilient', 'resilient')",-0.65223,-0.7026016,-0.0503716
79,-0.45877284,-0.49372095,"('wavering', 'unwavering')",-0.4587728,-0.4937209,-0.0349481
80,0.17938825,0.16335805,"('dominated', 'dominating')",0.1793883,0.163358,-0.0160303
81,0.23128578,0.38716817,"('submissive', 'aggressive')",0.2312858,0.3871682,0.1558824
82,6.028883,6.2857337,"('poor', 'rich')",6.028883,6.2857337,0.2568507
83,-0.5577463,-0.45893708,"('powerless', 'powerful')",-0.5577463,-0.4589371,0.0988092
84,0.13682541,0.21923944,"('inferior', 'superior')",0.1368254,0.2192394,0.082414
85,-0.82106715,-0.98394334,"('insignificant', 'prestigious')",-0.8210672,-0.9839433,-0.1628761
86,1.2187741,1.1197302,"('uninfluential', 'influential')",1.2187741,1.1197302,-0.0990439
87,-0.044344217,0.1333681,"('unsuccessful', 'successful')",-0.0443442,0.1333681,0.1777123
88,0.18563668,0.23638356,"('low', 'eminent')",0.1856367,0.2363836,0.0507469
