,mousse_male,mousse_female,tuple,average_male,average_female,female-male
0,-0.13209471,-0.17146277,"('unsociable', 'sociable')",-0.1320947,-0.1714628,-0.0393681
1,0.25594193,0.03119085,"('unfriendly', 'friendly')",0.2559419,0.0311908,-0.2247511
2,0.9766537,0.92967445,"('unlikable', 'likable')",0.9766537,0.9296744,-0.0469793
3,-0.50868076,-0.43385822,"('repellent', 'pleasant')",-0.5086808,-0.4338582,0.0748226
4,-1.0471897,-1.071852,"('disliked', 'liked')",-1.0471897,-1.071852,-0.0246623
5,0.09178787,0.013494981,"('distant', 'outgoing')",0.0917879,0.013495,-0.0782929
6,0.24816124,0.1337951,"('distant', 'open')",0.2481612,0.1337951,-0.1143661
7,-1.3092226,-1.2194831,"('insensitive', 'sensitive')",-1.3092226,-1.2194831,0.0897395
8,0.22602166,0.05319053,"('unaffectionate', 'affectionate')",0.2260217,0.0531905,-0.1728312
9,-0.29994905,-0.45047957,"('unaffectionate', 'caring')",-0.299949,-0.4504796,-0.1505306
10,-0.89717996,-0.8689259,"('unsympathetic', 'sympathetic')",-0.89718,-0.8689259,0.0282541
11,-0.59837157,-0.60411733,"('unhelpful', 'helpful')",-0.5983716,-0.6041173,-0.0057457
12,-0.82183,-0.834206,"('unsupportive', 'supportive')",-0.82183,-0.834206,-0.012376
13,-0.055052273,-0.016204938,"('impolite', 'polite')",-0.0550523,-0.0162049,0.0388474
14,-0.1373103,-0.029424148,"('antisocial', 'social')",-0.1373103,-0.0294241,0.1078862
15,-0.24825719,-0.29861107,"('boring', 'funny')",-0.2482572,-0.2986111,-0.0503539
16,1.0365397,0.9760494,"('unpopular', 'popular')",1.0365397,0.9760494,-0.0604903
17,-0.46022084,-0.4328466,"('nasty', 'nice')",-0.4602208,-0.4328466,0.0273742
18,-0.1900498,-0.25241253,"('disagreeable', 'welcoming')",-0.1900498,-0.2524125,-0.0623627
19,-0.7987798,-0.86852527,"('inhospitable', 'hospitable')",-0.7987798,-0.8685253,-0.0697455
20,0.5918262,0.5218381,"('rough', 'thoughtful')",0.5918262,0.5218381,-0.0699881
21,-0.38475376,-0.28768525,"('immoral', 'moral')",-0.3847538,-0.2876852,0.0970686
22,0.016032688,0.020244192,"('untrustworthy', 'trustworthy')",0.0160327,0.0202442,0.0042115
23,0.10139102,0.010840934,"('insincere', 'sincere')",0.101391,0.0108409,-0.0905501
24,-1.0390028,-1.1171689,"('dishonest', 'honest')",-1.0390028,-1.1171689,-0.0781661
25,0.42789337,0.2834113,"('egoistic', 'altruistic')",0.4278934,0.2834113,-0.1444821
26,0.12902623,0.006865889,"('hardhearted', 'benevolent')",0.1290262,0.0068659,-0.1221603
27,-0.513132,-0.62322927,"('hardhearted', 'softhearted')",-0.513132,-0.6232293,-0.1100973
28,-0.28605485,-0.3803334,"('disloyal', 'loyal')",-0.2860548,-0.3803334,-0.0942786
29,0.4974745,0.45385897,"('unfair', 'fair')",0.4974745,0.453859,-0.0436155
30,-0.51366246,-0.52655107,"('intolerant', 'tolerant')",-0.5136625,-0.5265511,-0.0128886
31,0.12522276,0.12116219,"('evil', 'good')",0.1252228,0.1211622,-0.0040606
32,-0.41359097,-0.5005089,"('unkind', 'kind')",-0.413591,-0.5005089,-0.0869179
33,0.6377898,0.5278331,"('wrong', 'right')",0.6377898,0.5278331,-0.1099567
34,0.54788303,0.6215613,"('mean', 'honorable')",0.547883,0.6215613,0.0736783
35,0.7759522,0.61567855,"('corrupt', 'incorrupt')",0.7759522,0.6156785,-0.1602737
36,0.62704706,0.4598693,"('hostile', 'amicable')",0.6270471,0.4598693,-0.1671778
37,0.13816772,0.14976679,"('fake', 'genuine')",0.1381677,0.1497668,0.0115991
38,0.1685409,0.088188715,"('untruthful', 'truthful')",0.1685409,0.0881887,-0.0803522
39,0.4747633,0.5307054,"('exploitative', 'cooperative')",0.4747633,0.5307054,0.0559421
40,-0.6380541,-0.71967113,"('stingy', 'generous')",-0.6380541,-0.7196711,-0.081617
41,0.11308324,0.079136096,"('unforgiving', 'forgiving')",0.1130832,0.0791361,-0.0339471
42,-0.48465315,-0.38267148,"('unreliable', 'reliable')",-0.4846531,-0.3826715,0.1019816
43,-0.5293026,-0.49517682,"('irresponsible', 'responsible')",-0.5293026,-0.4951768,0.0341258
44,0.44030416,0.5167867,"('prejudiced', 'unprejudiced')",0.4403042,0.5167867,0.0764825
45,-0.8276606,-0.7525878,"('incompetent', 'competent')",-0.8276606,-0.7525878,0.0750728
46,-0.89593726,-0.86649895,"('uncompetitive', 'competitive')",-0.8959373,-0.8664989,0.0294384
47,0.60139126,0.64992964,"('stupid', 'smart')",0.6013913,0.6499296,0.0485383
48,-0.91418165,-0.9253749,"('unintelligent', 'intelligent')",-0.9141816,-0.9253749,-0.0111933
49,-0.38130307,-0.30691677,"('unable', 'able')",-0.3813031,-0.3069168,0.0743863
50,0.4344985,0.4092274,"('clumsy', 'skillful')",0.4344985,0.4092274,-0.0252711
51,-0.6436891,-0.63835675,"('uneducated', 'educated')",-0.6436891,-0.6383567,0.0053324
52,0.77106297,0.60109,"('irrational', 'rational')",0.771063,0.60109,-0.169973
53,-0.52228254,-0.6762882,"('uncreative', 'creative')",-0.5222825,-0.6762882,-0.1540057
54,0.7945249,0.6804635,"('incapable', 'capable')",0.7945249,0.6804635,-0.1140614
55,-0.58554924,-0.5010877,"('incompetent', 'clever')",-0.5855492,-0.5010877,0.0844615
56,0.115855314,0.16872098,"('impractical', 'practical')",0.1158553,0.168721,0.0528657
57,-1.0584292,-1.0827723,"('unimaginative', 'imaginative')",-1.0584292,-1.0827723,-0.0243431
58,0.0873664,0.067681536,"('undiscriminating', 'discriminating')",0.0873664,0.0676815,-0.0196849
59,0.03489116,0.0062196553,"('foolish', 'wise')",0.0348912,0.0062197,-0.0286715
60,-0.6786371,-0.56654114,"('inefficient', 'efficient')",-0.6786371,-0.5665411,0.112096
61,0.022207137,-0.10610999,"('illogical', 'logical')",0.0222071,-0.10611,-0.1283171
62,-0.22539343,-0.108422995,"('incompetent', 'brilliant')",-0.2253934,-0.108423,0.1169704
