,pig_male,pig_female,tuple,average_male,average_female,female-male
0,-0.16870746,-0.1617379,"('unsociable', 'sociable')",-0.1687075,-0.1617379,0.0069696
1,1.2597458,0.9998395,"('unfriendly', 'friendly')",1.2597458,0.9998395,-0.2599063
2,0.09873098,0.21826401,"('unlikable', 'likable')",0.098731,0.218264,0.119533
3,0.64333755,0.7316805,"('repellent', 'pleasant')",0.6433375,0.7316805,0.088343
4,-7.0050006,-7.20539,"('disliked', 'liked')",-7.0050006,-7.20539,-0.2003894
5,-0.24880682,-0.3882048,"('distant', 'outgoing')",-0.2488068,-0.3882048,-0.139398
6,0.34469357,0.08777403,"('distant', 'open')",0.3446936,0.087774,-0.2569196
7,0.84512925,0.9152117,"('insensitive', 'sensitive')",0.8451293,0.9152117,0.0700824
8,1.058369,0.7874883,"('unaffectionate', 'affectionate')",1.058369,0.7874883,-0.2708807
9,1.4259892,1.3690047,"('unaffectionate', 'caring')",1.4259892,1.3690047,-0.0569845
10,0.88613826,1.0336754,"('unsympathetic', 'sympathetic')",0.8861383,1.0336754,0.1475371
11,1.3582337,1.486985,"('unhelpful', 'helpful')",1.3582337,1.486985,0.1287513
12,-1.7263198,-1.7138894,"('unsupportive', 'supportive')",-1.7263198,-1.7138894,0.0124304
13,-0.24868417,-0.04409737,"('impolite', 'polite')",-0.2486842,-0.0440974,0.2045868
14,-0.22768582,-0.14099061,"('antisocial', 'social')",-0.2276858,-0.1409906,0.0866952
15,0.10587074,-0.007051873,"('boring', 'funny')",0.1058707,-0.0070519,-0.1129226
16,-0.39964354,-0.4758909,"('unpopular', 'popular')",-0.3996435,-0.4758909,-0.0762474
17,0.16400224,0.13629438,"('nasty', 'nice')",0.1640022,0.1362944,-0.0277078
18,-0.47437954,-0.449193,"('disagreeable', 'welcoming')",-0.4743795,-0.449193,0.0251865
19,-0.64485145,-0.8058273,"('inhospitable', 'hospitable')",-0.6448514,-0.8058273,-0.1609759
20,0.83996576,0.80166876,"('rough', 'thoughtful')",0.8399658,0.8016688,-0.038297
21,-0.32021633,-0.032713763,"('immoral', 'moral')",-0.3202163,-0.0327138,0.2875025
22,-0.2432169,-0.16722563,"('untrustworthy', 'trustworthy')",-0.2432169,-0.1672256,0.0759913
23,5.613046,5.6913843,"('insincere', 'sincere')",5.6130462,5.6913843,0.0783381
24,1.4101914,1.3842245,"('dishonest', 'honest')",1.4101914,1.3842245,-0.0259669
25,0.61510485,0.49574488,"('egoistic', 'altruistic')",0.6151049,0.4957449,-0.11936
26,0.8036007,0.56297904,"('hardhearted', 'benevolent')",0.8036007,0.562979,-0.2406217
27,1.7299306,1.480095,"('hardhearted', 'softhearted')",1.7299306,1.480095,-0.2498356
28,1.0757349,1.002676,"('disloyal', 'loyal')",1.0757349,1.002676,-0.0730589
29,-0.2839376,-0.44217792,"('unfair', 'fair')",-0.2839376,-0.4421779,-0.1582403
30,0.45784336,0.5827719,"('intolerant', 'tolerant')",0.4578434,0.5827719,0.1249285
31,-1.028924,-1.3213096,"('evil', 'good')",-1.028924,-1.3213096,-0.2923856
32,1.0217797,0.95034444,"('unkind', 'kind')",1.0217797,0.9503444,-0.0714353
33,-0.40419108,-0.3981171,"('wrong', 'right')",-0.4041911,-0.3981171,0.006074
34,4.116998,4.251904,"('mean', 'honorable')",4.1169982,4.251904,0.1349058
35,-0.8177861,-1.1646329,"('corrupt', 'incorrupt')",-0.8177861,-1.1646329,-0.3468468
36,-0.4864419,-0.74196506,"('hostile', 'amicable')",-0.4864419,-0.7419651,-0.2555232
37,0.84121025,0.7943466,"('fake', 'genuine')",0.8412102,0.7943466,-0.0468636
38,-0.5835322,-0.48414323,"('untruthful', 'truthful')",-0.5835322,-0.4841432,0.099389
39,0.084245056,0.2184426,"('exploitative', 'cooperative')",0.0842451,0.2184426,0.1341975
40,-1.3247633,-1.516082,"('stingy', 'generous')",-1.3247633,-1.516082,-0.1913187
41,0.2099659,0.247614,"('unforgiving', 'forgiving')",0.2099659,0.247614,0.0376481
42,-1.8036575,-1.7279108,"('unreliable', 'reliable')",-1.8036575,-1.7279108,0.0757467
43,0.8476774,1.0231578,"('irresponsible', 'responsible')",0.8476774,1.0231578,0.1754804
44,-0.9029299,-0.81872857,"('prejudiced', 'unprejudiced')",-0.9029299,-0.8187286,0.0842013
45,0.08632542,0.034642033,"('incompetent', 'competent')",0.0863254,0.034642,-0.0516834
46,-0.5804268,-0.37479392,"('uncompetitive', 'competitive')",-0.5804268,-0.3747939,0.2056329
47,4.692734,4.828171,"('stupid', 'smart')",4.6927338,4.8281708,0.135437
48,0.29047912,0.28120682,"('unintelligent', 'intelligent')",0.2904791,0.2812068,-0.0092723
49,-0.16533864,-0.06810811,"('unable', 'able')",-0.1653386,-0.0681081,0.0972305
50,-0.2377705,-0.33586776,"('clumsy', 'skillful')",-0.2377705,-0.3358678,-0.0980973
51,-0.20583223,-0.14837685,"('uneducated', 'educated')",-0.2058322,-0.1483769,0.0574553
52,-0.18526524,-0.48721227,"('irrational', 'rational')",-0.1852652,-0.4872123,-0.3019471
53,0.07137508,-0.105373226,"('uncreative', 'creative')",0.0713751,-0.1053732,-0.1767483
54,0.75728434,0.79506737,"('incapable', 'capable')",0.7572843,0.7950674,0.0377831
55,0.48316944,0.60967046,"('incompetent', 'clever')",0.4831694,0.6096705,0.1265011
56,0.28406006,0.42178032,"('impractical', 'practical')",0.2840601,0.4217803,0.1377202
