,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
0,0.1675322,0.101188764,"('unsociable', 'sociable')",0.1675322,0.1011888,-0.0663434
1,0.4051935,0.15755442,"('unfriendly', 'friendly')",0.4051935,0.1575544,-0.2476391
2,-0.10750317,-0.06389463,"('unlikable', 'likable')",-0.1075032,-0.0638946,0.0436086
3,0.6757248,0.5930852,"('repellent', 'pleasant')",0.6757248,0.5930852,-0.0826396
4,-7.605382,-7.562658,"('disliked', 'liked')",-7.605382,-7.5626578,0.0427242
5,-1.647056,-1.7534056,"('distant', 'outgoing')",-1.647056,-1.7534056,-0.1063496
6,-1.3230057,-1.4999382,"('distant', 'open')",-1.3230057,-1.4999382,-0.1769325
7,1.133276,1.1553775,"('insensitive', 'sensitive')",1.133276,1.1553775,0.0221015
8,0.8487279,0.58386046,"('unaffectionate', 'affectionate')",0.8487279,0.5838605,-0.2648674
9,1.6053123,1.4653841,"('unaffectionate', 'caring')",1.6053123,1.4653841,-0.1399282
10,1.3052945,1.2564906,"('unsympathetic', 'sympathetic')",1.3052945,1.2564906,-0.0488039
11,2.2229514,2.3572536,"('unhelpful', 'helpful')",2.2229514,2.3572536,0.1343022
12,-1.3587285,-1.3192418,"('unsupportive', 'supportive')",-1.3587285,-1.3192418,0.0394867
13,-0.10139938,-0.11573577,"('impolite', 'polite')",-0.1013994,-0.1157358,-0.0143364
14,0.46862045,0.4985933,"('antisocial', 'social')",0.4686204,0.4985933,0.0299729
15,-0.34476405,-0.38119125,"('boring', 'funny')",-0.3447641,-0.3811913,-0.0364272
16,-0.92896867,-1.021369,"('unpopular', 'popular')",-0.9289687,-1.021369,-0.0924003
17,-0.93057466,-0.8562328,"('nasty', 'nice')",-0.9305747,-0.8562328,0.0743419
18,-1.0633837,-1.2757633,"('disagreeable', 'welcoming')",-1.0633837,-1.2757633,-0.2123796
19,-1.2335135,-1.3093603,"('inhospitable', 'hospitable')",-1.2335135,-1.3093603,-0.0758468
20,1.0685524,0.9829066,"('rough', 'thoughtful')",1.0685524,0.9829066,-0.0856458
21,-0.045556474,0.081525564,"('immoral', 'moral')",-0.0455565,0.0815256,0.1270821
22,-0.580014,-0.55085325,"('untrustworthy', 'trustworthy')",-0.580014,-0.5508533,0.0291607
23,7.0046463,6.9662843,"('insincere', 'sincere')",7.0046463,6.9662843,-0.038362
24,1.3840785,1.2533505,"('dishonest', 'honest')",1.3840785,1.2533505,-0.130728
25,0.4400659,0.28235352,"('egoistic', 'altruistic')",0.4400659,0.2823535,-0.1577124
26,0.518996,0.4224169,"('hardhearted', 'benevolent')",0.518996,0.4224169,-0.0965791
27,1.0637999,0.736005,"('hardhearted', 'softhearted')",1.0637999,0.736005,-0.3277949
28,1.164325,1.0777205,"('disloyal', 'loyal')",1.164325,1.0777205,-0.0866045
29,-1.2124153,-1.3232118,"('unfair', 'fair')",-1.2124153,-1.3232118,-0.1107965
30,0.8122268,0.8258586,"('intolerant', 'tolerant')",0.8122268,0.8258586,0.0136318
31,-2.458285,-2.5564787,"('evil', 'good')",-2.4582851,-2.5564787,-0.0981936
32,1.2290617,1.1912793,"('unkind', 'kind')",1.2290617,1.1912793,-0.0377824
33,-0.5240846,-0.55383754,"('wrong', 'right')",-0.5240846,-0.5538375,-0.0297529
34,4.542773,4.632779,"('mean', 'honorable')",4.5427728,4.6327791,0.0900063
35,-1.1484298,-1.3485683,"('corrupt', 'incorrupt')",-1.1484298,-1.3485683,-0.2001385
36,-0.9465392,-1.1354866,"('hostile', 'amicable')",-0.9465392,-1.1354866,-0.1889474
37,0.49962083,0.38437337,"('fake', 'genuine')",0.4996208,0.3843734,-0.1152474
38,0.20025077,0.35055226,"('untruthful', 'truthful')",0.2002508,0.3505523,0.1503015
39,0.251492,0.276072,"('exploitative', 'cooperative')",0.251492,0.276072,0.02458
40,-2.0959983,-2.3575864,"('stingy', 'generous')",-2.0959983,-2.3575864,-0.2615881
41,0.05745935,0.011770798,"('unforgiving', 'forgiving')",0.0574594,0.0117708,-0.0456886
42,-2.487587,-2.5187871,"('unreliable', 'reliable')",-2.487587,-2.5187871,-0.0312001
43,1.134641,1.1547451,"('irresponsible', 'responsible')",1.1346411,1.1547451,0.020104
44,-1.6139572,-1.6868192,"('prejudiced', 'unprejudiced')",-1.6139572,-1.6868192,-0.072862
45,0.047030248,0.032090276,"('incompetent', 'competent')",0.0470302,0.0320903,-0.0149399
46,-0.2915157,-0.26659828,"('uncompetitive', 'competitive')",-0.2915157,-0.2665983,0.0249174
47,5.2984395,5.319932,"('stupid', 'smart')",5.2984395,5.319932,0.0214925
48,0.62458205,0.5201818,"('unintelligent', 'intelligent')",0.6245821,0.5201818,-0.1044003
49,0.044780582,-0.02368731,"('unable', 'able')",0.0447806,-0.0236873,-0.0684679
50,-0.21084173,-0.32860118,"('clumsy', 'skillful')",-0.2108417,-0.3286012,-0.1177595
51,0.8372349,0.7852528,"('uneducated', 'educated')",0.8372349,0.7852528,-0.0519821
52,-1.570411,-1.8507135,"('irrational', 'rational')",-1.570411,-1.8507135,-0.2803025
53,-0.21103363,-0.2930233,"('uncreative', 'creative')",-0.2110336,-0.2930233,-0.0819897
54,0.77139586,0.7317465,"('incapable', 'capable')",0.7713959,0.7317465,-0.0396494
55,1.0216012,1.0038741,"('incompetent', 'clever')",1.0216012,1.0038741,-0.0177271
56,1.4790466,1.6470748,"('impractical', 'practical')",1.4790466,1.6470748,0.1680282
57,-2.882545,-2.834095,"('unimaginative', 'imaginative')",-2.882545,-2.834095,0.04845
58,0.38894343,0.4387995,"('undiscriminating', 'discriminating')",0.3889434,0.4387995,0.0498561
59,-1.0294752,-1.1746858,"('foolish', 'wise')",-1.0294752,-1.1746858,-0.1452106
60,1.3686076,1.5792581,"('inefficient', 'efficient')",1.3686076,1.5792581,0.2106505
61,0.6838069,0.5218155,"('illogical', 'logical')",0.6838069,0.5218155,-0.1619914
62,0.6500627,0.7803292,"('incompetent', 'brilliant')",0.6500627,0.7803292,0.1302665
63,0.68118715,0.82181364,"('unperceptive', 'insightful')",0.6811872,0.8218136,0.1406264
64,-5.9719377,-5.7678657,"('shy', 'confident')",-5.9719377,-5.7678657,0.204072
65,0.42164952,0.46282035,"('insecure', 'secure')",0.4216495,0.4628204,0.0411709
66,-0.43358395,-0.5132533,"('inactive', 'active')",-0.4335839,-0.5132533,-0.0796694
67,-0.12766533,0.0085056815,"('doubtful', 'determined')",-0.1276653,0.0085057,0.136171
