,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3936576,-0.55583644,"('unsociable', 'sociable')",-0.5709431,-0.642041,-0.5836545,-0.628519,-0.3823698,-0.47473213,-0.4826562,-0.5752822,-0.092626
1,0.3429376,0.39339226,"('unfriendly', 'friendly')",-0.7410339,-0.66365856,0.7245064,0.69375044,2.32729,2.1953588,0.663425,0.6547107,-0.0087143
2,0.51,0.58145225,"('unlikable', 'likable')",0.6151738,0.75274146,1.4450547,1.4758164,0.8817714,0.98799926,0.863,0.9495023,0.0865023
3,-0.5983389,-0.53649676,"('repellent', 'pleasant')",0.059629425,0.19699362,-0.86172336,-0.79195124,0.03117162,0.1035576,-0.3423153,-0.2569742,0.0853411
4,0.109066375,0.13501775,"('disliked', 'liked')",0.17255765,0.15047486,0.5188475,0.4992071,-6.3975215,-6.410047,-1.3992624,-1.4063368,-0.0070744
5,1.0179399,1.1246206,"('distant', 'outgoing')",0.65711045,0.75210756,1.6807454,1.7208574,-0.09676323,-0.06966439,0.8147582,0.8819802,0.067222
6,0.8837174,0.99947876,"('distant', 'open')",0.23210514,0.36901066,1.3737597,1.3940692,0.68196577,0.6748365,0.792887,0.8593488,0.0664618
7,-0.17238376,-0.24798764,"('insensitive', 'sensitive')",-0.2107651,-0.15032862,-0.5541131,-0.50911015,0.7773323,0.77548593,-0.0399824,-0.0329851,0.0069973
8,0.86987495,0.936888,"('unaffectionate', 'affectionate')",-0.3313916,-0.28798044,-0.019981697,-0.09493467,0.94813997,0.8779606,0.3666604,0.3579834,-0.008677
9,1.1172891,1.1558192,"('unaffectionate', 'caring')",0.09486629,0.15508363,0.82821023,0.7953026,1.5074617,1.486995,0.8869568,0.8983001,0.0113433
10,-0.46921036,-0.551372,"('unsympathetic', 'sympathetic')",-0.6678768,-0.6333092,-2.50192,-2.5105314,-0.1558958,-0.17971265,-0.9487257,-0.9687313,-0.0200056
11,-0.5972618,-0.63874304,"('unhelpful', 'helpful')",0.68363076,0.7377724,-1.0793624,-1.0673661,2.023005,2.0942917,0.2575029,0.2814887,0.0239858
12,1.1068647,1.0786184,"('unsupportive', 'supportive')",1.1037252,1.250275,-0.33810958,-0.27722782,-1.6323131,-1.5663801,0.0600418,0.1213214,0.0612796
13,0.13113119,0.0049268673,"('impolite', 'polite')",0.51912856,0.4758402,-0.33795133,-0.31197467,-0.21873155,-0.24365373,0.0233942,-0.0187153,-0.0421095
14,-0.73926854,-0.914877,"('antisocial', 'social')",0.10512405,0.0634585,-0.9939623,-0.96189386,-0.92242885,-0.8936673,-0.6376339,-0.6767449,-0.039111
15,0.49867505,0.53771734,"('boring', 'funny')",0.09766704,0.064569965,1.34161,1.3137624,0.33632058,0.35511485,0.5685682,0.5677912,-0.000777
16,-1.2967676,-1.3433614,"('unpopular', 'popular')",-0.9068708,-0.93997496,-0.12934913,-0.11758387,0.30132264,0.2734611,-0.5079162,-0.5318648,-0.0239486
17,0.115474194,0.17614633,"('nasty', 'nice')",0.02463447,0.13338983,0.7451403,0.7847796,-0.76142454,-0.7158722,0.0309561,0.0946109,0.0636548
18,-0.13169384,-0.110255405,"('disagreeable', 'welcoming')",-0.009297051,0.16411503,-0.10508014,-0.1019697,-0.46785226,-0.4922833,-0.1784808,-0.1350984,0.0433824
19,-0.06083937,0.068787836,"('inhospitable', 'hospitable')",0.11363095,0.23912482,-0.33312497,-0.33309367,-0.1244075,-0.09189846,-0.1011852,-0.0292699,0.0719153
20,-0.3369053,-0.38480896,"('rough', 'thoughtful')",-1.1074088,-1.0761471,-0.2163234,-0.20522375,1.1887343,1.1575184,-0.1179758,-0.1271654,-0.0091896
21,-0.62065834,-0.713181,"('immoral', 'moral')",0.05652861,0.07628337,-1.082181,-1.0791582,-0.7270983,-0.68788844,-0.5933523,-0.6009861,-0.0076338
22,0.2350574,0.18237771,"('untrustworthy', 'trustworthy')",0.35530233,0.39478263,-1.2729415,-1.3161471,-0.8222033,-0.85013914,-0.3761963,-0.3972815,-0.0210852
23,-0.48353705,-0.50300753,"('insincere', 'sincere')",-0.30915785,-0.22471157,-0.091643155,-0.13250414,5.931978,5.8176465,1.2619101,1.2393558,-0.0225543
24,0.12364008,0.047035575,"('dishonest', 'honest')",-0.17763245,-0.23451136,-1.1405394,-1.1784945,1.1069287,1.0406076,-0.0219008,-0.0813407,-0.0594399
25,1.1407743,1.1493418,"('egoistic', 'altruistic')",-0.67776597,-0.7132595,1.0317097,1.0441589,1.5864806,1.509579,0.7702997,0.7474551,-0.0228446
26,0.73754513,0.66947496,"('hardhearted', 'benevolent')",-0.3250427,-0.35279799,1.2722111,1.2273862,1.6982032,1.6350886,0.8457292,0.7947879,-0.0509413
27,0.88240117,0.8779253,"('hardhearted', 'softhearted')",0.17666192,0.2268889,0.106332965,0.11607142,1.5571413,1.4721516,0.6806344,0.6732593,-0.0073751
28,0.24071714,0.107959434,"('disloyal', 'loyal')",-0.2448456,-0.3817612,-0.6149836,-0.73156273,1.2001479,1.0316019,0.1452589,0.0065594,-0.1386995
29,0.35829118,0.28131473,"('unfair', 'fair')",0.09018231,0.07052758,-0.16921125,-0.14887366,-0.14751253,-0.2765789,0.0329374,-0.0184026,-0.05134
30,-0.036750123,-0.09340313,"('intolerant', 'tolerant')",-0.13319796,-0.07786352,-0.9043413,-0.944186,0.87732416,0.85272104,-0.0492413,-0.0656829,-0.0164416
31,0.47862607,0.6608431,"('evil', 'good')",-0.06171132,0.06718753,0.6998465,0.76650876,-1.0371265,-1.0969151,0.0199087,0.0994061,0.0794974
