,dun_male,dun_female,tuple,&_male,&_female,bradstreet_male,bradstreet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12981825,-0.22009084,"('unsociable', 'sociable')",0.5111034,0.35143018,-1.0910943,-1.1969281,0.098256275,-0.10695402,-0.32608724,-0.38295612,-0.187528,-0.3110998,-0.1235718
1,-0.7891143,-0.7967844,"('unfriendly', 'friendly')",-0.95794356,-1.0468605,-1.863605,-1.9124105,0.36332855,0.26031613,1.900244,1.7936848,-0.2694181,-0.3404109,-0.0709928
2,-0.43306416,-0.3777609,"('unlikable', 'likable')",1.4120225,1.4214947,-0.00024319533,0.004578054,1.6558375,1.7215743,0.6168266,0.71003956,0.6502759,0.6959852,0.0457093
3,0.54189456,0.6405996,"('repellent', 'pleasant')",0.01471539,0.071091354,-1.4103056,-1.3626097,0.07114814,0.06765271,0.11660559,0.13112147,-0.1331884,-0.0904289,0.0427595
4,-0.6622866,-0.70251054,"('disliked', 'liked')",0.77053726,0.6671975,0.51447356,0.490906,-0.029854968,-0.13863419,-6.0277553,-6.07471,-1.0869772,-1.1515502,-0.064573
5,0.39118242,0.41466242,"('distant', 'outgoing')",-0.50926965,-0.48325247,0.69998586,0.76361775,-0.40760842,-0.37353382,0.031302035,0.01685552,0.0411184,0.0676699,0.0265515
6,0.72583246,0.8221629,"('distant', 'open')",-0.38491297,-0.33604947,0.50913644,0.5957873,-0.5827044,-0.54287267,0.8751737,0.8051219,0.228505,0.26883,0.040325
7,0.14097252,0.18904771,"('insensitive', 'sensitive')",-0.22223416,-0.17685008,-0.9484696,-0.96379733,0.6468701,0.63578784,0.99517584,1.0017462,0.1224629,0.1371869,0.014724
8,0.74942833,0.7640246,"('unaffectionate', 'affectionate')",-0.2021718,-0.13762504,-0.36812675,-0.36927715,0.1782279,0.18155783,1.098036,0.98199683,0.2910788,0.2841354,-0.0069434
9,0.44349623,0.44933897,"('unaffectionate', 'caring')",-0.13598102,-0.13000992,-0.94755167,-0.94843704,0.90948933,0.846862,1.5092268,1.4650711,0.3557359,0.336565,-0.0191709
10,0.77665985,0.8084637,"('unsympathetic', 'sympathetic')",-0.2768651,-0.27577135,-1.4135013,-1.4469233,-0.0033739991,-0.065479144,0.019330608,0.0642889,-0.17955,-0.1830842,-0.0035342
11,-0.8171803,-0.8232273,"('unhelpful', 'helpful')",-1.070986,-1.0086875,-1.7157168,-1.7138276,-0.26660836,-0.31011963,1.8475975,1.9501294,-0.4045788,-0.3811466,0.0234322
12,0.6507126,0.6757386,"('unsupportive', 'supportive')",0.47785524,0.57885224,-0.8659157,-0.8142242,0.4299791,0.4656598,-1.4689672,-1.4194605,-0.1552672,-0.1026868,0.0525804
13,-0.9261884,-0.98993105,"('impolite', 'polite')",-0.15222424,-0.12913193,-0.8555513,-0.90388113,0.33992273,0.30290115,-0.18806046,-0.1586692,-0.3564204,-0.3757425,-0.0193221
14,1.0634261,1.0312939,"('antisocial', 'social')",1.168024,1.0895658,-0.7158247,-0.75177383,1.8831463,1.8543781,-0.669994,-0.65874183,0.5457556,0.5129444,-0.0328112
15,0.42733082,0.3921573,"('boring', 'funny')",0.72286916,0.65586686,0.8710545,0.8448347,-0.69757855,-0.71105105,0.611644,0.5735594,0.387064,0.3510734,-0.0359906
