,affect_male,affect_female,tuple,average_male,average_female,female-male
0,0.57325864,0.3795755,"('unsociable', 'sociable')",0.5732586,0.3795755,-0.1936831
1,0.8782873,1.1606524,"('unfriendly', 'friendly')",0.8782873,1.1606524,0.2823651
2,-0.13017225,0.09286617,"('unlikable', 'likable')",-0.1301723,0.0928662,0.2230385
3,0.97923785,1.0941854,"('repellent', 'pleasant')",0.9792379,1.0941854,0.1149475
4,-7.2712307,-7.4948597,"('disliked', 'liked')",-7.2712307,-7.4948597,-0.223629
5,-0.78610474,-0.5950852,"('distant', 'outgoing')",-0.7861047,-0.5950852,0.1910195
6,-0.37898737,-0.2667231,"('distant', 'open')",-0.3789874,-0.2667231,0.1122643
7,1.4970324,1.5408809,"('insensitive', 'sensitive')",1.4970324,1.5408809,0.0438485
8,0.8368959,0.9439749,"('unaffectionate', 'affectionate')",0.8368959,0.9439749,0.107079
9,1.1066202,1.3338436,"('unaffectionate', 'caring')",1.1066202,1.3338436,0.2272234
10,1.4335139,1.3077621,"('unsympathetic', 'sympathetic')",1.4335139,1.3077621,-0.1257518
11,1.955342,2.0472462,"('unhelpful', 'helpful')",1.9553421,2.0472462,0.0919041
12,-1.4663858,-1.3776132,"('unsupportive', 'supportive')",-1.4663858,-1.3776132,0.0887726
13,0.2622221,0.30258065,"('impolite', 'polite')",0.2622221,0.3025807,0.0403586
14,0.7932925,0.59450907,"('antisocial', 'social')",0.7932925,0.5945091,-0.1987834
15,0.6281031,0.62979877,"('boring', 'funny')",0.6281031,0.6297988,0.0016957
16,-0.87975496,-0.7278591,"('unpopular', 'popular')",-0.879755,-0.7278591,0.1518959
17,-0.14620312,-0.22406217,"('nasty', 'nice')",-0.1462031,-0.2240622,-0.0778591
18,-0.6021577,-0.3944146,"('disagreeable', 'welcoming')",-0.6021577,-0.3944146,0.2077431
19,-0.9767549,-0.76079726,"('inhospitable', 'hospitable')",-0.9767549,-0.7607973,0.2159576
20,0.6397718,0.5569162,"('rough', 'thoughtful')",0.6397718,0.5569162,-0.0828556
21,0.22877394,0.38030916,"('immoral', 'moral')",0.2287739,0.3803092,0.1515353
22,0.18051992,0.134965,"('untrustworthy', 'trustworthy')",0.1805199,0.134965,-0.0455549
23,6.291662,6.721689,"('insincere', 'sincere')",6.2916622,6.7216892,0.430027
24,1.6297199,1.786694,"('dishonest', 'honest')",1.6297199,1.786694,0.1569741
25,0.55083674,0.6720385,"('egoistic', 'altruistic')",0.5508367,0.6720385,0.1212018
26,1.2110785,0.885699,"('hardhearted', 'benevolent')",1.2110785,0.885699,-0.3253795
27,1.6751255,1.5597085,"('hardhearted', 'softhearted')",1.6751255,1.5597085,-0.115417
28,1.4046043,1.2179549,"('disloyal', 'loyal')",1.4046043,1.2179549,-0.1866494
29,-0.41093534,-0.5629016,"('unfair', 'fair')",-0.4109353,-0.5629016,-0.1519663
30,1.0864435,1.1004624,"('intolerant', 'tolerant')",1.0864435,1.1004624,0.0140189
31,-1.562009,-1.4991723,"('evil', 'good')",-1.562009,-1.4991723,0.0628367
32,1.2498772,1.1556505,"('unkind', 'kind')",1.2498772,1.1556505,-0.0942267
33,-0.4766551,-0.41107354,"('wrong', 'right')",-0.4766551,-0.4110735,0.0655816
