,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,0.04222896,-0.25416237,"('unsociable', 'sociable')",0.042229,-0.2541624,-0.2963914
1,-0.9510272,-1.0781815,"('unfriendly', 'friendly')",-0.9510272,-1.0781815,-0.1271543
2,-0.38863674,-0.4480085,"('unlikable', 'likable')",-0.3886367,-0.4480085,-0.0593718
3,-1.1724352,-1.2026922,"('repellent', 'pleasant')",-1.1724352,-1.2026922,-0.030257
4,-1.729757,-1.788712,"('disliked', 'liked')",-1.729757,-1.788712,-0.058955
5,-0.55935323,-0.5765375,"('distant', 'outgoing')",-0.5593532,-0.5765375,-0.0171843
6,-0.92439735,-0.97909397,"('distant', 'open')",-0.9243973,-0.979094,-0.0546967
7,-0.23273209,-0.39091596,"('insensitive', 'sensitive')",-0.2327321,-0.390916,-0.1581839
8,-0.6330502,-0.5458921,"('unaffectionate', 'affectionate')",-0.6330502,-0.5458921,0.0871581
9,-0.8475318,-0.7861914,"('unaffectionate', 'caring')",-0.8475318,-0.7861914,0.0613404
10,-0.5692575,-0.796881,"('unsympathetic', 'sympathetic')",-0.5692575,-0.796881,-0.2276235
11,0.5091724,0.54199964,"('unhelpful', 'helpful')",0.5091724,0.5419996,0.0328272
12,-1.5833462,-1.5897835,"('unsupportive', 'supportive')",-1.5833462,-1.5897835,-0.0064373
13,0.26094982,0.110510096,"('impolite', 'polite')",0.2609498,0.1105101,-0.1504397
14,0.37213165,0.19744076,"('antisocial', 'social')",0.3721316,0.1974408,-0.1746908
15,0.5471242,0.42919323,"('boring', 'funny')",0.5471242,0.4291932,-0.117931
16,-0.24532929,-0.3640979,"('unpopular', 'popular')",-0.2453293,-0.3640979,-0.1187686
17,-0.34206575,-0.30981484,"('nasty', 'nice')",-0.3420658,-0.3098148,0.032251
18,-1.186268,-1.2023478,"('disagreeable', 'welcoming')",-1.186268,-1.2023478,-0.0160798
19,-1.0512347,-0.9984499,"('inhospitable', 'hospitable')",-1.0512347,-0.9984499,0.0527848
20,-0.03605895,-0.06958395,"('rough', 'thoughtful')",-0.036059,-0.069584,-0.033525
21,-0.5871977,-0.48570028,"('immoral', 'moral')",-0.5871977,-0.4857003,0.1014974
22,0.1871242,-0.12639533,"('untrustworthy', 'trustworthy')",0.1871242,-0.1263953,-0.3135195
23,0.9683975,0.91311127,"('insincere', 'sincere')",0.9683975,0.9131113,-0.0552862
24,0.22870491,0.048996523,"('dishonest', 'honest')",0.2287049,0.0489965,-0.1797084
25,-0.37905085,-0.37059355,"('egoistic', 'altruistic')",-0.3790509,-0.3705935,0.0084574
26,-0.11303432,-0.3057497,"('hardhearted', 'benevolent')",-0.1130343,-0.3057497,-0.1927154
27,0.21931036,0.076514244,"('hardhearted', 'softhearted')",0.2193104,0.0765142,-0.1427962
28,-0.5169676,-0.41043288,"('disloyal', 'loyal')",-0.5169676,-0.4104329,0.1065347
29,0.058868892,-0.15073094,"('unfair', 'fair')",0.0588689,-0.1507309,-0.2095998
30,0.61480033,0.6890481,"('intolerant', 'tolerant')",0.6148003,0.6890481,0.0742478
31,-1.0544573,-1.0678213,"('evil', 'good')",-1.0544573,-1.0678213,-0.013364
32,-0.33613282,-0.5464511,"('unkind', 'kind')",-0.3361328,-0.5464511,-0.2103183
33,-0.17886345,-0.287838,"('wrong', 'right')",-0.1788635,-0.287838,-0.1089745
34,0.52064234,0.7583261,"('mean', 'honorable')",0.5206423,0.7583261,0.2376838
35,0.06626573,-0.018634217,"('corrupt', 'incorrupt')",0.0662657,-0.0186342,-0.0848999
36,-1.0596491,-1.0595715,"('hostile', 'amicable')",-1.0596491,-1.0595715,7.76e-05
37,-0.015207913,-0.007656036,"('fake', 'genuine')",-0.0152079,-0.007656,0.0075519
38,-0.2374958,-0.2945119,"('untruthful', 'truthful')",-0.2374958,-0.2945119,-0.0570161
39,0.14525606,0.28637448,"('exploitative', 'cooperative')",0.1452561,0.2863745,0.1411184
40,-1.6995025,-1.8201227,"('stingy', 'generous')",-1.6995025,-1.8201227,-0.1206202
41,0.2507037,0.2195293,"('unforgiving', 'forgiving')",0.2507037,0.2195293,-0.0311744
42,-0.30676857,-0.50253683,"('unreliable', 'reliable')",-0.3067686,-0.5025368,-0.1957682
43,0.053535886,-0.094271965,"('irresponsible', 'responsible')",0.0535359,-0.094272,-0.1478079
44,0.013335919,-0.008704484,"('prejudiced', 'unprejudiced')",0.0133359,-0.0087045,-0.0220404
45,0.7426806,0.3963516,"('incompetent', 'competent')",0.7426806,0.3963516,-0.346329
46,0.028884295,-0.21806408,"('uncompetitive', 'competitive')",0.0288843,-0.2180641,-0.2469484
47,1.7676175,1.759136,"('stupid', 'smart')",1.7676175,1.759136,-0.0084815
48,-0.6397877,-0.42445827,"('unintelligent', 'intelligent')",-0.6397877,-0.4244583,0.2153294
49,-0.56559336,-0.1466434,"('unable', 'able')",-0.5655934,-0.1466434,0.41895
50,-0.06675497,-0.11969708,"('clumsy', 'skillful')",-0.066755,-0.1196971,-0.0529421
51,-0.24291703,-0.28919345,"('uneducated', 'educated')",-0.242917,-0.2891935,-0.0462765
52,-0.47169927,-0.426952,"('irrational', 'rational')",-0.4716993,-0.426952,0.0447473
53,-1.147361,-1.350074,"('uncreative', 'creative')",-1.147361,-1.3500741,-0.2027131
54,-0.28922027,-0.39324299,"('incapable', 'capable')",-0.2892203,-0.393243,-0.1040227
55,0.83755994,0.80567735,"('incompetent', 'clever')",0.8375599,0.8056774,-0.0318825
56,0.7203832,0.5970549,"('impractical', 'practical')",0.7203832,0.5970549,-0.1233283
57,-0.7597551,-1.1144865,"('unimaginative', 'imaginative')",-0.7597551,-1.1144865,-0.3547314
58,0.6533386,0.39536065,"('undiscriminating', 'discriminating')",0.6533386,0.3953606,-0.257978
59,0.09182851,0.19596153,"('foolish', 'wise')",0.0918285,0.1959615,0.104133
60,0.51140255,0.6884421,"('inefficient', 'efficient')",0.5114025,0.6884421,0.1770396
61,0.21672416,-0.01976708,"('illogical', 'logical')",0.2167242,-0.0197671,-0.2364913
62,0.38448492,0.45520583,"('incompetent', 'brilliant')",0.3844849,0.4552058,0.0707209
63,-0.23705272,-0.19736284,"('unperceptive', 'insightful')",-0.2370527,-0.1973628,0.0396899
64,-1.2170812,-1.3107038,"('shy', 'confident')",-1.2170812,-1.3107038,-0.0936226
65,0.32762197,0.20414956,"('insecure', 'secure')",0.327622,0.2041496,-0.1234724
66,-0.92395157,-1.1338124,"('inactive', 'active')",-0.9239516,-1.1338124,-0.2098608
67,0.5164861,0.62602425,"('doubtful', 'determined')",0.5164861,0.6260242,0.1095381
68,-0.34215108,-0.29821858,"('dependent', 'independent')",-0.3421511,-0.2982186,0.0439325
69,-0.9151738,-0.9304444,"('lazy', 'industrious')",-0.9151738,-0.9304444,-0.0152706
70,0.5041899,0.16407198,"('lethargic', 'energetic')",0.5041899,0.164072,-0.3401179
71,-0.24469303,-0.2142302,"('diffident', 'self-confident')",-0.244693,-0.2142302,0.0304628
72,-0.35461372,-0.37129036,"('unambitious', 'ambitious')",-0.3546137,-0.3712904,-0.0166767
73,-0.525627,-0.51593906,"('helpless', 'self-reliant')",-0.525627,-0.5159391,0.0096879
74,-0.055843614,-0.16203955,"('undedicated', 'dedicated')",-0.0558436,-0.1620395,-0.1061959
75,0.15266961,0.052183397,"('meek', 'impulsive')",0.1526696,0.0521834,-0.1004862
76,0.34715465,0.36550307,"('anxious', 'daring')",0.3471546,0.3655031,0.0183485
77,-1.0438418,-0.963615,"('unmotivated', 'motivated')",-1.0438418,-0.963615,0.0802268
78,-0.7307174,-0.64509946,"('nonresilient', 'resilient')",-0.7307174,-0.6450995,0.0856179
79,-1.2486876,-1.2950945,"('wavering', 'unwavering')",-1.2486876,-1.2950945,-0.0464069
80,0.46479267,0.39742336,"('dominated', 'dominating')",0.4647927,0.3974234,-0.0673693
81,0.18819965,0.26072362,"('submissive', 'aggressive')",0.1881997,0.2607236,0.0725239
82,1.4795374,1.2721916,"('poor', 'rich')",1.4795374,1.2721916,-0.2073458
83,-0.1924527,-0.20392515,"('powerless', 'powerful')",-0.1924527,-0.2039251,-0.0114724
84,0.24094133,0.32579258,"('inferior', 'superior')",0.2409413,0.3257926,0.0848513
85,-1.0026823,-0.97419125,"('insignificant', 'prestigious')",-1.0026823,-0.9741912,0.0284911
86,-0.8297616,-1.0593954,"('uninfluential', 'influential')",-0.8297616,-1.0593954,-0.2296338
87,0.50191677,0.36126256,"('unsuccessful', 'successful')",0.5019168,0.3612626,-0.1406542
88,-0.8475072,-0.8214058,"('low', 'eminent')",-0.8475072,-0.8214058,0.0261014
