,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.31105232,-0.44758883,"('unsociable', 'sociable')",0.4103674,0.24034438,0.0053940862,-0.14622435,0.0349031,-0.1178229,-0.152726
1,-0.64194053,-0.6486872,"('unfriendly', 'friendly')",0.27408892,0.14271943,1.6709304,1.5267509,0.4343596,0.3402611,-0.0940985
2,0.56934524,0.6698667,"('unlikable', 'likable')",2.5218656,2.6490433,0.7209554,0.7724927,1.2707221,1.363801,0.0930789
3,-0.5534645,-0.49283904,"('repellent', 'pleasant')",0.09048273,0.1302826,0.53921854,0.69321257,0.0254123,0.1102187,0.0848064
4,-0.36172426,-0.38065955,"('disliked', 'liked')",0.11788104,0.045609985,-5.74812,-5.957387,-1.997321,-2.0974789,-0.1001579
5,-0.46224022,-0.42377856,"('distant', 'outgoing')",0.9142731,0.8790203,-0.20702328,-0.3323628,0.0816699,0.0409596,-0.0407103
6,-0.39055976,-0.31680197,"('distant', 'open')",0.37111148,0.34015292,0.18888818,0.059323125,0.05648,0.027558,-0.028922
7,0.32243833,0.27038893,"('insensitive', 'sensitive')",0.09760089,0.13526146,0.59097654,0.6415566,0.3370053,0.349069,0.0120637
8,-0.35917276,-0.30586055,"('unaffectionate', 'affectionate')",-0.473653,-0.44654474,0.21383709,0.12390212,-0.2063296,-0.209501,-0.0031714
9,0.35675532,0.36731687,"('unaffectionate', 'caring')",0.6666537,0.68358666,0.76414615,0.6700786,0.5958517,0.5736607,-0.022191
10,0.59896624,0.5611697,"('unsympathetic', 'sympathetic')",-0.26244992,-0.2700001,0.5867528,0.5956144,0.3077564,0.2955947,-0.0121617
11,0.50180423,0.536162,"('unhelpful', 'helpful')",0.4563381,0.44304386,2.0344074,2.0271976,0.9975166,1.0021345,0.0046179
12,0.89764065,0.959668,"('unsupportive', 'supportive')",1.456597,1.53752,-1.5873003,-1.6520842,0.2556458,0.2817013,0.0260555
13,-0.05084674,-0.117006645,"('impolite', 'polite')",0.092070185,0.040520377,0.32634026,0.29291838,0.1225212,0.072144,-0.0503772
